"" "Ahlefeld_Erna_1820" "Ahlefeld_Marie-Mueller_1799" "Anonym_Schwester-Monika_1815" "Arnim_Graefin-Dolores_1810" "Arnim_Isabella-von-Aegypten_1812" "Arnim_Kronewaechter_1817" "Brentano_Godwi_1801" "Bruckbraeu_Mittheilungen_1829" "Campe_Robinson_1779" "Clauren_Liebe-und-Irrtum_1827" "Diderot_Die-Nonne_1796" "Diderot_Jakob_1796" "Ehrmann_Amalie_1787" "Ehrmann_Nina_1788" "Eichendorff_Ahnung-und-Gegenwart_1815" "Engel_Lorenz-Stark_1801" "Fischer_Christian_Hannchen_1800" "Fischer_Guenstling_1808" "Fischer_Gustav_1801" "Fischer_Honigmonathe_1802" "Fischer_Margarethe_1812" "Fischer_Vierzehn-Tage_1801" "Forster_Ansichten_1791" "Fouque_Falkenstein_1810" "Fouque_Magie-der-Natur_1812" "Fouque_Resignation_1829" "Fouque_Rodrich_1807" "Fouque_Spanier_1814" "Froelich_Kentucky_1819" "Goethe_Lehrjahre_1795" "Goethe_Wahlverwandschaften_1809" "Goethe_Wanderjahre_1821" "Goethe_Werther_1774" "Haller_Usong_1771" "Hauff_Bettlerin_1826" "Hauff_Lichtenstein_1826" "Hauff_Memoiren-des-Satan_1826" "Heine_Harzreise_1824" "Heinse_Ardinghello_1787" "Heinse_Hildegard_1795" "Hippel_Kreuz-und-Querzuege_1793" "Hippel_Lebenslaeufe_1779" "Hoelderlin_Fragment-von-Hyperion_1794" "Hoelderlin_Hyperion_1797" "Hoelderlin_Hyperions_Jugend_1797" "Hoffmann_Elixiere_1816" "Hoffmann_Kater-Murr_1820" "Huber_Ellen-Percy_1822" "Huber_Klosterberuf_1830" "Huber_Luise_1796" "Huber_Seldorf_1795" "Jacobi_Eduard-Allwill_1792" "Jacobi_Woldemar_1779" "Klingemann_Nachtwachen_1804" "Klinger_Faust_1791" "Klinger_Geschichte-eines-Teutschen_1798" "Knigge_Benjamin-Noldmann_1790" "Knigge_Braunschweig_1792" "Knigge_Josephs-von-Wurmbrands_1792" "La-Roche_Oneida_1798" "La-Roche_Rosaliens-Briefe_1779" "La-Roche_Sternheim_1771" "Lavater_Unveraenderte-Fragmente_1773" "Liebeskind_Maria_1784" "Manzoni_Die-Verlobten_1826" "Mereau_Amanda-und-Eduard_1803" "Mereau_Bluethenalter_1794" "Miller_Siegwart_1776" "Moritz_Anton-Reiser_1785" "Moritz_Hartknopf_1786" "Moritz_Hartknopfs-Predigerjahre_1790" "Mueller_Siegfried_1779" "Naubert_Alf-von-Duelmen_1790" "Naubert_Amtmannin_1787" "Naubert_Hermann-von-Unna_1788" "Nicolai_Sebaldus-Nothanker_1773" "Novalis_Lehrlinge_1802" "Novalis_Ofterdingen_1802" "Paul_Feldprediger_1809" "Paul_Flegeljahre_1804" "Paul_Hesperus_1795" "Paul_Katzenberger_1809" "Paul_Loge_1793" "Paul_Luftschiffers-Giannozzo_1801" "Paul_Quintus-Fixlein_1796" "Paul_Siebenkaes_1796" "Paul_Titan_1800" "Pestalozzi_Lienhard-und-Gertrud_1781" "Pfeffel_Biographie-eines-Pudels_1789" "Pichler_Agathocles_1808" "Restif-de-la-Bretonne_Anti-Justine_1793" "Sade_Geschichte-der-Justine_1797" "Schiller_Geisterseher_1787" "Schilling_Denkwuerdigkeiten_1787" "Schlegel_Florentin_1801" "Schlegel_Lucinde_1799" "Schopenhauer_Die-Tante_1823" "Schopenhauer_Gabriele_1819" "Scott_Ivanhoe_1819" "Spindler_Der-Jude_1827" "Stendhal_Rot-und-Schwarz_1830" "Thuemmel_Reise-in-mittaegliche-Provinzen_1791" "Tieck_Franz-Sternbald_1798" "Tieck_William-Lovell_1795" "Unger_Albert-und-Albertine_1804" "Unger_Bekenntnisse_1806" "Unger_Julchen-Gruenthal_1798" "Voss_Ini_1810" "Vulpius_Rinaldo-Rinaldini_1799" "Waiblinger_Briten-in-Rom_1828" "Wezel_Belphegor_1776" "Wezel_Hermann-und-Ulrike_1780" "Wezel_Kakerlak_1784" "Wieland_Abderiten_1774" "Wieland_Agathon_1794" "Wieland_Aristipp_1801" "Wieland_Der-goldene-Spiegel_1772" "Wieland_Peregrinus_1788" "Wobeser_Elisa_1795" "Wolzogen_Agnes_1798" "Zschokke_Goldmacherdorf_1817"
"Ahlefeld_Erna_1820" 0 0.808886242085274 1.01818242721434 0.846620374771344 0.946640564612345 0.899763846474609 0.865277300289873 0.845252716743879 1.02760171729683 0.890120150521774 1.03419641258057 1.02118249237068 1.0099966571564 1.1217992584633 1.03582081905504 0.977464765848764 1.13528297936195 1.09976533806688 1.02708388377463 1.05754916406629 1.0293383766341 1.10800942266738 0.913809724808477 0.819231139342695 0.877257608582248 0.842515964795704 0.82661352069507 0.915211947198403 0.848551115276263 0.850901166746602 0.854836764482032 0.855279656704459 0.970207547771041 1.02654560268222 0.975665505221098 0.915893010295836 0.891315739981398 1.10961573367444 0.971455252177595 0.966169934802112 0.946885652333085 1.01581843911393 1.23020383548483 1.02088912871536 1.12413872680442 0.876560929456944 0.860558337641479 0.812519520682318 0.864003536212626 0.981568070303426 0.818497215884101 1.0309066978575 0.961594547468171 0.975547485722197 0.967055176492824 0.88688729328896 1.0611294099347 0.997046619053331 1.193652940091 0.974691408802632 0.947109869921236 0.996464105406376 1.05231509728094 0.948547453376524 0.932254977750965 0.865344371784121 0.995220649195658 1.00691409565789 0.943556963495716 0.99494003288505 1.06351268371657 1.04455496203566 0.93573578794764 0.912575530541976 0.903181741044541 0.974641843785539 1.20377567539408 0.927914710025388 1.09317602914423 0.901030092304295 0.877168370379083 0.916307565554945 0.917076342138116 1.0687519637751 0.928189687740854 0.883278417866585 0.835325963426574 1.07628698534311 1.20314090879467 0.801532586120919 1.08236038612472 0.938393489746795 0.984692536899967 1.03720714091962 0.862863495395122 0.952155161859999 0.756769370576483 0.708221210160693 0.909958621316756 0.876227970467284 0.850288131575511 0.808525033518083 0.917523081913566 0.923559993252025 0.829126956141311 0.976647143644947 0.827298190884933 0.906430969720556 1.00910829100527 1.01113518406762 0.941378112246086 0.881357975764271 1.14076657349003 1.0408857440276 0.987148217767006 0.955211165559618 1.04547012801245 0.929227101403951 0.971974333916523 0.843418613451516 1.1422081893545
"Ahlefeld_Marie-Mueller_1799" 0.808886242085274 0 1.08669365851543 0.917134300658695 1.00721965085996 0.973922122562083 0.885425616998056 0.961708176755198 1.09675069952653 0.951808802404482 1.07227864058811 1.04721941120223 1.02295969663992 1.08593222298558 1.1190144451774 1.0148154006003 1.11464630927252 1.12417655541676 0.995551852379466 1.07786102245244 1.05212464308847 1.12658114914967 1.07793066312025 0.927119573025811 0.992892307519585 0.923942228371939 0.923191679266909 1.00509507167963 0.925990342893942 0.928278956181855 0.97043494637105 1.00661232009649 0.958734569548296 1.06906181104221 0.99596500029203 1.01278658153718 1.01085485266922 1.18687448240774 1.07211362511139 1.05882298971047 1.03919723561872 1.04496876400995 1.24872067809952 1.03382728385549 1.12518917570938 1.00459877266333 0.977129273385166 0.898488702917876 0.937709948874518 1.00347979241911 0.866920344115024 1.08608657069775 1.00805655242664 1.06838169367811 1.03361144620548 0.936597682521141 1.16282674599125 1.04956769097298 1.29490068974976 0.963734565592085 0.919467796526236 0.952411033011959 1.08685445688671 0.903921917791504 1.03838587151909 0.894126086435983 1.03175584727299 0.961736392863434 1.03101179399981 1.05643357107053 1.11230372941784 1.11445131092078 0.979550333176821 0.915097286938747 0.927032875950879 1.04299402898018 1.30288539909089 1.00120238190691 1.17466293685731 0.974665977076496 0.908676461924403 1.01671587621795 0.958005679984754 1.13009578601252 0.965854124480495 0.941700518032041 0.902478982848308 1.07776464735133 1.25362960543003 0.835858310949792 1.0861848484759 1.00116426776158 1.01969111184929 1.06660797756552 0.937933100246081 1.03430237816333 0.870899261858534 0.841482930869566 1.03276763805157 0.96029771424605 0.931710299289721 0.88533084216016 0.949402205931371 0.92118850267171 0.908848761670939 1.08711881775785 0.857972714440626 1.06112268228623 1.01988232574472 1.05445095922955 0.990957624902338 0.897280659357867 1.15742483804192 1.14071160512252 1.06379910752703 1.07155793542082 1.1271129129458 1.0291777410803 0.875545792995279 0.878450178872994 1.20481810179961
"Anonym_Schwester-Monika_1815" 1.01818242721434 1.08669365851543 0 0.929273058826407 0.940791865690876 0.928357943681961 0.88159113379359 0.922969721010309 0.976886469365212 0.961733938646529 0.975214453181937 0.899296798104697 1.01614699518057 1.10028120485879 1.02627907389245 1.02671537880331 0.990807991242421 1.17024306365172 1.05920065696842 1.03396453036722 1.01148270747677 1.09698026080692 0.980573076491985 0.975635824807695 0.983445625346553 0.954281205049332 1.02321179999099 1.03089642372756 0.988243008874256 0.942075367655297 0.991525171719966 0.970382507427065 0.962329048646625 1.07475201538667 0.995720758606807 0.941251401566777 0.899648319538619 1.0713099072825 0.972142421353844 0.971094732599282 0.960544886216657 0.941517326791305 1.25957657595415 1.04155494013273 1.19296600215177 0.93152957192955 0.891909607956478 1.00235764635835 1.03783051707596 1.1098037393524 0.98240070130561 1.00904675109309 0.994683209053412 0.954265862777054 0.955812529570586 1.01345837355685 1.07097666007325 0.997471421762099 1.23584546241193 1.03608156963045 0.953324295386052 1.04262050414162 1.05345324193757 0.997187638460489 0.927283598917787 1.10026243825055 1.20244250781356 0.961050389134204 1.05033971299454 1.01210353442934 1.08797859148629 1.00439083778499 0.998092661058457 0.981041700558947 1.00124128037694 0.98785458811179 1.26895137436208 1.05161927286888 1.03854959883821 0.919219833179527 0.912974892522685 0.938824509571458 0.893581080692484 1.00102236236289 0.911267022279477 0.886679785863365 0.911214229873731 0.960131629226994 1.15454809901651 0.975338009627709 0.925551439552361 0.860528943273765 1.01970459741464 0.925566965490785 0.958457580867115 1.06953229902962 0.956281125259736 0.994198846552896 0.939992445926151 0.904506042648935 0.891960107796008 0.859933035934583 0.982664615735973 0.988404750787599 0.930221247111962 1.06516968485043 0.878361918231995 1.02140315856656 0.926267715488942 0.9534251968498 0.955719790125933 0.870550640035196 1.0333260607294 1.03399536678063 1.09185495766348 1.01511112797292 1.09932831238564 1.00339476507864 1.06589236333272 1.08008165252332 1.06913098382156
"Arnim_Graefin-Dolores_1810" 0.846620374771344 0.917134300658695 0.929273058826407 0 0.638891849071137 0.557944556845754 0.675786105759466 0.747682378166975 0.866726575540102 0.797026797951062 0.938434096590094 0.786348588332101 0.916121659308818 1.0308739498539 0.841196328809382 0.837815329368856 0.963302256285037 1.09375297024588 0.977232947513523 0.936028662102143 0.88889346406278 1.04621239201546 0.852575838366129 0.745360956995207 0.847295870878367 0.719070010199594 0.805534349014883 0.895075514271001 0.772538797740081 0.670950415278011 0.764411016858409 0.738705197355694 0.788878167451413 0.924484469907116 0.858666679648857 0.763803279490613 0.724288601658589 0.983671664023296 0.824679890317624 0.851093393603034 0.788536566069398 0.770515202487128 1.23326804046956 0.917044480340213 1.09541849341799 0.779931735009642 0.722823658674398 0.790564180418184 0.850021709917748 0.908865482295338 0.805894255479643 0.904088658554315 0.877392106155041 0.865882707141201 0.852806505381175 0.833029119984529 0.890687188144944 0.824289015487637 1.16188392232234 0.870217645752452 0.756654942157599 0.859944479144952 0.932075161840816 0.806875755791131 0.748188606024551 0.908735379827669 1.11419225202078 0.77473475477523 0.826501590874857 0.895914238673964 1.03112730738028 0.870837634341985 0.837677943374013 0.784647780560005 0.796039090608179 0.759903708877081 1.19386505872703 0.852927206748234 0.950412170931886 0.720867053105053 0.742818763345287 0.767014267523074 0.738235007243109 0.923156109306839 0.770672823985703 0.716569811737572 0.713931290760352 0.852782182991466 1.17211699669791 0.780093087441096 0.966060842385011 0.816102750790425 0.849868482067747 0.956765924921209 0.718077452176994 0.935372687547889 0.710315968295437 0.74277825863338 0.807672719392867 0.73595472185007 0.703633684663668 0.670739567742386 0.733841544508522 0.743664701125822 0.735792116096146 0.956143351185367 0.662142806059676 0.883841657714222 0.816283143637419 0.875787330173144 0.783994908771936 0.65692307611603 0.970829938920281 0.860577530682344 0.93483263480159 0.857503626550942 0.944168402040899 0.83750462244079 0.926480938961779 0.887845099084027 0.925673984230881
"Arnim_Isabella-von-Aegypten_1812" 0.946640564612345 1.00721965085996 0.940791865690876 0.638891849071137 0 0.642831665891424 0.812766513046925 0.865128038617796 0.910492560059438 0.90084630711962 0.982831455042719 0.868128123568224 1.02535468535969 1.09067676919037 0.936135567740404 0.910560281974139 0.96614481406356 1.12789269178277 1.0224978601856 1.02018151788593 0.957413334414544 1.08543933951246 0.973643667612978 0.869023825743599 0.894674014670602 0.842186850090273 0.90761675944451 0.959084872155814 0.91382154094849 0.829445996499222 0.898364948813164 0.881191917140771 0.89053345325545 0.995441935626459 0.935659874192371 0.843613816768384 0.839431653720852 1.01496636973576 0.944465061765445 0.974327282144781 0.897449990826249 0.872617850960696 1.2269567683322 0.975929976961229 1.1308835933622 0.86823589745716 0.826346603532651 0.890982946860304 0.958833262376708 0.998717997283339 0.886168093815829 0.99616382005345 0.960817949037226 0.895714472291544 0.903475344299818 0.924934171200815 1.00289800148595 0.911775073989548 1.22043432274943 0.992298756525105 0.897908990835165 0.979030448326957 1.03847496505507 0.91643943636092 0.82701810469847 1.05245145849142 1.15694914060588 0.867623431206978 0.931706566297213 0.939315423701855 1.07357876416892 0.945800812003875 0.922659418404949 0.886456369060449 0.875397345473895 0.893818253689528 1.22917573662376 0.947089565548013 0.987065937068386 0.815811248918408 0.851167252417317 0.871666727587822 0.859742851569478 0.967082375376807 0.864002873114513 0.810838486316467 0.821958517019291 0.902449728413212 1.16362632000858 0.906621382786144 0.955103172430381 0.882766793012304 0.921665016855354 1.01305688682471 0.861542871348575 1.04164582556397 0.8459427465588 0.858319582699935 0.8779704445304 0.796277600560924 0.793930224923105 0.793815703061576 0.882462653973994 0.894937321926654 0.851239580787069 1.06025080906931 0.800439123853084 0.968794301413404 0.876185218490934 0.905629545515105 0.86667648812419 0.764389466818472 0.978928510788396 0.947944228813499 1.02340619471525 0.981660919782084 1.04541045078723 0.937633378851083 1.04952641432943 1.02379291951743 0.967366873436284
"Arnim_Kronewaechter_1817" 0.899763846474609 0.973922122562083 0.928357943681961 0.557944556845754 0.642831665891424 0 0.750391866052383 0.813184268788164 0.876124661028339 0.837477099760801 0.942972589236371 0.816941331442966 0.988632716919185 1.06861369984906 0.878338576072309 0.882009502169491 0.967487629745713 1.12664198841109 1.01880337168225 0.983191451331933 0.917468912663824 1.05748143206887 0.911335673060218 0.788660629197141 0.862421841175134 0.776746394331928 0.84603268075956 0.908175168306357 0.83047551797851 0.76433124849938 0.830933816299621 0.802340251098829 0.843816589158879 0.94579355582174 0.890819624294069 0.713368738177257 0.76243258694615 0.986549841922515 0.868029636499672 0.909458622795667 0.823665237293338 0.793870717175423 1.23030132729738 0.93498435626331 1.10836814811927 0.784940687701034 0.764026297768409 0.835223734725603 0.897187210347367 0.984983449229126 0.83422542765314 0.958886892011814 0.924822615476717 0.868390735107484 0.847960262521407 0.880367689189834 0.948384853474358 0.868007508745924 1.18480454334316 0.927054980093005 0.824666148968964 0.940668562570738 1.00645806263639 0.882559105580483 0.725828620394617 0.991529241208349 1.15462767265436 0.796171765017434 0.905448355643235 0.911352076970607 1.04392062181864 0.895047388992945 0.859221036987273 0.859207376380877 0.827705949001162 0.839520224856186 1.19917704472479 0.875973976911052 0.953532308266668 0.763553185915119 0.796384477419673 0.828500078354909 0.812278488719892 0.925729105989733 0.808785456431691 0.758970336838156 0.759783299388255 0.823813836617887 1.14692600041232 0.854812695931184 0.960210630323484 0.843651301970329 0.894277316370896 0.999731984857486 0.79765081750382 1.02584548942291 0.781249178641796 0.806628248585062 0.778345117590058 0.680483539487829 0.747281610404856 0.718907722694794 0.766184844571534 0.841161092774633 0.795451888456975 1.03196458954769 0.743273688210059 0.872800331805737 0.803145328837356 0.861390626401693 0.829085768431475 0.728075618213588 0.978562106887174 0.895145473102823 1.01354901683779 0.929573027644192 1.00102868689905 0.92811904812349 0.986912614652045 0.971986279254241 0.894153175649132
"Brentano_Godwi_1801" 0.865277300289873 0.885425616998056 0.88159113379359 0.675786105759466 0.812766513046925 0.750391866052383 0 0.809788677075967 0.888301540080338 0.830027828017702 0.915527993594609 0.799560383621454 0.862931229474274 0.967428470841281 0.849171557771803 0.880657956886476 0.947156051823829 1.05748736916034 0.960000206828404 0.901700775533425 0.874095496227728 1.04694294666707 0.864886673615248 0.767447813129429 0.850915973732266 0.701823874362113 0.794113158882336 0.875001577737969 0.777559935432754 0.741122876376316 0.813844100058947 0.783342361617337 0.73510848146762 0.994924280522601 0.837974673433093 0.794277324052754 0.7412687058054 0.941569013905213 0.80540443339514 0.850521704126467 0.839530013008379 0.772651291981434 1.16456681338458 0.834168819151952 1.03809082500184 0.806350524143541 0.74857267886942 0.850104058741145 0.868701453166292 0.998636200888944 0.833682778418977 0.8532254476399 0.868906814594966 0.805824175082983 0.849458596123243 0.806194447059297 0.964525119029586 0.878978428634348 1.16669899392212 0.846956834075839 0.752664925451985 0.859018282596596 0.901698117106325 0.800142807217243 0.79840948499237 0.826670891773299 1.06100268490743 0.767063166687087 0.875709927505153 0.872721685443664 0.988979650556577 0.900780775869647 0.867415302556675 0.847394967861172 0.854814757835157 0.84270309180311 1.12943216780973 0.830093676237491 0.966633670657799 0.714386242864125 0.696679098717321 0.769872918725942 0.706224855768438 0.890263885954846 0.734897450621183 0.705061421499478 0.684454897084973 0.85660386385839 1.1885895127555 0.750826125306376 0.956967844437027 0.80697803060069 0.87703608540785 0.946940325293173 0.759360436498963 0.887913856944464 0.760568045203128 0.764186387076951 0.844802054490464 0.761048363144156 0.75215519429597 0.687602615405667 0.690791471148338 0.665884283290795 0.753826726341365 0.981928376518781 0.694021090896884 0.914523377250118 0.801843350422811 0.85980626084372 0.847636941355855 0.710571935837764 1.01978891989745 0.919198788901374 0.963388276461163 0.855079946010046 0.992703639806788 0.879124361016359 0.880763752450602 0.883052365341957 0.997940878694572
"Bruckbraeu_Mittheilungen_1829" 0.845252716743879 0.961708176755198 0.922969721010309 0.747682378166975 0.865128038617796 0.813184268788164 0.809788677075967 0 0.924371577997851 0.800690925691055 0.950745782172314 0.832555870199704 0.898403173699311 1.06176708946665 0.991011903395809 0.889652850753794 1.05472889158645 1.07400094648459 1.02367260275926 0.975206792365556 0.969379526654018 1.04774965564725 0.78658055324017 0.855362754931298 0.923395110825468 0.79966415098683 0.929534808271857 0.985395209210315 0.808273470263568 0.739995199182887 0.797984098548042 0.760793348035597 0.913870401805915 0.928385800745203 0.919261239843144 0.847953553171335 0.743498459408395 1.02297696779825 0.881301632736498 0.838033254337419 0.782176568084057 0.836730520498075 1.30384998902444 1.03146265003316 1.18667745277079 0.849031767577292 0.778211283283816 0.792028177752343 0.884866383690769 0.936467996141119 0.867461871369391 0.985388925990725 0.956375668797518 0.893509389620017 0.868455559382514 0.85616002324177 0.857143110789883 0.825971645939573 1.09960772459596 0.886879174078406 0.837211513281882 0.887375734102577 0.946068523844814 0.863582473636739 0.780550939366951 0.96951502002818 1.115218816243 0.931582148937699 0.887342208540597 0.977700270740295 1.06576587014579 0.874292288083109 0.822749281071118 0.815939611944985 0.804868583383069 0.794102257379596 1.22546102049276 0.931525847782579 0.950706947004812 0.789040124460556 0.795379220556909 0.792203008953399 0.798963779518234 0.940458368621358 0.819725590864163 0.776280026069836 0.81085046392079 0.975249179280558 1.17353544638408 0.784978388142029 0.963696861682185 0.780398637388417 0.854374837784397 0.971759634320765 0.81319443486988 1.00887715916874 0.725104712781347 0.760799307892675 0.766460969861356 0.799406709110344 0.731517369495694 0.67306827310075 0.871475420576482 0.86428156117779 0.781088683848636 0.888860851512286 0.740756326372017 0.842984128922417 0.876024742545602 0.895099481305822 0.824625663751249 0.751377437556289 1.02852384918961 0.844058860798748 0.884426837728856 0.783866087228638 0.875471141038478 0.7795142062045 0.942489306489412 0.90009541634465 1.01281860845515
"Campe_Robinson_1779" 1.02760171729683 1.09675069952653 0.976886469365212 0.866726575540102 0.910492560059438 0.876124661028339 0.888301540080338 0.924371577997851 0 0.97527881532122 0.998252734009235 0.836038992541268 0.973157030703735 1.03655236319078 1.01667827110882 0.899631304941657 0.997512335662922 1.1563989603163 1.03937157836082 0.999029109529339 0.974010725935628 1.04076568392336 0.940287264490446 0.981638655017117 1.00362975527654 0.901690544447017 1.05103463361048 1.05397783327752 0.949896377018885 0.90023162776893 0.918344825055683 0.896027693955981 0.916433545944016 0.987238177983629 1.0186114491828 0.917427133294067 0.913558256744805 1.0617929898061 0.946021084489393 0.955425328263365 0.890417946212046 0.843148531029466 1.22027237237738 1.01207861055636 1.17067022613601 0.982435209532141 0.898595837048281 0.955718297164705 1.03771074245981 1.01408903075883 0.938746071698121 0.968880670782866 0.91919608227164 0.93509681209059 0.976049838167824 0.982571162681914 0.950176089032607 0.867264765052763 1.15758753027254 0.939698516637692 0.860543172753697 0.979707049239909 0.957579604986987 0.906691136331929 0.783085471841834 1.06140270229502 1.16975981031274 0.855948816656526 0.885188889780272 0.915761023422436 1.07758148526384 0.87688889315073 0.923998704171158 0.849493753849052 0.889759086714922 0.834224791258025 1.23442591489476 1.00465646107059 0.999007299785667 0.870738068326404 0.87373072472673 0.890516392076241 0.849071000764589 0.950319305256574 0.868631436529348 0.833258800058996 0.900891054032555 0.835768856003758 1.14144742621882 0.949721324669293 0.989017738757231 0.896512579565538 0.939077038935974 1.02748782338781 0.911166622425279 1.10087391826448 0.893967830273772 0.967068578359824 0.905486241885255 0.906935358497793 0.875194925111015 0.818373687559234 0.91677050288099 0.897317164740582 0.908820313940409 0.999175676250685 0.825576063724314 0.966273927252441 0.921998022762243 0.936864399105782 0.829018351510719 0.80902622954216 0.993401569786988 0.885119887952744 0.977052489657317 0.908676870206846 0.963799792409638 0.914188385481214 1.02968950942346 1.10108050779546 0.94013455901798
"Clauren_Liebe-und-Irrtum_1827" 0.890120150521774 0.951808802404482 0.961733938646529 0.797026797951062 0.90084630711962 0.837477099760801 0.830027828017702 0.800690925691055 0.97527881532122 0 0.986138765108375 0.897887850773612 0.985791923664084 1.07205151366199 0.958749461862719 0.876409546082865 0.982935772421811 1.10138539567437 0.973545411946183 1.0061093362267 0.974373410936827 1.01866871060609 0.975378045963705 0.832006812848036 0.907151735352498 0.79686001569521 0.90449585018645 0.933567542556034 0.878539955473769 0.823952619160906 0.859039931924439 0.862102215667351 0.909613242589099 1.04135553642744 0.873926951970091 0.851260449122212 0.80216005232356 1.06772750234495 0.968052545712374 0.960981799632926 0.931270275800539 0.921298977943675 1.24532027808657 1.01214972651994 1.12423368932488 0.877719062912449 0.814302263817291 0.862804134311436 0.918059364771316 1.01211136375453 0.899909720007585 1.00792923914673 0.957378366997824 0.967698074798977 0.9919316992341 0.929449371618431 1.02590657009854 0.898503875760929 1.21926725387425 0.960802708966241 0.87003244448761 0.9575792280362 1.02393442276315 0.896642935318785 0.872134036424275 0.963592690065268 1.1316750437528 0.885240865560503 0.965730170622208 1.00373681628546 1.09167508796816 0.943365659333485 0.908962168568557 0.843319384115533 0.878070035522947 0.910038375693825 1.24166994445329 0.941996796080406 1.01856457744622 0.858072350292215 0.873096168849803 0.892767987289514 0.881207630049544 1.02602132509285 0.894322616885021 0.852662041059346 0.852538868426607 0.972281940884396 1.16927642910053 0.854702667784822 0.994920668951489 0.907153510061577 0.939027747603909 0.976957267160199 0.835283992164145 1.03874722662878 0.777654632703612 0.824185878053337 0.910410045533938 0.839832808025423 0.805388256788768 0.78563922199807 0.870404314251369 0.865513878278516 0.807456843451196 1.00927640134779 0.740476592800508 0.962744103359289 0.886218087299098 0.905494168119906 0.926401761003311 0.80521847661515 1.07174410902985 0.999174298339112 1.04199708697788 0.964620515977776 1.07143834265701 0.962886132971377 0.977845532247649 0.934467960609319 1.06292177630837
