"m_Crebillon_Schaumloeffel_1735" "m_Defoe_Robinson-Crusoe_1719" "m_Diderot_Die-Nonne_1796" "m_Diderot_Kleinode_1748" "m_Engel_Lorenz-Stark_1801" "m_Fischer_Christian_Hannchen_1800" "m_Forster_Ansichten_1791" "m_Gellert_Graefin-von-G_1747" "m_Goethe_Lehrjahre_1795" "m_Goethe_Wanderjahre_1821" "m_Goethe_Werther_1774" "m_Heinse_Hildegard_1795" "m_Hoelderlin_Hyperions-Jugend_1797" "m_Hoffmann_Kater-Murr_1820" "m_Hunold_Adalie_1702" "m_Jacobi_Eduard-Allwill_1792" "m_Jacobi_Woldemar_1779" "m_Knigge_Benjamin-Noldmann_1790" "m_Lavater_Unveraenderte-Fragmente_1773" "m_Lesage_Gil-Blas_1715" "m_Loen_Der-redliche-Mann_1740" "m_Manzoni_Die-Verlobten_1826" "m_Miller_Siegwart_1776" "m_Moritz_Anton-Reiser_1785" "m_Moritz_Hartknopf_1786" "m_Mueller_Siegfried_1779" "m_Nicolai_Sebaldus-Nothanker_1773" "m_Novalis_Ofterdingen_1802" "m_Paul_Flegeljahre_1804" "m_Paul_Luftschiffers-Giannozzo_1801" "m_Paul_Siebenkaes_1796" "m_Sade_Geschichte-der-Justine_1797" "m_Schiller_Geisterseher_1787" "m_Schilling_Denkwuerdigkeiten_1787" "m_Schlegel_Lucinde_1799" "m_Stendhal_Rot-und-Schwarz_1830" "m_Swift_Gullivers-Reisen_1726" "m_Tieck_William-Lovell_1795" "m_Voss_Ini_1810" "m_Walpole_Otranto_1764" "m_Wezel_Kakerlak_1784" "w_Ahlefeld_Erna_1820" "w_Ehrmann_Amalie_1787" "w_Fischer_Gustav_1801" "w_Fischer_Margarethe_1812" "w_Fischer_Vierzehn-Tage_1801" "w_Fouque_Magie-der-Natur_1812" "w_Fouque_Resignation_1829" "w_Froelich_Kentucky_1819" "w_Huber_Ellen-Percy_1822" "w_Huber_Klosterberuf_1830" "w_Huber_Luise_1796" "w_La-Roche_Rosaliens-Briefe_1779" "w_Naubert_Alf-von-Duelmen_1790" "w_Schlegel_Florentin_1801" "w_Unger_Albert-und-Albertine_1804"
"euer" 0.0661011347361463 0.00207645507589443 0.00231454692743895 0.00275592178693969 0.00451161741484322 0 0 0.0209424083769634 0.00414127975897752 0.00820467940215236 0.00758073482589579 0 0 0.0188064664154123 0.0335064499916234 0.0201572263656521 0.0138461005919208 0.0257138265388118 0.00186237079802589 0.0634578380665147 0.011465541951599 0.0341765036537381 0.00857014665033298 0.000776017941534808 0.00801121570198278 0.00212206094559036 0.00163939801304961 0.03799646856351 0.00378248206473088 0.014966139110263 0.00394275125182352 0.00626437959862411 0 0 0.0033425811411572 0.00991676118579672 0.00504047501436535 0.00127040589468335 0.00683947746392176 0 0.00434933890048713 0 0.00170017426786246 0.0100918357049147 0.00527384436885268 0 0 0 0.00176669081144109 0.00789613202332743 0.00638882381753519 0 0.00681223659351838 0.031875367313803 0.00359130903214222 0.0133648148973137
"demselben" 0.0141645288720314 0.00969012368750735 0.0185163754195116 0 0 0.0114359775854839 0.0197365174914886 0.00209424083769634 0.00414127975897752 0.0102558492526905 0.00505382321726386 0.00911445476572053 0.00832847505621721 0.0195587250720288 0.00335064499916234 0.00403144527313042 0 0.0139283227085231 0.00558711239407766 0.00545873875840987 0.0491380369354244 0.0134907251264755 0.001512378820647 0.0131923050060917 0.00400560785099139 0.0169764875647229 0.0254106692022689 0.00447017277217764 0.00504330941964117 0.0112246043326973 0.0107017533978067 0.00398642338094262 0.0183982968433779 0.00434385995395508 0.0066851622823144 0.00433858301878606 0.0322590400919383 0.0101632471574668 0.00341973873196088 0 0 0.00536068473813055 0.00340034853572491 0.00504591785245736 0.00263692218442634 0 0 0.0159493101923342 0.0318004346059396 0.0101521697442781 0.0127776476350704 0.0228943552695174 0.000908298212469118 0.0199221045711269 0.0251391632249955 0.00890987659820911
"bringen" 0.0629534616534727 0.0636779556607626 0.0300891100567064 0.0289371787628667 0.0428603654410106 0.0266839476994625 0.0287824213417542 0.0397905759162304 0.0289889583128426 0.0328187176086094 0.0277960276949512 0.028102902194305 0 0.0195587250720288 0.0402077399899481 0.0322515621850433 0.0553844023676832 0.0364279209299834 0.0204860787782848 0.0395758559984716 0.0573277097579952 0.0373243395165824 0.0297434501393909 0.0248325741291139 0.0120168235529742 0.0275867922926746 0.0245909701957441 0.0201157774747994 0.0176515829687441 0.014966139110263 0.0208402566167815 0.0370167885373243 0.0289116093253082 0.0325789496546631 0.0100277434234716 0.0347086641502885 0.0302428500861921 0.0260433208410087 0.0359072566855892 0.0244512062595088 0.0304453723034099 0.0285903186033629 0.0238024397500744 0.0302755071147442 0.0369169105819687 0.00739590266992086 0.0143034232859731 0.0239239652885013 0.0229669805487342 0.025944433790933 0.0191664714526056 0.025438172521686 0.0190742624618515 0.0508013666563736 0.0215478541928533 0.0245021606450751
"ungefähr" 0.00629534616534727 0.0553721353571849 0.00231454692743895 0.0096457262542889 0.00451161741484322 0.00381199252849464 0.00328941958191477 0.0104712041884817 0.00983553942757161 0.00546978626810157 0.0151614696517916 0.0144312200457242 0.0166569501124344 0.00601806925293193 0 0.00403144527313042 0 0.0117855038302887 0.00186237079802589 0.00136468468960247 0.00409483641128537 0.0130410342889264 0.011594904291627 0 0 0.00424412189118071 0.0155742811239713 0 0.000630413677455146 0 0.0016897505364958 0.0148067154149297 0.0183982968433779 0.023891229746753 0.0066851622823144 0.00309898787056147 0.115930925330403 0.000635202947341676 0.00170986936598044 0.00271680069550098 0.00869867780097425 0 0.0153015684107621 0 0 0 0 0.0101495610314854 0.00353338162288218 0.00451207544190139 0 0.0025438172521686 0.00363319284987647 0.000996105228556345 0.0215478541928533 0
"entweder" 0.0283290577440627 0.0207645507589443 0.0254600162018285 0.0220473742955175 0.00902323482968644 0.00381199252849464 0.00986825874574431 0.0167539267015707 0.00672957960833847 0.00546978626810157 0.0126345580431597 0.00911445476572053 0 0.00376129328308246 0.010051934997487 0.00403144527313042 0.0103845754439406 0.0160711415867574 0.0186237079802589 0.000682342344801234 0.00900864010482781 0.0089938167509837 0.00453713646194099 0.00620814353227847 0 0.00636618283677107 0.00819699006524804 0.00447017277217764 0.0151299282589235 0.00748306955513151 0.0146445046496302 0.0119592701428279 0.0131416406024128 0.00651578993093263 0 0.00681777331523524 0.00907285502585764 0.00889284126278346 0.0136789549278435 0.0108672027820039 0.00434933890048713 0.00357378982542037 0.00935095847324351 0 0.0131846109221317 0 0.00953561552398207 0.00797465509616709 0.00176669081144109 0.00225603772095069 0 0 0.0077205348059875 0.00597663137133807 0.00897827258035554 0.00222746914955228
"anderer" 0.00314767308267363 0.0131508821473314 0.00925818770975582 0.0124016480412286 0.00902323482968644 0.00762398505698929 0.010690613641223 0 0.0150121391262935 0.015725635520792 0.0202152928690554 0.000759537897143378 0.00832847505621721 0.0188064664154123 0.0122856983302619 0.0120943358193913 0.0069230502959604 0 0.0148989663842071 0.000682342344801234 0.011465541951599 0.0418212478920742 0.001512378820647 0.0093122152984177 0 0 0.0254106692022689 0.00223508638608882 0.0144995145814684 0.0336738129980918 0.00732225232481511 0.0148067154149297 0.00525665624096512 0.00217192997697754 0 0 0.0322590400919383 0.00444642063139173 0.0119690855618631 0 0 0.00714757965084073 0.00935095847324351 0 0.0131846109221317 0.0147918053398417 0.0214551349289597 0.0260988712238196 0.00176669081144109 0.00338405658142604 0.00851843175671359 0.0101752690086744 0.00317904374364191 0.0139454731997888 0.00359130903214222 0.0178197531964182
"zumal" 0.0094430192480209 0.00346075845982406 0 0 0 0.00762398505698929 0.0139800332231378 0.00418848167539267 0 0 0.00252691160863193 0.00151907579428676 0 0.00300903462646596 0.00111688166638745 0 0 0 0.00558711239407766 0.00136468468960247 0 0.00089938167509837 0.01512378820647 0 0 0 0.0163939801304961 0 0.0176515829687441 0.0261907434429603 0.016334255186126 0 0 0 0 0.0111563563340213 0 0 0.00170986936598044 0 0 0 0 0 0 0 0.00238390388099552 0.000724968645106099 0.00176669081144109 0 0 0.00508763450433721 0.00136244731870368 0 0 0
"weder" 0.0267552212027259 0.0332232812143109 0.0370327508390233 0.026181256975927 0.0135348522445297 0 0.0222035821779247 0.025130890052356 0.0248476785538651 0.0341861641756348 0.0101076464345277 0.0212670611200146 0 0.0203109837286453 0.0178701066621991 0.0241886716387825 0.017307625739901 0.0246424170996946 0.0279355619703883 0.00887045048241604 0.044224233241882 0.0319280494659921 0.00504126273548999 0.0116402691230221 0.00400560785099139 0.0339529751294457 0.0467228433719138 0.00894034554435529 0.0151299282589235 0.0187076738878288 0.016897505364958 0.0119592701428279 0.0183982968433779 0.00217192997697754 0.0233980679881004 0.00991676118579672 0.0272185650775729 0.00508162357873341 0.00683947746392176 0.00815040208650293 0.00869867780097425 0.0232296338652324 0.0212521783482807 0.0151377535573721 0.015821533106558 0.00739590266992086 0.0238390388099552 0.0268238398689257 0.00883345405720545 0.0157922640466549 0.00851843175671359 0.0228943552695174 0.0149869205057404 0.031875367313803 0.0323217812892799 0.0222746914955228
"sollt" 0.0188860384960418 0 0 0.00275592178693969 0.00902323482968644 0.00381199252849464 0.00164470979095739 0.00628272251308901 0.00465893972884971 0.00410233970107618 0.00758073482589579 0.00227861369143013 0.041642375281086 0.0112838798492474 0 0 0.0207691508878812 0.00642845663470295 0 0.0170585586200308 0 0.00719505340078696 0.016132040753568 0 0.00400560785099139 0.00212206094559036 0.00327879602609922 0.00223508638608882 0.00756496412946175 0.00374153477756576 0.00901200286131091 0 0 0 0 0 0 0.0101632471574668 0.00170986936598044 0 0.00434933890048713 0.00357378982542037 0.00340034853572491 0.0100918357049147 0.00791076655327901 0 0 0 0 0.00564009430237674 0.0021296079391784 0 0.00544978927481471 0.00597663137133807 0.00179565451607111 0.00668240744865684
"hinter" 0.0157383654133682 0.014535185531261 0.0115727346371948 0.00551184357387937 0.0315813219039026 0.0457439103419357 0.0197365174914886 0.00209424083769634 0.0186357589153988 0.0211954217888936 0.0126345580431597 0.0197479853257278 0.00832847505621721 0.0300903462646596 0.0335064499916234 0.0161257810925217 0.0034615251479802 0.00642845663470295 0.00558711239407766 0.0191055856544345 0.0163793456451415 0.0346261944912872 0.0211733034890579 0.0263846100121835 0.0440616863609053 0.0233426704014939 0.00901668907177284 0.0357613821774212 0.077540882326983 0.0636060912186179 0.0546352673466974 0.00797284676188524 0.0499382342891687 0.0108596498848877 0.0066851622823144 0.0303700811315025 0.0181457100517153 0.0336657562091088 0.0205184323917653 0.0298848076505108 0.0260960334029228 0.019655844039812 0.0161516555446933 0.0353214249672015 0.0131846109221317 0.0443754160195252 0.0381424620959283 0.036248432255305 0.0229669805487342 0.0169202829071302 0.010648039695892 0.00763145175650581 0.0122620258683331 0.0209182097996832 0.0107739270964266 0.0111373457477614
"geringste" 0.0110168557893577 0.0394526464419942 0.0208309223469506 0.00551184357387937 0.00676742612226483 0.00381199252849464 0.00822354895478693 0.025130890052356 0.00569425966859409 0.00410233970107618 0.00252691160863193 0.00607630317714702 0 0.00150451731323298 0.0245713966605238 0.00403144527313042 0.0069230502959604 0.0117855038302887 0.00931185399012944 0.011599819861621 0.0131034765161132 0.00359752670039348 0.00554538900903898 0 0 0 0.0106560870848225 0.00223508638608882 0.00378248206473088 0.00748306955513151 0.00450600143065545 0.00284744527210187 0.00262832812048256 0.0173754398158203 0.0033425811411572 0.0161147369269197 0.014113330040223 0 0 0.00543360139100196 0.00434933890048713 0.00178689491271018 0.0144514812768309 0 0.00527384436885268 0.00739590266992086 0 0.0021749059353183 0 0.00789613202332743 0.0021296079391784 0.012719086260843 0.0077205348059875 0.00199221045711269 0.00718261806428443 0.00445493829910456
"lust" 0.017312201954705 0.0166116406071555 0.00231454692743895 0.0110236871477587 0.00451161741484322 0.0114359775854839 0.00246706468643608 0.0167539267015707 0.0207063987948876 0.0191442519383555 0.00758073482589579 0.040255508548599 0 0.0233200183551112 0.030155804992461 0.0322515621850433 0.0276922011838416 0.0214281887823432 0.0130365955861812 0.0177409009648321 0.0327586912902829 0.0161888701517707 0.014115535659372 0.0093122152984177 0 0.0318309141838554 0.00491819403914882 0.0603473324243982 0.025846960775661 0.0374153477756576 0.0118282537554706 0.0279049636665983 0.0183982968433779 0.0130315798618653 0.0467961359762008 0.00743757088934754 0.00302428500861921 0.00508162357873341 0.00512960809794132 0.00271680069550098 0.00869867780097425 0.00714757965084073 0.0136013941428996 0.00504591785245736 0.00527384436885268 0.0147918053398417 0.0238390388099552 0.00942459238637929 0.00883345405720545 0.00676811316285208 0.0021296079391784 0.0101752690086744 0.00363319284987647 0.00199221045711269 0.0197521996767822 0.00445493829910456
"sechs" 0.00314767308267363 0.0394526464419942 0.00694364078231686 0.026181256975927 0.00225580870742161 0.0190599626424732 0.00904590385026562 0.0167539267015707 0.00207063987948876 0.000683723283512697 0.0101076464345277 0.00835491686857716 0.00832847505621721 0.00225677596984947 0.00446752666554978 0.0161257810925217 0.0242306760358614 0.0214281887823432 0.00186237079802589 0.0334347748952604 0.0122845092338561 0.0089938167509837 0.013107283112274 0.0108642511814873 0 0.0169764875647229 0.0204924751631201 0.00223508638608882 0.0100866188392823 0.0112246043326973 0.0112650035766386 0.0569489054420374 0.00788498436144768 0.00434385995395508 0 0.027271093260941 0.0473804651350343 0.00190560884202503 0.0119690855618631 0.00543360139100196 0.00434933890048713 0 0.0059506099375186 0.0100918357049147 0 0.0221877080097626 0 0.0014499372902122 0.0106001448686465 0.00112801886047535 0.00425921587835679 0.0407010760346977 0.0199825606743206 0 0.00179565451607111 0.00222746914955228
"wort" 0.03462440390941 0.0103822753794722 0.0532345793310959 0.0868115362886001 0.119557861493345 0.0266839476994625 0.0131576783276591 0.0691099476439791 0.0274359784032261 0.0314512710415841 0.0581189669985344 0.0265838264000182 0.0249854251686516 0.044383260740373 0.0234545149941364 0.0322515621850433 0.0207691508878812 0.0278566454170461 0.0465592699506472 0.0634578380665147 0.0188362474919127 0.0503653738055087 0.0398259756103709 0.0248325741291139 0.0600841177648708 0.0636618283677107 0.0442637463523394 0.0201157774747994 0.0397160616796742 0.0299322782205261 0.0253462580474369 0.0307524089387002 0.0367965936867559 0.023891229746753 0.0267406491292576 0.0564015792442188 0.0383076101091767 0.0279489296830337 0.0256480404897066 0.0271680069550098 0.0304453723034099 0.0303772135160731 0.0365537467590428 0.0151377535573721 0.023732299659837 0.0887508320390504 0.0381424620959283 0.0558225856731696 0.0229669805487342 0.0417366978375878 0.0149072555742488 0.0381572587825291 0.0118078767620985 0.0278909463995777 0.0359130903214222 0.0356395063928365
"vermutlich" 0.00629534616534727 0.00553721353571849 0 0 0.00902323482968644 0.0228719551709679 0.0156247430140952 0.00628272251308901 0.00103531993974438 0 0 0.000759537897143378 0 0 0.00111688166638745 0.00806289054626083 0.0034615251479802 0.00535704719558579 0.0130365955861812 0 0.00573277097579952 0 0.011594904291627 0.00310407176613923 0 0.00848824378236143 0.0139348831109217 0 0.00126082735491029 0.00748306955513151 0 0 0.00262832812048256 0.0108596498848877 0 0.00185939272233688 0 0 0.00170986936598044 0 0.00869867780097425 0.00178689491271018 0.0127513070089684 0 0 0 0 0.000724968645106099 0 0 0 0 0 0.0109571575141198 0 0.00445493829910456
"ans" 0.00472150962401045 0.00415291015178887 0.00462909385487791 0.00551184357387937 0.00225580870742161 0.00762398505698929 0.000822354895478693 0.00418848167539267 0.00931787945769942 0.0191442519383555 0.0252691160863193 0.00607630317714702 0.00832847505621721 0.00677032790954842 0.00111688166638745 0.0201572263656521 0.0103845754439406 0 0.0111742247881553 0.00545873875840987 0.000818967282257074 0.0089938167509837 0.0383135967897239 0.00310407176613923 0.00400560785099139 0.00848824378236143 0.00901668907177284 0.00894034554435529 0.0283686154854816 0.0112246043326973 0.0219667569744453 0.00968131392514636 0.0105133124819302 0.0173754398158203 0.0100277434234716 0.00371878544467377 0.00604857001723842 0.00762243536810011 0.00854934682990219 0.00271680069550098 0.0173973556019485 0.00536068473813055 0.011051132741106 0 0.00527384436885268 0.00739590266992086 0.00953561552398207 0.0152243415472281 0.00530007243432327 0.00564009430237674 0.00425921587835679 0 0.00317904374364191 0.00498052614278172 0.00897827258035554 0.00222746914955228
"allerdings" 0.00157383654133682 0.00484506184375368 0.00462909385487791 0.0151575698281683 0.00451161741484322 0 0.0197365174914886 0 0.00051765996987219 0.00341861641756348 0 0.00151907579428676 0 0.0082748452227814 0.00111688166638745 0 0.0069230502959604 0 0.00744948319210355 0.0040940540688074 0.00163793456451415 0.000449690837549185 0.000504126273548999 0.000776017941534808 0.00400560785099139 0.0318309141838554 0.00327879602609922 0.00670525915826647 0.00882579148437205 0.0112246043326973 0.00901200286131091 0.00113897810884075 0.00262832812048256 0.00868771990791017 0.0033425811411572 0.0241721053903795 0.00604857001723842 0.00190560884202503 0.0188085630257848 0.00543360139100196 0 0.00714757965084073 0 0.0151377535573721 0.0105476887377054 0.0147918053398417 0 0.0014499372902122 0.00176669081144109 0 0 0.00508763450433721 0 0.00398442091422538 0.0125695816124978 0.00222746914955228
"weiter" 0.0676749712774831 0.0775209895000588 0.0671218608957297 0.044094748591035 0.0563952176855403 0.0343079327564518 0.0296047762372329 0.0397905759162304 0.0393421577102864 0.051962969546965 0.0530651437812705 0.062282107565757 0 0.0586761752160863 0.0491427933210476 0.0443458980044346 0.086538128699505 0.040713558686452 0.016761337182233 0.029340720826453 0.0434052659596249 0.0661045531197302 0.0448672383458609 0.0450090406090189 0.0480672942118967 0.0615397674221204 0.0549198334371619 0.0223508638608882 0.0617805403906043 0.0486399521083548 0.0551985175255293 0.0461286134080503 0.0367965936867559 0.0260631597237305 0.0300832302704148 0.0421462350396361 0.0191538050545883 0.0431938004192339 0.0581355584433349 0.0597696153010215 0.0304453723034099 0.0214427389525222 0.0459047052322863 0.0252295892622868 0.0369169105819687 0.0147918053398417 0.0524458853819014 0.0521977424476391 0.0300337437944985 0.0338405658142604 0.0191664714526056 0.025438172521686 0.0140786222932713 0.0159376836569015 0.0484826719339199 0.0378669755423887
"begab" 0.0125906923306945 0.0117665787634018 0.0115727346371948 0.026181256975927 0.00225580870742161 0.00381199252849464 0.00164470979095739 0.00418848167539267 0.00414127975897752 0.00341861641756348 0 0.00455722738286027 0 0.0285858289514267 0.0167532249958117 0.0120943358193913 0.0138461005919208 0.00321422831735148 0 0.0156938739304284 0.0204741820564268 0.00404721753794266 0 0.000776017941534808 0 0.00424412189118071 0.00655759205219843 0.00670525915826647 0.00126082735491029 0.00374153477756576 0.00112650035766386 0.0102508029795667 0.00262832812048256 0 0 0.00619797574112295 0.00100809500287307 0 0.00683947746392176 0.0163008041730059 0.0217466945024356 0 0.000850087133931228 0 0 0 0 0 0.00706676324576436 0.0169202829071302 0.00638882381753519 0.00508763450433721 0 0.00199221045711269 0 0.00668240744865684
"gemacht" 0.0566581154881254 0.0581407421250441 0.0347182039115843 0.0372049441236858 0.0315813219039026 0.0495559028704304 0.0172694528050526 0.0523560209424084 0.0476247172282415 0.0191442519383555 0.0606458786071663 0.0417745843428858 0.0166569501124344 0.0248245356683442 0.0457921483218853 0.0201572263656521 0.0588459275156634 0.0449991964429207 0.0446968991526213 0.032070090205658 0.044224233241882 0.0445193929173693 0.0413383544310179 0.0589773635566454 0.0400560785099139 0.0360750360750361 0.0442637463523394 0.0312912094052435 0.0252165470982058 0.0299322782205261 0.0321052601934201 0.0284744527210187 0.0709648592530291 0.0390947395855958 0.016712905705786 0.0471046156325344 0.0362914201034305 0.0463698151559423 0.0290677792216675 0.0217344055640078 0.0391440501043841 0.0160820542143917 0.0255026140179368 0.0403673428196589 0.0184584552909844 0.051771318689446 0.0190712310479641 0.0347984949650928 0.0265003621716163 0.0462487732794892 0.0553698064186383 0.0635954313042151 0.0694848132538875 0.0478130509707045 0.0682348716107021 0.0512317904397024
"meister" 0 0.00553721353571849 0 0 0.00225580870742161 0.0190599626424732 0.0222035821779247 0 0.0119061793070604 0.0170930820878174 0 0.0615225696686136 0.00832847505621721 0.322718963688475 0.00111688166638745 0.00403144527313042 0.0069230502959604 0.00321422831735148 0.00558711239407766 0.00955279282721727 0.00573277097579952 0.000449690837549185 0.000504126273548999 0.00388008970767404 0.00801121570198278 0.0148544266191325 0.00327879602609922 0.024585950246977 0.00504330941964117 0 0.00675900214598318 0.00113897810884075 0 0 0.0133703245646288 0.00619797574112295 0.00201619000574614 0 0.00683947746392176 0.00271680069550098 0.00434933890048713 0.00178689491271018 0.00170017426786246 0 0.00263692218442634 0.00739590266992086 0.00715171164298655 0.0014499372902122 0 0 0 0.0025438172521686 0.00363319284987647 0.00398442091422538 0.00718261806428443 0.00445493829910456
"leib" 0.00157383654133682 0.00415291015178887 0.00462909385487791 0.0137796089346984 0.00676742612226483 0.0152479701139786 0.000822354895478693 0.00418848167539267 0.00207063987948876 0.00136744656702539 0.00758073482589579 0.00151907579428676 0 0.00902710387939789 0.00335064499916234 0.00806289054626083 0 0.0107140943911716 0.0204860787782848 0.00136468468960247 0.0319397240080259 0.00314783586284429 0.00857014665033298 0.00155203588306962 0.00801121570198278 0.00212206094559036 0.000819699006524804 0.00223508638608882 0.00504330941964117 0.0112246043326973 0.00844875268247898 0.00455591243536299 0.00262832812048256 0.0173754398158203 0.0100277434234716 0.00371878544467377 0.0201619000574614 0 0.00170986936598044 0.00543360139100196 0.00434933890048713 0.00357378982542037 0.00765078420538105 0 0.00263692218442634 0 0.00715171164298655 0.0028998745804244 0 0 0 0.00508763450433721 0.00590393838104927 0 0.00359130903214222 0.00668240744865684
"vielmehr" 0.00472150962401045 0.0166116406071555 0.00462909385487791 0.00413388268040953 0.0112790435371081 0.00381199252849464 0.021381227282446 0.0272251308900524 0.030024278252587 0.0232465916394317 0.0202152928690554 0.00607630317714702 0 0.0165496904455628 0.0178701066621991 0.00403144527313042 0.017307625739901 0.0171425510258745 0.0409721575565695 0.0286583784816518 0.0163793456451415 0.0202360876897133 0.001512378820647 0.016296376772231 0.00400560785099139 0.00636618283677107 0.0213121741696449 0.00670525915826647 0.0100866188392823 0.00374153477756576 0.0112650035766386 0.00284744527210187 0.0157699687228954 0.0108596498848877 0.016712905705786 0.00619797574112295 0.00604857001723842 0.00635202947341676 0.0102592161958826 0.00815040208650293 0 0.0142951593016815 0.00255026140179368 0.0100918357049147 0 0.00739590266992086 0.00476780776199104 0.0036248432255305 0.00530007243432327 0.00902415088380278 0.00425921587835679 0.0101752690086744 0.00272489463740735 0.0159376836569015 0.0179565451607111 0.00445493829910456
"tot" 0 0.000692151691964811 0.0115727346371948 0.00551184357387937 0 0 0 0.0460732984293194 0.00776489954808285 0.00341861641756348 0.0126345580431597 0 0.0166569501124344 0.00376129328308246 0 0.00403144527313042 0 0.00321422831735148 0 0.00341171172400617 0 0 0.000504126273548999 0.00776017941534808 0 0 0.00491819403914882 0 0.00504330941964117 0.00374153477756576 0.00957525304014284 0.00797284676188524 0.00262832812048256 0.00217192997697754 0.0033425811411572 0.0111563563340213 0.00504047501436535 0.0165152766308836 0 0 0.0304453723034099 0 0 0 0 0 0 0 0.0176669081144109 0 0 0 0 0 0.0125695816124978 0
"not" 0.00472150962401045 0.0193802473750147 0.00694364078231686 0.00551184357387937 0.0225580870742161 0 0.00493412937287216 0.00209424083769634 0.0144944791564213 0.0102558492526905 0.00505382321726386 0.00303815158857351 0.0166569501124344 0.00752258656616491 0.00335064499916234 0.0282201169119129 0.051922877219703 0.0149997321476402 0.0297979327684142 0.0143291892408259 0.0155603783628844 0.0220348510399101 0.00705776782968598 0.00388008970767404 0 0.00848824378236143 0.00901668907177284 0.00894034554435529 0.0107170325167375 0.0187076738878288 0.0107017533978067 0.00398642338094262 0.00788498436144768 0 0.0033425811411572 0.00309898787056147 0.0120971400344768 0.00381121768405005 0.0102592161958826 0.0135840034775049 0.0173973556019485 0.00357378982542037 0.00935095847324351 0 0.015821533106558 0 0.00953561552398207 0.00507478051574269 0.0141335264915287 0.0169202829071302 0.00425921587835679 0.00508763450433721 0.00181659642493824 0.0109571575141198 0.0197521996767822 0.0111373457477614
"setzte" 0.0440674231574309 0.062293652276833 0.0624927670408518 0.0661421228865525 0.0586510263929619 0.0724278580413982 0.00986825874574431 0.025130890052356 0.0315772581622036 0.0211954217888936 0.0505382321726386 0.0387364327543123 0.0166569501124344 0.0308426049212761 0.0111688166638745 0.00806289054626083 0.0276922011838416 0.00428563775646863 0.0223484495763106 0.0279760361368506 0.0425862986773678 0.0328274311410905 0.0448672383458609 0.0271606279537183 0.0200280392549569 0.0254647313470843 0.0368864552936162 0.024585950246977 0.0384552343247639 0.0224492086653945 0.0360480114452436 0.018223649741452 0.0525665624096512 0.0651578993093263 0.0066851622823144 0.0440056277619729 0.0252023750718268 0.00698723242075843 0.0324875179536283 0.0244512062595088 0.0826374391092554 0.0250165287779426 0 0.0302755071147442 0.0369169105819687 0.0369795133496043 0.0429102698579193 0.0405982441259416 0.0353338162288218 0.051888867581866 0.0404625508443896 0.0483325277912035 0.0367860776049993 0.00996105228556345 0.0323217812892799 0.0445493829910456
"junker" 0 0 0 0 0 0.388823237906454 0 0 0.00051765996987219 0.00820467940215236 0 0.00227861369143013 0 0.000752258656616491 0 0 0 0 0 0 0.00491380369354244 0 0.0373053442426259 0 0 0.0827603768780239 0 0 0 0.00374153477756576 0 0 0 0 0 0.000619797574112295 0 0 0 0.00815040208650293 0 0 0 0 0 0 0 0 0 0 0 0 0.00363319284987647 0 0 0
"deswegen" 0.00314767308267363 0 0.00694364078231686 0.0206694134020476 0.0157906609519513 0 0.00164470979095739 0.0272251308900524 0.0134591592166769 0.022562868355919 0.00758073482589579 0.000759537897143378 0.00832847505621721 0 0.0781817166471212 0.0241886716387825 0.0069230502959604 0.0224995982214603 0.0409721575565695 0 0.149052045370787 0.00089938167509837 0.0181485458477639 0.00853619735688289 0.0120168235529742 0.00636618283677107 0.00819699006524804 0.00223508638608882 0.00630413677455146 0.00374153477756576 0.00506925160948739 0.00113897810884075 0.0105133124819302 0 0 0.00123959514822459 0 0.0146096677888585 0.00170986936598044 0.00543360139100196 0.0130480167014614 0 0.00510052280358737 0.00504591785245736 0.0421907549508214 0.0295836106796835 0 0 0 0 0.00638882381753519 0.0101752690086744 0.0227074553117279 0 0.00718261806428443 0
"b" 0 0.00415291015178887 0 0.00413388268040953 0 0.0114359775854839 0.00575648426835085 0 0.00051765996987219 0.00273489313405079 0.0202152928690554 0.0151907579428676 0 0.0120361385058639 0 0.0120943358193913 0.034615251479802 0.00535704719558579 0.0297979327684142 0 0 0.00179876335019674 0.001512378820647 0.0170723947137658 0 0.00424412189118071 0 0 0.0466506121316808 0.0561230216634864 0.0214035067956134 0 0.00262832812048256 0.0304070196776856 0 0 0.00201619000574614 0 0.00512960809794132 0 0 0 0.0229523526161432 0.0100918357049147 0 0 0 0 0 0.00338405658142604 0 0.0330696242781919 0.0108995785496294 0.00199221045711269 0 0.00222746914955228
