"m_Argens_Therese_1748" "m_Arnim_Graefin-Dolores_1810" "m_Arnim_Isabella-von-Aegypten_1812" "m_Bruckbraeu_Mittheilungen_1829" "m_Cleland_Fanny-Hill_1748" "m_Klinger_Faust_1791" "m_Paul_Loge_1793" "m_Pestalozzi_Lienhard-und-Gertrud_1781" "m_Scott_Ivanhoe_1819" "m_Thuemmel_Reise-in-mittaegliche-Provinzen_1791" "m_Wezel_Belphegor_1776" "w_La-Roche_Sternheim-Teil-1_1771" "w_La-Roche_Sternheim-Teil-2_1771" "w_Unger_Bekenntnisse_1806" "w_Wobeser_Elisa_1795"
"zwei" 0.0585171747908011 0.0341408383802399 0.0379564260229257 0.0753482164000775 0.0789302627913455 0.0357359270365594 0.115669186127675 0.0374622912463113 0.0689170562957758 0.0482117345944011 0.0225515463917526 0.0271560795673131 0.0198208912193452 0.0424800242742996 0.0481940614206538
"soviel" 0.00877757621862017 0.000742192138700867 0.00506085680305676 0 0.0232147831739252 0.00310747191622256 0 0.00197169953927954 0 0 0 0.0135780397836566 0.0180189920175865 0 0.00267744785670299
"wären" 0.0263327286558605 0.0237501484384277 0.0303651408183405 0.0150696432800155 0 0.00932241574866767 0.0239315557505534 0.0216886949320749 0.0290532688305721 0.027650847782083 0.0289948453608247 0.0203670596754848 0.0270284880263798 0.0283200161828664 0.0174034110685694
"heraus" 0.00877757621862017 0.0237501484384277 0.0253042840152838 0.00430561236571871 0.0185718265391401 0.0155373595811128 0.0345678027507994 0.0249748608308742 0.00810788897597362 0.0177249024244122 0.00751718213058419 0 0.00360379840351731 0.0101142914938809 0.00401617178505449
"solcher" 0.0117034349581602 0.0155860349127182 0.0177129988106987 0.0161460463714452 0.0232147831739252 0.00466120787433384 0.0172839013753997 0.00328616589879923 0.0148644631226183 0.0113439375516238 0.0139604810996564 0.00226300663060943 0.00360379840351731 0.012137149792657 0.0013387239283515
"ausgenommen" 0 0.0044531528322052 0 0.00215280618285936 0 0 0.0119657778752767 0 0.00405394448798681 0.00319048243639419 0.00322164948453608 0.00226300663060943 0.00540569760527596 0.00809143319510468 0.0013387239283515
"gehabt" 0.0234068699163204 0.0141016506353165 0.00759128520458514 0.00215280618285936 0.0232147831739252 0.00621494383244511 0.0113010124377613 0.0328616589879923 0.0108105186346315 0.0138254238910415 0.0161082474226804 0.015841046414266 0.00720759680703461 0.0283200161828664 0.0160646871402179
"setzen" 0.0146292936977003 0.00519534497090607 0.0126521420076419 0.0204516587371639 0 0.0155373595811128 0.0159543705003689 0.00525786543807878 0.0236480095132564 0.0255238594911535 0.00966494845360825 0.015841046414266 0.0108113952105519 0.0222514412865379 0.0174034110685694
"gnaden" 0.00292585873954005 0 0 0.00107640309142968 0 0.00155373595811128 0.00199429631254612 0.0144591299547166 0.00405394448798681 0.00212698829092946 0.00536941580756014 0.00226300663060943 0.00720759680703461 0 0.00267744785670299
"weiß" 0.0438878810931008 0.0415627597672485 0.0506085680305676 0.0365977051086091 0 0.0481658147014496 0.0565050621888067 0.0966132774246975 0.0445933893678549 0.0599101701945131 0.0182560137457045 0.0452601326121886 0.0486512784474836 0.0505714574694043 0.0548876810624113
"miteinander" 0.00877757621862017 0.00148438427740173 0 0.00430561236571871 0.00464295663478503 0 0.00864195068769985 0.00460063225831893 0 0 0 0 0.00180189920175865 0 0
"daraus" 0.0204810111767804 0.0126172663579147 0.00759128520458514 0.00430561236571871 0.00464295663478503 0.00621494383244511 0.0279201483756457 0.0105157308761576 0.00878354639063809 0.00673546292127662 0.00751718213058419 0.015841046414266 0.00900949600879327 0.0141600080914332 0.0013387239283515
"großen" 0.0321844461349406 0.0630863317895737 0.0455477112275108 0.0947234720458117 0 0.0994391013191218 0.0824309142519062 0 0.0391881300505392 0.0673546292127662 0.0665807560137457 0.0565751657652357 0.0684721696668288 0.0445028825730758 0.0374842699938419
"euer" 0 0.0126172663579147 0.00506085680305676 0.00753482164000775 0 0.0295209832041143 0.00598288893763835 0.030232726268953 0.0499986486851707 0.0109894395031355 0.00859106529209622 0.00452601326121886 0.00180189920175865 0 0.010709791426812
"demselben" 0.0351103048744807 0.00593753710960694 0.0101217136061135 0.0204516587371639 0 0.00621494383244511 0.00332382718757686 0.00262893271903939 0.0182427501959407 0.0124074316970885 0.00322164948453608 0 0 0.0161828663902094 0.0200808589252724
"bringen" 0.0380361636140207 0.0230079562997269 0.0253042840152838 0.0215280618285936 0.0232147831739252 0.0186448314973353 0.0166191359378843 0.0492924884819885 0.0297289262452366 0.0418307697216127 0.0279209621993127 0.0181040530448754 0.0252265888246212 0.0485485991706281 0.0227583067819754
"ungefähr" 0.0204810111767804 0.00296876855480347 0 0.00861122473143743 0.0139288699043551 0.00155373595811128 0.00199429631254612 0 0.010134861219967 0.014534419988018 0 0 0.0162170928158279 0.0202285829877617 0
"entweder" 0.00585171747908011 0.0089063056644104 0.00759128520458514 0.00645841854857807 0 0.00621494383244511 0.00864195068769985 0.00394339907855908 0.00945920380530256 0.0074444590182531 0.0193298969072165 0.00905202652243771 0.00540569760527596 0.012137149792657 0.00803234357010897
"anderer" 0.0292585873954006 0.0103906899418121 0.00253042840152838 0.0193752556457342 0 0 0.00797718525018447 0.00920126451663786 0.00878354639063809 0.0138254238910415 0.00107388316151203 0.0113150331530471 0.00900949600879327 0.0161828663902094 0.0227583067819754
"zumal" 0 0.000742192138700867 0 0 0.00464295663478503 0 0.0119657778752767 0 0.00675657414664469 0.00354498048488243 0.00107388316151203 0.00678901989182828 0.00540569760527596 0 0
"weder" 0.0409620223535608 0.0141016506353165 0.020243427212227 0.0236808680114529 0.0371436530782802 0.0155373595811128 0.0299144446881918 0.0210314617523151 0.021621037269263 0.0272963497335947 0.0150343642611684 0.00678901989182828 0.0126132944123106 0.0343885910791949 0.010709791426812
"sollt" 0 0.00371096069350433 0 0.00107640309142968 0 0.00466120787433384 0.00997148156273059 0.00197169953927954 0.00202697224399341 0.00212698829092946 0.00429553264604811 0.00452601326121886 0 0 0
"hinter" 0.00877757621862017 0.0244923405771286 0.0151825704091703 0.0204516587371639 0.0232147831739252 0.0264135112878917 0.0518517041261991 0.0624371520771855 0.0236480095132564 0.0411217736246362 0.0236254295532646 0.00452601326121886 0.0108113952105519 0.012137149792657 0.00401617178505449
"geringste" 0.0117034349581602 0 0 0.00430561236571871 0.0139288699043551 0 0.00199429631254612 0.00525786543807878 0.00743223156130915 0.00921694926069432 0.00429553264604811 0.0113150331530471 0.0108113952105519 0.00404571659755234 0.00803234357010897
"lust" 0.0321844461349406 0.0363674147963425 0.0354259976213973 0.00861122473143743 0.0232147831739252 0.0139836236230015 0.0073124198126691 0.00657233179759847 0.00405394448798681 0.00992594535767081 0.0171821305841924 0.00452601326121886 0 0.012137149792657 0.00267744785670299
"sechs" 0.0175551524372403 0.00519534497090607 0.00253042840152838 0.0204516587371639 0.0139288699043551 0.00310747191622256 0.0119657778752767 0.00657233179759847 0.0148644631226183 0.010280443406159 0.00644329896907216 0.0113150331530471 0.00540569760527596 0.00404571659755234 0.0174034110685694
"wort" 0.0643688922698812 0.0282033012706329 0.0278347124168122 0.0398269143828981 0.0371436530782802 0.0201985674554466 0.0252610866255842 0.119616438716292 0.0297289262452366 0.0535292053217247 0.0289948453608247 0.0181040530448754 0.0198208912193452 0.0303428744816426 0.0160646871402179
"vermutlich" 0 0 0 0.00322920927428904 0 0.0124298876648902 0.00132953087503075 0 0.00472960190265128 0.0134709258425532 0.0161082474226804 0.00678901989182828 0.00360379840351731 0 0
"ans" 0.00292585873954005 0.0089063056644104 0.0278347124168122 0.00215280618285936 0.0139288699043551 0 0.0179486668129151 0.0151163631344765 0.00675657414664469 0.00602646682430013 0.00107388316151203 0.00452601326121886 0.00180189920175865 0.00404571659755234 0
"allerdings" 0.0438878810931008 0.0022265764161026 0.00253042840152838 0.00753482164000775 0.0139288699043551 0.00155373595811128 0.00864195068769985 0 0.00540525931731575 0.000354498048488243 0.00322164948453608 0 0 0.00202285829877617 0
"weiter" 0.0234068699163204 0.0363674147963425 0.0328955692198689 0.00645841854857807 0.0464295663478503 0.0310747191622256 0.0299144446881918 0.0236603944713545 0.0351341855625524 0.0584921780005601 0.0633591065292096 0.0113150331530471 0.0108113952105519 0.0323657327804187 0.0187421349969209
"begab" 0.00585171747908011 0.00148438427740173 0 0.00322920927428904 0.00928591326957006 0.00621494383244511 0 0 0.00540525931731575 0.000708996096976486 0.0118127147766323 0 0.00540569760527596 0.00202285829877617 0.00267744785670299
"gemacht" 0.0585171747908011 0.0378517990737442 0.0328955692198689 0.030139286560031 0.0371436530782802 0.0403971349108932 0.0212724940004919 0.0348333585272719 0.0297289262452366 0.0354498048488243 0.0536941580756014 0.0837312453325488 0.088293060886174 0.0788914736522707 0.0415004417788964
"meister" 0 0.0044531528322052 0 0.00861122473143743 0 0.0139836236230015 0.00265906175006149 0.0381195244260711 0.00337828707332234 0.00460847463034716 0.00107388316151203 0 0.00180189920175865 0.0141600080914332 0.00803234357010897
"leib" 0.0175551524372403 0.00964849780311127 0.0151825704091703 0.0150696432800155 0.0139288699043551 0.0124298876648902 0.0113010124377613 0.0203742285725553 0.00675657414664469 0.00354498048488243 0.00644329896907216 0.00905202652243771 0.00180189920175865 0 0.00401617178505449
"vielmehr" 0 0.0089063056644104 0.00759128520458514 0.0139932401885858 0.0185718265391401 0.00466120787433384 0.0159543705003689 0.00788679815711816 0.0128374908786249 0.00460847463034716 0.00536941580756014 0 0.00180189920175865 0.0262971578840902 0.010709791426812
"tot" 0 0.0200391877449234 0.00253042840152838 0 0 0.00310747191622256 0.0152896050628536 0 0 0.000354498048488243 0 0.0203670596754848 0.00180189920175865 0 0
"not" 0.00292585873954005 0.0192969956062225 0.0101217136061135 0.00430561236571871 0 0.00776867979055639 0.00864195068769985 0.025632094010634 0.00878354639063809 0.00567196877581189 0.00751718213058419 0.00452601326121886 0.00540569760527596 0.00202285829877617 0.00803234357010897
"setzte" 0.0204810111767804 0.0356252226576416 0.0303651408183405 0.0129168370971561 0.0417866097130653 0.0419508708690045 0.0212724940004919 0.00722956497735832 0.0493229912705062 0.0411217736246362 0.0182560137457045 0.015841046414266 0.0306322864298971 0.0262971578840902 0.0174034110685694
"junker" 0 0 0 0 0 0.00155373595811128 0.00132953087503075 0.310871294026408 0 0.00106349414546473 0.00214776632302406 0 0 0 0.00267744785670299
"deswegen" 0.00292585873954005 0.0126172663579147 0.0151825704091703 0 0 0 0.0126305433127921 0.000657233179759847 0.000675657414664469 0 0.0246993127147766 0.0135780397836566 0.0180189920175865 0.0161828663902094 0.0013387239283515
"b" 0.0351103048744807 0.000742192138700867 0 0.0538201545714839 0.00464295663478503 0 0.0325735064382533 0.0118301972356772 0.00202697224399341 0.00106349414546473 0.00214776632302406 0.0248930729367037 0.0180189920175865 0.0101142914938809 0.137888564620204
"personen" 0.00877757621862017 0.0022265764161026 0 0.0182988525543045 0.00464295663478503 0.00466120787433384 0.0119657778752767 0.000657233179759847 0.0162157779519472 0.00460847463034716 0.00536941580756014 0.031682092828532 0.0486512784474836 0.0809143319510468 0.00803234357010897
"bezahlen" 0.00585171747908011 0.00519534497090607 0.00759128520458514 0.0118404340057265 0.0185718265391401 0.0139836236230015 0.00265906175006149 0.00328616589879923 0.00945920380530256 0.00531747072732365 0.00644329896907216 0.00678901989182828 0.00360379840351731 0 0.0147259632118664
"seht" 0.00585171747908011 0.00593753710960694 0.0101217136061135 0 0 0.0170910955392241 0 0.00460063225831893 0.00608091673198022 0.000708996096976486 0.00107388316151203 0 0.00360379840351731 0 0.00267744785670299
"sachen" 0.00877757621862017 0.00742192138700867 0.00506085680305676 0.00322920927428904 0.00464295663478503 0.00466120787433384 0.00664765437515373 0.0400912239653507 0.00202697224399341 0.0024814863394177 0.00644329896907216 0.015841046414266 0.0216227904211038 0.00809143319510468 0.00669361964175748
"hinauf" 0.00877757621862017 0.00519534497090607 0.0101217136061135 0.00215280618285936 0.0185718265391401 0.0186448314973353 0.0192781976879458 0.0197169953927954 0.00270262965865787 0.00425397658185892 0.00322164948453608 0.00452601326121886 0 0 0.0013387239283515
"wofern" 0 0 0 0.00107640309142968 0.00464295663478503 0 0 0 0 0.000354498048488243 0 0 0.00180189920175865 0.024274299585314 0
"inzwischen" 0.00585171747908011 0.011132882080513 0.0126521420076419 0.0129168370971561 0.00464295663478503 0 0.00797718525018447 0 0.011486176049296 0.00602646682430013 0.00322164948453608 0.00226300663060943 0 0 0.0013387239283515
"seid" 0.00292585873954005 0.011132882080513 0.00759128520458514 0.00753482164000775 0 0.0419508708690045 0.0073124198126691 0.0216886949320749 0.0290532688305721 0.0024814863394177 0.00859106529209622 0.00226300663060943 0 0 0.0120485153551635
"solchen" 0.0321844461349406 0.0230079562997269 0.020243427212227 0.0344448989257497 0.0232147831739252 0.0170910955392241 0.0551755313137759 0.0144591299547166 0.0405394448798681 0.0350953068003361 0.0526202749140893 0.00452601326121886 0.00900949600879327 0.0566400323657328 0.00937106749846047
"bedenken" 0.00292585873954005 0.0044531528322052 0 0.00753482164000775 0 0.00776867979055639 0.00997148156273059 0.00262893271903939 0.0108105186346315 0.00850795316371783 0.00429553264604811 0.00452601326121886 0.00360379840351731 0.012137149792657 0.00267744785670299
"tafel" 0 0 0 0.0312156896514607 0.00464295663478503 0.0170910955392241 0.010636247000246 0.00460063225831893 0.00540525931731575 0.0127619297455768 0.00751718213058419 0.00226300663060943 0.0144151936140692 0.00202285829877617 0
"anstatt" 0.00292585873954005 0 0 0.0139932401885858 0 0.00310747191622256 0.00598288893763835 0.0111729640559174 0.00270262965865787 0.00460847463034716 0.00107388316151203 0.00452601326121886 0.00900949600879327 0.0141600080914332 0
"trinken" 0.0117034349581602 0.00371096069350433 0.0101217136061135 0.00538201545714839 0.00464295663478503 0.00621494383244511 0.00332382718757686 0.0124874304154371 0.010134861219967 0.00389947853337067 0.00429553264604811 0.00226300663060943 0 0 0.00267744785670299
"konnt" 0 0 0 0 0 0.00155373595811128 0.0126305433127921 0 0 0.000354498048488243 0 0 0 0.00404571659755234 0
"gute" 0.0760723272280414 0.0400783754898468 0.0227738556137554 0.0193752556457342 0.0789302627913455 0.0186448314973353 0.04453928431353 0.0663805511557446 0.0337828707332234 0.0634551506793955 0.0354381443298969 0.0520491525040168 0.0792835648773808 0.0182057246889855 0.0562264049907628
"lachen" 0.0117034349581602 0.0192969956062225 0.020243427212227 0.00645841854857807 0 0.0186448314973353 0.00664765437515373 0.0243176276511143 0.00810788897597362 0.00992594535767081 0.0171821305841924 0 0.00180189920175865 0.00404571659755234 0.0013387239283515
"überhaupt" 0.0204810111767804 0.0118750742192139 0.0101217136061135 0.00107640309142968 0.00928591326957006 0.00310747191622256 0.0292496792506764 0.00525786543807878 0.00540525931731575 0.00212698829092946 0.0118127147766323 0.00452601326121886 0.0198208912193452 0.0161828663902094 0
"wenigstens" 0.00585171747908011 0.0252345327158295 0.00253042840152838 0.0215280618285936 0.00928591326957006 0.027967247246003 0.0245963211880688 0.00262893271903939 0.0324315559038945 0.0209153848608063 0.0601374570446735 0.00452601326121886 0.00720759680703461 0.0687771821583898 0.0013387239283515
"falle" 0.00585171747908011 0.00593753710960694 0.00506085680305676 0.0538201545714839 0.00464295663478503 0.00932241574866767 0.00664765437515373 0.00262893271903939 0.00810788897597362 0.00567196877581189 0.00429553264604811 0 0.00360379840351731 0.00606857489632851 0
"vom" 0.0672947510094213 0.0712504453152832 0.0961562792580784 0.103334696777249 0.0185718265391401 0.0419508708690045 0.115669186127675 0.139990667288847 0.085132834247723 0.0421852677701009 0.078393470790378 0.0452601326121886 0.0450474800439663 0.0182057246889855 0.0334680982087874
"geringsten" 0.0146292936977003 0.00148438427740173 0 0.00215280618285936 0.0185718265391401 0.00155373595811128 0.00465335806260761 0.00197169953927954 0.00405394448798681 0.00850795316371783 0.00107388316151203 0.0181040530448754 0.00540569760527596 0.00202285829877617 0.00937106749846047
"ferner" 0.0117034349581602 0.00519534497090607 0.00506085680305676 0.00538201545714839 0.00928591326957006 0 0.0179486668129151 0.00854403133687801 0.00405394448798681 0.00212698829092946 0.00214776632302406 0 0 0 0.0013387239283515
"hatt" 0 0 0 0 0 0.00155373595811128 0.0226020248755227 0.00131446635951969 0 0.00212698829092946 0.00107388316151203 0.00226300663060943 0 0 0
"sowohl" 0.00585171747908011 0.0022265764161026 0.00759128520458514 0.00861122473143743 0.00464295663478503 0.00155373595811128 0.0206077285629766 0.00131446635951969 0.00472960190265128 0.0049629726788354 0.00107388316151203 0 0 0.0101142914938809 0
"dame" 0.0175551524372403 0.0022265764161026 0 0.0495145422057652 0.0603584362522054 0.00310747191622256 0.00598288893763835 0 0.0249993243425853 0.014534419988018 0.00536941580756014 0.0882572585937677 0.0666702704650702 0.00202285829877617 0.0013387239283515
"essen" 0.0263327286558605 0.0170704191901199 0.0177129988106987 0.00107640309142968 0.00928591326957006 0.00776867979055639 0.0172839013753997 0.0427201566843901 0.00405394448798681 0.00425397658185892 0.0182560137457045 0.0113150331530471 0.00720759680703461 0.00202285829877617 0.00803234357010897
"eher" 0 0.0044531528322052 0.00253042840152838 0.00645841854857807 0.0278577398087102 0.00776867979055639 0.0186134322504304 0.00722956497735832 0.0236480095132564 0.036513298994289 0.0150343642611684 0.0113150331530471 0.0108113952105519 0.0222514412865379 0.0147259632118664
"stück" 0.0175551524372403 0.00742192138700867 0.0101217136061135 0.00861122473143743 0.0232147831739252 0.010876151706779 0.00664765437515373 0.00591509861783862 0.0148644631226183 0.0074444590182531 0.0107388316151203 0.0181040530448754 0.0216227904211038 0 0.00535489571340598
"kerl" 0.00585171747908011 0.000742192138700867 0.0227738556137554 0.00107640309142968 0.00464295663478503 0.0186448314973353 0.00398859262509224 0.0111729640559174 0.0135131482932894 0.011698435600112 0.00214776632302406 0.0248930729367037 0.0162170928158279 0 0.00267744785670299
"getan" 0.0263327286558605 0.0215235720223251 0.0101217136061135 0.00861122473143743 0.00928591326957006 0.0155373595811128 0.00930671612521522 0.038776757605831 0.0141888057079538 0.0187883965698769 0.0268470790378007 0.0226300663060943 0.0216227904211038 0.0101142914938809 0.00669361964175748
"solange" 0.00292585873954005 0.000742192138700867 0.00253042840152838 0 0.00928591326957006 0.00932241574866767 0.00332382718757686 0 0 0 0 0.00678901989182828 0.00360379840351731 0 0
"wer" 0.0234068699163204 0.0593753710960694 0.0632607100382095 0.060278573120062 0.00464295663478503 0.0652569102406737 0.0458688151885607 0.0591509861783862 0.0641874543931245 0.040767275576148 0.0902061855670103 0.0226300663060943 0.0180189920175865 0.0647314655608375 0.0388229939221934
"reden" 0.00877757621862017 0.0252345327158295 0.0227738556137554 0.00430561236571871 0.00464295663478503 0.0139836236230015 0.0312439755632225 0.0966132774246975 0.0182427501959407 0.00921694926069432 0.00751718213058419 0.0882572585937677 0.102708254500243 0.0101142914938809 0.00535489571340598
"pflegt" 0.00585171747908011 0.000742192138700867 0 0.00538201545714839 0 0.00155373595811128 0.000664765437515373 0.000657233179759847 0.00337828707332234 0.000708996096976486 0.00107388316151203 0.00452601326121886 0.00180189920175865 0.0101142914938809 0
"weniger" 0.0321844461349406 0.0133594584966156 0.0151825704091703 0.0150696432800155 0.0278577398087102 0.0155373595811128 0.0452040497510453 0.030232726268953 0.0209453798545985 0.0425397658185892 0.0579896907216495 0.00678901989182828 0.0198208912193452 0.0485485991706281 0.0187421349969209
"großes" 0.00585171747908011 0.0141016506353165 0.0101217136061135 0.00968762782286711 0 0.00776867979055639 0.00598288893763835 0 0.00472960190265128 0.00567196877581189 0.00751718213058419 0.0135780397836566 0.0108113952105519 0.00404571659755234 0.00535489571340598
"übrigens" 0.0175551524372403 0.00148438427740173 0.00506085680305676 0.0182988525543045 0.0371436530782802 0.0186448314973353 0.0113010124377613 0 0.00337828707332234 0.00850795316371783 0.00107388316151203 0.00226300663060943 0.00360379840351731 0.0182057246889855 0.00267744785670299
"zunge" 0.00585171747908011 0.00593753710960694 0.00759128520458514 0.00430561236571871 0 0.0186448314973353 0.0119657778752767 0.00525786543807878 0.00945920380530256 0.0173704043759239 0.0182560137457045 0 0.00180189920175865 0 0
"gefühl" 0.0204810111767804 0.0089063056644104 0.00759128520458514 0.00322920927428904 0.00464295663478503 0.0528270225757835 0.0226020248755227 0.00460063225831893 0.00743223156130915 0.0269418516851065 0.0268470790378007 0.0452601326121886 0.00720759680703461 0.0525943157681804 0.0803234357010897
"fühlte" 0.0614430335303412 0.0526956418477615 0.0632607100382095 0.0182988525543045 0.0417866097130653 0.0310747191622256 0.0073124198126691 0.00460063225831893 0.00810788897597362 0.0177249024244122 0.0161082474226804 0.0429971259815791 0.0270284880263798 0.0404571659755234 0.0348068221371389
"gefühle" 0.0234068699163204 0.00816411352570954 0.00506085680305676 0.0161460463714452 0.00464295663478503 0.0124298876648902 0.0152896050628536 0.000657233179759847 0.00945920380530256 0.00886245121220608 0.00751718213058419 0.00226300663060943 0 0.0283200161828664 0.0174034110685694
"lage" 0.0321844461349406 0.00371096069350433 0.00253042840152838 0.0193752556457342 0.0232147831739252 0.0326284551203369 0.00531812350012298 0.00131446635951969 0.0135131482932894 0.0166614082789474 0.00859106529209622 0 0.00180189920175865 0.0323657327804187 0.0200808589252724
"ach" 0.0643688922698812 0.0259767248545303 0.0455477112275108 0.00538201545714839 0.0325006964434952 0.0201985674554466 0.0611584202514143 0.0427201566843901 0.0222966946839275 0.0730265979885781 0.0214776632302405 0.0294190861979226 0.00360379840351731 0.00202285829877617 0.14324346033361
"eilte" 0.00877757621862017 0.0215235720223251 0.0278347124168122 0.0118404340057265 0.0139288699043551 0.0139836236230015 0.00265906175006149 0.00657233179759847 0.00675657414664469 0.00673546292127662 0.00751718213058419 0.0226300663060943 0.0234246896228625 0.00202285829877617 0.0307906503520844
"herzen" 0.0204810111767804 0.0348830305189407 0.0278347124168122 0.0484381391143355 0.00464295663478503 0.0714718540731188 0.0671413091890526 0.0519214212010279 0.0222966946839275 0.0478572365459128 0.0246993127147766 0.0837312453325488 0.0720759680703461 0.024274299585314 0.109775362124823
"einst" 0 0.0148438427740173 0 0.0193752556457342 0 0.0543807585338947 0 0.0151163631344765 0.0141888057079538 0.0159524121819709 0.00429553264604811 0.0181040530448754 0.0162170928158279 0 0.0629200246325203
"tränen" 0.0234068699163204 0.0356252226576416 0.0379564260229257 0.0322920927428904 0.0417866097130653 0.0605957023663399 0.0259258520630995 0.0552075870998271 0.00878354639063809 0.0230423731517358 0.0214776632302405 0.0611011790264545 0.0234246896228625 0.012137149792657 0.139227288548556
"indeß" 0 0 0 0.00538201545714839 0 0 0 0.000657233179759847 0.0378368152212102 0.0294233380245242 0 0 0 0.00606857489632851 0.0334680982087874
"schmerz" 0.0292585873954006 0.0200391877449234 0.00253042840152838 0.00753482164000775 0.0464295663478503 0.010876151706779 0.010636247000246 0.00262893271903939 0.00405394448798681 0.00425397658185892 0.0204037800687285 0.0226300663060943 0.00720759680703461 0.00404571659755234 0.0629200246325203
"wesen" 0.0263327286558605 0.0267189169932312 0.0253042840152838 0.0129168370971561 0 0.0139836236230015 0.0199429631254612 0.0197169953927954 0.010134861219967 0.00708996096976486 0.00751718213058419 0.00678901989182828 0.0162170928158279 0.135531506018003 0.0428391657072478
"brust" 0.00877757621862017 0.011132882080513 0.0177129988106987 0.00645841854857807 0 0.0372896629946707 0.0551755313137759 0.00262893271903939 0.0148644631226183 0.0194973926668534 0.00966494845360825 0.047523139242798 0.0270284880263798 0.00606857489632851 0.0401617178505449
"o" 0.00292585873954005 0.0170704191901199 0.0177129988106987 0.0247572711028826 0.00464295663478503 0.0201985674554466 0.0904080995020907 0.0716384165938233 0.0364855003918813 0.0854340296856666 0.0730240549828179 0.253456742628256 0.0738778672721048 0.00404571659755234 0.392246111006988
"stille" 0.00292585873954005 0.0185548034675217 0.0126521420076419 0.00538201545714839 0 0.0139836236230015 0.0305792101257071 0.0157735963142363 0.00270262965865787 0.0134709258425532 0.00644329896907216 0.0135780397836566 0.0108113952105519 0 0.010709791426812
"schicksal" 0 0.0118750742192139 0.00759128520458514 0.00861122473143743 0.0185718265391401 0.0248597753297805 0.0166191359378843 0 0.0297289262452366 0.00815345511522959 0.0493986254295533 0.0678901989182828 0.0324341856316558 0.0546171740669566 0.0240970307103269
"zukunft" 0.0117034349581602 0.00593753710960694 0.0253042840152838 0.0118404340057265 0.00464295663478503 0.0233060393716692 0.00598288893763835 0.00460063225831893 0.00337828707332234 0.00921694926069432 0.00429553264604811 0.00905202652243771 0.00540569760527596 0.00606857489632851 0.0214195828536239
"entgegen" 0.00585171747908011 0.0200391877449234 0.00759128520458514 0.0204516587371639 0.00464295663478503 0.00466120787433384 0.00997148156273059 0.0105157308761576 0.00540525931731575 0.0432487619155657 0.00966494845360825 0.00452601326121886 0.00720759680703461 0.0161828663902094 0.0267744785670299
"geliebten" 0.0146292936977003 0.0237501484384277 0.0227738556137554 0.0344448989257497 0.0185718265391401 0.00776867979055639 0.0119657778752767 0.00131446635951969 0.00405394448798681 0.00638096487278838 0.00644329896907216 0.0248930729367037 0.0144151936140692 0.0161828663902094 0.0174034110685694
"herz" 0.0409620223535608 0.0371096069350433 0.0455477112275108 0.0581257669372026 0.0371436530782802 0.114976460900235 0.140930272753259 0.103185609222296 0.021621037269263 0.101386441867638 0.0826890034364261 0.221774649799724 0.1873975169829 0.0182057246889855 0.148598356047016
"wunsch" 0.0380361636140207 0.0133594584966156 0.0253042840152838 0.030139286560031 0.0185718265391401 0.00776867979055639 0.00664765437515373 0.000657233179759847 0.010134861219967 0.00992594535767081 0.00536941580756014 0.00678901989182828 0.0342360848334144 0.012137149792657 0.0120485153551635
"ward" 0 0.0244923405771286 0.0126521420076419 0.00753482164000775 0.00464295663478503 0.0590419664082286 0.00199429631254612 0.0124874304154371 0.0155401205372828 0.0453757502064951 0.0171821305841924 0 0.00180189920175865 0.00202285829877617 0.00535489571340598
"meines" 0.0760723272280414 0.0178126113288208 0.0151825704091703 0.0484381391143355 0.0882161760609156 0.0326284551203369 0.0305792101257071 0.017088062673756 0.0493229912705062 0.116629857952632 0.039733676975945 0.273823802303741 0.149557633745968 0.0627086072620613 0.109775362124823
"herzens" 0.00292585873954005 0.011132882080513 0.00506085680305676 0.0193752556457342 0.00464295663478503 0.0310747191622256 0.0179486668129151 0.0144591299547166 0.00608091673198022 0.0226878751032476 0.0128865979381443 0.0927832718549865 0.0792835648773808 0.00202285829877617 0.0227583067819754
"erwiederte" 0 0 0 0.0279864803771716 0 0 0 0.047320788942709 0 0.0230423731517358 0.00751718213058419 0 0 0.00809143319510468 0.00803234357010897
"bild" 0.00292585873954005 0.0163282270514191 0.0506085680305676 0.00645841854857807 0 0.00776867979055639 0.0252610866255842 0.00722956497735832 0.00202697224399341 0.0177249024244122 0.00751718213058419 0.031682092828532 0.0234246896228625 0.0101142914938809 0.0294519264237329
"ton" 0.0292585873954006 0.00519534497090607 0.0151825704091703 0.0118404340057265 0.00928591326957006 0.00776867979055639 0.0172839013753997 0.00788679815711816 0.0155401205372828 0.00567196877581189 0.00644329896907216 0.0565751657652357 0.0576607744562769 0 0.00535489571340598
"wünsche" 0.0292585873954006 0.0089063056644104 0.0126521420076419 0.0226044649200232 0.00928591326957006 0.00932241574866767 0.0132953087503075 0.00460063225831893 0.011486176049296 0.014534419988018 0.00429553264604811 0.0452601326121886 0.0396417824386904 0.0222514412865379 0.0187421349969209
"brief" 0 0.0348830305189407 0 0.0365977051086091 0.00928591326957006 0.00155373595811128 0.0312439755632225 0.00657233179759847 0.0108105186346315 0.0163069102304592 0.00107388316151203 0.031682092828532 0.0252265888246212 0 0.0321293742804359
"verhältniß" 0 0 0 0.00968762782286711 0 0 0 0.000657233179759847 0.00135131482932894 0.0024814863394177 0 0 0 0.0647314655608375 0
