"m_Argens_Therese_1748" "m_Arnim_Graefin-Dolores_1810" "m_Arnim_Isabella-von-Aegypten_1812" "m_Goethe_Wahlverwandschaften_1809" "m_Haller_Usong_1771" "m_Hauff_Memoiren-des-Satan_1826" "m_Heinse_Ardinghello_1787" "m_Hippel_Lebenslaeufe_1779" "m_Klingemann_Nachtwachen_1804" "m_Knigge_Braunschweig_1792" "m_Lesage_Gil-Blas_1715" "m_Moritz_Anton-Reiser_1785" "m_Moritz_Hartknopfs-Predigerjahre_1790" "m_Novalis_Ofterdingen_1802" "m_Paul_Titan_1800" "m_Restif-de-la-Bretonne_Anti-Justine_1793" "m_Stendhal_Rot-und-Schwarz_1830" "m_Thuemmel_Reise-in-mittaegliche-Provinzen_1791" "m_Walpole_Otranto_1764" "m_Wieland_Peregrinus_1788" "w_Fouque_Magie-der-Natur_1812" "w_Fouque_Spanier_1814" "w_Huber_Ellen-Percy_1822" "w_La-Roche_Rosaliens-Briefe_1779" "w_La-Roche_Sternheim-Teil-1_1771" "w_La-Roche_Sternheim-Teil-2_1771" "w_Unger_Bekenntnisse_1806" "w_Wobeser_Elisa_1795"
"aus" 0.277956580256305 0.374807030043938 0.43776411346441 0.30694219886823 0.347813742191936 0.38575070441433 0.417634775447781 0.337886866264946 0.448326505372188 0.451408025614781 0.326841983159791 0.326703553386154 0.402867872994196 0.391140117565544 0.471260641065275 0.271354412458707 0.339649070613538 0.392074841627997 0.2771136709411 0.306728386402955 0.393344140364261 0.334137199639713 0.263956413351231 0.222533062054934 0.253456742628256 0.198208912193452 0.275108728633559 0.203486037109427
"hatte" 0.53543214933583 0.433440209001306 0.503555251904147 0.453466046887631 0.530593412833617 0.38575070441433 0.122545415330922 0.280152695838723 0.177784648682075 0.582631288874892 0.446251893500007 0.673583573252214 0.437009218163196 0.214568293064527 0.190766307503223 0.526191599811232 0.632193525594541 0.180085008632027 0.230928059117583 0.437649039135924 0.395728044245256 0.322515036173984 0.578673675423853 0.28293489318413 0.248930729367037 0.275690577869074 0.471325983614848 0.327987362446116
"nach" 0.321844461349406 0.370353877211733 0.377033831827728 0.367572756669361 0.383304940374787 0.284001967887652 0.452927855063086 0.291825724832003 0.234469609131432 0.443534629819174 0.368464866192666 0.28247053071867 0.211676340047798 0.386669944793366 0.355142019106791 0.302029259084474 0.313617572500821 0.356979534827661 0.157574440339057 0.381540187964651 0.293220177362449 0.325420577040416 0.363222073073062 0.305642348495858 0.27834981556496 0.275690577869074 0.305451603115202 0.269083509598651
"nur" 0.403768506056528 0.209298183113644 0.245451554948253 0.44588722716249 0.124219193639977 0.260521490227649 0.367636245992765 0.272265514086507 0.602921852052253 0.265070991785424 0.326841983159791 0.20176466479905 0.122908842608399 0.281620884647192 0.432051755728644 0.202925908447381 0.272091135035297 0.416180708925197 0.190176048685068 0.226305699724131 0.25507771526652 0.273120841444635 0.257188300188379 0.255231797703822 0.181040530448754 0.162170928158279 0.635177505815718 0.37618142386677
"einen" 0.351103048744807 0.287228357677235 0.268225410562008 0.287995149555376 0.38507950028393 0.356679636835279 0.274501730341264 0.335362968104237 0.324650228028136 0.338556019211086 0.412817118604746 0.346104001924525 0.266302492318197 0.259270020786303 0.252218695098135 0.273714016045304 0.374977532337938 0.330746679239531 0.230928059117583 0.353485762379015 0.278916754076476 0.229537728448151 0.314717262072622 0.315633628833018 0.224037656430333 0.299115267491937 0.24274299585314 0.182066454255803
"man" 0.272104862777225 0.0630863317895737 0.0455477112275108 0.716198464025869 0.255536626916525 0.522161098439107 0.399988235640128 0.496576963119538 0.275695034912782 0.480277143532005 0.390299821226306 0.254533884823417 0.116080573574599 0.210098120292349 0.193028358580337 0.325625294950448 0.321055143390169 0.143571709637738 0.206476852858074 0.210408191892271 0.209783541527606 0.339948281372577 0.0902415088380278 0.178026449643947 0.144832424359003 0.243256392237418 0.479417416809952 0.219550724249645
"für" 0.362806483702967 0.23082175513597 0.212555985728384 0.325889248181083 0.330068143100511 0.243749720470504 0.339205709635991 0.253336277881188 0.304037515137461 0.270319922315828 0.404629010467132 0.327479571327689 0.122908842608399 0.187747256431461 0.299344759204663 0.233600755073148 0.298122633148014 0.34705358946999 0.309715279287112 0.294571468649179 0.169257175550682 0.127843798123021 0.325997450677375 0.445066124109868 0.43449727307701 0.574805845361011 0.457165975523415 0.293180540308977
"wir" 0.573468312949851 0.207071606697542 0.159416989296288 0.41304567502021 0.0283929585462805 0.237041012567646 0.523514014293697 0.397513960311701 0.17520805957074 0.490775004592814 0.6086493715627 0.0170723947137658 0.177534994878798 0.172101651728839 0.116872638984188 0.363378952336008 0.079953887060486 0.17157705546831 0.203760052162573 0.202927011736101 0.197864022122628 0.261498677978906 0.170330847931777 0.337432785932277 0.208196610016067 0.169378524965313 0.489531708303833 0.263728613885245
"bei" 0.190180818070104 0.278322052012825 0.25051241175131 0.266521827000808 0.324744463373083 0.209088062972405 0.436261678578081 0.329368709972553 0.239622787354101 0.317560297089468 0.288630811850922 0.437674119025632 0.259474223284397 0.214568293064527 0.180210069143361 0.280792826805097 0.217548948513416 0.286079925130012 0.13855683547055 0.298312058727264 0.202631829884619 0.142371502455182 0.359838016491636 0.378306205493388 0.312294915024101 0.315332360307764 0.252857287347021 0.194114969610967
"du" 0.403768506056528 0.213009143807149 0.394746830638427 0.214733225545675 0.163259511641113 0.194552529182879 0.17156358146329 0.428747200050478 0.26281208935611 0.115476471668897 0.240184505370034 0.0108642511814873 0.150221918743598 0.24585950246977 0.278609290997791 0.47192071731949 0.214449960642854 0.280762454402688 0.366768093892632 0.476925234955814 0.13826642509774 0.174332451985937 0.051888867581866 0.143056968463886 0.210459616646677 0.149557633745968 0.0445028825730758 0.433746552785884
"im" 0.213587687986424 0.302072200451253 0.38968597383537 0.284205739692805 0.202299829642249 0.298537501677177 0.419595502093076 0.392150676720194 0.368452242920821 0.370049602393512 0.25451369461086 0.296438853666297 0.375554796858996 0.205627947520172 0.403399108751876 0.158093440302029 0.502036035030959 0.180439506680516 0.160291241034558 0.181418618787114 0.29798798512444 0.302176250108958 0.226731790955545 0.183022089812527 0.104098305008034 0.108113952105519 0.224537271164155 0.155291975688773
"seine" 0.254549710339985 0.315431658947868 0.308712264986462 0.229890864995958 0.480905735377626 0.231450422648598 0.207837024401243 0.205066725557624 0.144288990234727 0.293940109702648 0.266795856817282 0.644870909415426 0.437009218163196 0.364319080932478 0.284641427203426 0.264275601698915 0.403488220747104 0.232196221759799 0.434688111280156 0.185159208865198 0.212167445408601 0.235348810181015 0.251548205886002 0.262498183403575 0.228563669691552 0.245058291439177 0.244765854151917 0.392246111006988
"da" 0.111182632102522 0.305783161144757 0.313773121789519 0.185681083265966 0.156161272004543 0.233686658616217 0.172543944785938 0.40256175663312 0.311767282471464 0.375298532923917 0.274301622610096 0.360848342813686 0.416524411061796 0.127399924007063 0.280871342074904 0.268994808872109 0.158048381398635 0.192492440329116 0.176592045207564 0.238462617477907 0.238390388099552 0.153993665920911 0.192891225141284 0.469590175846534 0.291927855348616 0.295511469088419 0.279154445231112 0.191437521754264
"einem" 0.245772134121365 0.302072200451253 0.28087755256965 0.243785367825384 0.310547984099943 0.285120085871461 0.282344636922443 0.194971132914787 0.249929143799438 0.262446526520221 0.242913874749239 0.288678674250949 0.320928644588597 0.243624416083682 0.260889890893736 0.160453043888627 0.250398219941367 0.280053458305712 0.171158443816562 0.409594613550288 0.171641079431677 0.151088125054479 0.286516790560738 0.232978491498329 0.183303537079364 0.223435501018073 0.252857287347021 0.15261452783207
