"m_Argens_Therese_1748" "m_Arnim_Graefin-Dolores_1810" "m_Arnim_Isabella-von-Aegypten_1812" "m_Goethe_Wahlverwandschaften_1809" "m_Haller_Usong_1771" "m_Hauff_Memoiren-des-Satan_1826" "m_Heinse_Ardinghello_1787" "m_Hippel_Lebenslaeufe_1779" "m_Klingemann_Nachtwachen_1804" "m_Knigge_Braunschweig_1792" "m_Lesage_Gil-Blas_1715" "m_Moritz_Anton-Reiser_1785" "m_Moritz_Hartknopfs-Predigerjahre_1790" "m_Novalis_Ofterdingen_1802" "m_Paul_Titan_1800" "m_Restif-de-la-Bretonne_Anti-Justine_1793" "m_Stendhal_Rot-und-Schwarz_1830" "m_Thuemmel_Reise-in-mittaegliche-Provinzen_1791" "m_Walpole_Otranto_1764" "m_Wieland_Peregrinus_1788" "w_Fouque_Magie-der-Natur_1812" "w_Fouque_Spanier_1814" "w_Huber_Ellen-Percy_1822" "w_La-Roche_Rosaliens-Briefe_1779" "w_La-Roche_Sternheim-Teil-1_1771" "w_La-Roche_Sternheim-Teil-2_1771" "w_Unger_Bekenntnisse_1806" "w_Wobeser_Elisa_1795"
"hand" 0.102405055883902 0.0660551003443772 0.053138996432096 0.0770513338722716 0.0354911981828507 0.0838588487857239 0.0686254325853161 0.126510395305549 0.103063564453377 0.0656116316300554 0.0402581983432728 0.036472843252136 0.109252304540799 0.0871683690574641 0.0983992218544295 0.11090136857008 0.0787142919122615 0.0978414613827551 0.0869376222560313 0.0533034086127087 0.169257175550682 0.217915564982421 0.0947535842799292 0.153048248801046 0.15841046414266 0.0973025568949673 0.0222514412865379 0.145920908190313
"herz" 0.0409620223535608 0.0371096069350433 0.0455477112275108 0.0391572352465643 0.101149914821124 0.051433427255244 0.0666647059400214 0.0703536612297694 0.0283424802246786 0.0419914442432354 0.0177409009648321 0.0419049688428796 0.0409696142027996 0.0514069868800429 0.183226137246179 0.0188768286927796 0.0489640083548713 0.101386441867638 0.0679200173875245 0.0224435404685089 0.128730809573758 0.171426911119505 0.0767052825123236 0.127161749745677 0.221774649799724 0.1873975169829 0.0182057246889855 0.148598356047016
"welt" 0.0585171747908011 0.120977318608241 0.126521420076419 0.0922089733225546 0.0656587166382737 0.073795786931437 0.0999970589100321 0.15206486418273 0.0901806188967045 0.0839828884864709 0.0327524325504592 0.0962262247503162 0.0409696142027996 0.214568293064527 0.104431358060065 0.0188768286927796 0.0613599598371172 0.0808255550553194 0.0353184090415127 0.102866227147332 0.140650328978736 0.127843798123021 0.0439927355585385 0.0404192704548757 0.0429971259815791 0.0774816656756221 0.111257206432689 0.0321293742804359
"recht" 0.0965533384048218 0.0979693623085144 0.101217136061135 0.121261115602264 0.0124219193639977 0.125229214186681 0.0607825260041371 0.0873899738145566 0.105640153564711 0.036742513712831 0.0702812615145271 0.0496651482582277 0.0136565380675999 0.03799646856351 0.0799258047246707 0.0448324681453516 0.0533025913736574 0.0577831819035836 0.0244512062595088 0.0224435404685089 0.0739010203108611 0.0958828485922655 0.0620410373261441 0.103545996221479 0.0656271922876734 0.0288303872281385 0.0445028825730758 0.0401617178505449
"allen" 0.0643688922698812 0.12023512646954 0.118930134871834 0.056841147938561 0.138415672913118 0.0559058991904826 0.125486505298864 0.0659368394485283 0.0412254257813506 0.0682360968952576 0.0388935136536703 0.093122152984177 0.0341413451689997 0.0983438009879082 0.0659764897491385 0.0424728645587541 0.0334690690020639 0.0974869633342668 0.0244512062595088 0.12437462009632 0.059597597024888 0.0377720312636197 0.0451207544190139 0.0613101293416655 0.0701532055488923 0.115321548912554 0.178011530292303 0.0535489571340598
"sagen" 0.0936274796652818 0.0564066025412659 0.0404868544244541 0.0479991915925626 0.0106473594548552 0.0894494387047721 0.0264698097114791 0.133135627977411 0.0257658911133442 0.0603627010996509 0.115315856271408 0.0535452379659018 0.0546261522703995 0.062582418810487 0.0550432428764241 0.047192071731949 0.0830528749310475 0.0492752287398658 0.0760704194740274 0.0701360639640903 0.0500619815009059 0.127843798123021 0.0541449053028167 0.119895364045924 0.128991377944737 0.138746238535416 0.0869829068473753 0.0763072639160352
"gar" 0.0702206097489613 0.0734770217313858 0.0506085680305676 0.0821038803556993 0.0053236797274276 0.070441432980008 0.0362734429379528 0.0312332397387765 0.144288990234727 0.104978610608089 0.0218349550336395 0.0574253276735758 0.0614544213041994 0.0201157774747994 0.0539122173378675 0.0188768286927796 0.0570213768183311 0.051047718982307 0.0135840034775049 0.0467573759760602 0.0166873271669686 0.0552052764622134 0.0970096220008799 0.0440524633047522 0.0226300663060943 0.0342360848334144 0.0890057651461515 0.0147259632118664
"einmal" 0.0585171747908011 0.0875786723667023 0.0885649940534933 0.0922089733225546 0.0408148779102782 0.0883313207209625 0.0754879758438477 0.050793450484273 0.0979103862307078 0.0997296800776842 0.043669910067279 0.270054243654113 0.163878456811198 0.0849332826713752 0.121396741138415 0.0778669183577159 0.0824330773569352 0.0942964808978727 0.0380352097370137 0.0813578341983448 0.0929722513588252 0.10169393032513 0.0609130184656687 0.0599476820229618 0.0407341193509697 0.0540569760527596 0.127440072822899 0.0481940614206538
"meinem" 0.111182632102522 0.0460159125994537 0.0151825704091703 0.0176839126919968 0.0212947189097104 0.0860950847533432 0.0382341695832476 0.0801337666025176 0.0644147277833604 0.0419914442432354 0.13851549599465 0.00155203588306962 0.0136565380675999 0.0357613821774212 0.0278986299510643 0.125058990089665 0.0526827937995451 0.183984487165398 0.0706368180830254 0.115023144901108 0.00953561552398207 0.0232443269314583 0.233499904118397 0.147144310419997 0.171988503926317 0.117123448114312 0.0910286234449277 0.109775362124823
"sehen" 0.102405055883902 0.0734770217313858 0.09362585085655 0.109892886014551 0.0479131175468484 0.103984972494298 0.0647039792947266 0.110420544531028 0.0566849604493571 0.0157467915912133 0.0300230631712543 0.0380248791352056 0.0136565380675999 0.0312912094052435 0.0576823024663897 0.0943841434638981 0.0743757088934754 0.0645186448248602 0.00271680069550098 0.0841632767569084 0.0429102698579193 0.0929773077258332 0.0789613202332743 0.167581020200552 0.133517391205956 0.162170928158279 0.0404571659755234 0.14324346033361
"endlich" 0.055591316051261 0.077930174563591 0.121460563273362 0.0593674211802749 0.0585604770017036 0.0682051970123888 0.081370155779732 0.0261854434173581 0.0566849604493571 0.0839828884864709 0.020470270344037 0.0558732917905062 0.0136565380675999 0.0692876779687535 0.0844499068788973 0.0802265219443134 0.0477244132066467 0.0538837033702129 0.0407520104325147 0.0888390143545144 0.0619815009058835 0.0435831129964843 0.117313961489436 0.0640350239790728 0.0362081060897508 0.0432455808422077 0.0202285829877617 0.0856783314144957
"gut" 0.119960208321142 0.0712504453152832 0.0328955692198689 0.0783144704931285 0.0106473594548552 0.0614964891095308 0.065684342617374 0.106634697289964 0.0386488366700162 0.0341180484476288 0.107127748133794 0.0411289509013448 0.0614544213041994 0.0290561230191547 0.0542892258507197 0.172251061821614 0.0576411743924434 0.0921694926069432 0.0570528146055205 0.0617197362883995 0.0238390388099552 0.0232443269314583 0.0439927355585385 0.0808385409097515 0.0497861458734074 0.0684721696668288 0.0566400323657328 0.0655974724892233
"wenig" 0.0321844461349406 0.0475002968768555 0.0455477112275108 0.0517886014551334 0.0141964792731403 0.0726776689476274 0.126466868621511 0.0653058649083509 0.0515317822266883 0.125974332729706 0.0866574777897567 0.0450090406090189 0.0341413451689997 0.0312912094052435 0.0610753790820597 0.0330344502123643 0.0464848180584221 0.0744445901825311 0.0896544229515323 0.10099593210829 0.0405263659769238 0.040677572130052 0.0507608487213906 0.0376943758174684 0.0362081060897508 0.0396417824386904 0.107211489835137 0.0348068221371389
"frau" 0.324770320088946 0.157344733404584 0.17206913130393 0.0416835084882781 0.00177455990914253 0.0972762645914397 0.00980363322647373 0.0990630028078367 0.00515317822266883 0.110227541138493 0.0914338742033653 0.0450090406090189 0.0204848071013998 0.0223508638608882 0.0263905958996554 0.200566304860783 0.383654698375511 0.02623285558813 0.0298848076505108 0.0168326553513817 0.0572136931438924 0.226632187581718 0.148898489582746 0.292017875308821 0.138043404467175 0.126132944123106 0.024274299585314 0.175372834614046
"kein" 0.0702206097489613 0.0831255195344971 0.0759128520458514 0.0530517380759903 0.108248154457694 0.0626146070933405 0.103918512200622 0.140076347919361 0.0669913168946948 0.0944807495472797 0.0457169371016827 0.0558732917905062 0.0751109593717992 0.0648175051965759 0.0640914471848774 0.0188768286927796 0.065078745281791 0.0850795316371783 0.103238426429037 0.0635900313274419 0.059597597024888 0.0871662259929686 0.0688091504889962 0.0281572445865427 0.0384711127203603 0.0378398832369317 0.0930514817437039 0.0615813007041688
"kam" 0.0672947510094213 0.0764457902861893 0.0708519952427946 0.0618936944219887 0.0780806360022714 0.0693233149961984 0.0637236159720792 0.0877054610846452 0.0231893020020097 0.0997296800776842 0.0873398201345579 0.14356331918394 0.0819392284055992 0.11398940569053 0.0908590515973851 0.136857008022652 0.114662551210775 0.0645186448248602 0.0461856118235166 0.0561088511712723 0.0452941737389148 0.0726385216608072 0.0654250939075701 0.11353727655864 0.0769422254407205 0.0756797664738635 0.0485485991706281 0.0749685399876837
"lange" 0.0263327286558605 0.0994537465859162 0.0860345656519649 0.0694725141471302 0.0372657580919932 0.0614964891095308 0.0431359861964844 0.0548947849954254 0.0438020148926851 0.0629871663648532 0.0518580182048938 0.0659615250304587 0.102424035506999 0.100578887373997 0.0897280260588284 0.0235960358659745 0.0477244132066467 0.0999684496736845 0.0760704194740274 0.0766820966007388 0.100123963001812 0.0784496033936717 0.077833301372799 0.0676682168289493 0.0746792188101111 0.0648683712633115 0.0930514817437039 0.0709523682026292
"sollte" 0.055591316051261 0.0705082531765824 0.116399706470305 0.17178658043654 0.101149914821124 0.0682051970123888 0.0480378028097213 0.107896646370319 0.0283424802246786 0.0787339579560665 0.061410811032111 0.117178709171756 0.0614544213041994 0.0581122460383094 0.037700851285222 0.0377536573855592 0.0712767210229139 0.0762170804249723 0.0407520104325147 0.0673306214055267 0.0357585582149328 0.0522997355957812 0.100393678582306 0.0549520418543816 0.0497861458734074 0.0738778672721048 0.0991200566400324 0.0870170553428472
"ging" 0.052665457311721 0.0682816767604797 0.0759128520458514 0.0492623282134196 0.026618398637138 0.0749139049152467 0.0794094291344372 0.0776098684418084 0.0541083713380227 0.107603075873291 0.0887045048241604 0.16296376772231 0.116080573574599 0.0804631098991976 0.11724964749704 0.12977819726286 0.0836726725051598 0.0375767931397538 0.0978048250380352 0.0374059007808482 0.0786688280728521 0.110410552924427 0.0507608487213906 0.125345153320738 0.0611011790264545 0.0612645728597942 0.0343885910791949 0.0870170553428472
"sondern" 0.0292585873954006 0.033398646241539 0.0506085680305676 0.0467360549717057 0.026618398637138 0.0525515452390536 0.0372538062606002 0.114206391772092 0.0541083713380227 0.0813584232212687 0.0102351351720185 0.0869140094518985 0.0614544213041994 0.0335262957913323 0.115364604932779 0.0212364322793771 0.0179741296492566 0.0329683185094066 0.0434688111280156 0.045822228456539 0.0143034232859731 0.00581108173286457 0.0349685846747358 0.0558603400668507 0.0452601326121886 0.041443681640449 0.0869829068473753 0.0415004417788964
"also" 0.122886067060682 0.0341408383802399 0.0480781396290392 0.0189470493128537 0.0177455990914253 0.0447247193523861 0.0352930796153054 0.0589961195065779 0.0103063564453377 0.1181009369341 0.0982572976513777 0.105538440048734 0.0409696142027996 0.0268210366330659 0.0109332468727144 0.13921661160925 0.0526827937995451 0.0241058672972005 0.0407520104325147 0.100060784588769 0.0143034232859731 0.0232443269314583 0.0609130184656687 0.0558603400668507 0.0611011790264545 0.052255076851001 0.0546171740669566 0.0843396074861442
"oft" 0.0380361636140207 0.0957427858924118 0.0480781396290392 0.0492623282134196 0.0372657580919932 0.0547877812066729 0.042155622873837 0.0936997192163296 0.100486975342042 0.0603627010996509 0.0252466667576456 0.200212628915981 0.109252304540799 0.0715227643548423 0.0893510175459762 0.0448324681453516 0.027271093260941 0.0581376799520719 0.0326016083460117 0.0327301631832422 0.114427386287785 0.0232443269314583 0.0721932070704222 0.073118006103764 0.0362081060897508 0.0738778672721048 0.0525943157681804 0.153953251760422
"o" 0.00292585873954005 0.0170704191901199 0.0177129988106987 0.013894502829426 0.0106473594548552 0.0503153092714343 0.0999970589100321 0.078871817522163 0.113369920898714 0.0341180484476288 0.0170585586200308 0.00776017941534808 0.0204848071013998 0.0201157774747994 0.132706996523982 0.0141576215195847 0.00433858301878606 0.0854340296856666 0.119539230602043 0.0205732454294665 0.0333746543339373 0.0581108173286457 0.0676811316285208 0.152594099694812 0.253456742628256 0.0738778672721048 0.00404571659755234 0.392246111006988
"ließ" 0.0731464684885014 0.0764457902861893 0.101217136061135 0.0795776071139855 0.205848949460534 0.073795786931437 0.0352930796153054 0.0605735558570212 0.0438020148926851 0.123349867464504 0.126233333788228 0.0962262247503162 0.0614544213041994 0.0491719004939541 0.059944353543503 0.23124115148655 0.0743757088934754 0.0538837033702129 0.0760704194740274 0.0944498994716416 0.0953561552398207 0.0755440625272394 0.0879854711170771 0.0608559802354309 0.0520491525040168 0.0360379840351731 0.0465257408718519 0.0562264049907628
"gleich" 0.0438878810931008 0.105391283695523 0.0885649940534933 0.10231406628941 0.0212947189097104 0.0413703654009571 0.0892130623609109 0.108212133640408 0.0412254257813506 0.0603627010996509 0.0477639641360864 0.0644094891473891 0.0341413451689997 0.0558771596522206 0.0629604216463208 0.0519112789051439 0.0198335223715934 0.0747990882310193 0.0326016083460117 0.0289895731051573 0.0572136931438924 0.0435831129964843 0.0541449053028167 0.0876507775032699 0.0588381723958451 0.0756797664738635 0.101142914938809 0.0749685399876837
"soll" 0.0292585873954006 0.0460159125994537 0.073382423644323 0.107366612772838 0.0621095968199886 0.0547877812066729 0.0549003460682529 0.0810802284127835 0.0979103862307078 0.0787339579560665 0.0429875677224777 0.0131923050060917 0.0546261522703995 0.0223508638608882 0.0403399108751876 0.0825861255309108 0.0656985428559033 0.0797620609098547 0.114105629211041 0.0327301631832422 0.059597597024888 0.0784496033936717 0.0428647166980632 0.0672140677227147 0.108624318269253 0.104510153702002 0.0465257408718519 0.120485153551635
"vom" 0.0672947510094213 0.0712504453152832 0.0961562792580784 0.0757881972514147 0.157935831913685 0.0715595509638177 0.160779584914169 0.126194908035461 0.0644147277833604 0.0498648400388421 0.0573167569633036 0.0830339197442245 0.143393649709799 0.0268210366330659 0.127051868831198 0.0306748466257669 0.0675579355782401 0.0421852677701009 0.0434688111280156 0.0327301631832422 0.0524458853819014 0.0319609495307552 0.0428647166980632 0.034969481180061 0.0452601326121886 0.0450474800439663 0.0182057246889855 0.0334680982087874
"gewesen" 0.0321844461349406 0.0734770217313858 0.0708519952427946 0.0530517380759903 0.0603350369108461 0.0458428373361957 0.0382341695832476 0.0984320282676594 0.0154595346680065 0.0603627010996509 0.0600461263425086 0.0814818838611549 0.0614544213041994 0.07599293712702 0.041093927900892 0.0212364322793771 0.0873914579498336 0.0457302482549834 0.0298848076505108 0.127180062654884 0.00476780776199104 0.020338786065026 0.0676811316285208 0.0781136462723441 0.0859942519631583 0.0756797664738635 0.12137149792657 0.0669361964175748
"gott" 0.272104862777225 0.072734829592685 0.0354259976213973 0.0101050929668553 0.056785917092561 0.0357797754819089 0.065684342617374 0.329053222702464 0.0669913168946948 0.0393669789780332 0.0334347748952604 0.0488891303166929 0.0819392284055992 0.0178806910887106 0.0829418728274884 0.0188768286927796 0.0539223889477697 0.11308487746775 0.0760704194740274 0.0177678028709029 0.100123963001812 0.142371502455182 0.0868574522566017 0.09264641767185 0.11767634479169 0.0504531776492423 0.0141600080914332 0.0428391657072478
"mutter" 0.207735970507344 0.0682816767604797 0.0607302816366811 0.0239995957962813 0.0390403180011357 0.00335435395142895 0.0607825260041371 0.254598226961542 0.0592615495606916 0.0262446526520222 0.0368464866192666 0.0558732917905062 0.0204848071013998 0.176571824501017 0.111217511291405 0.0920245398773006 0.0297502835573902 0.0230423731517358 0.146707237557053 0.0149623603123393 0.0286068465719462 0.130749338989453 0.143258395280369 0.128070047958146 0.0746792188101111 0.0738778672721048 0.0222514412865379 0.370826528153364
"vielleicht" 0.0585171747908011 0.0371096069350433 0.0354259976213973 0.0669462409054163 0.0230692788188529 0.0838588487857239 0.0705861592306109 0.0419598069217907 0.0206127128906753 0.0524893053040443 0.0586814416529061 0.0457850585505537 0.00682826903379993 0.0603473324243982 0.0346847831824043 0.0165172251061822 0.0464848180584221 0.0386402872852185 0.0787872201695284 0.0766820966007388 0.0548297892628969 0.0348664903971874 0.055272924163292 0.0345153320738265 0.031682092828532 0.0306322864298971 0.0283200161828664 0.0830008835577927
"rief" 0.108256773362982 0.0549222182638641 0.0885649940534933 0.0922089733225546 0.0390403180011357 0.100630618542869 0.0205876297755948 0.013565952613812 0.0515317822266883 0.0682360968952576 0.103033694064986 0.00543212559074366 0 0.0603473324243982 0.0588133280049464 0.134497404436055 0.079953887060486 0.0499842248368423 0.236361660508585 0.0177678028709029 0.147802040621722 0.151088125054479 0.141002357559418 0.0208908588867897 0.0429971259815791 0.0198208912193452 0.00404571659755234 0.0481940614206538
"nie" 0 0.0920318251989075 0.0430172828259824 0.0239995957962813 0.0106473594548552 0.0648508430609598 0.0617628893267845 0.0586806322364893 0.030919069336013 0.0577382358344487 0.0382111713088691 0.0760497582704112 0.0751109593717992 0.0715227643548423 0.0780407621604096 0.0542708824917414 0.0756153040417 0.0574286838550954 0.100521625733536 0.0542385561322299 0.0452941737389148 0.061016358195078 0.12859415009419 0.0177118151431478 0.00226300663060943 0.00360379840351731 0.175988671993527 0.211518380679536
"seines" 0.0351103048744807 0.0757035981474884 0.0885649940534933 0.0214733225545675 0.143739352640545 0.025716713627622 0.0352930796153054 0.0356500615200177 0.030919069336013 0.0708605621604598 0.0423052253776765 0.155203588306962 0.102424035506999 0.0737578507409311 0.0791717876989662 0.0141576215195847 0.0687975307264647 0.0797620609098547 0.103238426429037 0.0720063590031327 0.0500619815009059 0.0232443269314583 0.051888867581866 0.0617642784479 0.0407341193509697 0.0684721696668288 0.0627086072620613 0.0589038528474658
"weiß" 0.0438878810931008 0.0415627597672485 0.0506085680305676 0.0479991915925626 0.00887279954571266 0.0726776689476274 0.0558807093909003 0.124301984414929 0.0412254257813506 0.0656116316300554 0.0552697299288999 0.0100882332399525 0.0136565380675999 0.0536420732661317 0.0437329874908575 0.0353940537989618 0.0489640083548713 0.0599101701945131 0.0842208215605303 0.0261841305465937 0.064365404786879 0.0871662259929686 0.0394806601166372 0.0544978927481471 0.0452601326121886 0.0486512784474836 0.0505714574694043 0.0548876810624113
"einige" 0.0672947510094213 0.0512112575703598 0.0506085680305676 0.0606305578011318 0.0869534355479841 0.103984972494298 0.0470574394870739 0.0242925197968262 0.0695679060060292 0.0656116316300554 0.0163762162752296 0.0783778120950156 0.0273130761351997 0.134105183165329 0.0437329874908575 0.0495516753185465 0.0130157490563582 0.0450212521580069 0.0652032166920235 0.0710712114836115 0.0500619815009059 0.0348664903971874 0.0710651882099469 0.0663057695102456 0.0565751657652357 0.052255076851001 0.0283200161828664 0.117807705694932
"seele" 0.0672947510094213 0.0385939912124451 0.0480781396290392 0.0189470493128537 0.0301675184554231 0.051433427255244 0.0901934256835583 0.0905448465154431 0.030919069336013 0.0209957221216177 0.0136468468960247 0.114850655347152 0.150221918743598 0.0447017277217764 0.0968911878030206 0.0047192071731949 0.0582609719665557 0.0567196877581189 0.116822429906542 0.0991256370692477 0.0810527319538476 0.174332451985937 0.0360966035352111 0.152594099694812 0.260245762520084 0.153161432149486 0.024274299585314 0.117807705694932
"indem" 0.0848499034466616 0.033398646241539 0.0404868544244541 0.154102667744543 0.0177455990914253 0.077150140882866 0.00882326990382636 0.0160898507745212 0.0953337971193734 0.0236201873868199 0.100986667030583 0.110194547697943 0.0546261522703995 0.0804631098991976 0.0211124767197243 0.099103350637093 0.0421462350396361 0.049629726788354 0.0353184090415127 0.0645251788469631 0.0548297892628969 0.0232443269314583 0.0642970750470948 0.0522271472169743 0.0588381723958451 0.0792835648773808 0.113280064731466 0.0441778896355993
"werde" 0.0907016209257417 0.0475002968768555 0.0809737088489081 0.0454729183508488 0.0479131175468484 0.0693233149961984 0.0166661764850053 0.0539483231851595 0.0206127128906753 0.0288691179172244 0.139197838339452 0.0100882332399525 0.0136565380675999 0.0268210366330659 0.041093927900892 0.148655025955639 0.117141741507224 0.0329683185094066 0.0842208215605303 0.0392761958198906 0.064365404786879 0.061016358195078 0.0282004715118837 0.0585852347042581 0.07920523207133 0.127934843324864 0.0485485991706281 0.220889448177997
"art" 0.0731464684885014 0.0972271701698136 0.053138996432096 0.0947352465642684 0.00887279954571266 0.0491971912876247 0.0568610727135476 0.0589961195065779 0.0154595346680065 0.0682360968952576 0.0225172973784407 0.138907211534731 0.0273130761351997 0.0335262957913323 0.00867119579560107 0.0306748466257669 0.0365680568726254 0.02623285558813 0.0407520104325147 0.157104783279562 0.0572136931438924 0.020338786065026 0.0485048110004399 0.0544978927481471 0.0588381723958451 0.0810854640791394 0.0525943157681804 0.0160646871402179
"machte" 0.0672947510094213 0.0757035981474884 0.0607302816366811 0.0492623282134196 0.053236797274276 0.051433427255244 0.0539199827456055 0.0318642142789538 0.0386488366700162 0.0629871663648532 0.0702812615145271 0.157531642131566 0.109252304540799 0.0469368141078653 0.041093927900892 0.113260972156678 0.0954488264132934 0.0421852677701009 0.0298848076505108 0.0953850469911629 0.0405263659769238 0.0319609495307552 0.0936255654194538 0.0867424792908008 0.095046278485596 0.106312052903761 0.0809143319510468 0.0709523682026292
"hatten" 0.0672947510094213 0.0660551003443772 0.0759128520458514 0.056841147938561 0.129542873367405 0.0603783711257212 0.0558807093909003 0.0372274978704609 0.0412254257813506 0.0866073537516731 0.0893868471689616 0.0690655967965979 0.0477978832365995 0.0603473324243982 0.0301606810281776 0.047192071731949 0.0551619840959943 0.0280053458305712 0.0489024125190176 0.0654603263664843 0.0500619815009059 0.0232443269314583 0.0485048110004399 0.0495022525795669 0.0294190861979226 0.0270284880263798 0.09507434004248 0.0294519264237329
"tun" 0.0672947510094213 0.0230079562997269 0.0328955692198689 0.0757881972514147 0.0283929585462805 0.0368978934657185 0.0343127162926581 0.0473230905132978 0.0128829455566721 0.0839828884864709 0.0566344146185024 0.0263846100121835 0.0409696142027996 0.0268210366330659 0.0275216214382121 0.0495516753185465 0.0489640083548713 0.0570741858066071 0.0597696153010215 0.07761724412026 0.0548297892628969 0.0552052764622134 0.0609130184656687 0.0976420578404302 0.0837312453325488 0.088293060886174 0.0404571659755234 0.0374842699938419
"wollen" 0.0877757621862016 0.0489846811542572 0.0328955692198689 0.0505254648342765 0.0230692788188529 0.0547877812066729 0.0441163495191318 0.0574186831561347 0.0669913168946948 0.107603075873291 0.0347994595848629 0.0170723947137658 0.0273130761351997 0.0357613821774212 0.0350617916952565 0.0566304860783388 0.0551619840959943 0.0329683185094066 0.0760704194740274 0.0327301631832422 0.0786688280728521 0.110410552924427 0.0451207544190139 0.0649433221915419 0.047523139242798 0.0396417824386904 0.0647314655608375 0.0736298160593322
"fort" 0.0497395985721809 0.0638285239282746 0.0581998532351527 0.0505254648342765 0.0248438387279955 0.0469609553200054 0.0490181661323687 0.0460611414329432 0.0721444951173636 0.0813584232212687 0.113268829237005 0.0279366458952531 0.0204848071013998 0.0514069868800429 0.0644684556977297 0.0401132609721567 0.0625995549853418 0.0620371584854425 0.0652032166920235 0.0374059007808482 0.0810527319538476 0.104599471191562 0.0473767921399646 0.0513188490045052 0.047523139242798 0.0378398832369317 0.0161828663902094 0.0321293742804359
"andere" 0.0819240447071215 0.0103906899418121 0.00506085680305676 0.0530517380759903 0.0727569562748438 0.0648508430609598 0.00196072664529475 0.0795027920623403 0.0721444951173636 0.00524893053040443 0.0061410811032111 0.0186244305968354 0.0204848071013998 0.0469368141078653 0.0508961492350497 0.0448324681453516 0.00619797574112295 0.0928784887039197 0.0108672027820039 0.0748118015616964 0.0715171164298656 0.00581108173286457 0.0157922640466549 0.0099912803371603 0.0226300663060943 0.0324341856316558 0.107211489835137 0.0562264049907628
"damit" 0.055591316051261 0.0341408383802399 0.0455477112275108 0.0505254648342765 0.00354911981828507 0.0212442416923834 0.0754879758438477 0.0523708868347162 0.0850274406740357 0.0524893053040443 0.0668695497905209 0.036472843252136 0.0477978832365995 0.0178806910887106 0.0573052939535375 0.108541764983483 0.0576411743924434 0.0492752287398658 0.0353184090415127 0.0439519334174966 0.0238390388099552 0.00871662259929686 0.0315845280933097 0.0440524633047522 0.0497861458734074 0.0378398832369317 0.0384343076767472 0.0174034110685694
"ganze" 0.0468137398326409 0.0697660610378815 0.0379564260229257 0.0593674211802749 0.0692078364565588 0.0301891855628606 0.0745076125212004 0.0381739596807269 0.0876040297853701 0.0708605621604598 0.0470816217912851 0.0822579018026897 0.136565380675999 0.0558771596522206 0.0614523875949119 0.0353940537989618 0.0396670447431869 0.0375767931397538 0.0298848076505108 0.0673306214055267 0.0452941737389148 0.0435831129964843 0.025944433790933 0.0472315070483941 0.0565751657652357 0.0702740688685875 0.111257206432689 0.0214195828536239
"dessen" 0.0497395985721809 0.0526956418477615 0.0455477112275108 0.0404203718674212 0.0851788756388416 0.0234804776600027 0.0705861592306109 0.0195602107454964 0.0283424802246786 0.0524893053040443 0.0498109911704901 0.0582013456151106 0.0819392284055992 0.062582418810487 0.0844499068788973 0.0212364322793771 0.0384274495949623 0.0382857892367303 0.0489024125190176 0.106606817225417 0.064365404786879 0.0290554086643229 0.0710651882099469 0.0390568231361721 0.0520491525040168 0.0504531776492423 0.0566400323657328 0.0428391657072478
"gab" 0.0585171747908011 0.0504690654316589 0.0455477112275108 0.0391572352465643 0.079855195911414 0.0648508430609598 0.0372538062606002 0.0447991923525886 0.0257658911133442 0.0446159095084377 0.0975749553065764 0.0690655967965979 0.0341413451689997 0.0514069868800429 0.0486340981579364 0.0943841434638981 0.0607401622630049 0.0404127775276597 0.0489024125190176 0.0486276710151026 0.0405263659769238 0.0493941947293489 0.0676811316285208 0.0776594971661096 0.0701532055488923 0.0774816656756221 0.0788914736522707 0.0535489571340598
"zwei" 0.0585171747908011 0.0341408383802399 0.0379564260229257 0.0239995957962813 0.0337166382737081 0.0559058991904826 0.0637236159720792 0.0530018613748935 0.0386488366700162 0.0656116316300554 0.113268829237005 0.0232805382460442 0.0341413451689997 0.0134105183165329 0.0614523875949119 0.0849457291175083 0.0892508506721705 0.0482117345944011 0.0244512062595088 0.0355356057418058 0.0405263659769238 0.00871662259929686 0.0248164149304576 0.152139950588577 0.0271560795673131 0.0198208912193452 0.0424800242742996 0.0481940614206538
"herrn" 0.0468137398326409 0.0103906899418121 0.0177129988106987 0.00884195634599838 0.0390403180011357 0.0760320228990563 0.00980363322647373 0.141653784269805 0.00257658911133442 0.228328478072593 0.136468468960247 0.0341447894275316 0.129737111642199 0.00447017277217764 0.0229975192839854 0.0306748466257669 0.123339717248347 0.0432487619155657 0.0543360139100196 0.0158975078318605 0.0119195194049776 0.0145277043321614 0.12859415009419 0.0935547158843191 0.031682092828532 0.0504531776492423 0.0343885910791949 0.0428391657072478
"schien" 0.0380361636140207 0.0675394846217789 0.0556694248336243 0.125050525464834 0.0301675184554231 0.119638624267633 0.023528719743537 0.0331261633593085 0.0747210842286981 0.0577382358344487 0.0648225227561172 0.108642511814873 0.0546261522703995 0.163161306184484 0.0520271747736064 0.0141576215195847 0.00991676118579672 0.0436032599640539 0.0597696153010215 0.10847711226446 0.131114713454754 0.113316093790859 0.115057923768485 0.0277030954803081 0.015841046414266 0.0324341856316558 0.0182057246889855 0.0374842699938419
