"m_Defoe_Robinson-Crusoe_1719" "m_Diderot_Die-Nonne_1796" "m_Forster_Ansichten_1791" "m_Goethe_Wahlverwandschaften_1809" "m_Heinse_Ardinghello_1787" "m_Knigge_Braunschweig_1792" "m_Lesage_Teufel_1707" "m_Mueller_Siegfried_1779" "m_Paul_Hesperus_1795" "m_Schnabel_Kavalier_1738" "m_Stendhal_Rot-und-Schwarz_1830" "w_La-Roche_Sternheim-Teil-1_1771" "w_La-Roche_Sternheim-Teil-2_1771" "w_Unger_Bekenntnisse_1806" "w_Wobeser_Elisa_1795"
"wunsch" 0.00761366861161292 0 0.00246706468643608 0.013894502829426 0.00490181661323687 0.0131223263260111 0.0101815713558459 0.00212206094559036 0.00727557871165669 0.00436081372784161 0.00867716603757213 0.00678901989182828 0.0342360848334144 0.012137149792657 0.0120485153551635
"teilnahme" 0.000692151691964811 0 0.00246706468643608 0.0176839126919968 0 0.00262446526520222 0.00678771423723061 0 0.00282939172119982 0 0.00371878544467377 0 0 0.00404571659755234 0
"andenken" 0.00276860676785924 0 0.00328941958191477 0.0113682295877122 0 0.00524893053040443 0.0011312857062051 0.00848824378236143 0.00242519290388556 0.00508761601581522 0.00185939272233688 0.031682092828532 0.0270284880263798 0.00404571659755234 0.0401617178505449
"sank" 0.00553721353571849 0.00694364078231686 0.000822354895478693 0.00252627324171382 0.00490181661323687 0.00262446526520222 0.00339385711861531 0.00212206094559036 0.0117217657021136 0.00290720915189441 0.00929696361168442 0.0113150331530471 0.00360379840351731 0.00202285829877617 0.0147259632118664
"still" 0.014535185531261 0 0.00328941958191477 0.0126313662085691 0.00980363322647373 0.0104978610608089 0.0022625714124102 0.0127323656735421 0.0194015432310845 0.00145360457594721 0.00805736846345983 0.00905202652243771 0.00720759680703461 0.00404571659755234 0.00535489571340598
"überall" 0.0152273372232258 0.0185163754195116 0.0493412937287216 0.013894502829426 0.0392145329058949 0.00262446526520222 0.00565642853102551 0.0275867922926746 0.0189973444137702 0.000726802287973603 0.00681777331523524 0.00452601326121886 0.00540569760527596 0.0101142914938809 0.0013387239283515
"gestalt" 0.00553721353571849 0.00462909385487791 0.0361836154010625 0.0265258690379951 0.0539199827456055 0.00262446526520222 0.0294134283613327 0.00212206094559036 0.0456744663565114 0.00944842974365683 0.00867716603757213 0.0135780397836566 0.0162170928158279 0.012137149792657 0.00803234357010897
"fest" 0.0207645507589443 0.00694364078231686 0.0148023881186165 0.0189470493128537 0.0254894463888317 0.0131223263260111 0.0101815713558459 0.00636618283677107 0.0137427597886849 0.00436081372784161 0.0179741296492566 0.015841046414266 0.00540569760527596 0.0141600080914332 0.00937106749846047
"angst" 0.0186880956830499 0.00694364078231686 0.00164470979095739 0.00378940986257074 0.00294108996794212 0 0.00678771423723061 0.00212206094559036 0.0129343621540563 0.010902034319604 0.0328492714279516 0.0113150331530471 0.00360379840351731 0 0.00401617178505449
"schweigend" 0.000692151691964811 0.00694364078231686 0 0.00505254648342765 0 0 0 0 0.00444618699045687 0 0.000619797574112295 0 0 0 0.00803234357010897
"herzens" 0.000692151691964811 0.00694364078231686 0.00493412937287216 0.00631568310428456 0.00294108996794212 0.0183712568564155 0.00339385711861531 0.0106103047279518 0.0351652971063407 0.00436081372784161 0.00681777331523524 0.0927832718549865 0.0792835648773808 0.00202285829877617 0.0227583067819754
"reise" 0.0726759276563052 0.00462909385487791 0.0131576783276591 0.0176839126919968 0.0127447231944159 0.0866073537516731 0.0147067141806663 0.0212206094559036 0.0165721515098847 0.0348865098227329 0.0142553442045828 0.0429971259815791 0.0252265888246212 0.0283200161828664 0.0227583067819754
"fern" 0.00207645507589443 0.00231454692743895 0.00657883916382954 0.00631568310428456 0.0107839965491211 0.0104978610608089 0.0022625714124102 0.00424412189118071 0.00161679526925704 0 0.010536558759909 0 0 0.00809143319510468 0.00535489571340598
"anblick" 0.0228410058348388 0.00231454692743895 0.042762454564892 0.0202101859337106 0.00294108996794212 0.00787339579560664 0.0214944284178969 0.00424412189118071 0.00606298225971391 0.00290720915189441 0.0117761539081336 0.0203670596754848 0.0360379840351731 0.0182057246889855 0.0294519264237329
"oft" 0.062293652276833 0.0208309223469506 0.0550977779970724 0.0492623282134196 0.042155622873837 0.0603627010996509 0.0248882855365122 0.0381970970206264 0.077606172924338 0.00872162745568323 0.027271093260941 0.0362081060897508 0.0738778672721048 0.0525943157681804 0.153953251760422
"treue" 0.0062293652276833 0.00231454692743895 0.010690613641223 0.00505254648342765 0.00294108996794212 0.0104978610608089 0.0203631427116918 0.00424412189118071 0.00525458462508539 0.0188968594873137 0.00247919029644918 0.00226300663060943 0.00360379840351731 0.00404571659755234 0.00535489571340598
"lieben" 0.00346075845982406 0.0277745631292674 0.00904590385026562 0.0189470493128537 0.0147054498397106 0.0209957221216177 0.0101815713558459 0.0233426704014939 0.0355694959236549 0.0210772663512345 0.0247919029644918 0.0362081060897508 0.0432455808422077 0.0323657327804187 0.0776459878443867
"seele" 0.0062293652276833 0.0648073139682907 0.0361836154010625 0.0189470493128537 0.0901934256835583 0.0209957221216177 0.0169692855930765 0.0381970970206264 0.187548251233817 0.0210772663512345 0.0582609719665557 0.260245762520084 0.153161432149486 0.024274299585314 0.117807705694932
"meines" 0.087903264879531 0.0694364078231686 0.00411177447739346 0.00252627324171382 0.0147054498397106 0.0498648400388421 0.0373324283047684 0.0403191579662168 0.0250603266734842 0.0428813349904425 0.0297502835573902 0.273823802303741 0.149557633745968 0.0627086072620613 0.109775362124823
"vermochte" 0.011074427071437 0.00231454692743895 0.00657883916382954 0.00884195634599838 0 0 0.00565642853102551 0 0.0020209940865713 0.000726802287973603 0.0216929150939303 0 0 0.00404571659755234 0.00937106749846047
"dennoch" 0.0242253092187684 0.0208309223469506 0.0312494860281903 0.00757881972514147 0.00196072664529475 0.0183712568564155 0.00565642853102551 0.0106103047279518 0.00282939172119982 0.0523297647340994 0.00123959514822459 0.0248930729367037 0.0216227904211038 0.0101142914938809 0.00267744785670299
"kindheit" 0.000692151691964811 0 0 0.00126313662085691 0.00490181661323687 0.00262446526520222 0.0011312857062051 0 0.00929657279822799 0.00145360457594721 0.00185939272233688 0 0 0 0.00401617178505449
"verhältniß" 0.00138430338392962 0 0.0115129685367017 0 0 0 0 0.00212206094559036 0 0 0 0 0 0.0647314655608375 0
"vergangenheit" 0 0.00462909385487791 0.000822354895478693 0.00378940986257074 0.00196072664529475 0 0.0011312857062051 0 0.0137427597886849 0 0.00123959514822459 0 0 0.00202285829877617 0.0120485153551635
"fremden" 0.00415291015178887 0.00694364078231686 0.0205588723869673 0.0227364591754244 0.00490181661323687 0.0472403747736399 0.00905028564964082 0.0190985485103132 0.0234435314042271 0.00218040686392081 0.00557817816701065 0.0113150331530471 0.00900949600879327 0.0101142914938809 0.00267744785670299
"jedem" 0.0166116406071555 0.00694364078231686 0.0361836154010625 0.0227364591754244 0.0431359861964844 0.0157467915912133 0.011312857062051 0.0424412189118071 0.0396114840967975 0 0.0142553442045828 0.015841046414266 0.0126132944123106 0.0202285829877617 0.0495327853490053
"stimmung" 0.00415291015178887 0.00925818770975582 0.010690613641223 0.00757881972514147 0.000980363322647373 0.0157467915912133 0.00565642853102551 0 0.00323359053851408 0 0.016734534501032 0 0 0.0222514412865379 0.00401617178505449
"trennung" 0.00415291015178887 0 0.00164470979095739 0.0113682295877122 0.00196072664529475 0.00524893053040443 0.0022625714124102 0 0.00363778935582834 0.000726802287973603 0.00805736846345983 0.00226300663060943 0.00180189920175865 0.0202285829877617 0.0174034110685694
"innern" 0.011074427071437 0 0.0172694528050526 0.013894502829426 0.015685813162358 0.00787339579560664 0.0011312857062051 0.00212206094559036 0.0189973444137702 0 0.00309898787056147 0.00452601326121886 0.00180189920175865 0.00202285829877617 0.00937106749846047
"freuden" 0.00553721353571849 0.00231454692743895 0.00164470979095739 0.00884195634599838 0.00784290658117899 0.0104978610608089 0.00339385711861531 0.00212206094559036 0.0262729231254269 0.00872162745568323 0.00495838059289836 0.00905202652243771 0.0144151936140692 0.00606857489632851 0.0856783314144957
"tod" 0.0152273372232258 0.00925818770975582 0.00328941958191477 0.00631568310428456 0.0176465398076527 0.0104978610608089 0.0395949997171786 0.00212206094559036 0.0339527006543979 0.0218040686392081 0.027271093260941 0.0294190861979226 0.00900949600879327 0.024274299585314 0.0160646871402179
"umgebungen" 0.00553721353571849 0 0 0.013894502829426 0 0 0 0 0 0 0 0 0 0 0
"o" 0.0200723990669795 0.00231454692743895 0.00740119405930824 0.013894502829426 0.0999970589100321 0.0341180484476288 0.0395949997171786 0.0275867922926746 0.126918428636678 0.0138092434714984 0.00433858301878606 0.253456742628256 0.0738778672721048 0.00404571659755234 0.392246111006988
"nähe" 0.0186880956830499 0.00925818770975582 0.0115129685367017 0.0227364591754244 0.00588217993588424 0.0131223263260111 0.0192318570054867 0.00424412189118071 0.00565878344239965 0.00436081372784161 0.00991676118579672 0 0.00360379840351731 0.0182057246889855 0.0013387239283515
"einsamkeit" 0.00899797199554254 0 0.00164470979095739 0.00757881972514147 0.00686254325853161 0 0.00339385711861531 0 0.00444618699045687 0.00726802287973603 0.00557817816701065 0.00226300663060943 0.00720759680703461 0.0161828663902094 0.00937106749846047
"gemahl" 0 0 0.00246706468643608 0.00884195634599838 0.0107839965491211 0 0.00339385711861531 0 0.000808397634628521 0.0210772663512345 0 0.0271560795673131 0.0162170928158279 0.0404571659755234 0.0013387239283515
"mußte" 0.0699073208884459 0.0416618446939012 0.0386506800874986 0.0581042845594179 0.0323519896473633 0.0577382358344487 0.0248882855365122 0.0445632798573975 0.0444618699045687 0.0683194150695186 0.0502036035030959 0.0973092851162054 0.046849379245725 0.13755436431678 0.0415004417788964
"erscheinung" 0.00138430338392962 0 0.010690613641223 0.00757881972514147 0.00196072664529475 0 0.00339385711861531 0.00212206094559036 0.00485038580777113 0 0.00433858301878606 0 0.0144151936140692 0.0141600080914332 0.00267744785670299
"seligkeit" 0 0 0.00164470979095739 0.00378940986257074 0.00686254325853161 0.00524893053040443 0.0011312857062051 0 0.00242519290388556 0.00290720915189441 0.00371878544467377 0.00226300663060943 0 0 0.00401617178505449
"geliebt" 0.00207645507589443 0.00462909385487791 0.00164470979095739 0.00631568310428456 0.00392145329058949 0.00262446526520222 0.00791899994343571 0 0.0129343621540563 0.00872162745568323 0.0254117005386041 0.015841046414266 0.0180189920175865 0.00809143319510468 0.0120485153551635
"ernst" 0.00276860676785924 0.00694364078231686 0.010690613641223 0.0239995957962813 0.00686254325853161 0.00524893053040443 0.00565642853102551 0.00636618283677107 0.00687137989434243 0.00654122059176242 0.0148751417786951 0 0.00540569760527596 0.00202285829877617 0.0160646871402179
"darf" 0.00553721353571849 0.0277745631292674 0.0419400996694133 0.0176839126919968 0.0264698097114791 0.0341180484476288 0.0282821426551276 0.0275867922926746 0.0141469586059991 0.0159896503354193 0.0260314981127164 0.0181040530448754 0.0180189920175865 0.0222514412865379 0.0535489571340598
"ueberzeugung" 0.00415291015178887 0 0 0 0 0 0.00452514282482041 0.00212206094559036 0 0 0 0 0 0 0.00669361964175748
"vermag" 0.00346075845982406 0.00694364078231686 0.00575648426835085 0.0189470493128537 0.00490181661323687 0 0.011312857062051 0.00424412189118071 0.00363778935582834 0 0.00557817816701065 0 0 0.0101142914938809 0.00669361964175748
"plötzlich" 0.0124587304553666 0.0578636731859738 0.0123353234321804 0.00126313662085691 0.0147054498397106 0.0104978610608089 0.0373324283047684 0.0106103047279518 0.0137427597886849 0.0247112777911025 0.0384274495949623 0.00226300663060943 0 0.0101142914938809 0.00669361964175748
"blieb" 0.0470663150536072 0.0879527832426802 0.0180918077005312 0.0366309620048504 0.023528719743537 0.0183712568564155 0.0192318570054867 0.0275867922926746 0.0157637538752562 0.0334329052467857 0.0371878544467377 0.00905202652243771 0.0306322864298971 0.0627086072620613 0.0495327853490053
"ruhig" 0.0103822753794722 0.0115727346371948 0.010690613641223 0.0189470493128537 0.00490181661323687 0.0131223263260111 0.00678771423723061 0.00212206094559036 0.0113175668847993 0.00508761601581522 0.00557817816701065 0.0339450994591414 0.0216227904211038 0.012137149792657 0.0321293742804359
"vorüber" 0.00969012368750735 0.00462909385487791 0.00493412937287216 0.00126313662085691 0 0.00524893053040443 0.00452514282482041 0.00212206094559036 0.0141469586059991 0 0.00433858301878606 0.00452601326121886 0.00180189920175865 0.0101142914938809 0.00535489571340598
"schmerzlich" 0 0 0 0.00884195634599838 0.000980363322647373 0 0.00339385711861531 0 0.00323359053851408 0.00145360457594721 0.00371878544467377 0.00226300663060943 0 0 0
"freundlich" 0.00207645507589443 0 0.00164470979095739 0.0341046887631366 0.00490181661323687 0.00787339579560664 0.0022625714124102 0.00848824378236143 0.00485038580777113 0.00872162745568323 0.00371878544467377 0.0135780397836566 0.00360379840351731 0 0.00937106749846047
"fühlen" 0.00484506184375368 0.00694364078231686 0.00986825874574431 0.0126313662085691 0.00980363322647373 0.0157467915912133 0.011312857062051 0.00848824378236143 0.00323359053851408 0.00436081372784161 0.00309898787056147 0.0203670596754848 0.00720759680703461 0.0101142914938809 0.0200808589252724
"unwillkührlich" 0.000692151691964811 0 0.00246706468643608 0 0 0 0 0 0 0 0 0 0 0 0.0160646871402179
"mehrere" 0.0595250455089737 0.0254600162018285 0.0197365174914886 0.0151576394502829 0.0107839965491211 0.00262446526520222 0.0135754284744612 0.00424412189118071 0.000404198817314261 0.00508761601581522 0.0136355466304705 0.00226300663060943 0.00540569760527596 0.0161828663902094 0.00803234357010897
"hin" 0.0532956802812904 0.0601782201134128 0.0222035821779247 0.056841147938561 0.015685813162358 0.0551137705692465 0.0248882855365122 0.0403191579662168 0.0157637538752562 0.0181700571993401 0.03780765202085 0.0226300663060943 0.0234246896228625 0.0222514412865379 0.010709791426812
"gestern" 0 0.00231454692743895 0.00411177447739346 0.0101050929668553 0.00588217993588424 0.00787339579560664 0.0147067141806663 0.0127323656735421 0.00929657279822799 0.0232576732151553 0.016734534501032 0.00905202652243771 0.0126132944123106 0 0.0174034110685694
"loos" 0.00138430338392962 0 0.00246706468643608 0 0 0 0.00791899994343571 0 0 0 0 0 0 0 0.0120485153551635
"kalt" 0 0.00694364078231686 0.00328941958191477 0.00126313662085691 0.0137250865170632 0 0 0.00848824378236143 0.0234435314042271 0.000726802287973603 0.00991676118579672 0.00452601326121886 0.0126132944123106 0 0.0174034110685694
"manches" 0.00138430338392962 0 0.010690613641223 0.0505254648342765 0.0117643598717685 0.0104978610608089 0.0011312857062051 0.0169764875647229 0.00242519290388556 0.000726802287973603 0.00123959514822459 0 0.00180189920175865 0 0.0120485153551635
"bestimmt" 0.0166116406071555 0.0162018284920727 0.0115129685367017 0.0101050929668553 0.0137250865170632 0.00262446526520222 0.011312857062051 0.00212206094559036 0.000808397634628521 0.00508761601581522 0.00743757088934754 0.0113150331530471 0.0180189920175865 0.0323657327804187 0.010709791426812
"willen" 0.0103822753794722 0.0277745631292674 0.0156247430140952 0.0315784155214228 0.00686254325853161 0.00262446526520222 0.0214944284178969 0.029708853238265 0.00485038580777113 0.0254380800790761 0.00991676118579672 0.0203670596754848 0.0180189920175865 0.0384343076767472 0.0307906503520844
"hoffnungen" 0.00138430338392962 0.00694364078231686 0.00164470979095739 0.0202101859337106 0.00196072664529475 0 0.00678771423723061 0 0.0145511574233134 0 0.00185939272233688 0.015841046414266 0 0.00404571659755234 0.00267744785670299
"eigentlich" 0.00830582030357773 0.00462909385487791 0.0123353234321804 0.0505254648342765 0.0127447231944159 0.0209957221216177 0.0011312857062051 0.0403191579662168 0.00767977752897095 0.00654122059176242 0.0192137247974811 0.00452601326121886 0.00720759680703461 0.0101142914938809 0.00267744785670299
"wesen" 0.00207645507589443 0.00231454692743895 0.0337165507146264 0.0416835084882781 0.126466868621511 0.0131223263260111 0.0135754284744612 0.00848824378236143 0.0194015432310845 0.0152628480474457 0.0235523078162672 0.00678901989182828 0.0162170928158279 0.135531506018003 0.0428391657072478
"kraft" 0.00415291015178887 0.0138872815646337 0.0205588723869673 0.00631568310428456 0.0519592561003108 0.00524893053040443 0.00452514282482041 0.00424412189118071 0.010913368067485 0.00145360457594721 0.016734534501032 0.00452601326121886 0.00360379840351731 0.0910286234449277 0.0254357546386784
"wußte" 0.0346075845982406 0.0370327508390233 0.0180918077005312 0.0732619240097009 0.0176465398076527 0.0314935831824266 0.0237569998303071 0.0657838893133011 0.0266771219427412 0.0443349395663898 0.031609676279727 0.0339450994591414 0.0252265888246212 0.012137149792657 0.0227583067819754
"erwiederte" 0.0249174609107332 0.00231454692743895 0 0 0 0.0209957221216177 0.0837151422591776 0.00636618283677107 0 0 0 0 0 0.00809143319510468 0.00803234357010897
"wünsche" 0.0117665787634018 0.0300891100567064 0.00328941958191477 0.0277890056588521 0.00294108996794212 0.00262446526520222 0.0158379998868714 0.0106103047279518 0.0125301633367421 0.00436081372784161 0.00247919029644918 0.0452601326121886 0.0396417824386904 0.0222514412865379 0.0187421349969209
"deiner" 0.00138430338392962 0.00925818770975582 0.00246706468643608 0.0176839126919968 0.00980363322647373 0.0157467915912133 0.0147067141806663 0.0275867922926746 0.018593145596456 0.0123556388955512 0.0142553442045828 0.0135780397836566 0.0270284880263798 0.00404571659755234 0.0709523682026292
"trüben" 0.000692151691964811 0 0.00246706468643608 0.00252627324171382 0.000980363322647373 0.00524893053040443 0.00452514282482041 0 0.00485038580777113 0.000726802287973603 0.000619797574112295 0.00452601326121886 0 0 0.00803234357010897
"vaters" 0.0117665787634018 0.0138872815646337 0.00411177447739346 0.0101050929668553 0.0176465398076527 0.0131223263260111 0.0192318570054867 0.00636618283677107 0.0113175668847993 0.00363401143986801 0.0179741296492566 0.0135780397836566 0.0324341856316558 0.00606857489632851 0.0348068221371389
"stimme" 0.00830582030357773 0.0717509547506076 0.0148023881186165 0.0101050929668553 0.0176465398076527 0.0288691179172244 0.0248882855365122 0.0212206094559036 0.0359736947409692 0.0152628480474457 0.0334690690020639 0.0384711127203603 0.052255076851001 0.00606857489632851 0.0361455460654904
"liebe" 0.00899797199554254 0.0648073139682907 0.0180918077005312 0.0606305578011318 0.0872523357156162 0.036742513712831 0.099553142146049 0.0339529751294457 0.19927001693593 0.113381156923882 0.0973082191356303 0.248930729367037 0.198208912193452 0.0869829068473753 0.435085276714236
"blos" 0.00207645507589443 0 0.000822354895478693 0 0 0.00262446526520222 0 0 0 0 0 0 0 0.012137149792657 0.00669361964175748
"halb" 0.0124587304553666 0.0185163754195116 0.00986825874574431 0.0303152789005659 0.00686254325853161 0.00262446526520222 0.0011312857062051 0.0106103047279518 0.0177847479618275 0.0159896503354193 0.0173543320751443 0.0271560795673131 0.0126132944123106 0.00404571659755234 0.00535489571340598
"krankheit" 0.0103822753794722 0.00925818770975582 0.00493412937287216 0 0.00196072664529475 0.00262446526520222 0.00565642853102551 0 0.00444618699045687 0.00508761601581522 0.00495838059289836 0.0113150331530471 0.00720759680703461 0.00202285829877617 0.00535489571340598
"je" 0.0228410058348388 0.0347182039115843 0.0559201328925511 0.0353678253839935 0.0392145329058949 0.036742513712831 0.0271508569489225 0.029708853238265 0.0194015432310845 0.0188968594873137 0.0384274495949623 0 0.0234246896228625 0.0546171740669566 0.0254357546386784
"blumen" 0.00138430338392962 0 0.00411177447739346 0.013894502829426 0.0166661764850053 0 0.00339385711861531 0.00212206094559036 0.0565878344239965 0.00290720915189441 0.00247919029644918 0.0271560795673131 0.00540569760527596 0 0.00937106749846047
"schreiben" 0.00346075845982406 0.0254600162018285 0.00575648426835085 0.0265258690379951 0.00588217993588424 0.0288691179172244 0.022625714124102 0.029708853238265 0.0194015432310845 0.0254380800790761 0.0297502835573902 0.0248930729367037 0.0252265888246212 0.0262971578840902 0.013387239283515
"tagen" 0.0505270735134312 0.0138872815646337 0.010690613641223 0.00378940986257074 0.0107839965491211 0.00787339579560664 0.032807285479948 0.00636618283677107 0.0149553562406276 0.0239844755031289 0.0421462350396361 0.031682092828532 0.0270284880263798 0.00809143319510468 0.0415004417788964
"schonung" 0 0 0.000822354895478693 0.00631568310428456 0 0.00262446526520222 0.00339385711861531 0 0.00485038580777113 0 0.000619797574112295 0 0 0.00606857489632851 0.0013387239283515
"spät" 0.00830582030357773 0.0231454692743895 0.00493412937287216 0.00631568310428456 0.00588217993588424 0.00524893053040443 0.00339385711861531 0.00636618283677107 0.00848817516359947 0.00508761601581522 0.00681777331523524 0.00678901989182828 0.00540569760527596 0.00404571659755234 0.013387239283515
"freunde" 0.00969012368750735 0.00231454692743895 0.00904590385026562 0.0593674211802749 0.0117643598717685 0.0446159095084377 0.0395949997171786 0.0233426704014939 0.0254645254907984 0.0152628480474457 0.0365680568726254 0.0248930729367037 0.0288303872281385 0.0101142914938809 0.0307906503520844
"laut" 0.00553721353571849 0.00925818770975582 0.00246706468643608 0.00757881972514147 0.00784290658117899 0.0288691179172244 0.00678771423723061 0.00636618283677107 0.0113175668847993 0.00508761601581522 0.0266512956868287 0.00226300663060943 0.00540569760527596 0.00404571659755234 0.00669361964175748
"liebt" 0 0.00231454692743895 0.00164470979095739 0.00757881972514147 0.00490181661323687 0 0.0192318570054867 0.00424412189118071 0.0121259645194278 0.00290720915189441 0.0111563563340213 0.0181040530448754 0.0288303872281385 0.00404571659755234 0.0214195828536239
"eindruck" 0.0131508821473314 0.0162018284920727 0.0230259370734034 0.0113682295877122 0.00294108996794212 0.00262446526520222 0.0101815713558459 0.00848824378236143 0.0020209940865713 0 0.0241721053903795 0.00678901989182828 0.0108113952105519 0.0161828663902094 0.010709791426812
"wehmut" 0 0 0 0.00252627324171382 0.00196072664529475 0.00524893053040443 0 0 0.00808397634628521 0.000726802287973603 0.000619797574112295 0 0.00360379840351731 0.00202285829877617 0.00937106749846047
"verhältnisse" 0.00207645507589443 0 0.0238482919688821 0.0416835084882781 0.00196072664529475 0.00262446526520222 0.0011312857062051 0 0.00485038580777113 0 0 0 0.00180189920175865 0.0323657327804187 0.00267744785670299
"geheimniß" 0.00207645507589443 0 0.00411177447739346 0 0 0.00524893053040443 0.00678771423723061 0 0 0 0 0 0 0.024274299585314 0.0013387239283515
"streben" 0.00138430338392962 0.00231454692743895 0.00328941958191477 0.00126313662085691 0.00588217993588424 0 0.0022625714124102 0 0 0 0.00123959514822459 0 0 0.0101142914938809 0.00401617178505449
"bleiben" 0.0311468261384165 0.050920032403657 0.0271377115507969 0.029052142279709 0.0284305363567738 0.0236201873868199 0.0260195712427173 0.0233426704014939 0.0194015432310845 0.0392473235505745 0.0123959514822459 0.0294190861979226 0.0252265888246212 0.0485485991706281 0.0696136442742778
"bleibt" 0.000692151691964811 0.0115727346371948 0.050986003519679 0.0164207760711399 0.0539199827456055 0.00787339579560664 0.00905028564964082 0.00636618283677107 0.00727557871165669 0.00799482516770963 0.00867716603757213 0.00905202652243771 0.0126132944123106 0.0262971578840902 0.0334680982087874
"fremde" 0.00553721353571849 0.00231454692743895 0.0115129685367017 0.0126313662085691 0.00490181661323687 0.0131223263260111 0.00339385711861531 0.00848824378236143 0.0222309349522843 0.00363401143986801 0.00557817816701065 0.0135780397836566 0.0216227904211038 0.0101142914938809 0.00535489571340598
"gefühle" 0.00276860676785924 0.0138872815646337 0.00493412937287216 0.00505254648342765 0.0147054498397106 0.00787339579560664 0.00791899994343571 0 0.0117217657021136 0 0.00681777331523524 0.00226300663060943 0 0.0283200161828664 0.0174034110685694
"rührung" 0.0062293652276833 0.0138872815646337 0.000822354895478693 0 0.00294108996794212 0 0 0 0.0137427597886849 0 0.00371878544467377 0.0181040530448754 0.00180189920175865 0.00202285829877617 0.0120485153551635
"deine" 0.00207645507589443 0.0231454692743895 0.00246706468643608 0.0202101859337106 0.0254894463888317 0.0262446526520222 0.0147067141806663 0.0424412189118071 0.0448660687218829 0.0174432549113665 0.0297502835573902 0.0248930729367037 0.0234246896228625 0.024274299585314 0.108436638196471
"drang" 0.00761366861161292 0.00694364078231686 0.00246706468643608 0.00631568310428456 0.00392145329058949 0.00262446526520222 0.00339385711861531 0.0169764875647229 0.00444618699045687 0 0.00805736846345983 0.00678901989182828 0.00180189920175865 0.00202285829877617 0.00267744785670299
"dein" 0.00346075845982406 0.00694364078231686 0 0.00757881972514147 0.0137250865170632 0.0131223263260111 0.0147067141806663 0.0190985485103132 0.0509290509815968 0.00508761601581522 0.0185939272233688 0.0226300663060943 0.0234246896228625 0.00606857489632851 0.0709523682026292
"pflicht" 0.0117665787634018 0.00694364078231686 0.00575648426835085 0.0176839126919968 0.000980363322647373 0.0183712568564155 0.00905028564964082 0.00848824378236143 0.00444618699045687 0.00145360457594721 0.0241721053903795 0.015841046414266 0.0198208912193452 0.0141600080914332 0.0401617178505449
"weib" 0.00276860676785924 0.00231454692743895 0.010690613641223 0.00126313662085691 0.0284305363567738 0.0236201873868199 0.0101815713558459 0.00424412189118071 0.00242519290388556 0.00799482516770963 0.00991676118579672 0.00226300663060943 0 0.0445028825730758 0.128517497121744
"erkannte" 0.00830582030357773 0.0138872815646337 0.00657883916382954 0.00757881972514147 0.00588217993588424 0.00524893053040443 0.00452514282482041 0.00636618283677107 0.00161679526925704 0.00508761601581522 0.0216929150939303 0.00226300663060943 0 0 0.013387239283515
"blickte" 0.00484506184375368 0.0115727346371948 0.000822354895478693 0.0101050929668553 0.00882326990382636 0.00524893053040443 0.00565642853102551 0 0.00848817516359947 0 0.0154949393528074 0 0.00360379840351731 0 0.0254357546386784
"erschüttert" 0.00138430338392962 0.00231454692743895 0.00164470979095739 0.00126313662085691 0.00490181661323687 0 0.00791899994343571 0 0.0020209940865713 0 0.00247919029644918 0.00226300663060943 0 0 0.00535489571340598
"hülfe" 0.0394526464419942 0 0.00822354895478693 0.013894502829426 0.0107839965491211 0.0262446526520222 0.0214944284178969 0.00636618283677107 0.00282939172119982 0.0167164526233929 0 0.0339450994591414 0.0216227904211038 0.00202285829877617 0.0187421349969209
"unruhe" 0.0062293652276833 0.0115727346371948 0 0.00505254648342765 0.00196072664529475 0.00262446526520222 0.0124441427682561 0 0.00121259645194278 0.00290720915189441 0.00495838059289836 0.015841046414266 0.0198208912193452 0.00202285829877617 0.00267744785670299
"jugend" 0.00346075845982406 0 0.000822354895478693 0.0252627324171382 0.0205876297755948 0.0157467915912133 0.00452514282482041 0.00848824378236143 0.00687137989434243 0.0152628480474457 0.00929696361168442 0.0181040530448754 0.0144151936140692 0.0141600080914332 0.0214195828536239
"stunden" 0.025609612602698 0.00925818770975582 0.021381227282446 0.0202101859337106 0.0127447231944159 0.0314935831824266 0.0147067141806663 0.0106103047279518 0.0177847479618275 0.0625049967657298 0.0371878544467377 0.0226300663060943 0.0288303872281385 0.012137149792657 0.0334680982087874
"trat" 0.014535185531261 0.0694364078231686 0.00411177447739346 0.0378940986257074 0.0117643598717685 0.0236201873868199 0.0181005712992816 0.0127323656735421 0.0246561278561699 0.0138092434714984 0.0235523078162672 0.00678901989182828 0.0108113952105519 0.0343885910791949 0.013387239283515
"tage" 0.0955169334911439 0.127300081009142 0.0246706468643608 0.0328415521422797 0.0245090830661843 0.0419914442432354 0.0724022851971265 0.0679059502588914 0.0626508166837104 0.0835822631169643 0.0942092312650688 0.140306411097785 0.0792835648773808 0.0424800242742996 0.144582184261962
"nahen" 0.00899797199554254 0.00694364078231686 0.00411177447739346 0.00252627324171382 0.00196072664529475 0.00262446526520222 0.00452514282482041 0 0.00565878344239965 0.00290720915189441 0.00247919029644918 0.00678901989182828 0 0.00809143319510468 0.00267744785670299
"beruhigen" 0.00415291015178887 0.0138872815646337 0.00164470979095739 0.00757881972514147 0 0 0.00791899994343571 0 0.000808397634628521 0.000726802287973603 0.000619797574112295 0.00678901989182828 0.00540569760527596 0 0.00401617178505449
