"m_Argens_Therese_1748" "m_Arnim_Graefin-Dolores_1810" "m_Brentano_Godwi_1801" "m_Clauren_Liebe-und-Irrtum_1827" "m_Crebillon_Schaumloeffel_1735" "m_Crebillon_Sopha_1742" "m_Defoe_Moll-Flanders_1722" "m_Diderot_Jakob_1796" "m_Diderot_Kleinode_1748" "m_Eichendorff_Ahnung-und-Gegenwart_1815" "m_Goethe_Wanderjahre_1821" "m_Goethe_Werther_1774" "m_Hauff_Memoiren-des-Satan_1826" "m_Hippel_Kreuz-und-Querzuege_1793" "m_Hippel_Lebenslaeufe_1779" "m_Hoelderlin_Hyperion_1797" "m_Hoelderlin_Hyperions-Jugend_1797" "m_Hoffmann_Elixiere_1816" "m_Hoffmann_Kater-Murr_1820" "m_Knigge_Josephs-von-Wurmbrands_1792" "m_Miller_Siegwart_1776" "m_Moritz_Anton-Reiser_1785" "m_Moritz_Hartknopf_1786" "m_Nicolai_Sebaldus-Nothanker_1773" "m_Paul_Flegeljahre_1804" "m_Paul_Luftschiffers-Giannozzo_1801" "m_Paul_Quintus-Fixlein_1796" "m_Paul_Siebenkaes_1796" "m_Paul_Titan_1800" "m_Pestalozzi_Lienhard-und-Gertrud_1781" "m_Pfeffel_Biographie-eines-Pudels_1789" "m_Schnabel_Wunderliche-Fata_1731" "m_Scott_Ivanhoe_1819" "m_Spindler_Der-Jude_1827" "m_Sterne_Tristram-Shandy_1759" "m_Thuemmel_Reise-in-mittaegliche-Provinzen_1791" "m_Tieck_William-Lovell_1795" "m_Wezel_Hermann-und-Ulrike_1780" "m_Wezel_Kakerlak_1784" "m_Wieland_Abderiten_1774" "m_Wieland_Aristipp_1801" "w_Ahlefeld_Erna_1820" "w_Ahlefeld_Marie-Mueller_1799" "w_Ehrmann_Amalie_1787" "w_Fischer_Gustav_1801" "w_Fischer_Honigmonathe_1802" "w_Fouque_Magie-der-Natur_1812" "w_Fouque_Resignation_1829" "w_Huber_Seldorf_1795" "w_La-Roche_Oneida_1798" "w_La-Roche_Rosaliens-Briefe_1779" "w_Liebeskind_Maria_1784" "w_Mereau_Bluethenalter_1794" "w_Naubert_Amtmannin_1787" "w_Schopenhauer_Die-Tante_1823" "w_Wolzogen_Agnes_1798"
"seid" 0.00292585873954005 0.011132882080513 0.00924090191202661 0 0.0912825193975354 0.00285636755737728 0 0.0129979853122766 0.00688980446734922 0.01338942012653 0.00615350955161427 0.0126345580431597 0.0190080057247641 0.0181288857133717 0.0123040035334574 0.0229290865885688 0.00832847505621721 0.0140154169586545 0.0315948635778926 0.0286669851887243 0.016636167027117 0.000776017941534808 0 0.00327879602609922 0.00315206838727573 0.0336738129980918 0.00386862161012031 0.00225300071532773 0.00603213620563552 0.0216886949320749 0.012950012950013 0.0250790512594909 0.0290532688305721 0.0637575996781759 0.0052145195399635 0.0024814863394177 0.00381121768405005 0.00657815819309603 0.00869867780097425 0.00279087940610086 0.00241912351699089 0.00178689491271018 0.00701935000818924 0.00425043566965614 0 0.0119335302365822 0.0119195194049776 0.0036248432255305 0.00432961347375713 0.00393286597775964 0.00635808748728383 0.0114794454152371 0 0.00612584230331671 0.00735173991177912 0.00374293520979152
"tun" 0.0672947510094213 0.0230079562997269 0.0319231156960919 0.0500544069640914 0.094430192480209 0.0385609620245933 0.0948078746305281 0.0888195663005567 0.0509845530583842 0.01338942012653 0.0635862653666808 0.0656997018244302 0.0368978934657185 0.0623846949548377 0.0473230905132978 0.0604494100971359 0.041642375281086 0.0327026395701939 0.0466400367102224 0.0764452938365982 0.0942716131536627 0.0263846100121835 0.0440616863609053 0.0672153185350339 0.0208036513560198 0.0112246043326973 0.028369891807549 0.0281625089415966 0.0275216214382121 0.154449797243564 0.0388500388500388 0.0509940708942981 0.0425664171238615 0.0671731853752211 0.0556215417596106 0.0570741858066071 0.0654259035761926 0.0859030069921952 0.0521920668058455 0.0976807792135302 0.0815590214299785 0.0321641084287833 0.0467956667212616 0.037403833892974 0.0454132606721163 0.0716011814194934 0.0548297892628969 0.0630722721242306 0.0400489246322535 0.0363790102942767 0.0976420578404302 0.0408158059208428 0.0251651462724127 0.0621335433622123 0.0277732396667211 0.0399246422377762
"trinken" 0.0117034349581602 0.00371096069350433 0.00756073792802177 0.00217627856365615 0.00157383654133682 0 0.00398352414413984 0.0314117978380018 0 0.00781049507380918 0.00205116985053809 0.0151614696517916 0.0156536517733351 0.0101308478986489 0.013565952613812 0.0104223120857131 0 0.00654052791403878 0.00300903462646596 0 0.01512378820647 0.00388008970767404 0.0120168235529742 0.00491819403914882 0.00882579148437205 0.00374153477756576 0.00644770268353386 0.00450600143065545 0.00301606810281776 0.0124874304154371 0 0.000626976281487271 0.010134861219967 0.00227705713136343 0.00463512847996755 0.00389947853337067 0.00698723242075843 0.0127693659042452 0.0304453723034099 0.00651205194756868 0.00691178147711682 0 0.00233978333606308 0.00170017426786246 0.0100918357049147 0 0.00238390388099552 0 0.00541201684219641 0.000983216494439911 0.00544978927481471 0.00637746967513169 0 0.00175024065809049 0.00245057997059304 0
"verschiedene" 0.00877757621862017 0.0022265764161026 0.00504049195201452 0.00652883569096844 0.00786918270668408 0.00428455133606593 0.00398352414413984 0.00433266177075887 0.00688980446734922 0.0145052051370742 0.0102558492526905 0.00252691160863193 0.00335435395142895 0.00319921512588912 0.00378584724106382 0 0 0.00560616678346181 0.0082748452227814 0 0.001008252547098 0.0116402691230221 0 0.0311485622479426 0.000630413677455146 0 0.00515816214682709 0.00112650035766386 0.00226205107711332 0.000657233179759847 0.012950012950013 0.0269599801039527 0.00472960190265128 0.000379509521893904 0.0133259943799067 0.00212698829092946 0.00190560884202503 0.0030956038555746 0 0.0139543970305043 0.0107132612895311 0.00536068473813055 0 0.00765078420538105 0 0 0 0.0014499372902122 0 0.00491608247219955 0.0099912803371603 0 0 0.00787608296140719 0 0.00249529013986101
"sowie" 0 0 0.000840081992002419 0 0.00314767308267363 0.00285636755737728 0.00717034345945171 0.00108316544268972 0.00275592178693969 0.00781049507380918 0.0109395725362031 0 0 0.0026660126049076 0.00189292362053191 0 0.0166569501124344 0.0626021957486569 0.0436310020837565 0.00477783086478739 0 0.0093122152984177 0 0.00491819403914882 0.00756496412946175 0 0 0.000563250178831932 0 0 0 0 0.0290532688305721 0 0.0196992960398621 0 0.000635202947341676 0.000386950481946825 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"gleichfalls" 0 0.00148438427740173 0 0.0043525571273123 0.00314767308267363 0 0 0.00541582721344858 0.00688980446734922 0 0.0246140382064571 0 0 0.00159960756294456 0.00378584724106382 0 0 0 0 0 0 0 0 0.00327879602609922 0.00315206838727573 0.00374153477756576 0.00386862161012031 0.00225300071532773 0.00037700851285222 0 0 0.0100316205037963 0.00743223156130915 0.000379509521893904 0.000579391059995944 0 0 0.0061912077111492 0.00869867780097425 0 0.000691178147711682 0 0 0.000850087133931228 0 0 0.00238390388099552 0 0 0 0.000454149106234559 0 0 0.00350048131618097 0.00081685999019768 0
"mittel" 0.0292585873954006 0.00519534497090607 0.00924090191202661 0 0.0409197500747572 0.0142818377868864 0.0119505724324195 0.00866532354151773 0.0165355307216381 0.00111578501054417 0.0232465916394317 0.00505382321726386 0.00782682588666756 0.0165292781504271 0.0100955926428369 0.00208446241714262 0 0.0177528614809624 0.0105316211926309 0.086000955566173 0.00705776782968598 0.0093122152984177 0 0.0180333781435457 0.00567372309709631 0.00374153477756576 0.00644770268353386 0.00788550250364705 0.00263905958996554 0.00722956497735832 0.012950012950013 0.023198122415029 0.0277019540012432 0.00986724756924151 0.00869086589993916 0.0138254238910415 0.00698723242075843 0.0135432668681389 0.0391440501043841 0.0651205194756868 0.0431986342319801 0.0107213694762611 0.00233978333606308 0.011051132741106 0.0151377535573721 0.0208836779140189 0.0190712310479641 0.00507478051574269 0.0194832606319071 0.00983216494439911 0.00544978927481471 0.0369893241157638 0.0125825731362064 0.0245033692132668 0.00653487992158144 0.0112288056293746
"größten" 0.0117034349581602 0.0089063056644104 0.010080983904029 0.0043525571273123 0.0157383654133682 0.0214227566803296 0.0151373917477314 0.0140811507549663 0.00826776536081906 0.00557892505272084 0.015725635520792 0.0176883812604235 0.0111811798380965 0.0154628731084641 0.0113575417231915 0 0 0.00467180565288484 0.00677032790954842 0.0382226469182991 0.00352888391484299 0.0217285023629746 0.00400560785099139 0.0188530771500705 0.021434065033475 0.0112246043326973 0.0180535675138948 0.0214035067956134 0.00942521282130551 0.00460063225831893 0 0 0.00743223156130915 0.00759019043787809 0.0156435586198905 0.0138254238910415 0.0146096677888585 0.0112215639764579 0.0260960334029228 0.0241876215195408 0.0207353444313505 0.0125082643889713 0.0140387000163785 0.0119012198750372 0 0.00596676511829112 0 0.000724968645106099 0.00324721010531785 0.0167146804054785 0.0099912803371603 0.0216833968954478 0.00629128656810318 0.00875120329045244 0.0171540597941513 0.0174670309790271
"solange" 0.00292585873954005 0.000742192138700867 0.00588057394401694 0 0.0110168557893577 0 0.0151373917477314 0.015164316197656 0.0110236871477587 0.00557892505272084 0.00615350955161427 0.00252691160863193 0.00894494387047721 0 0.000946461810265956 0.00416892483428524 0.0166569501124344 0.0028030833917309 0.00451355193969895 0.0238891543239369 0 0.00543212559074366 0 0.00983638807829765 0.00504330941964117 0.00374153477756576 0.00386862161012031 0.00394275125182352 0.0018850425642611 0 0 0 0 0 0 0 0.00381121768405005 0.0119954649403516 0.00869867780097425 0 0 0 0 0 0 0 0 0 0.00216480673687857 0 0 0 0 0 0 0
"erlaubnis" 0.00877757621862017 0.00371096069350433 0.00504049195201452 0 0.00629534616534727 0.00428455133606593 0.00478022897296781 0.00216633088537943 0.00275592178693969 0.00111578501054417 0.00683723283512697 0.00758073482589579 0.0022362359676193 0.000533202520981519 0.000630974540177304 0.00208446241714262 0 0.000934361130576968 0.00225677596984947 0 0.00252063136774499 0.00310407176613923 0 0.00163939801304961 0.00126082735491029 0 0 0.0016897505364958 0.00263905958996554 0 0 0.00104496046914545 0 0 0 0 0.00190560884202503 0.0127693659042452 0.00869867780097425 0.00372117254146782 0 0.00536068473813055 0 0.00680069707144982 0 0 0 0 0 0 0.000908298212469118 0 0 0.00175024065809049 0.0040842999509884 0
"einst" 0 0.0148438427740173 0.010080983904029 0.0195865070729053 0 0.00285636755737728 0.00637363863062374 0.00324949632806915 0.00551184357387937 0.0033473550316325 0.00136744656702539 0.00505382321726386 0.0145355337895255 0.00479882268883367 0.00820266902230495 0.0958852711885605 0.108270175730824 0.0196215837421163 0.00977936253601438 0.0191113234591495 0.0191567983948619 0.0108642511814873 0.0560785099138794 0.0172136791370209 0.0170211692912889 0 0.00128954053670677 0.00112650035766386 0.018850425642611 0.0151163631344765 0.0518000518000518 0.000417984187658181 0.0141888057079538 0.0273246855763611 0.00405573741997161 0.0159524121819709 0.0304897414724004 0.00270865337362778 0 0.00651205194756868 0.00933090499410771 0.0643282168575666 0.0514752333933878 0.0144514812768309 0.0151377535573721 0.0149169127957278 0.0166873271669686 0.0021749059353183 0.0270600842109821 0.0481776082275556 0.019528411568086 0.0242343847655004 0.0440390059767222 0.0113765642775882 0.0359418395686979 0.00249529013986101
"ward" 0 0.0244923405771286 0.0730871333042105 0.0108813928182807 0.0377720769920836 0.00428455133606593 0.00478022897296781 0.0487424449210372 0.119882597731876 0.00557892505272084 0.0916189199907014 0.0606458786071663 0.0145355337895255 0.159960756294456 0.0962236173770388 0.0229290865885688 0.0749562755059549 0.000934361130576968 0.000752258656616491 0 0.168882301638915 0.0287126638367879 0.0360504706589225 0.179514082428932 0 0 0.00386862161012031 0.00281625089415966 0.0018850425642611 0.0124874304154371 0.12950012950013 0.00606077072104362 0.0155401205372828 0.0091082285254537 0.0156435586198905 0.0453757502064951 0.0717779330496093 0.0147041183139794 0.0173973556019485 0.00558175881220173 0.0138235629542336 0.019655844039812 0.03041718336882 0.00255026140179368 0.126147946311434 0.0417673558280378 0.193096214360637 0.10222057895996 0.0974163031595354 0.0147482474165987 0.00726638569975294 0.0127549393502634 0.0880780119534445 0.14351973396342 0.103741218755105 0.00249529013986101
"entgegen" 0.00585171747908011 0.0200391877449234 0.0277227057360798 0.073993471164309 0.00629534616534727 0.00142818377868864 0.00956045794593561 0.0064989926561383 0 0.00892628008435335 0.0191442519383555 0.0202152928690554 0.00894494387047721 0.0117304554615934 0.0151433889642553 0.016675699337141 0.0166569501124344 0.029899556178463 0.0240722770117277 0 0.0191567983948619 0.00543212559074366 0.0280392549569397 0.00409849503262402 0.0189124103236544 0.0187076738878288 0.0090267837569474 0.0146445046496302 0.0267676044125076 0.0105157308761576 0.0259000259000259 0.020899209382909 0.00540525931731575 0.0303607617515123 0.0052145195399635 0.0432487619155657 0.0330305532617671 0.0112215639764579 0.00434933890048713 0.00930293135366954 0.015205919249657 0.0571806372067259 0.0678537167458293 0.018701916946487 0.0908265213442325 0.0298338255914556 0.0405263659769238 0.0347984949650928 0.0313896976847392 0.0226139793721179 0.011353727655864 0.0331628423106848 0.0503302925448254 0.0315043318456288 0.0571801993138376 0.0286958366084016
"ewig" 0.00292585873954005 0.0185548034675217 0.0470445915521355 0.0108813928182807 0.0141645288720314 0.0128536540081978 0.000796704828827967 0.00866532354151773 0.0124016480412286 0.0278946252636042 0.0109395725362031 0.0277960276949512 0.0122992978219062 0.0106640504196304 0.0148279016941666 0.0291824738399967 0.0666278004497377 0.00747488904461574 0.0173019491021793 0.0143334925943622 0.0428507332516649 0.00465610764920885 0.00801121570198278 0.0204924751631201 0.0144995145814684 0.00748306955513151 0.0128954053670677 0.0123915039343025 0.0214894852325766 0.00328616589879923 0.012950012950013 0.00668774700253089 0.00337828707332234 0.00986724756924151 0.00463512847996755 0.011698435600112 0.0165152766308836 0.00928681156672381 0.0130480167014614 0.00372117254146782 0.013132384806522 0.0285903186033629 0.0655139334097663 0.0365537467590428 0.0403673428196589 0.0179002953548734 0.00953561552398207 0.00652471780595489 0.0248952774741035 0.00294964948331973 0.00908298212469118 0.0331628423106848 0.0629128656810318 0.0192526472389954 0.0163371998039536 0.0224576112587491
"zukunft" 0.0117034349581602 0.00593753710960694 0.0176417218320508 0.0282916213275299 0.00472150962401045 0.00714091889344321 0.0111538676035915 0.00974848898420745 0.00413388268040953 0.00446314004217667 0.00478606298458888 0.0126345580431597 0.0100630618542869 0.00799803781472279 0.00283938543079787 0.0250135490057114 0.0249854251686516 0.00186872226115394 0.00225677596984947 0.00955566172957477 0.00554538900903898 0.020176466479905 0.00801121570198278 0.000819699006524804 0.0252165470982058 0.00748306955513151 0.016764026977188 0.0185872559014537 0.0346847831824043 0.00460063225831893 0 0 0.00337828707332234 0.0113852856568171 0.000579391059995944 0.00921694926069432 0.0273137267356921 0.00773900963893651 0.0130480167014614 0.000930293135366954 0.00414706888627009 0.048246162643175 0.058494583401577 0.0246525268840056 0.0100918357049147 0.0149169127957278 0.0333746543339373 0.00942459238637929 0.034636907790057 0.00589929896663946 0.00681223659351838 0.00765296361015803 0.0314564328405159 0.0227531285551763 0.0302238196373142 0.0399246422377762
"gemüt" 0 0.0066797292483078 0.0142813938640411 0.00870511425462459 0 0 0.00717034345945171 0 0 0.0145052051370742 0.00888840268566506 0.0151614696517916 0.0022362359676193 0.00213281008392608 0.00126194908035461 0.00833784966857048 0.041642375281086 0.0196215837421163 0.0391174501440575 0 0.00806602037678398 0.0116402691230221 0.00400560785099139 0.00737729105872324 0.00567372309709631 0 0 0.00112650035766386 0.00452410215422664 0.000657233179759847 0 0.00104496046914545 0.00743223156130915 0.00683117139409028 0.00231756423998378 0.00106349414546473 0.00825763831544178 0.0015478019277873 0.00434933890048713 0.000930293135366954 0.0076029596248285 0.067902006682987 0.00935913334425232 0.00255026140179368 0 0 0.0357585582149328 0.0115994983216976 0.00974163031595354 0.00196643298887982 0.00272489463740735 0 0 0.00350048131618097 0.0294069596471165 0.111040411223815
"gefühl" 0.0204810111767804 0.0089063056644104 0.0193218858160556 0.0043525571273123 0.00629534616534727 0.019994572901641 0.0111538676035915 0.00866532354151773 0.00826776536081906 0.00446314004217667 0.0307675477580714 0.0454844089553747 0.0145355337895255 0.0026660126049076 0.00283938543079787 0.0104223120857131 0.0666278004497377 0.0317682784396169 0.0346038982043586 0.0191113234591495 0.015627914480019 0.0318167356029271 0.0280392549569397 0.00491819403914882 0.00630413677455146 0.00748306955513151 0.00644770268353386 0.0101385032189748 0.00867119579560107 0.00460063225831893 0.012950012950013 0 0.00743223156130915 0.011764795178711 0.00984964801993105 0.0269418516851065 0.0514514387346757 0.0112215639764579 0.00434933890048713 0.0120938107597704 0.0269559477607556 0.0553937422940157 0.0421161000491354 0.0926594975985039 0.00504591785245736 0.00895014767743668 0.0381424620959283 0.0369734009004111 0.084427462738264 0.0373622267887166 0.0367860776049993 0.0293363605056058 0.226486316451714 0.0131268049356787 0.0334912595981049 0.0810969295454829
"herzen" 0.0204810111767804 0.0348830305189407 0.0630061494001815 0.073993471164309 0.0361982404507468 0.0214227566803296 0.0199176207206992 0.0238296397391738 0.0248032960824572 0.0278946252636042 0.0177768053713301 0.101076464345277 0.025716713627622 0.0453222142834291 0.0473230905132978 0.0750406470171343 0.0749562755059549 0.00560616678346181 0.0210632423852617 0.0382226469182991 0.0554538900903898 0.0349208073690664 0.0280392549569397 0.0352470572805666 0.0397160616796742 0.0224492086653945 0.0631874862986318 0.0833610264671259 0.0723856344676263 0.0519214212010279 0.012950012950013 0 0.0222966946839275 0.0402280093207539 0.0214374692198499 0.0478572365459128 0.0578034682080925 0.0181866726515008 0.00869867780097425 0.0241876215195408 0.0124412066588103 0.0643282168575666 0.170804183532605 0.130063331491478 0.0908265213442325 0.0566842686237656 0.0548297892628969 0.0355234636101989 0.0855098661067033 0.0412950927664762 0.0672140677227147 0.0778051300366067 0.125825731362064 0.0691345059945743 0.0530958993628492 0.102306895734302
"brief" 0 0.0348830305189407 0.0487247555361403 0.0609357997823721 0 0 0.0342583076396026 0.0184138125257252 0.00137796089346984 0.0145052051370742 0.0143581889537666 0.0227422044776874 0.0212442416923834 0.0154628731084641 0.0359655487901063 0.0312669362571393 0 0.00186872226115394 0.0105316211926309 0 0.0902386029652707 0.0194004485383702 0.00400560785099139 0.0155742811239713 0.0384552343247639 0.0112246043326973 0.00257908107341354 0.0191505060802857 0.0211124767197243 0.00657233179759847 0 0.0133754940050618 0.0108105186346315 0.00721068091598418 0.0110084301399229 0.0163069102304592 0.0870228037858096 0.0533991665086619 0 0.00186058627073391 0.0490736484875294 0.019655844039812 0.0421161000491354 0.187869256598801 0.00504591785245736 0.447507383871834 0 0.0434981187063659 0.0173184538950285 0 0.0785677953785787 0.248721317330136 0 0.0621335433622123 0.0212383597451397 0.0336864168881237
"schmerz" 0.0292585873954006 0.0200391877449234 0.0352834436641016 0.00870511425462459 0.0267552212027259 0.0171382053442637 0.00876375311710764 0.0119148198695869 0.00551184357387937 0.00669471006326501 0.00615350955161427 0.00758073482589579 0.00782682588666756 0.00639843025177823 0.020822159825851 0.0375203235085671 0.0499708503373032 0.0317682784396169 0.0391174501440575 0.00477783086478739 0.0302475764129399 0.00776017941534808 0.00400560785099139 0.00901668907177284 0.0113474461941926 0.00748306955513151 0.0245012701974287 0.0214035067956134 0.0316687150795865 0.00262893271903939 0.012950012950013 0 0.00405394448798681 0.015939399919544 0.00463512847996755 0.00425397658185892 0.0184208854729086 0.0216692269890222 0.00869867780097425 0.00186058627073391 0.00622060332940514 0.0607544270321462 0.0842322000982709 0.00425043566965614 0.0353214249672015 0.0447507383871834 0.0309907504529417 0.014499372902122 0.0595321852641605 0.0186811133943583 0.0213450079930243 0.0420912998558692 0.0503302925448254 0.00875120329045244 0.0571801993138376 0.0586393182867338
"freundin" 0.0789981859675815 0.0163282270514191 0.0218421317920629 0.0565832426550598 0.00472150962401045 0.00142818377868864 0.0310714883242907 0.0194969779684149 0.0165355307216381 0.00223157002108834 0.0116232958197158 0.0176883812604235 0.00447247193523861 0.00159960756294456 0.00252389816070922 0 0.0166569501124344 0 0.00601806925293193 0 0.014115535659372 0 0 0.00409849503262402 0.0132386872265581 0 0.00515816214682709 0.0118282537554706 0.029029655489621 0 0.012950012950013 0.00167193675063272 0 0.0144213618319684 0.00231756423998378 0.0127619297455768 0.0247729149463254 0.00696510867504286 0 0.000930293135366954 0.0262647696130439 0.0375247931669139 0.0210580500245677 0.167467165384452 0.0100918357049147 0.0566842686237656 0.0309907504529417 0.0355234636101989 0.0108240336843928 0.0176978968999184 0.0190742624618515 0 0 0.00787608296140719 0.0220552197353374 0.0686204788461778
"bild" 0.00292585873954005 0.0163282270514191 0.0604859034241742 0.0239390642002176 0.0188860384960418 0.00428455133606593 0.00159340965765593 0.00541582721344858 0.00413388268040953 0.0457471854323109 0.0184605286548428 0.0101076464345277 0.0145355337895255 0.0101308478986489 0.0167208253146986 0.0250135490057114 0.0499708503373032 0.0654052791403878 0.0203109837286453 0.0238891543239369 0.013107283112274 0.0248325741291139 0.0400560785099139 0.00737729105872324 0.00504330941964117 0.00374153477756576 0.00515816214682709 0.0107017533978067 0.0184734171297588 0.00722956497735832 0.012950012950013 0.0110765809729418 0.00202697224399341 0.0132828332662867 0.00811147483994322 0.0177249024244122 0.0266785237883504 0.0150910687959262 0.00434933890048713 0.000930293135366954 0.0158970973973687 0.0214427389525222 0.0795526334261447 0.00935095847324351 0.0151377535573721 0.00298338255914556 0.0476780776199104 0.0130494356119098 0.0400489246322535 0.0344125773053969 0.0395109722424066 0.0140304332852897 0.0880780119534445 0.00612584230331671 0.0171540597941513 0.0399246422377762
"indeß" 0 0 0 0.0130576713819369 0 0 0 0 0 0 0 0 0 0.133833832766361 0.00252389816070922 0 0 0 0 0 0.00857014665033298 0 0.00400560785099139 0 0 0 0.00128954053670677 0 0 0.000657233179759847 0 0.00020899209382909 0.0378368152212102 0.000379509521893904 0.0052145195399635 0.0294233380245242 0 0 0 0 0.00483824703398177 0.0142951593016815 0.00935913334425232 0 0 0 0.13826642509774 0.065972146704655 0.0216480673687857 0.000983216494439911 0 0 0.00629128656810318 0 0.00081685999019768 0.00124764506993051
"brust" 0.00877757621862017 0.011132882080513 0.026042541752075 0.058759521218716 0 0 0.00159340965765593 0.00758215809882801 0.00413388268040953 0.0368209053479576 0.00888840268566506 0.0252691160863193 0.0245985956438123 0.00586522773079671 0.00820266902230495 0.0541960228457081 0.0249854251686516 0.0532585844428872 0.103059435956459 0 0.0191567983948619 0.00310407176613923 0.0200280392549569 0.00245909701957441 0.0422377163894948 0.0448984173307891 0.0567397836150979 0.0613942694926806 0.0738936685190352 0.00262893271903939 0.012950012950013 0.0142114623803782 0.0148644631226183 0.0588239758935552 0.0127466033199108 0.0194973926668534 0.0260433208410087 0.0162519202417667 0.0260960334029228 0.00465146567683477 0.00311030166470257 0.0589675321194361 0.0678537167458293 0.00850087133931228 0.0504591785245736 0.0298338255914556 0.107275674644798 0.0384233381906233 0.0562849751588427 0.0412950927664762 0.0340611829675919 0.0255098787005268 0.00629128656810318 0.0113765642775882 0.038392419539291 0.0810969295454829
"fühlte" 0.0614430335303412 0.0526956418477615 0.0470445915521355 0.0195865070729053 0.0220337115787154 0.0542709835901684 0.0199176207206992 0.0108316544268972 0.0151575698281683 0.0167367751581625 0.0389722271602237 0.0429574973467428 0.0245985956438123 0.00639843025177823 0.00694071994195034 0.0291824738399967 0.0499708503373032 0.057930390095772 0.0436310020837565 0.00477783086478739 0.0322640815071359 0.0737217044458068 0.0640897256158622 0.00819699006524804 0.00378248206473088 0.00374153477756576 0.00773724322024063 0.00506925160948739 0.0139493149755321 0.00460063225831893 0.012950012950013 0 0.00810788897597362 0.0102467570911354 0.0115878211999189 0.0177249024244122 0.0247729149463254 0.0294082366279587 0.0173973556019485 0.00837263821830259 0.0076029596248285 0.067902006682987 0.0725332834179555 0.0204020912143495 0.0807346856393178 0.0238670604731645 0.0619815009058835 0.0195741534178647 0.0671090088432355 0.0373622267887166 0.0290655427990118 0.0267853726355531 0.150990877634476 0.0253784895423121 0.0539127593530469 0.12351686192312
"briefe" 0 0.0423049519059494 0.036123525656104 0.0261153427638738 0 0.00142818377868864 0.0135439820900754 0.00324949632806915 0.00413388268040953 0.00446314004217667 0.0150419122372793 0.0176883812604235 0.00335435395142895 0.00479882268883367 0.0164053380446099 0.00625338725142786 0 0.00840925017519271 0.00300903462646596 0 0.016132040753568 0.0093122152984177 0.00400560785099139 0.00983638807829765 0.0201732376785647 0.00374153477756576 0.00515816214682709 0.016334255186126 0.022243502258281 0.00394339907855908 0 0.0156744070371818 0 0.000759019043787809 0 0.00567196877581189 0.0419233945245506 0.0301821375918524 0 0.00186058627073391 0.0162426864712245 0.00536068473813055 0.0116989166803154 0.0459047052322863 0.0201836714098294 0.0298338255914556 0.00715171164298655 0.0210240907080769 0.0108240336843928 0.0137650309221587 0.0299738410114809 0.0599482149462379 0 0.0262536098713573 0.0171540597941513 0.0174670309790271
"fremd" 0 0.00519534497090607 0.00504049195201452 0.0043525571273123 0.00157383654133682 0 0.00557693380179577 0.00108316544268972 0 0.00781049507380918 0.00615350955161427 0 0.00447247193523861 0.000533202520981519 0.00126194908035461 0.00833784966857048 0.0333139002248688 0.00747488904461574 0.00300903462646596 0.00477783086478739 0.001512378820647 0.00698416147381327 0.00400560785099139 0.00163939801304961 0.00315206838727573 0 0.00128954053670677 0.000563250178831932 0.00452410215422664 0.00131446635951969 0.012950012950013 0 0.00405394448798681 0.0102467570911354 0.00173817317998783 0.00460847463034716 0.0177856825255669 0.00503035626530873 0.00434933890048713 0.000930293135366954 0.00138235629542336 0.0160820542143917 0.00935913334425232 0.0059506099375186 0.00504591785245736 0.0119335302365822 0.00715171164298655 0.0210240907080769 0.0064944202106357 0 0.00408734195611103 0 0.0125825731362064 0.00612584230331671 0.0081685999019768 0.00748587041958304
"nie" 0 0.0920318251989075 0.120131724856346 0.0544069640914037 0.119611577141598 0.0628400862623002 0.104368332576464 0.0790710773163493 0.0744098882473715 0.0435156154112226 0.0170930820878174 0.073280436650326 0.0648508430609598 0.0645175050387638 0.0586806322364893 0.070871722182849 0.183226451236779 0.0336370007007709 0.039869708800674 0.133779264214047 0.0766271935794478 0.0760497582704112 0.0600841177648708 0.0737729105872324 0.0661934361327903 0.0561230216634864 0.0580293241518047 0.0433702637700587 0.0780407621604096 0.0676950175152642 0.0388500388500388 0.00271689721977818 0.0358098429772168 0.0390894807550721 0.0718444914394971 0.0574286838550954 0.114336530521502 0.0595903742198111 0.034794711203897 0.0586084675281181 0.0770663634698525 0.0553937422940157 0.100610683450712 0.067156883580567 0.0958724391966899 0.0447507383871834 0.0452941737389148 0.0391483068357294 0.139630034528667 0.0875062680051521 0.0177118151431478 0.141579826787924 0.0943692985215477 0.10851492080161 0.169906877961117 0.111040411223815
"gegenwart" 0.00585171747908011 0.0118750742192139 0.0184818038240532 0.0261153427638738 0.0110168557893577 0.0157100215655751 0.00478022897296781 0.00974848898420745 0.0192914525085778 0.00557892505272084 0.0335024408921221 0.0404305857381109 0.00335435395142895 0.00639843025177823 0.00378584724106382 0.0104223120857131 0.0166569501124344 0.00840925017519271 0.0142929144757133 0 0.00857014665033298 0.0124162870645569 0.0120168235529742 0.00491819403914882 0.0182819966461992 0.00748306955513151 0.0154744864404813 0.00619575196715125 0.0309146980538821 0.00197169953927954 0 0.00940464422230907 0.0195940650252696 0.00948773804734761 0.00405573741997161 0.00708996096976486 0.0114336530521502 0.0181866726515008 0.00869867780097425 0.00372117254146782 0.00829413777254018 0.0125082643889713 0.00935913334425232 0.00510052280358737 0 0.0149169127957278 0.0333746543339373 0.0152243415472281 0.01515364715815 0.00983216494439911 0.00363319284987647 0.0127549393502634 0.0754954388172381 0.0262536098713573 0.0351249795785002 0.0374293520979152
