"m_Argens_Therese_1748" "m_Campe_Robinson_1779" "m_Diderot_Die-Nonne_1796" "m_Forster_Ansichten_1791" "m_Hippel_Kreuz-und-Querzuege_1793" "m_Hoelderlin_Hyperion_1797" "m_Hoffmann_Elixiere_1816" "m_Jacobi_Woldemar_1779" "m_Lesage_Gil-Blas_1715" "m_Manzoni_Die-Verlobten_1826" "m_Mueller_Siegfried_1779" "m_Paul_Luftschiffers-Giannozzo_1801" "m_Pfeffel_Biographie-eines-Pudels_1789" "m_Prevost-dExiles_Manon-Lescaut_1731" "m_Schlegel_Lucinde_1799" "m_Scott_Ivanhoe_1819" "m_Sterne_Tristram-Shandy_1759" "m_Swift_Gullivers-Reisen_1726" "m_Thuemmel_Reise-in-mittaegliche-Provinzen_1791" "m_Walpole_Otranto_1764" "w_Fischer_Gustav_1801" "w_Fouque_Falkenstein_1810" "w_La-Roche_Oneida_1798" "w_La-Roche_Sternheim-Teil-1_1771" "w_La-Roche_Sternheim-Teil-2_1771" "w_Schopenhauer_Die-Tante_1823" "w_Unger_Bekenntnisse_1806" "w_Wobeser_Elisa_1795"
"frei" 0.0321844461349406 0.00604619291386191 0.0254600162018285 0.0131576783276591 0.0117304554615934 0.016675699337141 0.0130810558280776 0.0138461005919208 0.0150115315856271 0.0175379426644182 0.0148544266191325 0.0187076738878288 0 0.0246966429030081 0.0300832302704148 0.0270262965865787 0.0127466033199108 0.00604857001723842 0.0187883965698769 0.0135840034775049 0.00504591785245736 0.0122038655744207 0.0088489484499592 0.00452601326121886 0.00900949600879327 0.00571801993138376 0.00606857489632851 0.0200808589252724
"kannst" 0.0204810111767804 0.00100769881897698 0.00694364078231686 0.000822354895478693 0.00533202520981519 0.0250135490057114 0.0140154169586545 0.0034615251479802 0.0136468468960247 0.00854412591343451 0.0127323656735421 0.0112246043326973 0 0.0197573143224064 0.0467961359762008 0.0385124726358747 0.00927025695993511 0.00100809500287307 0.0148889180365062 0.0135840034775049 0.0353214249672015 0.0106783823776181 0.00589929896663946 0 0.00720759680703461 0.0122528998529652 0.00404571659755234 0.0307906503520844
"kirche" 0.00292585873954005 0 0.0648073139682907 0.0189141625960099 0.0223945058812238 0.00208446241714262 0.0691427236626956 0 0.0061410811032111 0.0278808319280495 0.00424412189118071 0.0187076738878288 0.012950012950013 0.00164644286020054 0 0.0243236669279209 0.0156435586198905 0.00201619000574614 0.0152434160849945 0.0624864159965225 0 0.00762741598401294 0.00491608247219955 0 0.00360379840351731 0.0081685999019768 0.00404571659755234 0
"letzte" 0.00877757621862017 0 0.0162018284920727 0.00904590385026562 0.0149296705874825 0.0229290865885688 0.0140154169586545 0.0034615251479802 0.00750576579281357 0.0107925801011804 0.0106103047279518 0.0112246043326973 0.012950012950013 0.00658577144080215 0.0267406491292576 0.00675657414664469 0.00869086589993916 0.00907285502585764 0.0191428946183651 0.0135840034775049 0.0100918357049147 0.0106783823776181 0.0137650309221587 0.0113150331530471 0.0144151936140692 0.0138866198333606 0.0182057246889855 0.013387239283515
"zeiten" 0.00292585873954005 0.00100769881897698 0.00462909385487791 0.0230259370734034 0.0101308478986489 0.016675699337141 0.000934361130576968 0.0069230502959604 0.00272936937920493 0.0197863968521641 0.0106103047279518 0.0112246043326973 0 0.00164644286020054 0.0133703245646288 0.0182427501959407 0.00984964801993105 0.0131052350373499 0.0155979141334827 0.00815040208650293 0 0.00305096639360517 0.0186811133943583 0.00905202652243771 0.00900949600879327 0.0114360398627675 0.0283200161828664 0.0013387239283515
"überall" 0.00292585873954005 0 0.0185163754195116 0.0493412937287216 0.0165292781504271 0.0396047859257098 0.0233590282644242 0.0276922011838416 0.00750576579281357 0.0296795952782462 0.0275867922926746 0.0224492086653945 0.012950012950013 0.00329288572040107 0.0534812982585152 0.00270262965865787 0.00695269271995133 0.0070566650201115 0.0074444590182531 0 0 0.0411880463136699 0.00786573195551929 0.00452601326121886 0.00540569760527596 0.0277732396667211 0.0101142914938809 0.0013387239283515
"oben" 0.00877757621862017 0.0151154822846548 0.00462909385487791 0.00493412937287216 0.014396468066501 0.016675699337141 0.00467180565288484 0.0138461005919208 0.0061410811032111 0.0152894884766723 0.0106103047279518 0.130953717214802 0 0 0.0033425811411572 0.00810788897597362 0.0162229496798864 0.0120971400344768 0.00531747072732365 0.0135840034775049 0.00504591785245736 0.00152548319680259 0.00786573195551929 0.00452601326121886 0.00180189920175865 0.0122528998529652 0.00809143319510468 0
"manne" 0.00877757621862017 0.00403079527590794 0.00231454692743895 0.00657883916382954 0.00853124033570431 0.00416892483428524 0.00560616678346181 0.017307625739901 0.00341171172400617 0.012141652613828 0.029708853238265 0.00748306955513151 0.0259000259000259 0.00164644286020054 0.0066851622823144 0.0108105186346315 0.00984964801993105 0.00302428500861921 0.0159524121819709 0.00815040208650293 0.0252295892622868 0.00305096639360517 0.0235971958665579 0.015841046414266 0.0144151936140692 0.00980231988237216 0.0161828663902094 0.0200808589252724
"platz" 0.0175551524372403 0 0.0370327508390233 0.00740119405930824 0.00479882268883367 0.00416892483428524 0.0121466946975006 0.0207691508878812 0.0081881081376148 0.0337268128161889 0.0106103047279518 0 0.012950012950013 0.0131715428816043 0 0.0243236669279209 0.00811147483994322 0.00604857001723842 0.011698435600112 0.00543360139100196 0 0.0122038655744207 0.0324461443165171 0.0294190861979226 0.041443681640449 0.0130697598431629 0.00809143319510468 0.0120485153551635
"musik" 0.00585171747908011 0.00100769881897698 0.00925818770975582 0.000822354895478693 0.00853124033570431 0.00416892483428524 0.0102779724363466 0.0034615251479802 0.0020470270344037 0.00089938167509837 0 0.014966139110263 0 0 0.0401109736938864 0.00337828707332234 0.00231756423998378 0.0070566650201115 0.00212698829092946 0 0.0201836714098294 0.0152548319680259 0.00393286597775964 0 0.0198208912193452 0.00326743996079072 0.0202285829877617 0.00535489571340598
"fremde" 0 0.00100769881897698 0.00231454692743895 0.0115129685367017 0.00586522773079671 0.016675699337141 0.0327026395701939 0.0138461005919208 0.0020470270344037 0.00404721753794266 0.00848824378236143 0.0224492086653945 0.012950012950013 0.00658577144080215 0.0233980679881004 0.0121618334639604 0.0133259943799067 0.00907285502585764 0.00921694926069432 0.0353184090415127 0 0.0549173950848931 0.00393286597775964 0.0135780397836566 0.0216227904211038 0.0220552197353374 0.0101142914938809 0.00535489571340598
"abends" 0.00585171747908011 0.00705389173283889 0.00925818770975582 0.00411177447739346 0.00213281008392608 0.0104223120857131 0.00654052791403878 0.0034615251479802 0.0177409009648321 0.00224845418774592 0.00212206094559036 0.0187076738878288 0 0.0148179857418048 0 0.00202697224399341 0.0052145195399635 0.00403238001149228 0.00886245121220608 0.00543360139100196 0.0201836714098294 0.0106783823776181 0.0196643298887982 0.015841046414266 0.0144151936140692 0.0155203398137559 0 0.00267744785670299
"ort" 0.00877757621862017 0.0221693740174937 0.00462909385487791 0.00740119405930824 0.0245273159651499 0.00833784966857048 0.00934361130576968 0.0069230502959604 0.0156938739304284 0.0143901068015739 0.0169764875647229 0.0112246043326973 0 0.0362217429244118 0.0066851622823144 0.00878354639063809 0.00347634635997567 0.014113330040223 0.0120529336486003 0.00271680069550098 0.0100918357049147 0.00610193278721035 0.00294964948331973 0.00678901989182828 0.00540569760527596 0.00571801993138376 0.0161828663902094 0.00535489571340598
"acht" 0.0292585873954006 0.0181385787415857 0.00462909385487791 0.00904590385026562 0.00479882268883367 0 0.00186872226115394 0.0103845754439406 0.0150115315856271 0.0166385609893198 0.0127323656735421 0.00748306955513151 0.0259000259000259 0.0115251000214038 0.0066851622823144 0.0121618334639604 0.0115878211999189 0.0171376150488422 0.0170159063274357 0.00271680069550098 0 0.00457644959040776 0.00786573195551929 0.0135780397836566 0.0126132944123106 0.0106191798725698 0.0101142914938809 0.00803234357010897
"euer" 0 0.00604619291386191 0.00231454692743895 0 0.00853124033570431 0.00416892483428524 0.0168185003503854 0.0138461005919208 0.0634578380665147 0.0341765036537381 0.00212206094559036 0.014966139110263 0 0 0.0033425811411572 0.0499986486851707 0.00695269271995133 0.00504047501436535 0.0109894395031355 0 0.0100918357049147 0.00152548319680259 0.00196643298887982 0.00452601326121886 0.00180189920175865 0.00245057997059304 0 0.010709791426812
"eilte" 0.00877757621862017 0.0110846870087468 0.0138872815646337 0.00328941958191477 0.000533202520981519 0 0.0140154169586545 0.017307625739901 0.0102351351720185 0.00674536256323777 0 0 0.012950012950013 0.00823221430100268 0.0233980679881004 0.00675657414664469 0.00115878211999189 0 0.00673546292127662 0.0298848076505108 0.100918357049147 0.0335606303296569 0.0285132783387574 0.0226300663060943 0.0234246896228625 0.0285900996569188 0.00202285829877617 0.0307906503520844
"leise" 0.0146292936977003 0.00302309645693095 0.0324036569841454 0.00246706468643608 0.00693163277275975 0.0187601617542836 0.0317682784396169 0.0207691508878812 0.00750576579281357 0.012141652613828 0.00212206094559036 0.0112246043326973 0 0.00658577144080215 0.0300832302704148 0.00743223156130915 0.00984964801993105 0.00100809500287307 0.0024814863394177 0.0217344055640078 0.0201836714098294 0.0396625631168673 0.00688251546107937 0.00226300663060943 0.00180189920175865 0.0196046397647443 0 0.013387239283515
"gehalten" 0 0.00906928937079286 0.00462909385487791 0.00904590385026562 0.0149296705874825 0.00833784966857048 0.0112123335669236 0.0069230502959604 0.00887045048241604 0.0130410342889264 0.0127323656735421 0.0112246043326973 0.012950012950013 0.00658577144080215 0.0133703245646288 0.0121618334639604 0.00984964801993105 0.0211699950603345 0.0120529336486003 0.00815040208650293 0 0.0106783823776181 0.00294964948331973 0.00905202652243771 0.00900949600879327 0.0081685999019768 0.0161828663902094 0.00401617178505449
"erzählen" 0.00585171747908011 0.0231770728364706 0.0115727346371948 0.00740119405930824 0.00693163277275975 0.0208446241714262 0.0140154169586545 0.0242306760358614 0.0163762162752296 0.0305789769533446 0.00848824378236143 0.00374153477756576 0.012950012950013 0.0197573143224064 0.016712905705786 0.00405394448798681 0.0196992960398621 0.00604857001723842 0.010280443406159 0.00271680069550098 0.0201836714098294 0.00305096639360517 0.0285132783387574 0.0203670596754848 0.00720759680703461 0.00980231988237216 0.00606857489632851 0.00401617178505449
"selten" 0.00292585873954005 0.00806159055181587 0.00462909385487791 0.0189141625960099 0.0255937210071129 0.00625338725142786 0.00467180565288484 0.0103845754439406 0.0061410811032111 0.0058459808881394 0.0169764875647229 0.00748306955513151 0.012950012950013 0.00658577144080215 0.0467961359762008 0.00945920380530256 0.0121672122599148 0.0181457100517153 0.0109894395031355 0.00271680069550098 0 0.0137293487712233 0.00589929896663946 0.0135780397836566 0.0162170928158279 0.0155203398137559 0.0283200161828664 0.0174034110685694
"don" 0 0 0 0 0.00479882268883367 0 0 0 0.34867693819343 0.204609331084879 0.00212206094559036 0.00374153477756576 0 0 0 0.00135131482932894 0.00289695529997972 0.00504047501436535 0.00106349414546473 0.0135840034775049 0 0 0 0 0 0.00081685999019768 0 0
"bereits" 0.0321844461349406 0.00100769881897698 0.0601782201134128 0.0402953898784559 0.00426562016785215 0 0.00186872226115394 0.0069230502959604 0.00136468468960247 0.00809443507588533 0.00212206094559036 0 0.0388500388500388 0.00329288572040107 0 0.0310802410745656 0.0214374692198499 0.0393157051120498 0.00460847463034716 0.0108672027820039 0 0.00152548319680259 0 0.00678901989182828 0 0.00245057997059304 0.00404571659755234 0.00401617178505449
"stark" 0.0263327286558605 0.0251924704744246 0.0185163754195116 0.00822354895478693 0.0101308478986489 0.0145912369199983 0.0140154169586545 0.0069230502959604 0.00477639641360864 0.0058459808881394 0.00424412189118071 0.00748306955513151 0 0.0164644286020054 0.0033425811411572 0.0108105186346315 0.0052145195399635 0.0161295200459691 0.00460847463034716 0.00271680069550098 0 0.00457644959040776 0.0147482474165987 0.031682092828532 0.0144151936140692 0.00326743996079072 0.00606857489632851 0.0267744785670299
"rat" 0.00585171747908011 0.0100769881897698 0.0231454692743895 0.00657883916382954 0.0191952907553347 0.00416892483428524 0.00654052791403878 0.0069230502959604 0.0150115315856271 0.0229342327150084 0.0339529751294457 0 0 0.0296359714836097 0.0033425811411572 0.00945920380530256 0.00347634635997567 0.0211699950603345 0.0109894395031355 0.00543360139100196 0.0151377535573721 0.00610193278721035 0.00786573195551929 0.0113150331530471 0.0450474800439663 0.0138866198333606 0.0101142914938809 0.0013387239283515
"daraus" 0.0204810111767804 0.0292232657503325 0.0208309223469506 0.00657883916382954 0.00319921512588912 0 0.00560616678346181 0.0069230502959604 0.0184232433096333 0.0143901068015739 0.0106103047279518 0.00748306955513151 0 0.0164644286020054 0.0033425811411572 0.00878354639063809 0.0225962513398418 0.0161295200459691 0.00673546292127662 0.0135840034775049 0.0151377535573721 0.00762741598401294 0.00491608247219955 0.015841046414266 0.00900949600879327 0.0122528998529652 0.0141600080914332 0.0013387239283515
"solcher" 0.0117034349581602 0.0171308799226087 0.00694364078231686 0.00740119405930824 0.00586522773079671 0.0104223120857131 0.00467180565288484 0.0034615251479802 0.00682342344801234 0.0197863968521641 0.0106103047279518 0.0224492086653945 0 0.0115251000214038 0.0033425811411572 0.0148644631226183 0.0260725976998175 0.0231861850660806 0.0113439375516238 0.00543360139100196 0 0.0122038655744207 0.00196643298887982 0.00226300663060943 0.00360379840351731 0.00490115994118608 0.012137149792657 0.0013387239283515
"gespräch" 0.00585171747908011 0.00100769881897698 0.00462909385487791 0.00246706468643608 0.00533202520981519 0.00416892483428524 0.0224246671338472 0.0138461005919208 0.0150115315856271 0.0148397976391231 0.00212206094559036 0 0 0.00493932858060161 0.0367683925527292 0.00405394448798681 0.00869086589993916 0.0171376150488422 0.010280443406159 0.0108672027820039 0.0100918357049147 0.0305096639360517 0.00589929896663946 0.00226300663060943 0.00540569760527596 0.0245057997059304 0.00404571659755234 0.00535489571340598
"willst" 0.0146292936977003 0 0.00462909385487791 0.00246706468643608 0.00586522773079671 0.0250135490057114 0.0158841392198085 0 0.00887045048241604 0.019336706014615 0.00424412189118071 0.0112246043326973 0.012950012950013 0.0131715428816043 0.0133703245646288 0.0391881300505392 0.00695269271995133 0 0.0134709258425532 0.0108672027820039 0.0353214249672015 0.00457644959040776 0.0127818144277188 0.00452601326121886 0.00540569760527596 0.0130697598431629 0 0.00535489571340598
"v" 0.0204810111767804 0 0 0.00246706468643608 0.0026660126049076 0 0 0 0.000682342344801234 0.00089938167509837 0.00212206094559036 0.0187076738878288 0 0.00164644286020054 0 0.00337828707332234 0.000579391059995944 0.00100809500287307 0.00141799219395297 0 0.00504591785245736 0 0.00393286597775964 0 0.00180189920175865 0 0 0.0870170553428472
"zufrieden" 0.0292585873954006 0.0131000846467008 0.0115727346371948 0.00246706468643608 0.00426562016785215 0.00833784966857048 0.00747488904461574 0.0103845754439406 0.0600461263425086 0.0238336143901068 0.0106103047279518 0 0.0518000518000518 0.0164644286020054 0.0133703245646288 0.00945920380530256 0.0052145195399635 0.00504047501436535 0.0106349414546473 0.0163008041730059 0.00504591785245736 0.0122038655744207 0.00983216494439911 0.0226300663060943 0.0360379840351731 0.0130697598431629 0.0161828663902094 0.0120485153551635
"meister" 0 0.00503849409488492 0 0.0222035821779247 0.0197284932763162 0.00625338725142786 0.00467180565288484 0.0069230502959604 0.00955279282721727 0.000449690837549185 0.0148544266191325 0 0.0518000518000518 0 0.0133703245646288 0.00337828707332234 0 0.00201619000574614 0.00460847463034716 0.00271680069550098 0 0.00152548319680259 0.000983216494439911 0 0.00180189920175865 0.00081685999019768 0.0141600080914332 0.00803234357010897
"ansehen" 0.00292585873954005 0.00705389173283889 0 0.0189141625960099 0.0159960756294456 0 0.00654052791403878 0.0138461005919208 0.0040940540688074 0.0134907251264755 0.0190985485103132 0.0112246043326973 0 0.00493932858060161 0.0033425811411572 0.010134861219967 0.00637330165995539 0.0120971400344768 0.00921694926069432 0 0 0.00457644959040776 0.0137650309221587 0.0362081060897508 0.0324341856316558 0.0155203398137559 0.00202285829877617 0.00803234357010897
"junker" 0 0 0 0 0.0399901890736139 0 0.000934361130576968 0 0 0 0.0827603768780239 0.00374153477756576 0.012950012950013 0 0 0 0.000579391059995944 0 0.00106349414546473 0.00815040208650293 0 0 0 0 0 0 0 0.00267744785670299
"herrmann" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.348068221371389
"gedanke" 0.00877757621862017 0.0272078681123786 0.0138872815646337 0.00657883916382954 0.0101308478986489 0.00416892483428524 0.0467180565288484 0.0380767766277822 0.00887045048241604 0.019336706014615 0.00212206094559036 0.00374153477756576 0 0.0181108714622059 0.0133703245646288 0.00405394448798681 0.0150641675598946 0.00302428500861921 0.0134709258425532 0.0108672027820039 0.0252295892622868 0.00762741598401294 0.0265468453498776 0.0407341193509697 0.0378398832369317 0.017970919784349 0.012137149792657 0.0374842699938419
"könnten" 0.00877757621862017 0 0.0138872815646337 0.0156247430140952 0.014396468066501 0.00208446241714262 0.0028030833917309 0.0103845754439406 0.0081881081376148 0.0089938167509837 0.0169764875647229 0.00748306955513151 0 0.0230502000428075 0.0133703245646288 0.00405394448798681 0.0162229496798864 0.0332671350948113 0.0113439375516238 0.00271680069550098 0.0252295892622868 0.0122038655744207 0.0196643298887982 0.0113150331530471 0.0180189920175865 0.0081685999019768 0.012137149792657 0.0147259632118664
"obgleich" 0.0263327286558605 0 0.00925818770975582 0.00246706468643608 0.0437226067204846 0 0.00373744452230787 0.0069230502959604 0.0709636038593283 0.0184373243395166 0.0169764875647229 0.00748306955513151 0 0.0592719429672193 0.016712905705786 0.0337828707332234 0.0544627596396188 0.0957690252729417 0.00354498048488243 0.0163008041730059 0 0.00457644959040776 0.000983216494439911 0.00452601326121886 0 0.0530958993628492 0.0161828663902094 0.00535489571340598
"absicht" 0.0146292936977003 0.0302309645693095 0.0162018284920727 0.0254930017598395 0.014396468066501 0.00208446241714262 0.00467180565288484 0.0242306760358614 0.0177409009648321 0.0251826869027544 0.0233426704014939 0.00374153477756576 0 0.0954936858916311 0.0233980679881004 0.0168914353666117 0.0156435586198905 0.0211699950603345 0.010280443406159 0.0244512062595088 0.00504591785245736 0.00762741598401294 0.00491608247219955 0.0113150331530471 0.00900949600879327 0.00490115994118608 0.0101142914938809 0.013387239283515
"bleibt" 0.0117034349581602 0.00604619291386191 0.0115727346371948 0.050986003519679 0.0250605184861314 0.0291824738399967 0.0028030833917309 0.0069230502959604 0.00750576579281357 0.00854412591343451 0.00636618283677107 0.014966139110263 0 0.00658577144080215 0.016712905705786 0.00810788897597362 0.0139053854399027 0.00201619000574614 0.0120529336486003 0.0135840034775049 0.0100918357049147 0.0106783823776181 0.00589929896663946 0.00905202652243771 0.0126132944123106 0.0138866198333606 0.0262971578840902 0.0334680982087874
"lippen" 0.0117034349581602 0.00302309645693095 0.0231454692743895 0.00904590385026562 0.00373241764687063 0.0208446241714262 0.0102779724363466 0.017307625739901 0.00272936937920493 0.0112422709387296 0 0.00748306955513151 0.012950012950013 0 0.0434535548350436 0.010134861219967 0.00869086589993916 0.00201619000574614 0.0148889180365062 0.00543360139100196 0.0252295892622868 0.0167803151648285 0.000983216494439911 0.00226300663060943 0.00360379840351731 0.0138866198333606 0.00809143319510468 0.0401617178505449
"fall" 0.0175551524372403 0.00100769881897698 0.0162018284920727 0.0189141625960099 0.0186620882343532 0.00208446241714262 0.00560616678346181 0.034615251479802 0.00887045048241604 0.0179876335019674 0.0190985485103132 0.00374153477756576 0 0.00987865716120322 0.0100277434234716 0.0121618334639604 0.0451925026796837 0.0413318951177959 0.0177249024244122 0.0108672027820039 0.0252295892622868 0.00457644959040776 0.00393286597775964 0 0.0108113952105519 0.017970919784349 0.0546171740669566 0.00267744785670299
"schrieb" 0 0.00201539763795397 0.0138872815646337 0.00575648426835085 0.00426562016785215 0.0396047859257098 0.0121466946975006 0.017307625739901 0.0136468468960247 0.00719505340078696 0.00848824378236143 0.0112246043326973 0 0.0197573143224064 0.0100277434234716 0.000675657414664469 0.00753208377994728 0.00604857001723842 0.00921694926069432 0.00271680069550098 0.00504591785245736 0.00610193278721035 0.00786573195551929 0.0362081060897508 0.0126132944123106 0.0114360398627675 0.012137149792657 0.0200808589252724
"erwiderte" 0.00877757621862017 0 0.0555491262585349 0 0.00213281008392608 0.0208446241714262 0.0383088063536557 0.0034615251479802 0.152162342890675 0.00134907251264755 0 0 0 0.0279895286234091 0.0100277434234716 0.0493229912705062 0.000579391059995944 0.0252023750718268 0 0 0 0 0 0.00452601326121886 0.00360379840351731 0 0 0
"denke" 0.0263327286558605 0.00201539763795397 0.00231454692743895 0.00328941958191477 0.00746483529374127 0.0312669362571393 0.000934361130576968 0.0069230502959604 0.0109174775168197 0.0161888701517707 0.0106103047279518 0.00374153477756576 0 0.00164644286020054 0.033425811411572 0.0263506391719143 0.00637330165995539 0.00100809500287307 0.013116427794065 0.00543360139100196 0.00504591785245736 0.018305798361631 0.00688251546107937 0.0203670596754848 0.0216227904211038 0.0163371998039536 0.00202285829877617 0.013387239283515
"fallen" 0.00292585873954005 0.0120923858277238 0.0138872815646337 0.00411177447739346 0.0325253537798727 0.016675699337141 0.0102779724363466 0.0138461005919208 0.0136468468960247 0.0161888701517707 0.0148544266191325 0.0187076738878288 0.012950012950013 0.0148179857418048 0.0100277434234716 0.00945920380530256 0.020858078159854 0.014113330040223 0.0141799219395297 0.0353184090415127 0.00504591785245736 0.0106783823776181 0.00688251546107937 0.00905202652243771 0.00180189920175865 0.0081685999019768 0.0101142914938809 0.00267744785670299
"gestern" 0.00585171747908011 0.0191462775605627 0.00231454692743895 0.00411177447739346 0.00213281008392608 0.00625338725142786 0.00560616678346181 0.0103845754439406 0.0143291892408259 0.00989319842608207 0.0127323656735421 0.0261907434429603 0.012950012950013 0.00493932858060161 0.0033425811411572 0.00405394448798681 0.00115878211999189 0 0.0223333770547593 0.0190176048685068 0 0.0167803151648285 0.00688251546107937 0.00905202652243771 0.0126132944123106 0.00571801993138376 0 0.0174034110685694
"schatten" 0 0.0100769881897698 0.00231454692743895 0.0205588723869673 0.014396468066501 0.0312669362571393 0.00186872226115394 0.0138461005919208 0.0061410811032111 0.00404721753794266 0.00636618283677107 0.0112246043326973 0.0518000518000518 0.00329288572040107 0.0100277434234716 0.0108105186346315 0.00289695529997972 0.00100809500287307 0.013116427794065 0.00815040208650293 0 0.00762741598401294 0.0176978968999184 0.00678901989182828 0.00540569760527596 0.0106191798725698 0 0.0120485153551635
"wein" 0.0234068699163204 0.0141077834656778 0 0.00822354895478693 0.0122636579825749 0.00625338725142786 0.029899556178463 0 0.0225172973784407 0.0134907251264755 0.00424412189118071 0.0261907434429603 0 0 0.0066851622823144 0.0277019540012432 0.00405573741997161 0.00806476002298457 0.0159524121819709 0.00271680069550098 0 0.00457644959040776 0.00688251546107937 0 0 0 0 0.00267744785670299
"frauen" 0.0497395985721809 0.00201539763795397 0.00925818770975582 0.00493412937287216 0.0026660126049076 0.00208446241714262 0.00467180565288484 0.0034615251479802 0.0354818019296642 0.046318156267566 0.00212206094559036 0 0 0.0181108714622059 0.0735367851054584 0.00608091673198022 0.0052145195399635 0.0100809500287307 0.00106349414546473 0.00815040208650293 0 0.0366115967232621 0.00196643298887982 0.00452601326121886 0 0.0187877797745466 0.00606857489632851 0.00267744785670299
"wohin" 0.00292585873954005 0.0110846870087468 0.0138872815646337 0.00657883916382954 0.0159960756294456 0.0333513986742819 0.00747488904461574 0.017307625739901 0.0102351351720185 0.0197863968521641 0 0 0 0.0197573143224064 0.016712905705786 0.00810788897597362 0.00695269271995133 0.0070566650201115 0.0127619297455768 0.0244512062595088 0.0100918357049147 0.0289841807392492 0.00786573195551929 0.015841046414266 0.00540569760527596 0.00735173991177912 0.00404571659755234 0.00669361964175748
"sinne" 0.00877757621862017 0.00302309645693095 0.00925818770975582 0.0180918077005312 0.0138632655455195 0.0416892483428524 0.0102779724363466 0.0380767766277822 0.00750576579281357 0.00719505340078696 0.00212206094559036 0 0.0388500388500388 0.00658577144080215 0.0300832302704148 0.00540525931731575 0.00463512847996755 0.00403238001149228 0.0138254238910415 0.00271680069550098 0.0100918357049147 0.0213567647552362 0.00491608247219955 0.00678901989182828 0.00360379840351731 0.0122528998529652 0.0141600080914332 0.00535489571340598
"bisher" 0.0146292936977003 0.0191462775605627 0 0.0189141625960099 0.000533202520981519 0.00208446241714262 0.0028030833917309 0.0207691508878812 0.00545873875840987 0.00224845418774592 0.00636618283677107 0.00748306955513151 0.0518000518000518 0.0148179857418048 0.0133703245646288 0.00878354639063809 0.00115878211999189 0.00604857001723842 0.00106349414546473 0.00815040208650293 0 0 0.00589929896663946 0.00678901989182828 0.00540569760527596 0.0040842999509884 0.0424800242742996 0.0227583067819754
"zustand" 0.0117034349581602 0.0191462775605627 0.0370327508390233 0.00411177447739346 0.00586522773079671 0 0.0186872226115394 0.0242306760358614 0.0102351351720185 0.00539629005059022 0 0 0 0.0312824143438102 0.0066851622823144 0.00405394448798681 0.00579391059995944 0.00907285502585764 0.00319048243639419 0.00271680069550098 0.0151377535573721 0.00457644959040776 0.0088489484499592 0.00226300663060943 0.00180189920175865 0.0114360398627675 0.0323657327804187 0.00535489571340598
"vermögen" 0.00585171747908011 0.00403079527590794 0.00462909385487791 0.00822354895478693 0.0159960756294456 0.00208446241714262 0.0112123335669236 0.0207691508878812 0.00750576579281357 0.00179876335019674 0.00636618283677107 0 0.012950012950013 0.021403757182607 0.0033425811411572 0.00878354639063809 0.00869086589993916 0.014113330040223 0.00602646682430013 0.00543360139100196 0.0201836714098294 0.00305096639360517 0.010815381438839 0.0181040530448754 0.0162170928158279 0.0130697598431629 0.0141600080914332 0.0267744785670299
"d" 0.00292585873954005 0.00403079527590794 0 0.0123353234321804 0.00426562016785215 0 0.000934361130576968 0 0.00136468468960247 0.00224845418774592 0.0106103047279518 0.108504508549407 0 0.00164644286020054 0 0.00675657414664469 0.041716156319708 0.00302428500861921 0.0166614082789474 0 0 0 0 0.0520491525040168 0.041443681640449 0.00653487992158144 0.0445028825730758 0.00535489571340598
"gesetzt" 0.0117034349581602 0 0.0115727346371948 0.00904590385026562 0.013330063024538 0.00416892483428524 0.0102779724363466 0.0242306760358614 0.00477639641360864 0.0139404159640247 0.0169764875647229 0.00374153477756576 0.012950012950013 0.00493932858060161 0 0.010134861219967 0.0150641675598946 0.0201619000574614 0.0226878751032476 0.0108672027820039 0.00504591785245736 0.00610193278721035 0.00589929896663946 0.0181040530448754 0.0108113952105519 0.00326743996079072 0.0303428744816426 0.00803234357010897
"liegen" 0.00877757621862017 0.0362771574831714 0.0208309223469506 0.0246706468643608 0.00479882268883367 0.00625338725142786 0.0121466946975006 0.0069230502959604 0.00682342344801234 0.0179876335019674 0.00636618283677107 0.0261907434429603 0.012950012950013 0.00493932858060161 0.0133703245646288 0.00608091673198022 0.00984964801993105 0.0120971400344768 0.0202063887638299 0.00815040208650293 0 0.00610193278721035 0.010815381438839 0.0135780397836566 0.00360379840351731 0.0106191798725698 0.00202285829877617 0.0147259632118664
"siegwart" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00081685999019768 0 0
"bemerkte" 0.0263327286558605 0.0141077834656778 0.0231454692743895 0.00657883916382954 0.00746483529374127 0.00208446241714262 0.0252277505255781 0.0034615251479802 0.0122821622064222 0.00809443507588533 0.0106103047279518 0 0.0259000259000259 0.0329288572040107 0.0100277434234716 0.0209453798545985 0.00869086589993916 0.0806476002298457 0.0074444590182531 0.0135840034775049 0.0252295892622868 0.0289841807392492 0.0521104742053153 0.0135780397836566 0.0144151936140692 0.0138866198333606 0.00606857489632851 0.0214195828536239
