"m_Argens_Therese_1748" "m_Campe_Robinson_1779" "m_Diderot_Die-Nonne_1796" "m_Forster_Ansichten_1791" "m_Hippel_Kreuz-und-Querzuege_1793" "m_Hoelderlin_Hyperion_1797" "m_Hoffmann_Elixiere_1816" "m_Jacobi_Woldemar_1779" "m_Lesage_Gil-Blas_1715" "m_Manzoni_Die-Verlobten_1826" "m_Mueller_Siegfried_1779" "m_Paul_Luftschiffers-Giannozzo_1801" "m_Pfeffel_Biographie-eines-Pudels_1789" "m_Prevost-dExiles_Manon-Lescaut_1731" "m_Schlegel_Lucinde_1799" "m_Scott_Ivanhoe_1819" "m_Sterne_Tristram-Shandy_1759" "m_Swift_Gullivers-Reisen_1726" "m_Thuemmel_Reise-in-mittaegliche-Provinzen_1791" "m_Walpole_Otranto_1764" "w_Fischer_Gustav_1801" "w_Fouque_Falkenstein_1810" "w_La-Roche_Oneida_1798" "w_La-Roche_Sternheim-Teil-1_1771" "w_La-Roche_Sternheim-Teil-2_1771" "w_Schopenhauer_Die-Tante_1823" "w_Unger_Bekenntnisse_1806" "w_Wobeser_Elisa_1795"
"güter" 0 0.00100769881897698 0.00231454692743895 0.00575648426835085 0.00799803781472279 0 0.0028030833917309 0.0034615251479802 0.00272936937920493 0.000449690837549185 0.00424412189118071 0 0 0.00658577144080215 0 0.00270262965865787 0.00405573741997161 0.00504047501436535 0.00212698829092946 0.00271680069550098 0.0100918357049147 0 0.0127818144277188 0.0429971259815791 0.0162170928158279 0.00898545989217448 0.00606857489632851 0.00535489571340598
"hütte" 0 0.00604619291386191 0 0.000822354895478693 0.00479882268883367 0.0104223120857131 0 0 0.00341171172400617 0.0103428892636313 0 0.0112246043326973 0.012950012950013 0.00493932858060161 0 0.00608091673198022 0.000579391059995944 0.00201619000574614 0.00212698829092946 0 0 0.00152548319680259 0.140599958704907 0.0203670596754848 0.00180189920175865 0.00490115994118608 0 0
"saal" 0.00292585873954005 0 0.00231454692743895 0.00493412937287216 0.00213281008392608 0.00208446241714262 0.0140154169586545 0.0069230502959604 0.0143291892408259 0.00269814502529511 0.00212206094559036 0.0112246043326973 0 0.00164644286020054 0 0.000675657414664469 0 0 0.0049629726788354 0 0 0.00762741598401294 0 0.00452601326121886 0.0198208912193452 0.00735173991177912 0 0
"verwandten" 0.00585171747908011 0.00100769881897698 0.00694364078231686 0.00328941958191477 0.00586522773079671 0 0.00186872226115394 0 0.00750576579281357 0.00674536256323777 0 0 0 0.00658577144080215 0 0.00202697224399341 0.00463512847996755 0.00403238001149228 0.00460847463034716 0.00815040208650293 0 0.00305096639360517 0.0157314639110386 0.00905202652243771 0.00900949600879327 0.0163371998039536 0.00606857489632851 0.00267744785670299
"weibliche" 0.00292585873954005 0 0 0.00411177447739346 0.00426562016785215 0 0 0.0103845754439406 0 0.000449690837549185 0 0.00748306955513151 0 0.00164644286020054 0.033425811411572 0.00337828707332234 0.00115878211999189 0.0070566650201115 0.00567196877581189 0.00271680069550098 0.00504591785245736 0.00457644959040776 0.00294964948331973 0.0113150331530471 0.00180189920175865 0.00163371998039536 0.0101142914938809 0.00803234357010897
"fehlen" 0 0.00403079527590794 0 0.00657883916382954 0.00426562016785215 0 0.00467180565288484 0.0069230502959604 0.00682342344801234 0.00494659921304103 0.00212206094559036 0.00374153477756576 0 0.00658577144080215 0.0066851622823144 0.00540525931731575 0.00289695529997972 0.00100809500287307 0.00389947853337067 0 0.0151377535573721 0.00457644959040776 0.00786573195551929 0 0 0.00571801993138376 0.0283200161828664 0.00401617178505449
"getroffen" 0.00292585873954005 0.0120923858277238 0.00231454692743895 0.00246706468643608 0.00533202520981519 0.00208446241714262 0.00840925017519271 0.0034615251479802 0.00477639641360864 0.00449690837549185 0.00212206094559036 0.00374153477756576 0 0.00493932858060161 0.0133703245646288 0.010134861219967 0.00811147483994322 0.00504047501436535 0.00283598438790594 0 0 0.00457644959040776 0.00196643298887982 0.00678901989182828 0 0.0040842999509884 0.00202285829877617 0.0013387239283515
"tot" 0 0 0.0115727346371948 0 0 0.00625338725142786 0.0149497780892315 0 0.00341171172400617 0 0 0.00374153477756576 0.012950012950013 0.00329288572040107 0.0033425811411572 0 0 0.00504047501436535 0.000354498048488243 0 0 0 0 0.0203670596754848 0.00180189920175865 0 0 0
"diesmal" 0.00292585873954005 0 0.00231454692743895 0.00904590385026562 0 0.00416892483428524 0 0 0.0061410811032111 0.0058459808881394 0 0 0 0.00164644286020054 0.0100277434234716 0.00270262965865787 0.00173817317998783 0.00100809500287307 0 0 0 0.00457644959040776 0 0.00226300663060943 0.00360379840351731 0.00490115994118608 0 0
"erschienen" 0.0204810111767804 0.00100769881897698 0.0138872815646337 0.00246706468643608 0.00799803781472279 0.00625338725142786 0.0158841392198085 0.0034615251479802 0.00887045048241604 0.0058459808881394 0 0 0 0.0148179857418048 0.0133703245646288 0.00472960190265128 0.000579391059995944 0.0070566650201115 0.00354498048488243 0.0135840034775049 0 0.00152548319680259 0 0 0 0.00571801993138376 0.00404571659755234 0
"gelegen" 0 0.00604619291386191 0 0.00493412937287216 0.00319921512588912 0.00208446241714262 0.00654052791403878 0.017307625739901 0.0040940540688074 0.0058459808881394 0.00212206094559036 0.00374153477756576 0 0.00164644286020054 0 0.00135131482932894 0.00637330165995539 0.00201619000574614 0.00638096487278838 0.00815040208650293 0.00504591785245736 0 0.00294964948331973 0.00452601326121886 0.00540569760527596 0.00163371998039536 0.0101142914938809 0
"glied" 0.0146292936977003 0 0 0.00246706468643608 0.00159960756294456 0 0 0 0 0.00134907251264755 0 0.00374153477756576 0 0 0 0.00405394448798681 0.00405573741997161 0.00504047501436535 0.00141799219395297 0.00543360139100196 0 0.00152548319680259 0 0 0 0.00081685999019768 0 0.0013387239283515
"klugheit" 0.0117034349581602 0.00100769881897698 0 0.00328941958191477 0.00106640504196304 0 0.0028030833917309 0.0034615251479802 0.0040940540688074 0.00539629005059022 0.00212206094559036 0 0 0.00164644286020054 0.0033425811411572 0.00675657414664469 0.00173817317998783 0.0070566650201115 0.00177249024244122 0.00271680069550098 0 0.00305096639360517 0.010815381438839 0.0181040530448754 0.0252265888246212 0.00163371998039536 0.00404571659755234 0.00937106749846047
"sonderbar" 0 0 0 0.00328941958191477 0.00106640504196304 0.00416892483428524 0.00560616678346181 0.0034615251479802 0.0020470270344037 0 0 0.00374153477756576 0 0 0.0300832302704148 0 0.00463512847996755 0.00504047501436535 0.010280443406159 0.00271680069550098 0.0151377535573721 0.00305096639360517 0.0088489484499592 0 0.00360379840351731 0.00245057997059304 0.00404571659755234 0.0013387239283515
"ergriffen" 0.00292585873954005 0.00604619291386191 0.00694364078231686 0.00822354895478693 0.00373241764687063 0.00833784966857048 0.0355057229619248 0.0103845754439406 0.0081881081376148 0.0134907251264755 0 0.00748306955513151 0 0.0181108714622059 0 0.00878354639063809 0.00173817317998783 0.0070566650201115 0.00212698829092946 0.00271680069550098 0.0100918357049147 0.0152548319680259 0.000983216494439911 0 0.00180189920175865 0.0171540597941513 0.00809143319510468 0.0013387239283515
"gelang" 0.0117034349581602 0.00604619291386191 0.00231454692743895 0.00328941958191477 0.00106640504196304 0.00208446241714262 0.0261621116561551 0.0103845754439406 0.00545873875840987 0.00539629005059022 0 0.00748306955513151 0.012950012950013 0.00987865716120322 0.0100277434234716 0.00270262965865787 0.00231756423998378 0.00504047501436535 0.00850795316371783 0 0.0100918357049147 0.00305096639360517 0.000983216494439911 0 0 0.00898545989217448 0.00606857489632851 0.00401617178505449
"grabe" 0.00292585873954005 0 0.00231454692743895 0.00164470979095739 0.0159960756294456 0.00625338725142786 0.00467180565288484 0.0034615251479802 0.000682342344801234 0 0.00424412189118071 0 0.012950012950013 0.00329288572040107 0.0033425811411572 0.00608091673198022 0.00637330165995539 0.00100809500287307 0.00673546292127662 0.0135840034775049 0.00504591785245736 0.00457644959040776 0.0088489484499592 0.00905202652243771 0 0.0114360398627675 0 0.0013387239283515
"käme" 0 0.00302309645693095 0.00231454692743895 0.00328941958191477 0.00693163277275975 0 0.00186872226115394 0.0207691508878812 0.00682342344801234 0.00989319842608207 0.00424412189118071 0.00748306955513151 0 0.00823221430100268 0.0033425811411572 0.00337828707332234 0.00753208377994728 0.00403238001149228 0.00673546292127662 0.00271680069550098 0 0.00457644959040776 0.00196643298887982 0.00905202652243771 0.00540569760527596 0.00490115994118608 0.00202285829877617 0
"etc" 0 0.00100769881897698 0 0 0.00479882268883367 0 0.000934361130576968 0 0 0 0.0127323656735421 0.0860552998840124 0 0 0 0.000675657414664469 0.00289695529997972 0 0.00531747072732365 0 0 0 0 0 0.00180189920175865 0 0 0
"versehen" 0.00585171747908011 0.00503849409488492 0.00462909385487791 0.00904590385026562 0.00533202520981519 0 0.000934361130576968 0.0069230502959604 0.00477639641360864 0.00359752670039348 0.00848824378236143 0 0 0 0 0.0155401205372828 0.00695269271995133 0.0292347550833191 0.00177249024244122 0.00271680069550098 0 0.00457644959040776 0.000983216494439911 0.00226300663060943 0.00180189920175865 0.00571801993138376 0 0
"angenehme" 0.00292585873954005 0.0120923858277238 0 0.00164470979095739 0.00213281008392608 0 0.000934361130576968 0.0069230502959604 0.00545873875840987 0.00089938167509837 0 0 0.012950012950013 0.00164644286020054 0 0 0.000579391059995944 0.00100809500287307 0.00141799219395297 0.00271680069550098 0 0 0.0147482474165987 0.00678901989182828 0.00900949600879327 0.00245057997059304 0.00202285829877617 0.00669361964175748
"frühling" 0 0 0 0.000822354895478693 0.00319921512588912 0.0375203235085671 0.00186872226115394 0.0103845754439406 0.000682342344801234 0.00089938167509837 0 0 0 0.00164644286020054 0.0066851622823144 0 0.000579391059995944 0.00100809500287307 0.00177249024244122 0 0 0.00610193278721035 0.0147482474165987 0.00452601326121886 0 0.00571801993138376 0.00202285829877617 0.0013387239283515
"fügte" 0.00292585873954005 0.00201539763795397 0.0324036569841454 0 0.0175956831923901 0 0.000934361130576968 0.0034615251479802 0.0504933335152913 0.0188870151770658 0.00212206094559036 0 0 0.0724434858488236 0.0033425811411572 0.0148644631226183 0.0121672122599148 0.0231861850660806 0 0.00271680069550098 0 0.00457644959040776 0.00196643298887982 0 0.00180189920175865 0 0.0101142914938809 0
"griff" 0.00292585873954005 0 0 0.00164470979095739 0.00479882268883367 0.00208446241714262 0.00560616678346181 0.0103845754439406 0.0020470270344037 0.00719505340078696 0.00424412189118071 0.00748306955513151 0 0.00329288572040107 0.0100277434234716 0.00608091673198022 0.00984964801993105 0.00302428500861921 0.0074444590182531 0 0.0100918357049147 0.00305096639360517 0 0 0 0.00245057997059304 0.00202285829877617 0.0013387239283515
"hitze" 0.00292585873954005 0 0 0.000822354895478693 0.00533202520981519 0.00625338725142786 0.00186872226115394 0.0034615251479802 0.0020470270344037 0.00269814502529511 0.00212206094559036 0.00374153477756576 0 0.00164644286020054 0.0100277434234716 0 0.00463512847996755 0.00806476002298457 0.00602646682430013 0.00271680069550098 0 0 0.00196643298887982 0.00226300663060943 0 0.00081685999019768 0 0.00535489571340598
"reue" 0 0.00705389173283889 0 0.00411177447739346 0.0026660126049076 0 0.0214903060032703 0.0034615251479802 0.000682342344801234 0.0089938167509837 0 0 0 0.0131715428816043 0.0066851622823144 0.00743223156130915 0.000579391059995944 0 0.00319048243639419 0.00271680069550098 0.0151377535573721 0.0122038655744207 0.00589929896663946 0.015841046414266 0 0.00571801993138376 0 0.00401617178505449
"schutz" 0 0 0.00231454692743895 0.00575648426835085 0.00373241764687063 0 0.000934361130576968 0 0.0020470270344037 0.00944350758853288 0 0 0.012950012950013 0.00493932858060161 0.0033425811411572 0.0148644631226183 0.00231756423998378 0.00604857001723842 0.00815345511522959 0.0163008041730059 0.00504591785245736 0.00762741598401294 0.0137650309221587 0.0203670596754848 0.00720759680703461 0.00898545989217448 0 0
"staat" 0 0 0 0.0131576783276591 0.0159960756294456 0.0104223120857131 0.0028030833917309 0 0.00341171172400617 0.00089938167509837 0.00636618283677107 0.0224492086653945 0 0 0 0.00202697224399341 0.00173817317998783 0.00403238001149228 0.00389947853337067 0.00543360139100196 0 0 0.000983216494439911 0 0 0 0 0.00267744785670299
"wetter" 0.00292585873954005 0.00302309645693095 0 0.00164470979095739 0.00106640504196304 0.00625338725142786 0 0.0103845754439406 0.00136468468960247 0.00539629005059022 0.00424412189118071 0.0224492086653945 0 0 0 0.00608091673198022 0.00347634635997567 0.0110890450316038 0.00389947853337067 0 0 0.00305096639360517 0.000983216494439911 0.00226300663060943 0.00180189920175865 0.00326743996079072 0 0.00267744785670299
"angenehmen" 0.00877757621862017 0.00906928937079286 0 0.00657883916382954 0.00159960756294456 0 0 0 0.00682342344801234 0.000449690837549185 0 0 0 0.00164644286020054 0 0.000675657414664469 0.00173817317998783 0.00201619000574614 0.00389947853337067 0 0.0100918357049147 0.00152548319680259 0.0127818144277188 0.00678901989182828 0.0144151936140692 0.00490115994118608 0.00202285829877617 0.00267744785670299
"maler" 0.00585171747908011 0 0 0.0287824213417542 0.00319921512588912 0 0.0597991123569259 0 0.000682342344801234 0.000449690837549185 0.00424412189118071 0.00748306955513151 0 0 0.0066851622823144 0.000675657414664469 0.00405573741997161 0.00100809500287307 0.00957144730918256 0 0 0.0381370799200647 0.00294964948331973 0 0.00180189920175865 0.00081685999019768 0.00404571659755234 0
"vergeblich" 0.00877757621862017 0.00302309645693095 0.00694364078231686 0 0.00106640504196304 0 0.00467180565288484 0.0069230502959604 0.00682342344801234 0.00089938167509837 0.00212206094559036 0.00748306955513151 0 0.00493932858060161 0.0033425811411572 0.00202697224399341 0 0.0070566650201115 0 0.0190176048685068 0.0201836714098294 0.00457644959040776 0 0.00678901989182828 0.00180189920175865 0.00245057997059304 0.0161828663902094 0.00267744785670299
"versuchen" 0.00877757621862017 0.0151154822846548 0.00925818770975582 0.00246706468643608 0.00319921512588912 0.00833784966857048 0.00373744452230787 0.0034615251479802 0.0040940540688074 0.00494659921304103 0.00636618283677107 0.00748306955513151 0 0.0115251000214038 0.0100277434234716 0.00810788897597362 0.00869086589993916 0.00302428500861921 0.00354498048488243 0.00815040208650293 0.0100918357049147 0.00152548319680259 0.00294964948331973 0.00226300663060943 0.00180189920175865 0.0081685999019768 0.00404571659755234 0.00535489571340598
"st" 0.00292585873954005 0 0.00462909385487791 0.032071840923669 0.00319921512588912 0 0.00373744452230787 0 0 0.000449690837549185 0 0.0224492086653945 0 0 0 0.0189184076106051 0.0266519887598134 0.00201619000574614 0.0109894395031355 0 0 0 0.0314629278220771 0.00905202652243771 0.00540569760527596 0.0040842999509884 0 0
"einsamen" 0 0.0120923858277238 0 0.00246706468643608 0.000533202520981519 0.0125067745028557 0.00467180565288484 0.0069230502959604 0.000682342344801234 0.00359752670039348 0.00424412189118071 0.00374153477756576 0.012950012950013 0.00164644286020054 0.0233980679881004 0.00472960190265128 0 0.00100809500287307 0.00319048243639419 0 0 0.00762741598401294 0.0275300618443175 0.00905202652243771 0.00180189920175865 0.00571801993138376 0 0.00401617178505449
"erklärung" 0.00292585873954005 0 0.00231454692743895 0.00411177447739346 0.00853124033570431 0 0.00186872226115394 0.0138461005919208 0.0020470270344037 0.00359752670039348 0 0 0 0.0131715428816043 0 0.00337828707332234 0.00347634635997567 0.00302428500861921 0.00921694926069432 0.0108672027820039 0 0.00915289918081552 0.00294964948331973 0.00226300663060943 0.00180189920175865 0.0106191798725698 0.00606857489632851 0
"tritt" 0 0.00100769881897698 0.0115727346371948 0.00328941958191477 0.00373241764687063 0.00208446241714262 0.0102779724363466 0 0.00272936937920493 0.00629567172568859 0.0106103047279518 0.0112246043326973 0 0 0 0.00608091673198022 0.00173817317998783 0 0.00992594535767081 0.00271680069550098 0 0.0137293487712233 0.000983216494439911 0.00226300663060943 0.00180189920175865 0.00490115994118608 0.00606857489632851 0.00535489571340598
"worüber" 0.00292585873954005 0.00604619291386191 0.00231454692743895 0.00411177447739346 0.0101308478986489 0 0.00467180565288484 0 0.00341171172400617 0.00089938167509837 0.00636618283677107 0 0 0.00329288572040107 0.0066851622823144 0 0.00347634635997567 0.0120971400344768 0.00141799219395297 0 0 0.00457644959040776 0.00393286597775964 0.00452601326121886 0.00720759680703461 0.00163371998039536 0.00606857489632851 0
"begebenheit" 0 0.00201539763795397 0 0 0 0 0.0158841392198085 0.0034615251479802 0 0.00134907251264755 0 0 0 0 0.0066851622823144 0.000675657414664469 0.00231756423998378 0 0.00212698829092946 0.0163008041730059 0 0.0137293487712233 0.000983216494439911 0 0.00180189920175865 0.00163371998039536 0 0.0013387239283515
"vorwürfe" 0.00877757621862017 0.00201539763795397 0.0115727346371948 0 0.00533202520981519 0 0.000934361130576968 0.0069230502959604 0.00341171172400617 0.00539629005059022 0 0 0 0.0197573143224064 0.0100277434234716 0.00337828707332234 0.00115878211999189 0.00100809500287307 0.00177249024244122 0.00815040208650293 0.0151377535573721 0 0.00196643298887982 0.0135780397836566 0.00720759680703461 0.00081685999019768 0.00202285829877617 0.0267744785670299
"anstalten" 0 0.00403079527590794 0 0.00164470979095739 0.00159960756294456 0 0 0 0 0.00224845418774592 0.00212206094559036 0.00748306955513151 0 0 0.0066851622823144 0.00270262965865787 0 0 0.00673546292127662 0 0 0.00457644959040776 0.00393286597775964 0.00905202652243771 0.0180189920175865 0.00245057997059304 0.00202285829877617 0.00803234357010897
"gehn" 0 0.00503849409488492 0 0 0 0.043773710759995 0.00186872226115394 0 0.032070090205658 0.000449690837549185 0.00424412189118071 0 0 0 0.0066851622823144 0.00202697224399341 0.00289695529997972 0 0.00460847463034716 0.0597696153010215 0.00504591785245736 0.0305096639360517 0 0 0.00180189920175865 0.00081685999019768 0 0
"knie" 0.0234068699163204 0.0201539763795397 0.00694364078231686 0.00164470979095739 0.0026660126049076 0.0104223120857131 0.00840925017519271 0.0103845754439406 0.0020470270344037 0.00269814502529511 0.0106103047279518 0 0 0.00823221430100268 0.0033425811411572 0.00810788897597362 0.0173817317998783 0.00806476002298457 0.00531747072732365 0.0135840034775049 0.0201836714098294 0.00305096639360517 0.00393286597775964 0.0113150331530471 0.00180189920175865 0.00490115994118608 0.00202285829877617 0.00401617178505449
"mädchens" 0.0117034349581602 0 0 0.000822354895478693 0 0.0145912369199983 0.0028030833917309 0.0069230502959604 0.00136468468960247 0.00674536256323777 0 0 0 0.00823221430100268 0.0033425811411572 0.00608091673198022 0.000579391059995944 0.00100809500287307 0.00886245121220608 0.00543360139100196 0 0 0.00393286597775964 0.015841046414266 0.0126132944123106 0.0081685999019768 0.00202285829877617 0.00267744785670299
"notwendigkeit" 0.0146292936977003 0.00503849409488492 0 0.00740119405930824 0.00319921512588912 0 0.000934361130576968 0 0.000682342344801234 0.00449690837549185 0 0.00374153477756576 0 0.0131715428816043 0 0.00472960190265128 0.00347634635997567 0.00201619000574614 0.00106349414546473 0 0 0.00762741598401294 0.000983216494439911 0 0 0.0040842999509884 0.0182057246889855 0.0147259632118664
"schwarze" 0 0.00604619291386191 0.00231454692743895 0.00246706468643608 0.00533202520981519 0 0.00560616678346181 0 0.000682342344801234 0.00224845418774592 0.0530515236397589 0.0448984173307891 0 0 0 0.0378368152212102 0.00231756423998378 0.00201619000574614 0.00319048243639419 0.00271680069550098 0.0252295892622868 0.00610193278721035 0.00393286597775964 0 0 0.0106191798725698 0.00404571659755234 0.00267744785670299
"bauern" 0.00292585873954005 0 0 0.00411177447739346 0.00319921512588912 0 0.00560616678346181 0 0.0081881081376148 0.00674536256323777 0.00212206094559036 0.014966139110263 0.0259000259000259 0 0 0.00540525931731575 0.000579391059995944 0.00403238001149228 0.00106349414546473 0.00271680069550098 0.00504591785245736 0 0.00196643298887982 0 0 0.00163371998039536 0 0.0120485153551635
"enthalten" 0.00292585873954005 0.00201539763795397 0.00925818770975582 0.00740119405930824 0.00693163277275975 0 0.00654052791403878 0 0.0102351351720185 0.00224845418774592 0.00424412189118071 0 0.012950012950013 0.00329288572040107 0.0066851622823144 0.00472960190265128 0.00289695529997972 0.00604857001723842 0.00425397658185892 0 0.0100918357049147 0.00305096639360517 0.00393286597775964 0 0.00540569760527596 0.00245057997059304 0.0222514412865379 0.00267744785670299
"gebet" 0.00292585873954005 0.00906928937079286 0.0231454692743895 0.000822354895478693 0.0122636579825749 0.00208446241714262 0.0242933893950012 0.0069230502959604 0 0.0058459808881394 0 0.00374153477756576 0 0 0.0033425811411572 0.00540525931731575 0.00173817317998783 0.00100809500287307 0.00531747072732365 0.0271680069550098 0 0 0.00688251546107937 0.00452601326121886 0.00360379840351731 0.00326743996079072 0 0.0013387239283515
"gegenwärtigen" 0 0 0 0.010690613641223 0.00906444285668583 0.00208446241714262 0 0.0276922011838416 0.0020470270344037 0.00224845418774592 0.00424412189118071 0 0 0.00329288572040107 0.0033425811411572 0.00675657414664469 0.00289695529997972 0.00403238001149228 0.00708996096976486 0.00271680069550098 0.00504591785245736 0.00152548319680259 0.000983216494439911 0.00452601326121886 0.00180189920175865 0.00163371998039536 0.012137149792657 0.00535489571340598
"stumm" 0 0 0.00231454692743895 0.000822354895478693 0.000533202520981519 0.00833784966857048 0.0028030833917309 0.0034615251479802 0.000682342344801234 0.00224845418774592 0 0.0112246043326973 0 0.00164644286020054 0.0033425811411572 0.00337828707332234 0 0 0.0024814863394177 0 0.00504591785245736 0.00305096639360517 0 0.00452601326121886 0.00180189920175865 0.00653487992158144 0.00202285829877617 0.00401617178505449
"verdienst" 0 0 0.0115727346371948 0.0222035821779247 0.00426562016785215 0 0.0028030833917309 0.0034615251479802 0.00545873875840987 0.00314783586284429 0.00636618283677107 0.00374153477756576 0 0.00164644286020054 0.0066851622823144 0.00675657414664469 0.00289695529997972 0.0100809500287307 0.00602646682430013 0.0135840034775049 0 0.00152548319680259 0.00983216494439911 0.00905202652243771 0.0126132944123106 0.00326743996079072 0.00606857489632851 0.00669361964175748
"anzunehmen" 0 0.00604619291386191 0.00925818770975582 0.00164470979095739 0.00426562016785215 0 0.00186872226115394 0.0034615251479802 0.00750576579281357 0.00269814502529511 0.00424412189118071 0.00374153477756576 0 0.00987865716120322 0 0.00743223156130915 0.00173817317998783 0.00201619000574614 0.00389947853337067 0.00271680069550098 0 0.00305096639360517 0.00294964948331973 0.00226300663060943 0.00540569760527596 0.00980231988237216 0.00809143319510468 0.0147259632118664
"brauchte" 0.00292585873954005 0.0161231811036317 0.00231454692743895 0.000822354895478693 0.00159960756294456 0 0.000934361130576968 0.0103845754439406 0.0170585586200308 0.00629567172568859 0.00636618283677107 0.00374153477756576 0.012950012950013 0.0312824143438102 0.0066851622823144 0.00337828707332234 0.00579391059995944 0.00504047501436535 0.00602646682430013 0 0 0 0.000983216494439911 0.00226300663060943 0.00180189920175865 0.00326743996079072 0 0.00401617178505449
"gefahren" 0.00585171747908011 0.0100769881897698 0 0.00328941958191477 0.00159960756294456 0 0.0028030833917309 0.0069230502959604 0.00545873875840987 0.0134907251264755 0.00212206094559036 0.00374153477756576 0 0.00823221430100268 0 0.0128374908786249 0.00463512847996755 0.00806476002298457 0.00460847463034716 0 0 0.00305096639360517 0 0.00226300663060943 0.00180189920175865 0.00653487992158144 0.00404571659755234 0.00267744785670299
"größere" 0.00585171747908011 0 0.0115727346371948 0.010690613641223 0.00426562016785215 0.00208446241714262 0.00186872226115394 0 0.000682342344801234 0.00494659921304103 0 0.00374153477756576 0 0.00658577144080215 0.0033425811411572 0.00202697224399341 0.00405573741997161 0.0120971400344768 0.00460847463034716 0.00271680069550098 0 0.00457644959040776 0.00294964948331973 0 0.00180189920175865 0.00245057997059304 0.00809143319510468 0.00401617178505449
"p" 0 0 0 0.00164470979095739 0 0 0.00186872226115394 0 0 0 0.00212206094559036 0.0112246043326973 0 0.00164644286020054 0 0 0.00231756423998378 0 0.00567196877581189 0 0.00504591785245736 0 0 0.00678901989182828 0.0612645728597942 0.00571801993138376 0 0.0013387239283515
"veränderung" 0.00585171747908011 0.00201539763795397 0.00231454692743895 0.00657883916382954 0.0026660126049076 0.00208446241714262 0.000934361130576968 0.0069230502959604 0.0020470270344037 0.00359752670039348 0 0 0 0.0115251000214038 0.0033425811411572 0.00202697224399341 0.00289695529997972 0.00201619000574614 0.00354498048488243 0.00271680069550098 0.0201836714098294 0.00457644959040776 0.000983216494439911 0.00678901989182828 0.00720759680703461 0.0106191798725698 0.00202285829877617 0.00267744785670299
"verschwunden" 0.00585171747908011 0.00604619291386191 0 0.00986825874574431 0.000533202520981519 0.00625338725142786 0.0196215837421163 0.0034615251479802 0 0.0058459808881394 0 0.00374153477756576 0 0.00329288572040107 0 0.00337828707332234 0 0.00201619000574614 0.0049629726788354 0 0.0403673428196589 0.00305096639360517 0.00196643298887982 0.00452601326121886 0 0.00735173991177912 0.00202285829877617 0.0013387239283515
"langer" 0.00877757621862017 0.00403079527590794 0.00462909385487791 0.00493412937287216 0.00159960756294456 0.00416892483428524 0.0112123335669236 0 0.0061410811032111 0.00989319842608207 0.00424412189118071 0 0 0 0 0.00337828707332234 0.00405573741997161 0.00100809500287307 0.00177249024244122 0.00271680069550098 0 0.00152548319680259 0.000983216494439911 0.00226300663060943 0.00180189920175865 0.00980231988237216 0 0.00535489571340598
"neuer" 0.00292585873954005 0.00302309645693095 0 0.00740119405930824 0.00319921512588912 0.00208446241714262 0.00373744452230787 0.0034615251479802 0.0040940540688074 0.00359752670039348 0 0 0.0388500388500388 0.00164644286020054 0.033425811411572 0.00135131482932894 0.00231756423998378 0.00100809500287307 0.00319048243639419 0 0 0.00762741598401294 0.0117985979332789 0 0 0.00163371998039536 0 0.00535489571340598
"wand" 0.00585171747908011 0.0100769881897698 0.0162018284920727 0.00164470979095739 0.00213281008392608 0.00416892483428524 0.0177528614809624 0.0034615251479802 0.00272936937920493 0.00539629005059022 0 0.00374153477756576 0.012950012950013 0 0 0.00270262965865787 0.00347634635997567 0.0070566650201115 0.00567196877581189 0.00271680069550098 0.0100918357049147 0.0106783823776181 0.00786573195551929 0.00678901989182828 0 0.00163371998039536 0 0.0013387239283515
"entdeckt" 0.00292585873954005 0 0 0.00328941958191477 0.00426562016785215 0 0.00467180565288484 0.0103845754439406 0.0040940540688074 0.00224845418774592 0 0.00374153477756576 0 0.00493932858060161 0 0.00202697224399341 0.00115878211999189 0.0131052350373499 0.00602646682430013 0.0108672027820039 0.0100918357049147 0.00152548319680259 0.00196643298887982 0.00678901989182828 0.00360379840351731 0.00163371998039536 0.00404571659755234 0.00803234357010897
"flügel" 0 0.00403079527590794 0.00462909385487791 0.00164470979095739 0.0026660126049076 0.0104223120857131 0.00654052791403878 0 0.0020470270344037 0.00224845418774592 0.00212206094559036 0.014966139110263 0 0 0 0 0.00405573741997161 0.00201619000574614 0.00567196877581189 0 0 0 0 0 0.00180189920175865 0.00163371998039536 0.00404571659755234 0.0013387239283515
"schlief" 0.0117034349581602 0.00705389173283889 0.0138872815646337 0.000822354895478693 0.00319921512588912 0.00625338725142786 0.0028030833917309 0.0069230502959604 0.00477639641360864 0.00314783586284429 0.00424412189118071 0.00374153477756576 0 0.00329288572040107 0 0.00202697224399341 0.00289695529997972 0.0100809500287307 0.00212698829092946 0 0 0.00915289918081552 0.0088489484499592 0.00452601326121886 0.00180189920175865 0.00081685999019768 0 0.0013387239283515
"traurigen" 0 0.0110846870087468 0 0.00328941958191477 0.00106640504196304 0 0.000934361130576968 0 0.00545873875840987 0.0125913434513772 0.00212206094559036 0 0.0259000259000259 0.0197573143224064 0 0.000675657414664469 0.00173817317998783 0.00302428500861921 0.00531747072732365 0.00271680069550098 0.00504591785245736 0.00152548319680259 0.0117985979332789 0.015841046414266 0.00360379840351731 0.0040842999509884 0.00404571659755234 0.00267744785670299
