"m_Arnim_Isabella-von-Aegypten_1812" "m_Diderot_Jakob_1796" "m_Hauff_Lichtenstein_1826" "m_Hoffmann_Kater-Murr_1820" "m_Lesage_Gil-Blas_1715" "m_Manzoni_Die-Verlobten_1826" "m_Novalis_Ofterdingen_1802" "m_Paul_Siebenkaes_1796" "m_Prevost-dExiles_Manon-Lescaut_1731" "m_Restif-de-la-Bretonne_Anti-Justine_1793" "m_Thuemmel_Reise-in-mittaegliche-Provinzen_1791" "w_La-Roche_Sternheim-Teil-1_1771" "w_La-Roche_Sternheim-Teil-2_1771" "w_Unger_Bekenntnisse_1806" "w_Wobeser_Elisa_1795"
"herrn" 0.0177129988106987 0.187387621585321 0.0887240522113071 0.0526581059631544 0.136468468960247 0.0566610455311973 0.00447017277217764 0.00957525304014284 0.126776100235441 0.0306748466257669 0.0432487619155657 0.031682092828532 0.0504531776492423 0.0343885910791949 0.0428391657072478
"solange" 0.00253042840152838 0.015164316197656 0.00879247364256197 0.00451355193969895 0.00341171172400617 0 0 0.00394275125182352 0.00987865716120322 0.0047192071731949 0 0.00678901989182828 0.00360379840351731 0 0
"leib" 0.0151825704091703 0.0064989926561383 0.0111904209996243 0.00902710387939789 0.00136468468960247 0.00314783586284429 0.00223508638608882 0.00844875268247898 0 0 0.00354498048488243 0.00905202652243771 0.00180189920175865 0 0.00401617178505449
"gute" 0.0227738556137554 0.0465761140356578 0.0535541576410593 0.0315948635778926 0.061410811032111 0.0665542439572794 0.0134105183165329 0.041117263054731 0.0246966429030081 0.0212364322793771 0.0634551506793955 0.0520491525040168 0.0792835648773808 0.0182057246889855 0.0562264049907628
"hundert" 0 0.00866532354151773 0.0143876841423741 0.00526581059631544 0.0177409009648321 0.0161888701517707 0 0.00788550250364705 0.0230502000428075 0.0165172251061822 0.00921694926069432 0.00678901989182828 0.00900949600879327 0.00404571659755234 0.00401617178505449
"alsdann" 0 0.00108316544268972 0 0.000752258656616491 0.00136468468960247 0.00629567172568859 0.00223508638608882 0.00337950107299159 0 0 0.00921694926069432 0.00452601326121886 0.00720759680703461 0.012137149792657 0.00535489571340598
"eher" 0.00253042840152838 0.0119148198695869 0.00719384207118706 0.00225677596984947 0.0156938739304284 0.0134907251264755 0.00447017277217764 0.0270360085839327 0.00329288572040107 0.0117980179329873 0.036513298994289 0.0113150331530471 0.0108113952105519 0.0222514412865379 0.0147259632118664
"not" 0.0101217136061135 0.00974848898420745 0.0175849472851239 0.00752258656616491 0.0143291892408259 0.0220348510399101 0.00894034554435529 0.0107017533978067 0.0148179857418048 0 0.00567196877581189 0.00452601326121886 0.00540569760527596 0.00202285829877617 0.00803234357010897
"besser" 0.020243427212227 0.0541582721344858 0.0239794735706235 0.0278335702948102 0.0368464866192666 0.0314783586284429 0.0111754319304441 0.0315420100145882 0.0148179857418048 0.0235960358659745 0.0347408087518478 0.0113150331530471 0.0180189920175865 0.024274299585314 0.0227583067819754
"liebhaber" 0.00759128520458514 0.00433266177075887 0.00239794735706235 0.00225677596984947 0.0143291892408259 0 0 0.00337950107299159 0.0164644286020054 0.0306748466257669 0.00638096487278838 0.00226300663060943 0.00720759680703461 0 0
"sagt" 0.00506085680305676 0.0444097831502784 0.0207822104278737 0.0338516395477421 0.0416228830328753 0.0503653738055087 0.0134105183165329 0.0692797719963276 0.00658577144080215 0.0235960358659745 0.0127619297455768 0.0452601326121886 0.0126132944123106 0.00606857489632851 0.0240970307103269
"diejenigen" 0 0 0.000799315785687452 0.00451355193969895 0.0020470270344037 0.0202360876897133 0 0 0 0.00235960358659745 0.00283598438790594 0.00905202652243771 0.00180189920175865 0.0262971578840902 0.00535489571340598
"ursache" 0.0101217136061135 0.0184138125257252 0.00799315785687451 0.00977936253601438 0.00477639641360864 0.012141652613828 0.00447017277217764 0.00732225232481511 0.0115251000214038 0 0.0120529336486003 0.0294190861979226 0.0360379840351731 0.0161828663902094 0.00803234357010897
"tafel" 0 0.00324949632806915 0.0167856314994365 0.0082748452227814 0.00955279282721727 0.00359752670039348 0.00447017277217764 0.00450600143065545 0.00164644286020054 0.0047192071731949 0.0127619297455768 0.00226300663060943 0.0144151936140692 0.00202285829877617 0
"kamen" 0.0177129988106987 0.0173306470830355 0.0231801577849361 0.00902710387939789 0.0266113514472481 0.0206857785272625 0.0424666413356876 0.0129547541131344 0.0230502000428075 0.025955639452572 0.00815345511522959 0.0226300663060943 0.0234246896228625 0.0101142914938809 0.00937106749846047
"gehört" 0.0253042840152838 0.0216633088537943 0.0359692103559353 0.0142929144757133 0.0225172973784407 0.0373243395165824 0.0424666413356876 0.00619575196715125 0.0164644286020054 0.0235960358659745 0.0205608868123181 0.0113150331530471 0.0270284880263798 0.0202285829877617 0.0200808589252724
"fuß" 0.00759128520458514 0.0259959706245532 0.0151869999280616 0.00601806925293193 0.00955279282721727 0.0188870151770658 0.00894034554435529 0.00957525304014284 0.00987865716120322 0.0353940537989618 0.00602646682430013 0.00452601326121886 0 0 0.00267744785670299
"buch" 0.0151825704091703 0.00758215809882801 0.00319726314274981 0.0210632423852617 0.0040940540688074 0.00494659921304103 0.024585950246977 0.0185872559014537 0.00329288572040107 0.00943841434638981 0.0163069102304592 0.00452601326121886 0 0.00809143319510468 0.010709791426812
"wozu" 0.020243427212227 0.0194969779684149 0.00239794735706235 0.00601806925293193 0.0040940540688074 0.00224845418774592 0.00894034554435529 0.00337950107299159 0.00164644286020054 0.00235960358659745 0.00177249024244122 0.00452601326121886 0.0108113952105519 0.00404571659755234 0.0013387239283515
"hätten" 0.0177129988106987 0.0444097831502784 0.0199828946421863 0.00677032790954842 0.0313877478608567 0.0314783586284429 0.0223508638608882 0.0180240057226218 0.067504157268222 0.0047192071731949 0.0258783575396417 0.0362081060897508 0.0216227904211038 0.0283200161828664 0.0174034110685694
"gesagt" 0.00506085680305676 0.0617404302333138 0.0263774209276859 0.0225677596984947 0.029340720826453 0.0683530073074761 0.0111754319304441 0.0174607555437899 0.0296359714836097 0.0141576215195847 0.0113439375516238 0.0203670596754848 0.0270284880263798 0.00809143319510468 0.0307906503520844
"solchen" 0.020243427212227 0.0238296397391738 0.0279760524990608 0.0165496904455628 0.011599819861621 0.0589094997189432 0.00447017277217764 0.0591412687773528 0.0493932858060161 0.00707881075979235 0.0350953068003361 0.00452601326121886 0.00900949600879327 0.0566400323657328 0.00937106749846047
"übel" 0.00253042840152838 0.015164316197656 0.0143876841423741 0.00902710387939789 0.0163762162752296 0.00719505340078696 0.00670525915826647 0.00732225232481511 0.00823221430100268 0.0047192071731949 0.0113439375516238 0.0384711127203603 0.0180189920175865 0.0161828663902094 0.00267744785670299
"unsere" 0.00506085680305676 0.0606572647906241 0.0287753682847483 0.0150451731323298 0.0143291892408259 0.0238336143901068 0.0357613821774212 0.0467497648430503 0.088907914450829 0.0495516753185465 0.0457302482549834 0.0429971259815791 0.00720759680703461 0.0890057651461515 0.0816621596294412
"getan" 0.0101217136061135 0.0411602868222092 0.0215815262135612 0.0120361385058639 0.0225172973784407 0.0472175379426644 0 0.0157710050072941 0.0246966429030081 0.0117980179329873 0.0187883965698769 0.0226300663060943 0.0216227904211038 0.0101142914938809 0.00669361964175748
"gerade" 0.00759128520458514 0.0129979853122766 0.0367685261416228 0.0504013299933049 0.0402581983432728 0.0544125913434514 0.0290561230191547 0.0619575196715125 0.0444539572254145 0.0519112789051439 0.0223333770547593 0.00452601326121886 0.0126132944123106 0.0445028825730758 0.00535489571340598
"leibe" 0.00506085680305676 0.00433266177075887 0.000799315785687452 0.00677032790954842 0.000682342344801234 0.00629567172568859 0 0.00619575196715125 0.00164644286020054 0 0.00354498048488243 0 0 0 0
"kommen" 0.0430172828259824 0.0704057537748316 0.0567514207838091 0.0323471222345091 0.0347994595848629 0.0921866216975829 0.0424666413356876 0.033231760551084 0.0625648286876204 0.0330344502123643 0.0453757502064951 0.0588381723958451 0.046849379245725 0.0465257408718519 0.0481940614206538
"ferner" 0.00506085680305676 0.00974848898420745 0.00559521049981216 0.00752258656616491 0.00682342344801234 0.00224845418774592 0 0.0185872559014537 0.00329288572040107 0.00943841434638981 0.00212698829092946 0 0 0 0.0013387239283515
"kleider" 0.0379564260229257 0.00974848898420745 0.00319726314274981 0.00225677596984947 0.00682342344801234 0.00629567172568859 0.00894034554435529 0.00732225232481511 0.00823221430100268 0.0047192071731949 0.000708996096976486 0.00905202652243771 0.0144151936140692 0 0.0013387239283515
"seien" 0.00253042840152838 0.0140811507549663 0.0239794735706235 0.000752258656616491 0.00955279282721727 0.00629567172568859 0.00223508638608882 0.00281625089415966 0.0246966429030081 0.00707881075979235 0 0 0.00360379840351731 0 0
"daher" 0 0.0119148198695869 0.0391664734986851 0.0624374684991688 0.00955279282721727 0.0184373243395166 0.024585950246977 0.0653370207445041 0.0362217429244118 0.0235960358659745 0.00708996096976486 0.015841046414266 0.0198208912193452 0.0343885910791949 0.010709791426812
"sagten" 0 0.00324949632806915 0.00559521049981216 0 0.0129645045512234 0.00854412591343451 0.0156456047026218 0.00563250178831932 0.00493932858060161 0.0047192071731949 0.00212698829092946 0.00905202652243771 0.0108113952105519 0.00202285829877617 0.0120485153551635
"stube" 0 0.00108316544268972 0.00559521049981216 0.00300903462646596 0 0.00944350758853288 0.0178806910887106 0.0535087669890335 0 0 0.00850795316371783 0.00452601326121886 0.00540569760527596 0 0.00937106749846047
"größte" 0.00759128520458514 0.0129979853122766 0.000799315785687452 0 0.00682342344801234 0.00719505340078696 0.00447017277217764 0.0123915039343025 0.00329288572040107 0.00235960358659745 0.00531747072732365 0.00452601326121886 0.00720759680703461 0.0182057246889855 0.00535489571340598
"gefühl" 0.00759128520458514 0.00866532354151773 0.015986315713749 0.0346038982043586 0.0040940540688074 0.00809443507588533 0.0201157774747994 0.0101385032189748 0.0395146286448129 0.00235960358659745 0.0269418516851065 0.0452601326121886 0.00720759680703461 0.0525943157681804 0.0803234357010897
"schmerz" 0.00253042840152838 0.0119148198695869 0.0167856314994365 0.0391174501440575 0.0272936937920493 0.00809443507588533 0.00670525915826647 0.0214035067956134 0.0559790572468183 0.0141576215195847 0.00425397658185892 0.0226300663060943 0.00720759680703461 0.00404571659755234 0.0629200246325203
"zukunft" 0.0253042840152838 0.00974848898420745 0.0135883683566867 0.00225677596984947 0.0081881081376148 0.0103428892636313 0.024585950246977 0.0185872559014537 0.0148179857418048 0.00235960358659745 0.00921694926069432 0.00905202652243771 0.00540569760527596 0.00606857489632851 0.0214195828536239
"tränen" 0.0379564260229257 0.0205801434111046 0.0343705787845604 0.0323471222345091 0.0177409009648321 0.0152894884766723 0.0491719004939541 0.04956601573721 0.0740899287090242 0.00707881075979235 0.0230423731517358 0.0611011790264545 0.0234246896228625 0.012137149792657 0.139227288548556
"brust" 0.0177129988106987 0.00758215809882801 0.033571262998873 0.103059435956459 0.0081881081376148 0.017088251826869 0.0603473324243982 0.0613942694926806 0.00329288572040107 0.00943841434638981 0.0194973926668534 0.047523139242798 0.0270284880263798 0.00606857489632851 0.0401617178505449
"lage" 0.00253042840152838 0.0129979853122766 0.00879247364256197 0.0120361385058639 0.0163762162752296 0.0134907251264755 0.00894034554435529 0.00675900214598318 0.0312824143438102 0.0047192071731949 0.0166614082789474 0 0.00180189920175865 0.0323657327804187 0.0200808589252724
"ach" 0.0455477112275108 0.0595740993479344 0.0287753682847483 0.0300903462646596 0.0313877478608567 0.0229342327150084 0.0134105183165329 0.0501292659160419 0.0707970429886231 0.0235960358659745 0.0730265979885781 0.0294190861979226 0.00360379840351731 0.00202285829877617 0.14324346033361
"herzen" 0.0278347124168122 0.0238296397391738 0.0271767367133734 0.0210632423852617 0.011599819861621 0.0337268128161889 0.0402315549495988 0.0833610264671259 0.0279895286234091 0.0117980179329873 0.0478572365459128 0.0837312453325488 0.0720759680703461 0.024274299585314 0.109775362124823
"treue" 0.0126521420076419 0.00216633088537943 0.0311733156418106 0.0112838798492474 0.00545873875840987 0.00314783586284429 0.0134105183165329 0.00675900214598318 0.0148179857418048 0.00235960358659745 0.00673546292127662 0.00226300663060943 0.00360379840351731 0.00404571659755234 0.00535489571340598
"meines" 0.0151825704091703 0.0628235956760036 0.0191835788564988 0.0699600550653337 0.0682342344801234 0.00449690837549185 0.0447017277217764 0.0230932573321092 0.116897443074238 0.0778669183577159 0.116629857952632 0.273823802303741 0.149557633745968 0.0627086072620613 0.109775362124823
"entgegen" 0.00759128520458514 0.0064989926561383 0.0103911052139369 0.0240722770117277 0.0081881081376148 0.0206857785272625 0.024585950246977 0.0146445046496302 0.00658577144080215 0 0.0432487619155657 0.00452601326121886 0.00720759680703461 0.0161828663902094 0.0267744785670299
"wesen" 0.0253042840152838 0.00541582721344858 0.0183842630708114 0.04287874342714 0.0211526126888382 0.00764474423833614 0.0491719004939541 0.0191505060802857 0.0115251000214038 0 0.00708996096976486 0.00678901989182828 0.0162170928158279 0.135531506018003 0.0428391657072478
"einst" 0 0.00324949632806915 0.015986315713749 0.00977936253601438 0.00136468468960247 0.00494659921304103 0.00670525915826647 0.00112650035766386 0.00164644286020054 0.00943841434638981 0.0159524121819709 0.0181040530448754 0.0162170928158279 0 0.0629200246325203
"gemüt" 0.0101217136061135 0 0.00319726314274981 0.0391174501440575 0.0020470270344037 0.0107925801011804 0.0715227643548423 0.00112650035766386 0 0 0.00106349414546473 0 0 0.0687771821583898 0
"fühlte" 0.0632607100382095 0.0108316544268972 0.024778789356311 0.0436310020837565 0.0225172973784407 0.0265317594154019 0.0558771596522206 0.00506925160948739 0.0279895286234091 0.0448324681453516 0.0177249024244122 0.0429971259815791 0.0270284880263798 0.0404571659755234 0.0348068221371389
"herzens" 0.00506085680305676 0.0064989926561383 0.0015986315713749 0.00376129328308246 0.0061410811032111 0.00089938167509837 0.024585950246977 0.0208402566167815 0.0296359714836097 0 0.0226878751032476 0.0927832718549865 0.0792835648773808 0.00202285829877617 0.0227583067819754
"welchem" 0.0354259976213973 0.0216633088537943 0.0175849472851239 0.00451355193969895 0.011599819861621 0.0287802136031478 0.0424666413356876 0.0202770064379495 0.0164644286020054 0.0047192071731949 0.0340318126548713 0.031682092828532 0.0504531776492423 0.0667543238596136 0.0508715092773568
"freundin" 0 0.0194969779684149 0.00399657892843726 0.00601806925293193 0.00136468468960247 0.00089938167509837 0 0.0118282537554706 0 0.0306748466257669 0.0127619297455768 0.0814682387019394 0.0738778672721048 0.0788914736522707 0.00267744785670299
"betragen" 0.00506085680305676 0.00866532354151773 0.00239794735706235 0.0157974317889463 0.00136468468960247 0.00764474423833614 0.00447017277217764 0.00394275125182352 0.00164644286020054 0 0.00319048243639419 0.00452601326121886 0.00540569760527596 0.0101142914938809 0.0294519264237329
"gefühle" 0.00506085680305676 0.00108316544268972 0.00799315785687451 0.00300903462646596 0.00272936937920493 0.00629567172568859 0.00447017277217764 0.0140812544707983 0.0197573143224064 0 0.00886245121220608 0.00226300663060943 0 0.0283200161828664 0.0174034110685694
"geliebten" 0.0227738556137554 0.00433266177075887 0.0327719472131855 0.0082748452227814 0.00955279282721727 0.000449690837549185 0.024585950246977 0.0197137562591176 0.0543326143866177 0.0401132609721567 0.00638096487278838 0.0248930729367037 0.0144151936140692 0.0161828663902094 0.0174034110685694
"kind" 0.0683215668412662 0.0335781287233812 0.0287753682847483 0.0346038982043586 0.0197879279992358 0.0125913434513772 0.0558771596522206 0.016897505364958 0.0148179857418048 0.0684285040113261 0.0414762716731244 0.0362081060897508 0.0342360848334144 0.00404571659755234 0.0267744785670299
"vaters" 0.0303651408183405 0.00541582721344858 0.0175849472851239 0.00977936253601438 0.011599819861621 0.00314783586284429 0.0290561230191547 0.00337950107299159 0.021403757182607 0.0188768286927796 0.00673546292127662 0.0135780397836566 0.0324341856316558 0.00606857489632851 0.0348068221371389
"sank" 0.0101217136061135 0.00216633088537943 0.00799315785687451 0.0112838798492474 0.0020470270344037 0.00404721753794266 0.00223508638608882 0.00957525304014284 0.00329288572040107 0.00707881075979235 0.00212698829092946 0.0113150331530471 0.00360379840351731 0.00202285829877617 0.0147259632118664
"ewig" 0.0151825704091703 0.00866532354151773 0.015986315713749 0.0173019491021793 0.00682342344801234 0.000449690837549185 0.0603473324243982 0.0123915039343025 0.00329288572040107 0.00235960358659745 0.011698435600112 0.0271560795673131 0.00900949600879327 0.024274299585314 0.0240970307103269
"seele" 0.0480781396290392 0.0129979853122766 0.0447616839984973 0.0368606741742081 0.0136468468960247 0.0377740303541315 0.0447017277217764 0.103638032905075 0.0263430857632086 0.0047192071731949 0.0567196877581189 0.260245762520084 0.153161432149486 0.024274299585314 0.117807705694932
"herz" 0.0455477112275108 0.0270791360672429 0.074336368068933 0.0677032790954842 0.0177409009648321 0.024283305227656 0.0514069868800429 0.134616792740832 0.0938472430314306 0.0188768286927796 0.101386441867638 0.221774649799724 0.1873975169829 0.0182057246889855 0.148598356047016
"lebens" 0.0354259976213973 0.0216633088537943 0.0111904209996243 0.04287874342714 0.0122821622064222 0.00629567172568859 0.0782280235131088 0.0647737705656722 0.021403757182607 0.00235960358659745 0.0336773146063831 0.0905202652243771 0.0540569760527596 0.012137149792657 0.0722910921309808
"pflicht" 0.00253042840152838 0.00216633088537943 0.00239794735706235 0.00376129328308246 0.0143291892408259 0.0188870151770658 0 0.00619575196715125 0.0181108714622059 0.00235960358659745 0.0049629726788354 0.015841046414266 0.0198208912193452 0.0141600080914332 0.0401617178505449
"auge" 0.0227738556137554 0.00866532354151773 0.114302157353306 0.0173019491021793 0.0122821622064222 0.0148397976391231 0.0312912094052435 0.0416805132335629 0.00164644286020054 0.00943841434638981 0.0304868321699889 0.0135780397836566 0.0216227904211038 0.0101142914938809 0.0441778896355993
"ruhe" 0.0253042840152838 0.0205801434111046 0.0199828946421863 0.0285858289514267 0.032070090205658 0.0206857785272625 0.024585950246977 0.0118282537554706 0.0164644286020054 0.0283152430391694 0.0216243809577828 0.031682092828532 0.0324341856316558 0.0182057246889855 0.0789847117727382
"vermochte" 0.00759128520458514 0.00108316544268972 0.00719384207118706 0.0120361385058639 0.00682342344801234 0.00629567172568859 0 0.00563250178831932 0 0 0.00319048243639419 0 0 0.00404571659755234 0.00937106749846047
"stimmung" 0.00506085680305676 0.00108316544268972 0.00319726314274981 0.0157974317889463 0.0020470270344037 0.00224845418774592 0.0156456047026218 0.0016897505364958 0.0197573143224064 0.00707881075979235 0.00673546292127662 0 0 0.0222514412865379 0.00401617178505449
"blick" 0.0126521420076419 0.00433266177075887 0.0575507365694965 0.0511535886499214 0.0184232433096333 0.0481169196177628 0.0268210366330659 0.00619575196715125 0.0181108714622059 0.00707881075979235 0.0358043028973125 0.0181040530448754 0.0198208912193452 0.0101142914938809 0.0415004417788964
"erwiederte" 0 0 0 0 0 0.0206857785272625 0.0290561230191547 0 0 0 0.0230423731517358 0 0 0.00809143319510468 0.00803234357010897
"vergangenheit" 0.0177129988106987 0 0.0015986315713749 0.00225677596984947 0.00136468468960247 0.00134907251264755 0.0111754319304441 0.0101385032189748 0.00164644286020054 0 0.00106349414546473 0 0 0.00202285829877617 0.0120485153551635
"verhältniß" 0 0 0 0 0 0.00314783586284429 0.00447017277217764 0 0 0 0.0024814863394177 0 0 0.0647314655608375 0
"bild" 0.0506085680305676 0.00541582721344858 0.0287753682847483 0.0203109837286453 0.0150115315856271 0.00449690837549185 0.0178806910887106 0.0107017533978067 0.00823221430100268 0 0.0177249024244122 0.031682092828532 0.0234246896228625 0.0101142914938809 0.0294519264237329
"welchen" 0.00253042840152838 0.0162474816403457 0.0199828946421863 0.00601806925293193 0.0272936937920493 0.0233839235525576 0.0156456047026218 0.0264727584051008 0.0296359714836097 0.00707881075979235 0.0124074316970885 0.0384711127203603 0.0342360848334144 0.0687771821583898 0.0522102332057083
"brief" 0 0.0184138125257252 0.00639452628549961 0.0105316211926309 0.0286583784816518 0.017088251826869 0 0.0191505060802857 0.0576255001070188 0.00943841434638981 0.0163069102304592 0.031682092828532 0.0252265888246212 0 0.0321293742804359
"dasein" 0 0.00108316544268972 0 0.00225677596984947 0.000682342344801234 0.00134907251264755 0.0111754319304441 0.00281625089415966 0.00329288572040107 0 0.0074444590182531 0 0 0.00809143319510468 0.00937106749846047
"ihres" 0.113869278068777 0.0400771213795195 0.024778789356311 0.0165496904455628 0.0191055856544345 0.0161888701517707 0.0603473324243982 0.0366112616240756 0.0477468429458156 0.0542708824917414 0.0747990882310193 0.149358437620222 0.163972827360037 0.0525943157681804 0.104420466411417
"o" 0.0177129988106987 0.0129979853122766 0.0295746840704357 0.120361385058639 0.0170585586200308 0.0679033164699269 0.0201157774747994 0.0444967641277226 0.0131715428816043 0.0141576215195847 0.0854340296856666 0.253456742628256 0.0738778672721048 0.00404571659755234 0.392246111006988
"innern" 0.0101217136061135 0 0.0015986315713749 0.0519058473065379 0.000682342344801234 0.00719505340078696 0.03799646856351 0.0123915039343025 0 0 0.0120529336486003 0.00452601326121886 0.00180189920175865 0.00202285829877617 0.00937106749846047
"ton" 0.0151825704091703 0.0129979853122766 0.00879247364256197 0.0511535886499214 0.0156938739304284 0.00944350758853288 0.00447017277217764 0.00732225232481511 0.0279895286234091 0.00235960358659745 0.00567196877581189 0.0565751657652357 0.0576607744562769 0 0.00535489571340598
"freude" 0.0404868544244541 0.0129979853122766 0.0479589471412471 0.0278335702948102 0.064140180411316 0.0229342327150084 0.0558771596522206 0.0523822666313697 0.0444539572254145 0.0235960358659745 0.0386402872852185 0.0814682387019394 0.0684721696668288 0.012137149792657 0.136549840691853
"eilte" 0.0278347124168122 0.00433266177075887 0.00399657892843726 0.00977936253601438 0.0102351351720185 0.00674536256323777 0.0223508638608882 0.00394275125182352 0.00823221430100268 0.025955639452572 0.00673546292127662 0.0226300663060943 0.0234246896228625 0.00202285829877617 0.0307906503520844
"mannes" 0.00253042840152838 0.0216633088537943 0.0527548418553718 0.0120361385058639 0.00887045048241604 0.0112422709387296 0.00670525915826647 0.0118282537554706 0.00658577144080215 0.0235960358659745 0.0155979141334827 0.0294190861979226 0.0360379840351731 0.0161828663902094 0.0227583067819754
"seit" 0.0430172828259824 0.0216633088537943 0.0343705787845604 0.0270813116381937 0.0470816217912851 0.0265317594154019 0.0178806910887106 0.0219667569744453 0.046100400085615 0.0235960358659745 0.0436032599640539 0.0271560795673131 0.0198208912193452 0.0606857489632851 0.0455166135639508
"indeß" 0 0 0 0 0 0 0.024585950246977 0 0 0 0.0294233380245242 0 0 0.00606857489632851 0.0334680982087874
"briefe" 0.00506085680305676 0.00324949632806915 0 0.00300903462646596 0.00955279282721727 0.00539629005059022 0 0.016334255186126 0.00493932858060161 0 0.00567196877581189 0.0588381723958451 0.0216227904211038 0.012137149792657 0.00669361964175748
"andenken" 0 0 0.00399657892843726 0.00451355193969895 0.0020470270344037 0.00134907251264755 0.0223508638608882 0.00225300071532773 0 0 0.00886245121220608 0.031682092828532 0.0270284880263798 0.00404571659755234 0.0401617178505449
"anblick" 0.0177129988106987 0.00108316544268972 0.0279760524990608 0.0120361385058639 0.0184232433096333 0.0233839235525576 0.0156456047026218 0.00394275125182352 0.0312824143438102 0.0212364322793771 0.0155979141334827 0.0203670596754848 0.0360379840351731 0.0182057246889855 0.0294519264237329
"unsrer" 0.0151825704091703 0.00324949632806915 0 0.00150451731323298 0.0272936937920493 0.000449690837549185 0.0134105183165329 0.00619575196715125 0 0 0.00886245121220608 0.0362081060897508 0.0450474800439663 0 0.0013387239283515
"schmerzlich" 0.00253042840152838 0 0.00879247364256197 0.00300903462646596 0.0020470270344037 0.00359752670039348 0.00223508638608882 0.00281625089415966 0.00164644286020054 0 0 0.00226300663060943 0 0 0
"unsre" 0.0253042840152838 0.00216633088537943 0.000799315785687452 0.00451355193969895 0.0559520722737012 0.000449690837549185 0.024585950246977 0.00506925160948739 0 0 0.010280443406159 0.00678901989182828 0.0504531776492423 0 0.00669361964175748
"geliebte" 0.0101217136061135 0.00541582721344858 0.0151869999280616 0.0112838798492474 0.0081881081376148 0.000449690837549185 0.0111754319304441 0.0107017533978067 0.0543326143866177 0.0448324681453516 0.00354498048488243 0.0226300663060943 0.00540569760527596 0.00606857489632851 0.00401617178505449
"sinn" 0.0126521420076419 0.00324949632806915 0.0135883683566867 0.0436310020837565 0.00545873875840987 0.0161888701517707 0.0469368141078653 0.00450600143065545 0.00658577144080215 0.00235960358659745 0.0124074316970885 0.00226300663060943 0.00180189920175865 0.0101142914938809 0
"blos" 0 0 0 0 0 0.00404721753794266 0 0 0 0 0 0 0 0.012137149792657 0.00669361964175748
"opfer" 0.00253042840152838 0.00541582721344858 0.00479589471412471 0.00451355193969895 0.0109174775168197 0.00539629005059022 0.00447017277217764 0.00337950107299159 0.00329288572040107 0.00235960358659745 0.0024814863394177 0.00678901989182828 0.00720759680703461 0.00202285829877617 0.013387239283515
"sehnsucht" 0.0101217136061135 0 0.00959178942824942 0.0225677596984947 0 0.000449690837549185 0.024585950246977 0.00788550250364705 0.00493932858060161 0.00235960358659745 0.00283598438790594 0 0.00720759680703461 0.00404571659755234 0
"stille" 0.0126521420076419 0.00324949632806915 0.0215815262135612 0.00601806925293193 0.00136468468960247 0.00989319842608207 0.0312912094052435 0.0157710050072941 0.00493932858060161 0.00235960358659745 0.0134709258425532 0.0135780397836566 0.0108113952105519 0 0.010709791426812
"trost" 0 0 0.0135883683566867 0.0105316211926309 0.00341171172400617 0.0139404159640247 0.00670525915826647 0.0112650035766386 0.00658577144080215 0.0047192071731949 0.00992594535767081 0.0226300663060943 0.0108113952105519 0.00606857489632851 0.0227583067819754
"irgend" 0.020243427212227 0.00324949632806915 0 0.00451355193969895 0.00750576579281357 0.0867903316469927 0.0134105183165329 0.0016897505364958 0.00164644286020054 0 0.00212698829092946 0.00452601326121886 0.00180189920175865 0.0970971983412562 0.00535489571340598
"nie" 0.0430172828259824 0.0790710773163493 0.049557578712622 0.039869708800674 0.0382111713088691 0.00719505340078696 0.0715227643548423 0.0433702637700587 0.0362217429244118 0.0542708824917414 0.0574286838550954 0.00226300663060943 0.00360379840351731 0.175988671993527 0.211518380679536
"schwester" 0 0 0.00719384207118706 0.00451355193969895 0.0191055856544345 0.00089938167509837 0.00223508638608882 0.00281625089415966 0.0131715428816043 0.179329872581406 0.0141799219395297 0.0339450994591414 0.0450474800439663 0.024274299585314 0.0334680982087874
"tochter" 0.0278347124168122 0.0714889192175213 0.0319726314274981 0.00752258656616491 0.0539050452392975 0.0238336143901068 0.0514069868800429 0.0180240057226218 0.00329288572040107 0.306748466257669 0.0148889180365062 0.0543121591346263 0.0432455808422077 0.0364114493779711 0.101743018554714
"deren" 0.0177129988106987 0.0249128051818635 0.0119897367853118 0.0361084155175916 0.0341171172400617 0.0215851602023609 0.0558771596522206 0.0529455168102016 0.0230502000428075 0.0212364322793771 0.0322593224124301 0.0339450994591414 0.0594626736580356 0.0303428744816426 0.0294519264237329
"wunsch" 0.0253042840152838 0.00433266177075887 0.0015986315713749 0.00677032790954842 0.00750576579281357 0.00539629005059022 0.0201157774747994 0.00957525304014284 0.0131715428816043 0.0141576215195847 0.00992594535767081 0.00678901989182828 0.0342360848334144 0.012137149792657 0.0120485153551635
"fühlen" 0.00506085680305676 0.00758215809882801 0.00479589471412471 0.0135406558190968 0.00341171172400617 0.00809443507588533 0 0.00281625089415966 0.00493932858060161 0.0047192071731949 0.00815345511522959 0.0203670596754848 0.00720759680703461 0.0101142914938809 0.0200808589252724
"gedanke" 0.0151825704091703 0.00324949632806915 0.0151869999280616 0.0240722770117277 0.00887045048241604 0.019336706014615 0.00670525915826647 0.00844875268247898 0.0181108714622059 0.0117980179329873 0.0134709258425532 0.0407341193509697 0.0378398832369317 0.012137149792657 0.0374842699938419
