"m_Fischer_Christian_Hannchen_1800" "m_Hauff_Bettlerin_1826" "m_Hippel_Lebenslaeufe_1779" "m_Hoelderlin_Hyperions-Jugend_1797" "m_Jacobi_Eduard-Allwill_1792" "m_Klingemann_Nachtwachen_1804" "m_Paul_Siebenkaes_1796" "m_Prevost-dExiles_Manon-Lescaut_1731" "m_Thuemmel_Reise-in-mittaegliche-Provinzen_1791" "m_Wieland_Agathon_1794" "m_Wieland_Peregrinus_1788" "w_La-Roche_Sternheim-Teil-1_1771" "w_La-Roche_Sternheim-Teil-2_1771" "w_Unger_Bekenntnisse_1806" "w_Wobeser_Elisa_1795"
"ruhe" 0.0152479701139786 0.0109247828699405 0.0211376470959397 0.0582993253935204 0.0322515621850433 0.0103063564453377 0.0118282537554706 0.0164644286020054 0.0216243809577828 0.024162670532694 0.0289895731051573 0.031682092828532 0.0324341856316558 0.0182057246889855 0.0789847117727382
"tante" 0.0304959402279572 0.0136559785874256 0 0 0.0161257810925217 0 0 0 0.0237513692487123 0 0 0.0135780397836566 0.135142440131899 0 0
"hauses" 0 0 0.00378584724106382 0 0 0.00257658911133442 0.00394275125182352 0.00658577144080215 0.00460847463034716 0.00991289047495137 0.00748118015616964 0.00678901989182828 0.0342360848334144 0.00404571659755234 0.0013387239283515
"familie" 0.0114359775854839 0.0191183700223958 0.00978010537274821 0 0.00403144527313042 0.00257658911133442 0.0016897505364958 0.0263430857632086 0.0024814863394177 0.00805422351089798 0.00935147519521204 0.047523139242798 0.0666702704650702 0.00606857489632851 0.0307906503520844
"hinzu" 0.0381199252849464 0.0300431528923363 0.035334574249929 0.0166569501124344 0.00806289054626083 0.00772976733400325 0.0123915039343025 0.0707970429886231 0.00638096487278838 0.00867377916558244 0.0168326553513817 0.0135780397836566 0.0126132944123106 0.0141600080914332 0.00267744785670299
"gräfin" 0 0.0300431528923363 0.00126194908035461 0 0 0 0 0 0.00177249024244122 0 0 0.0452601326121886 0.09369875849145 0.0869829068473753 0
"eindruck" 0 0.0109247828699405 0.00252389816070922 0 0.00806289054626083 0.00515317822266883 0.00112650035766386 0.0197573143224064 0.0127619297455768 0.0136302244030581 0.0112217702342545 0.00678901989182828 0.0108113952105519 0.0161828663902094 0.010709791426812
"dasein" 0 0 0 0.0166569501124344 0.0201572263656521 0.00257658911133442 0.00281625089415966 0.00329288572040107 0.0074444590182531 0.00805422351089798 0.00467573759760602 0 0 0.00809143319510468 0.00937106749846047
"bitten" 0.00381199252849464 0.0163871743049107 0.0176672871249645 0 0.00403144527313042 0.00257658911133442 0.00506925160948739 0.0230502000428075 0.00921694926069432 0.00495644523747568 0.00748118015616964 0.0203670596754848 0.0108113952105519 0.00606857489632851 0.0147259632118664
"moment" 0 0.0191183700223958 0 0 0.00403144527313042 0.0128829455566721 0 0.00329288572040107 0.00141799219395297 0 0.00187029503904241 0 0 0.00404571659755234 0.0013387239283515
"trennung" 0.0114359775854839 0.0191183700223958 0.00126194908035461 0 0.00403144527313042 0 0.00675900214598318 0.00987865716120322 0.00460847463034716 0.00495644523747568 0.0102866227147332 0.00226300663060943 0.00180189920175865 0.0202285829877617 0.0174034110685694
"hoffen" 0 0.0109247828699405 0.00504779632141843 0 0.00403144527313042 0 0.00394275125182352 0.0197573143224064 0.00886245121220608 0.0123911130936892 0.00748118015616964 0.00452601326121886 0 0.00606857489632851 0.0240970307103269
"dünkte" 0 0 0.00157743635044326 0.00832847505621721 0 0.00515317822266883 0 0 0.000708996096976486 0 0.000935147519521204 0.0113150331530471 0.0162170928158279 0 0.00401617178505449
"aufenthalt" 0 0.0109247828699405 0.00126194908035461 0 0.00403144527313042 0 0.000563250178831932 0.00987865716120322 0.00354498048488243 0.0111520017843203 0.0158975078318605 0.00905202652243771 0.00900949600879327 0.0222514412865379 0.00803234357010897
"entfernung" 0 0 0.00473230905132978 0.00832847505621721 0 0 0.00619575196715125 0.00658577144080215 0.00708996096976486 0.00681511220152906 0.00841632767569084 0.00678901989182828 0.0108113952105519 0.00606857489632851 0.00401617178505449
"wollte" 0.15629169366828 0.152946960179166 0.108843108180585 0.0999417006746065 0.0927232412819996 0.0876040297853701 0.0929362795072687 0.139947643117046 0.0602646682430013 0.0737271229074508 0.07761724412026 0.149358437620222 0.104510153702002 0.09507434004248 0.10709791426812
"verstehen" 0.0228719551709679 0.0191183700223958 0.0141969271539893 0 0.0241886716387825 0.00772976733400325 0.00675900214598318 0.0131715428816043 0.00567196877581189 0.0111520017843203 0.0121569177537757 0.00226300663060943 0 0.024274299585314 0.00401617178505449
"schweigend" 0.00762398505698929 0.0136559785874256 0 0.0249854251686516 0 0.0103063564453377 0.00506925160948739 0.00329288572040107 0.00177249024244122 0 0.00187029503904241 0 0 0 0.00803234357010897
"nannte" 0.00381199252849464 0.0163871743049107 0.0227150834463829 0.00832847505621721 0.00403144527313042 0.00772976733400325 0.00337950107299159 0.0115251000214038 0.00602646682430013 0.00867377916558244 0.0158975078318605 0.00452601326121886 0.00540569760527596 0.0323657327804187 0.00803234357010897
"denke" 0.00762398505698929 0.024580761457366 0.0126194908035461 0.0582993253935204 0.0161257810925217 0.0257658911133442 0.00732225232481511 0.00164644286020054 0.013116427794065 0.00495644523747568 0.00654603263664843 0.0203670596754848 0.0216227904211038 0.00202285829877617 0.013387239283515
"angst" 0.0190599626424732 0.00819358715245535 0.00914913083257091 0.00832847505621721 0.00806289054626083 0.0206127128906753 0.0107017533978067 0.0148179857418048 0.014534419988018 0 0.00280544255856361 0.0113150331530471 0.00360379840351731 0 0.00401617178505449
"suchte" 0.0228719551709679 0.0327743486098214 0.00567877086159573 0.0499708503373032 0.00806289054626083 0.0231893020020097 0.0197137562591176 0.00658577144080215 0.0184338985213886 0.0136302244030581 0.0168326553513817 0.0181040530448754 0.0306322864298971 0.0202285829877617 0.0294519264237329
"tausend" 0.053367895398925 0.00273119571748511 0.0176672871249645 0.0166569501124344 0.00403144527313042 0.0334956584473474 0.0236565075109411 0.042807514365214 0.00957144730918256 0.0247822261873784 0.0140272127928181 0.0135780397836566 0.00900949600879327 0.012137149792657 0.00937106749846047
"könne" 0 0.0300431528923363 0.0160898507745212 0.041642375281086 0.0201572263656521 0.0231893020020097 0.0180240057226218 0.00987865716120322 0.00886245121220608 0.0427493401732278 0.0327301631832422 0.0135780397836566 0.0180189920175865 0.0182057246889855 0.0013387239283515
"blieb" 0.0266839476994625 0.024580761457366 0.0331261633593085 0.0333139002248688 0.0282201169119129 0.0360722475586818 0.0191505060802857 0.0329288572040107 0.0258783575396417 0.0185866696405338 0.0317950156637209 0.00905202652243771 0.0306322864298971 0.0627086072620613 0.0495327853490053
"begleiten" 0.00762398505698929 0.0136559785874256 0.00378584724106382 0 0.0120943358193913 0.00515317822266883 0.00450600143065545 0.00658577144080215 0.00779895706674135 0.00247822261873784 0.00187029503904241 0.00905202652243771 0.00900949600879327 0.00809143319510468 0.0174034110685694
"stille" 0 0.0218495657398809 0.0116730289932801 0.0999417006746065 0.0241886716387825 0.0128829455566721 0.0157710050072941 0.00493932858060161 0.0134709258425532 0.0142497800577426 0.0177678028709029 0.0135780397836566 0.0108113952105519 0 0.010709791426812
"geheimniß" 0.0114359775854839 0 0.00473230905132978 0 0 0.00257658911133442 0 0 0.00602646682430013 0 0.0121569177537757 0 0 0.024274299585314 0.0013387239283515
"nehmlichen" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"verhältniß" 0 0 0.00347035997097517 0 0 0 0 0 0.0024814863394177 0 0.00935147519521204 0 0 0.0647314655608375 0
"ehe" 0.053367895398925 0.0382367400447916 0.0391204214909928 0.00832847505621721 0.00806289054626083 0.0103063564453377 0.0371745118029075 0.0279895286234091 0.0684181233582309 0.00805422351089798 0.0243138355075513 0.0181040530448754 0.0324341856316558 0.0364114493779711 0.0147259632118664
"strebte" 0 0 0 0 0 0.00257658911133442 0 0 0.000354498048488243 0 0 0 0 0.00202285829877617 0
"unruhe" 0 0.00546239143497023 0.00220841089062056 0.00832847505621721 0.00806289054626083 0.00257658911133442 0 0.0246966429030081 0.00602646682430013 0.00929333482026691 0.00841632767569084 0.015841046414266 0.0198208912193452 0.00202285829877617 0.00267744785670299
"augenblicke" 0.10673579079785 0.0136559785874256 0.00536328359150708 0.0499708503373032 0.0322515621850433 0.0386488366700162 0.0016897505364958 0.00493932858060161 0.0322593224124301 0.0216844479139561 0.0336653107027634 0.0181040530448754 0.0162170928158279 0.0101142914938809 0.0763072639160352
"freude" 0.0609918804559143 0.0382367400447916 0.0265009306874468 0.174897976180561 0.0443458980044346 0.0231893020020097 0.0523822666313697 0.0444539572254145 0.0386402872852185 0.0266408931514318 0.00654603263664843 0.0814682387019394 0.0684721696668288 0.012137149792657 0.136549840691853
"rettung" 0 0 0.00126194908035461 0 0.00806289054626083 0 0.000563250178831932 0.00329288572040107 0.00283598438790594 0.00061955565468446 0.000935147519521204 0.00226300663060943 0 0.00404571659755234 0.0013387239283515
"bleiben" 0.0457439103419357 0.0163871743049107 0.0293403161182446 0.00832847505621721 0.048377343277565 0.0283424802246786 0.016897505364958 0.0246966429030081 0.0148889180365062 0.0185866696405338 0.0177678028709029 0.0294190861979226 0.0252265888246212 0.0485485991706281 0.0696136442742778
"erhielt" 0.0114359775854839 0.00273119571748511 0.00694071994195034 0.0166569501124344 0.0161257810925217 0.00772976733400325 0.00225300071532773 0.00987865716120322 0.0106349414546473 0.0136302244030581 0.0149623603123393 0.015841046414266 0.0144151936140692 0.0222514412865379 0.0294519264237329
"nähe" 0.00381199252849464 0.0163871743049107 0.00157743635044326 0.00832847505621721 0.00403144527313042 0.0154595346680065 0.00619575196715125 0.00493932858060161 0.0152434160849945 0.00185866696405338 0.000935147519521204 0 0.00360379840351731 0.0182057246889855 0.0013387239283515
"entschluß" 0.00381199252849464 0 0.00473230905132978 0 0.00403144527313042 0 0.00394275125182352 0.0395146286448129 0.00425397658185892 0.0130106687483737 0.0102866227147332 0.0226300663060943 0.0144151936140692 0.012137149792657 0.010709791426812
"nennen" 0.00762398505698929 0.0136559785874256 0.0233460579865602 0.0166569501124344 0.0120943358193913 0.00772976733400325 0.00901200286131091 0.0131715428816043 0.00886245121220608 0.014869335712427 0.0224435404685089 0.0113150331530471 0.0162170928158279 0.0222514412865379 0.013387239283515
"fand" 0.102923798269355 0.0273119571748511 0.0567877086159573 0.0333139002248688 0.0161257810925217 0.0360722475586818 0.00957525304014284 0.0724434858488236 0.0389947853337067 0.0377928949357521 0.0626548838079207 0.0203670596754848 0.0270284880263798 0.058662890664509 0.0455166135639508
"güte" 0.0114359775854839 0.0109247828699405 0.0078871817522163 0.00832847505621721 0.00806289054626083 0 0.00281625089415966 0.0312824143438102 0.00638096487278838 0.0117715574390047 0.00654603263664843 0.0497861458734074 0.0756797664738635 0.00202285829877617 0.0307906503520844
"gegenstand" 0 0.0109247828699405 0.00410133451115248 0 0 0.0103063564453377 0.00450600143065545 0.0164644286020054 0.00638096487278838 0.0297386714248541 0.0130920652732969 0.00678901989182828 0.0270284880263798 0.0465257408718519 0.0240970307103269
"erhalten" 0.0190599626424732 0 0.0129349780736347 0 0.00806289054626083 0.0154595346680065 0.0118282537554706 0.0362217429244118 0.0152434160849945 0.0427493401732278 0.0448870809370178 0.0611011790264545 0.0702740688685875 0.0445028825730758 0.0441778896355993
"tagen" 0.00762398505698929 0.0409679357622767 0.0107265671830142 0.0249854251686516 0.00806289054626083 0.00515317822266883 0.0129547541131344 0.00493932858060161 0.00921694926069432 0.0167280026764804 0.0187029503904241 0.031682092828532 0.0270284880263798 0.00809143319510468 0.0415004417788964
"o" 0.110547783326345 0.0846670672420386 0.078871817522163 0.124927125843258 0.108849022374521 0.113369920898714 0.0444967641277226 0.0131715428816043 0.0854340296856666 0.0185866696405338 0.0205732454294665 0.253456742628256 0.0738778672721048 0.00404571659755234 0.392246111006988
"glück" 0.0381199252849464 0.024580761457366 0.0182982616651418 0 0.0201572263656521 0.0180361237793409 0.0242197576897731 0.0922008001712301 0.0471482404489363 0.0359342279716987 0.0102866227147332 0.101835298377424 0.088293060886174 0.00404571659755234 0.136549840691853
"mut" 0.0266839476994625 0.0218495657398809 0.00883364356248225 0.0249854251686516 0.0282201169119129 0.00772976733400325 0.0101385032189748 0.0148179857418048 0.00886245121220608 0.0167280026764804 0.00561088511712723 0.0113150331530471 0.0108113952105519 0.0161828663902094 0.00535489571340598
"schwieg" 0.00381199252849464 0.0136559785874256 0.00126194908035461 0 0 0 0.00675900214598318 0.00493932858060161 0.00638096487278838 0.00123911130936892 0.00374059007808482 0.00905202652243771 0.00540569760527596 0.00202285829877617 0.0160646871402179
"amalie" 0 0 0.000315487270088652 0 0 0 0 0 0 0 0 0 0 0 0
"längst" 0.0114359775854839 0.0218495657398809 0.00441682178124113 0.0166569501124344 0.0161257810925217 0.00772976733400325 0.0197137562591176 0 0.0173704043759239 0.00433688958279122 0.00187029503904241 0 0 0.0101142914938809 0.00803234357010897
"dieß" 0 0 0.137236962488564 0 0 0 0 0 0.0400582794791715 0 0.111282554823023 0 0 0 0.00535489571340598
"mochte" 0.0152479701139786 0.0300431528923363 0.00567877086159573 0.0166569501124344 0.0241886716387825 0.00772976733400325 0.00732225232481511 0.00658577144080215 0.0120529336486003 0.0105324461296358 0.0149623603123393 0.00678901989182828 0.00540569760527596 0.0748457570547183 0
"niemand" 0.0304959402279572 0.0273119571748511 0.0293403161182446 0 0.0161257810925217 0.0103063564453377 0.041117263054731 0.0164644286020054 0.00921694926069432 0.024162670532694 0.0158975078318605 0.0294190861979226 0.0450474800439663 0.0182057246889855 0
"überall" 0 0.0109247828699405 0.021768621636117 0.0333139002248688 0.0604716790969563 0.0154595346680065 0.0152077548284622 0.00329288572040107 0.0074444590182531 0.00061955565468446 0.0121569177537757 0.00452601326121886 0.00540569760527596 0.0101142914938809 0.0013387239283515
"überzeugt" 0.00381199252849464 0 0.00599425813168439 0 0 0 0.00112650035766386 0.0296359714836097 0.00708996096976486 0.0117715574390047 0.0121569177537757 0.00905202652243771 0.0234246896228625 0.0141600080914332 0.0147259632118664
"darf" 0.0152479701139786 0.0655486972196428 0.0236615452566489 0 0.00806289054626083 0.0180361237793409 0.0259095082262689 0.00823221430100268 0.0315503263154536 0.00557600089216014 0.0112217702342545 0.0181040530448754 0.0180189920175865 0.0222514412865379 0.0535489571340598
"seele" 0.0190599626424732 0.0491615229147321 0.0905448465154431 0.124927125843258 0.173352146744608 0.030919069336013 0.103638032905075 0.0263430857632086 0.0567196877581189 0.133204465757159 0.0991256370692477 0.260245762520084 0.153161432149486 0.024274299585314 0.117807705694932
"möchte" 0.0190599626424732 0.0327743486098214 0.021768621636117 0.0666278004497377 0.0282201169119129 0.0463786040040195 0.00394275125182352 0.0246966429030081 0.0414762716731244 0.0408906732091744 0.0205732454294665 0.0814682387019394 0.0558588752545183 0.0525943157681804 0.0307906503520844
"augenblick" 0.0762398505698929 0.0655486972196428 0.0189292362053191 0.0166569501124344 0.0443458980044346 0.0283424802246786 0.00732225232481511 0.102079457332433 0.024814863394177 0.0731075672527663 0.0514331135736662 0.0452601326121886 0.046849379245725 0.0525943157681804 0.0240970307103269
"wandte" 0 0.0218495657398809 0.00630974540177304 0 0 0.0128829455566721 0.00394275125182352 0.021403757182607 0 0.00433688958279122 0.00561088511712723 0.00905202652243771 0.00720759680703461 0.00404571659755234 0.00803234357010897
"retten" 0 0 0.00315487270088652 0.00832847505621721 0.0161257810925217 0 0.00225300071532773 0.00329288572040107 0.0049629726788354 0.00185866696405338 0.00748118015616964 0.00226300663060943 0.00360379840351731 0.0202285829877617 0.00401617178505449
"zuvor" 0 0.0218495657398809 0.0138814398839007 0.0249854251686516 0.00403144527313042 0.0128829455566721 0.000563250178831932 0.00164644286020054 0.00779895706674135 0.0061955565468446 0.0102866227147332 0.00452601326121886 0.00180189920175865 0.00404571659755234 0.013387239283515
"beschäftigt" 0.00381199252849464 0.0109247828699405 0.00157743635044326 0.0166569501124344 0 0.00515317822266883 0 0.00493932858060161 0.00177249024244122 0.00185866696405338 0.00654603263664843 0.00226300663060943 0.00900949600879327 0.0141600080914332 0.0013387239283515
"erwarten" 0.00762398505698929 0.0163871743049107 0.00347035997097517 0.0249854251686516 0.0161257810925217 0.00515317822266883 0.00788550250364705 0.0263430857632086 0.0127619297455768 0.0198257809499027 0.0177678028709029 0.00452601326121886 0.00720759680703461 0.0161828663902094 0.013387239283515
"kann" 0.129607745968818 0.120172611569345 0.268479666845443 0.166569501124344 0.233823825841564 0.152018757568731 0.150387797748126 0.103725900192634 0.173704043759239 0.129487131829052 0.105671669705896 0.165199484034488 0.165774726561796 0.210377263072722 0.249002650673378
"wahrscheinlich" 0.00762398505698929 0.00546239143497023 0.00126194908035461 0 0 0.0103063564453377 0.00337950107299159 0.00164644286020054 0.00992594535767081 0.00743466785621352 0.0112217702342545 0.00226300663060943 0 0.00202285829877617 0
"helfen" 0.0114359775854839 0.00546239143497023 0.00725620721203899 0.0249854251686516 0.00403144527313042 0.00257658911133442 0.00563250178831932 0.0296359714836097 0.010280443406159 0.00991289047495137 0.0112217702342545 0.0226300663060943 0.0162170928158279 0.00404571659755234 0.0147259632118664
"krankheit" 0.00381199252849464 0.00546239143497023 0.0151433889642553 0 0 0.00257658911133442 0.00450600143065545 0.00329288572040107 0.010280443406159 0.00185866696405338 0.000935147519521204 0.0113150331530471 0.00720759680703461 0.00202285829877617 0.00535489571340598
"allem" 0 0.0355055443273065 0.0309177524686879 0.108270175730824 0.0725660149163475 0.00257658911133442 0.0157710050072941 0.0246966429030081 0.0184338985213886 0.0439884514825967 0.0561088511712723 0.047523139242798 0.0324341856316558 0.0384343076767472 0.0147259632118664
"unsers" 0 0 0.00252389816070922 0.0499708503373032 0.00806289054626083 0 0.00957525304014284 0 0.0194973926668534 0.0508035636841257 0.0168326553513817 0.0429971259815791 0.041443681640449 0.00404571659755234 0.0147259632118664
"ihrem" 0.0686158655129036 0.071011088654613 0.0567877086159573 0.0916132256183893 0.10078613182826 0.0463786040040195 0.0726592730693192 0.0526861715264172 0.116275359904144 0.0885964586198778 0.0860335717959508 0.19688157686302 0.169378524965313 0.09507434004248 0.214195828536239
"liebe" 0.0952998132123661 0.11744141585186 0.142915733350159 0.14991255101191 0.29429550493852 0.139135812012058 0.10194828236858 0.195926700363864 0.062746154582419 0.194540475570921 0.0907093093935568 0.248930729367037 0.198208912193452 0.0869829068473753 0.435085276714236
"unserm" 0.0152479701139786 0 0.0201911852856737 0 0.0322515621850433 0.0103063564453377 0.00281625089415966 0.00164644286020054 0.0244603653456888 0.0278800044608007 0.0168326553513817 0.015841046414266 0.0198208912193452 0.00202285829877617 0.0240970307103269
"einander" 0.0381199252849464 0.00273119571748511 0.0274473924977127 0.00832847505621721 0.0443458980044346 0.0592615495606916 0.0185872559014537 0.00164644286020054 0.0503387228853305 0.0508035636841257 0.045822228456539 0.00452601326121886 0.00720759680703461 0.0546171740669566 0.0281132024953814
"schmerz" 0.0114359775854839 0.0382367400447916 0.020822159825851 0.0499708503373032 0.0161257810925217 0.0154595346680065 0.0214035067956134 0.0559790572468183 0.00425397658185892 0.0136302244030581 0.00374059007808482 0.0226300663060943 0.00720759680703461 0.00404571659755234 0.0629200246325203
"namen" 0.0190599626424732 0.0163871743049107 0.042590781461968 0.0333139002248688 0.0685345696432171 0.0386488366700162 0.0416805132335629 0.0362217429244118 0.0294233380245242 0.0340755610076453 0.0598494412493571 0.0226300663060943 0.0306322864298971 0.00809143319510468 0.0361455460654904
"mädchen" 0.0952998132123661 0.0983230458294641 0.0334416506293971 0.041642375281086 0.0846603507357388 0.00515317822266883 0.0202770064379495 0.0592719429672193 0.0521112131277717 0.014869335712427 0.0112217702342545 0.104098305008034 0.0738778672721048 0.0222514412865379 0.0937106749846047
"treuen" 0 0 0.00189292362053191 0 0 0 0.00225300071532773 0.00164644286020054 0.00106349414546473 0 0 0.00905202652243771 0.0126132944123106 0 0
"vieles" 0 0.0109247828699405 0.00757169448212765 0 0.0241886716387825 0.00257658911133442 0.00450600143065545 0.00164644286020054 0.0120529336486003 0.00681511220152906 0.00280544255856361 0.00905202652243771 0.00900949600879327 0.00202285829877617 0.0013387239283515
"schritte" 0.00381199252849464 0.0355055443273065 0.00283938543079787 0.0166569501124344 0.00403144527313042 0.0154595346680065 0.0101385032189748 0.0312824143438102 0.0109894395031355 0.00123911130936892 0.00467573759760602 0.0113150331530471 0.00720759680703461 0.00809143319510468 0.00937106749846047
"willen" 0.00762398505698929 0.0218495657398809 0.0173517998548759 0.0333139002248688 0.0362830074581738 0.0154595346680065 0.016897505364958 0.0164644286020054 0.0148889180365062 0.0154888913671115 0.036470753261327 0.0203670596754848 0.0180189920175865 0.0384343076767472 0.0307906503520844
"oheim" 0 0.0163871743049107 0 0 0 0 0.000563250178831932 0 0.00283598438790594 0 0 0.0181040530448754 0.00540569760527596 0 0.00535489571340598
"ach" 0.312583387336561 0.0846670672420386 0.0129349780736347 0.0916132256183893 0.0685345696432171 0.0360722475586818 0.0501292659160419 0.0707970429886231 0.0730265979885781 0.00371733392810676 0.000935147519521204 0.0294190861979226 0.00360379840351731 0.00202285829877617 0.14324346033361
"sank" 0.0228719551709679 0.0109247828699405 0.00410133451115248 0 0.00403144527313042 0.00772976733400325 0.00957525304014284 0.00329288572040107 0.00212698829092946 0.0030977782734223 0.00467573759760602 0.0113150331530471 0.00360379840351731 0.00202285829877617 0.0147259632118664
"vaters" 0.00762398505698929 0 0.0359655487901063 0.00832847505621721 0 0.00515317822266883 0.00337950107299159 0.021403757182607 0.00673546292127662 0.00867377916558244 0.0187029503904241 0.0135780397836566 0.0324341856316558 0.00606857489632851 0.0348068221371389
"gespräch" 0.0152479701139786 0.0300431528923363 0.00630974540177304 0.00832847505621721 0.00403144527313042 0.00515317822266883 0.00619575196715125 0.00493932858060161 0.010280443406159 0.00743466785621352 0.00187029503904241 0.00226300663060943 0.00540569760527596 0.00404571659755234 0.00535489571340598
"finden" 0.0190599626424732 0.0655486972196428 0.0302867779285106 0.0999417006746065 0.0282201169119129 0.030919069336013 0.0129547541131344 0.046100400085615 0.0283598438790594 0.0768249011808731 0.0626548838079207 0.0429971259815791 0.0324341856316558 0.0485485991706281 0.0655974724892233
"freundes" 0 0.0546239143497023 0.00157743635044326 0.00832847505621721 0.00806289054626083 0 0.0157710050072941 0.00823221430100268 0.0155979141334827 0.0185866696405338 0.00654603263664843 0.00678901989182828 0.0252265888246212 0.00202285829877617 0.00803234357010897
"schmerzlich" 0 0.0191183700223958 0.000946461810265956 0 0 0 0.00281625089415966 0.00164644286020054 0 0 0.000935147519521204 0.00226300663060943 0 0 0
"gabriele" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"fragen" 0.00762398505698929 0.0136559785874256 0.0220841089062056 0.00832847505621721 0.0241886716387825 0.00515317822266883 0.0135180042919664 0.0148179857418048 0.0159524121819709 0.0142497800577426 0.0215083929489877 0.0271560795673131 0.0216227904211038 0.00404571659755234 0.00669361964175748
"kenne" 0.0190599626424732 0.024580761457366 0.00694071994195034 0.00832847505621721 0.00403144527313042 0.00515317822266883 0.00619575196715125 0.0131715428816043 0.00992594535767081 0.00743466785621352 0.00280544255856361 0.0203670596754848 0.0216227904211038 0.00809143319510468 0.0174034110685694
"deines" 0 0.00546239143497023 0.0116730289932801 0.0249854251686516 0.00403144527313042 0.00515317822266883 0.00506925160948739 0.00493932858060161 0.0173704043759239 0.0061955565468446 0.0158975078318605 0.00678901989182828 0.0126132944123106 0 0.0214195828536239
"erschien" 0.00381199252849464 0.0218495657398809 0.00315487270088652 0.0249854251686516 0.00403144527313042 0.0154595346680065 0.0118282537554706 0.0510397286662166 0.00815345511522959 0.0030977782734223 0.0215083929489877 0 0.00180189920175865 0.0182057246889855 0.00401617178505449
"leidenschaft" 0.00381199252849464 0 0.000946461810265956 0 0.0161257810925217 0 0.000563250178831932 0.0263430857632086 0.00460847463034716 0.0359342279716987 0.0130920652732969 0.0248930729367037 0.0396417824386904 0.012137149792657 0.0468553374923023
"neigung" 0 0.00273119571748511 0.00441682178124113 0 0 0 0.000563250178831932 0.021403757182607 0.00177249024244122 0.0123911130936892 0.00374059007808482 0.031682092828532 0.0270284880263798 0.00404571659755234 0.010709791426812
"schicksal" 0.00762398505698929 0.00819358715245535 0.00315487270088652 0.0166569501124344 0.00806289054626083 0.0128829455566721 0.0185872559014537 0.0707970429886231 0.00815345511522959 0.00867377916558244 0.0121569177537757 0.0678901989182828 0.0324341856316558 0.0546171740669566 0.0240970307103269
"zweifel" 0 0.00819358715245535 0.0129349780736347 0 0.00403144527313042 0.00257658911133442 0.000563250178831932 0.00658577144080215 0.0074444590182531 0.0284995601154852 0.0271192780661149 0.0113150331530471 0.00900949600879327 0.0101142914938809 0.00669361964175748
"neuem" 0.00762398505698929 0.0109247828699405 0.00157743635044326 0 0.0282201169119129 0.0128829455566721 0.00563250178831932 0.0148179857418048 0.00177249024244122 0.00247822261873784 0.00374059007808482 0.00226300663060943 0.00180189920175865 0.0101142914938809 0
"betrachtete" 0.00381199252849464 0.024580761457366 0 0 0 0.00257658911133442 0 0.0115251000214038 0.00354498048488243 0.00557600089216014 0.0121569177537757 0.0113150331530471 0.0144151936140692 0.00606857489632851 0.00669361964175748
"dürfen" 0 0.0109247828699405 0.00662523267186169 0 0.00403144527313042 0.0103063564453377 0.00675900214598318 0.00823221430100268 0.00531747072732365 0.00681511220152906 0.00654603263664843 0.00678901989182828 0.00360379840351731 0.012137149792657 0.013387239283515
"laut" 0.0190599626424732 0.00819358715245535 0.0141969271539893 0.0333139002248688 0.0201572263656521 0.0154595346680065 0.00788550250364705 0.00493932858060161 0.0163069102304592 0.00123911130936892 0.00654603263664843 0.00226300663060943 0.00540569760527596 0.00404571659755234 0.00669361964175748
"durfte" 0 0.00273119571748511 0.00378584724106382 0 0 0.00257658911133442 0.0101385032189748 0.0131715428816043 0.00531747072732365 0.00371733392810676 0.00374059007808482 0.00452601326121886 0.00180189920175865 0.00202285829877617 0
"wagen" 0.0381199252849464 0.0136559785874256 0.0132504653437234 0.0166569501124344 0.0161257810925217 0.00515317822266883 0.00844875268247898 0.0757363715692247 0.0361588009458008 0.00867377916558244 0.00654603263664843 0.00678901989182828 0.00900949600879327 0.00809143319510468 0.0174034110685694
"meiner" 0.0800518430983875 0.0873982629595237 0.105057260939521 0.20821187640543 0.116911912920782 0.13398263378939 0.0478762652007142 0.3062383719973 0.281825948548153 0.0985093490948292 0.261841305465937 0.617800810156374 0.315332360307764 0.224537271164155 0.184743902112506
"lebte" 0 0.0218495657398809 0.0116730289932801 0.0249854251686516 0 0.00515317822266883 0.00563250178831932 0.00658577144080215 0.00389947853337067 0.00929333482026691 0.0177678028709029 0.00452601326121886 0.00360379840351731 0.0182057246889855 0.010709791426812
"schweigen" 0 0.00273119571748511 0.00126194908035461 0 0 0 0.00394275125182352 0.0197573143224064 0.00177249024244122 0.00247822261873784 0.00374059007808482 0.00905202652243771 0.0108113952105519 0 0.00803234357010897
"auge" 0.0266839476994625 0.103785437264434 0.0555257595356027 0.124927125843258 0.0604716790969563 0.0206127128906753 0.0416805132335629 0.00164644286020054 0.0304868321699889 0.00805422351089798 0.00561088511712723 0.0135780397836566 0.0216227904211038 0.0101142914938809 0.0441778896355993
"gesehen" 0.0952998132123661 0.0655486972196428 0.0413288323816134 0.0166569501124344 0.00806289054626083 0.0128829455566721 0.0157710050072941 0.0279895286234091 0.0173704043759239 0.0458471184466501 0.036470753261327 0.031682092828532 0.0558588752545183 0.012137149792657 0.0294519264237329
