"m_Fischer_Christian_Hannchen_1800" "m_Hauff_Bettlerin_1826" "m_Hippel_Lebenslaeufe_1779" "m_Hoelderlin_Hyperions-Jugend_1797" "m_Jacobi_Eduard-Allwill_1792" "m_Klingemann_Nachtwachen_1804" "m_Paul_Siebenkaes_1796" "m_Prevost-dExiles_Manon-Lescaut_1731" "m_Thuemmel_Reise-in-mittaegliche-Provinzen_1791" "m_Wieland_Agathon_1794" "m_Wieland_Peregrinus_1788" "w_La-Roche_Sternheim-Teil-1_1771" "w_La-Roche_Sternheim-Teil-2_1771" "w_Unger_Bekenntnisse_1806" "w_Wobeser_Elisa_1795"
"briefe" 0.00381199252849464 0.0136559785874256 0.0164053380446099 0 0.0685345696432171 0.00257658911133442 0.016334255186126 0.00493932858060161 0.00567196877581189 0.00185866696405338 0.00374059007808482 0.0588381723958451 0.0216227904211038 0.012137149792657 0.00669361964175748
"entfernen" 0.00381199252849464 0 0.00315487270088652 0.0166569501124344 0.00403144527313042 0.00257658911133442 0.00112650035766386 0.00329288572040107 0.00354498048488243 0.00805422351089798 0.00654603263664843 0.00226300663060943 0.00540569760527596 0.00202285829877617 0.0214195828536239
"unterhaltung" 0 0.0136559785874256 0.000630974540177304 0 0 0 0.00112650035766386 0.0131715428816043 0.0124074316970885 0.00185866696405338 0.00467573759760602 0.00226300663060943 0.0108113952105519 0.0161828663902094 0.0240970307103269
"geliebten" 0.0266839476994625 0.0327743486098214 0.00473230905132978 0.0166569501124344 0.00806289054626083 0.00772976733400325 0.0197137562591176 0.0543326143866177 0.00638096487278838 0.0216844479139561 0.00467573759760602 0.0248930729367037 0.0144151936140692 0.0161828663902094 0.0174034110685694
"seit" 0.00762398505698929 0.0573551100671874 0.0113575417231915 0.0333139002248688 0.0241886716387825 0.0206127128906753 0.0219667569744453 0.046100400085615 0.0436032599640539 0.024162670532694 0.0355356057418058 0.0271560795673131 0.0198208912193452 0.0606857489632851 0.0455166135639508
"möglich" 0.00762398505698929 0.0300431528923363 0.0129349780736347 0.0249854251686516 0.0161257810925217 0.030919069336013 0.00675900214598318 0.0246966429030081 0.0265873536366182 0.0359342279716987 0.0495628185346238 0.0203670596754848 0.0162170928158279 0.0525943157681804 0.0200808589252724
"gemüt" 0 0 0.00126194908035461 0.041642375281086 0.00403144527313042 0.00515317822266883 0.00112650035766386 0 0.00106349414546473 0.0136302244030581 0.0140272127928181 0 0 0.0687771821583898 0
"gedanke" 0.00762398505698929 0.0436991314797618 0.00820266902230495 0.0499708503373032 0.0161257810925217 0.0154595346680065 0.00844875268247898 0.0181108714622059 0.0134709258425532 0.0223040035686406 0.0205732454294665 0.0407341193509697 0.0378398832369317 0.012137149792657 0.0374842699938419
"mutter" 0.0724278580413982 0.188452504506473 0.254598226961542 0.174897976180561 0.0524087885506954 0.0592615495606916 0.016897505364958 0.00493932858060161 0.0230423731517358 0.0179671139858493 0.0149623603123393 0.0746792188101111 0.0738778672721048 0.0222514412865379 0.370826528153364
"blos" 0.0114359775854839 0 0 0 0 0.0824508515627013 0 0 0 0 0 0 0 0.012137149792657 0.00669361964175748
"sinn" 0 0.0273119571748511 0.013565952613812 0.0333139002248688 0.048377343277565 0.0103063564453377 0.00450600143065545 0.00658577144080215 0.0124074316970885 0.00681511220152906 0.0224435404685089 0.00226300663060943 0.00180189920175865 0.0101142914938809 0
"wünsche" 0.0114359775854839 0.00273119571748511 0.00757169448212765 0.0333139002248688 0.0120943358193913 0.00515317822266883 0.0197137562591176 0.0181108714622059 0.014534419988018 0.0111520017843203 0.0205732454294665 0.0452601326121886 0.0396417824386904 0.0222514412865379 0.0187421349969209
"stimme" 0.0343079327564518 0.0573551100671874 0.0179827743950532 0.0249854251686516 0.0161257810925217 0.0231893020020097 0.0225300071532773 0.0115251000214038 0.0340318126548713 0.0272604488061163 0.0215083929489877 0.0384711127203603 0.052255076851001 0.00606857489632851 0.0361455460654904
"wunsch" 0.00381199252849464 0.00819358715245535 0.00536328359150708 0 0.00806289054626083 0 0.00957525304014284 0.0131715428816043 0.00992594535767081 0.00805422351089798 0.00467573759760602 0.00678901989182828 0.0342360848334144 0.012137149792657 0.0120485153551635
"glaubte" 0.0381199252849464 0.0600863057846725 0.0170363125847872 0.0499708503373032 0.0241886716387825 0.0180361237793409 0.00788550250364705 0.0724434858488236 0.023396871200224 0.0526622306481791 0.0476925234955814 0.015841046414266 0.0126132944123106 0.0323657327804187 0.0307906503520844
"sollte" 0.0838638356268822 0.0819358715245534 0.107896646370319 0.0999417006746065 0.0886917960088692 0.0283424802246786 0.04956601573721 0.0872614715906284 0.0762170804249723 0.0718684559433974 0.0673306214055267 0.0497861458734074 0.0738778672721048 0.0991200566400324 0.0870170553428472
"gesellschaft" 0.0266839476994625 0.0491615229147321 0.0189292362053191 0.00832847505621721 0.0161257810925217 0.0154595346680065 0.0129547541131344 0.0230502000428075 0.0223333770547593 0.0433688958279122 0.0289895731051573 0.0271560795673131 0.0702740688685875 0.0445028825730758 0.0374842699938419
"mannes" 0 0.0273119571748511 0.00599425813168439 0.0166569501124344 0.00403144527313042 0 0.0118282537554706 0.00658577144080215 0.0155979141334827 0.0173475583311649 0.0149623603123393 0.0294190861979226 0.0360379840351731 0.0161828663902094 0.0227583067819754
"vergebens" 0.0114359775854839 0.0136559785874256 0.00473230905132978 0 0 0.00257658911133442 0 0.021403757182607 0.00921694926069432 0.00433688958279122 0.00748118015616964 0.00678901989182828 0.00180189920175865 0.00202285829877617 0.013387239283515
"unglücklichen" 0.00381199252849464 0.0163871743049107 0.00252389816070922 0 0.0161257810925217 0.00257658911133442 0.0016897505364958 0.00823221430100268 0.00886245121220608 0.00433688958279122 0.00561088511712723 0.0248930729367037 0.00900949600879327 0.00809143319510468 0.0334680982087874
"gegenwart" 0.00762398505698929 0 0.00378584724106382 0.0166569501124344 0.0120943358193913 0.00257658911133442 0.00619575196715125 0.0246966429030081 0.00708996096976486 0.0117715574390047 0.0177678028709029 0.00452601326121886 0.0108113952105519 0.00809143319510468 0.013387239283515
"herzens" 0.00381199252849464 0.0136559785874256 0.0113575417231915 0.14991255101191 0.0282201169119129 0.00257658911133442 0.0208402566167815 0.0296359714836097 0.0226878751032476 0.0563795645762859 0.0205732454294665 0.0927832718549865 0.0792835648773808 0.00202285829877617 0.0227583067819754
"meines" 0.0266839476994625 0.0273119571748511 0.0454301668927659 0.108270175730824 0.0282201169119129 0.0128829455566721 0.0230932573321092 0.116897443074238 0.116629857952632 0.0421297845185433 0.107541964744939 0.273823802303741 0.149557633745968 0.0627086072620613 0.109775362124823
"gedanken" 0.00381199252849464 0.0682798929371279 0.0378584724106382 0.0582993253935204 0.0161257810925217 0.0231893020020097 0.0366112616240756 0.0592719429672193 0.0414762716731244 0.0545208976122325 0.045822228456539 0.0656271922876734 0.0738778672721048 0.0303428744816426 0.0415004417788964
"blicke" 0.0114359775854839 0.0191183700223958 0.00157743635044326 0.00832847505621721 0.0161257810925217 0 0.00788550250364705 0.0115251000214038 0.0297778360730124 0.014869335712427 0.00374059007808482 0.0226300663060943 0.0270284880263798 0 0.0602425767758173
"teilnahme" 0.00762398505698929 0 0 0 0 0.00257658911133442 0.0016897505364958 0.00329288572040107 0.00460847463034716 0 0.000935147519521204 0 0 0.00404571659755234 0
"ewig" 0.0190599626424732 0.0191183700223958 0.0148279016941666 0.0666278004497377 0.0201572263656521 0.0257658911133442 0.0123915039343025 0.00329288572040107 0.011698435600112 0.00557600089216014 0.00841632767569084 0.0271560795673131 0.00900949600879327 0.024274299585314 0.0240970307103269
"während" 0 0.0355055443273065 0.0116730289932801 0.00832847505621721 0.0120943358193913 0.0334956584473474 0.0107017533978067 0.0724434858488236 0.0471482404489363 0.0123911130936892 0.0317950156637209 0.0203670596754848 0.0180189920175865 0.0465257408718519 0.00937106749846047
"arme" 0.0838638356268822 0.0355055443273065 0.0321797015490425 0.0749562755059549 0.0685345696432171 0.0566849604493571 0.0535087669890335 0.0279895286234091 0.0294233380245242 0.0223040035686406 0.0187029503904241 0.0995722917468148 0.0360379840351731 0.00606857489632851 0.0776459878443867
"kind" 0.0266839476994625 0.0327743486098214 0.0328106760892198 0.0166569501124344 0.0241886716387825 0.0128829455566721 0.016897505364958 0.0148179857418048 0.0414762716731244 0.00061955565468446 0.00748118015616964 0.0362081060897508 0.0342360848334144 0.00404571659755234 0.0267744785670299
"schien" 0.167727671253764 0.142022177309226 0.0331261633593085 0.124927125843258 0.00403144527313042 0.0747210842286981 0.0185872559014537 0.0576255001070188 0.0436032599640539 0.107183128260412 0.10847711226446 0.015841046414266 0.0324341856316558 0.0182057246889855 0.0374842699938419
"nachricht" 0.00762398505698929 0.0109247828699405 0.0078871817522163 0 0.0120943358193913 0 0.00619575196715125 0.0164644286020054 0.00779895706674135 0.00867377916558244 0.00561088511712723 0.0248930729367037 0.0198208912193452 0.0161828663902094 0.00669361964175748
"ankunft" 0.00762398505698929 0.00273119571748511 0.00347035997097517 0 0.0120943358193913 0 0.00675900214598318 0.0164644286020054 0.00354498048488243 0.0030977782734223 0.00374059007808482 0.00678901989182828 0.00900949600879327 0.0182057246889855 0.00803234357010897
"abreise" 0.00381199252849464 0.0109247828699405 0.00441682178124113 0 0 0 0.00225300071532773 0.0230502000428075 0.00815345511522959 0.00061955565468446 0.00280544255856361 0.0203670596754848 0.00900949600879327 0.0141600080914332 0.0160646871402179
"ueberzeugung" 0 0 0.000630974540177304 0 0 0 0 0 0.00425397658185892 0 0.00280544255856361 0 0 0 0.00669361964175748
"worte" 0.0190599626424732 0.0600863057846725 0.0555257595356027 0.0582993253935204 0.0120943358193913 0.0360722475586818 0.0197137562591176 0.046100400085615 0.0368677970427773 0.0111520017843203 0.0346004582222846 0.0113150331530471 0.0108113952105519 0.0141600080914332 0.0522102332057083
"zimmer" 0.0266839476994625 0.0600863057846725 0.0192447234754078 0.00832847505621721 0.0241886716387825 0.0231893020020097 0.0129547541131344 0.0773828144294252 0.0226878751032476 0.00495644523747568 0.00561088511712723 0.047523139242798 0.052255076851001 0.00606857489632851 0.0655974724892233
"rief" 0.10673579079785 0.174796525919047 0.013565952613812 0.20821187640543 0.0322515621850433 0.0515317822266883 0.0225300071532773 0.0493932858060161 0.0499842248368423 0.0123911130936892 0.0177678028709029 0.0429971259815791 0.0198208912193452 0.00404571659755234 0.0481940614206538
"ehemals" 0 0 0.00473230905132978 0 0.00403144527313042 0 0 0 0.00673546292127662 0.00681511220152906 0.0224435404685089 0.0135780397836566 0.00540569760527596 0.012137149792657 0
"mehrere" 0.0304959402279572 0.0109247828699405 0.000946461810265956 0 0.00806289054626083 0.0231893020020097 0.000563250178831932 0.0148179857418048 0.00567196877581189 0 0.0149623603123393 0.00226300663060943 0.00540569760527596 0.0161828663902094 0.00803234357010897
"bestimmt" 0 0.0273119571748511 0.00504779632141843 0 0.00806289054626083 0.00772976733400325 0 0.0115251000214038 0.00708996096976486 0.0111520017843203 0.00654603263664843 0.0113150331530471 0.0180189920175865 0.0323657327804187 0.010709791426812
"folgen" 0.00762398505698929 0.0218495657398809 0.00599425813168439 0 0.00403144527313042 0.00257658911133442 0.000563250178831932 0.0378681857846123 0.0177249024244122 0.0303582270795386 0.0177678028709029 0.0181040530448754 0.00540569760527596 0.0343885910791949 0.0174034110685694
"pflicht" 0 0.00273119571748511 0.00914913083257091 0.00832847505621721 0.00403144527313042 0 0.00619575196715125 0.0181108714622059 0.0049629726788354 0.00495644523747568 0.0112217702342545 0.015841046414266 0.0198208912193452 0.0141600080914332 0.0401617178505449
"könnte" 0.0304959402279572 0.0628175015021576 0.0630974540177304 0.0582993253935204 0.104817577101391 0.061838138672026 0.0270360085839327 0.107018785913035 0.0535292053217247 0.0600968985043926 0.0907093093935568 0.063364185657064 0.052255076851001 0.0748457570547183 0.11646898176658
"wagte" 0.0228719551709679 0.00546239143497023 0.000630974540177304 0 0.00403144527313042 0.0154595346680065 0.00112650035766386 0.021403757182607 0.00283598438790594 0.00185866696405338 0.00561088511712723 0.00226300663060943 0.00180189920175865 0.00202285829877617 0.00535489571340598
