"Ahlefeld_Marie-Mueller_1799" "Argens_Therese_1748" "Campe_Robinson_1779" "Cleland_Fanny-Hill_1748" "Crebillon_Schaumloeffel_1735" "Crebillon_Sopha_1742" "Defoe_Moll-Flanders_1722" "Defoe_Robinson-Crusoe_1719" "Diderot_Die-Nonne_1796" "Diderot_Jakob_1796" "Diderot_Kleinode_1748" "Ehrmann_Amalie_1787" "Ehrmann_Nina_1788" "Fielding_Tom-Jones_1749" "Forster_Ansichten_1791" "Gellert_Graefin-von-G_1747" "Goethe_Lehrjahre_1795" "Goethe_Werther_1774" "Haller_Usong_1771" "Heinse_Ardinghello_1787" "Heinse_Hildegard_1795" "Hippel_Kreuz-und-Querzuege_1793" "Hippel_Lebenslaeufe_1779" "Hoelderlin_Fragment-von-Hyperion_1794" "Hoelderlin_Hyperion_1797" "Hoelderlin_Hyperions-Jugend_1797" "Huber_Luise_1796" "Huber_Seldorf_1795" "Hunold_Adalie_1702" "Jacobi_Eduard-Allwill_1792" "Jacobi_Woldemar_1779" "Klinger_Faust_1791" "Klinger_Geschichte-eines-Teutschen_1798" "Knigge_Benjamin-Noldmann_1790" "Knigge_Braunschweig_1792" "Knigge_Josephs-von-Wurmbrands_1792" "La-Roche_Oneida_1798" "La-Roche_Rosaliens-Briefe_1779" "La-Roche_Sternheim_1771" "Lavater_Unveraenderte-Fragmente_1773" "Lesage_Gil-Blas_1715" "Lesage_Teufel_1707" "Liebeskind_Maria_1784" "Loen_Der-redliche-Mann_1740" "Mereau_Bluethenalter_1794" "Miller_Siegwart_1776" "Moritz_Anton-Reiser_1785" "Moritz_Hartknopf_1786" "Moritz_Hartknopfs-Predigerjahre_1790" "Mueller_Siegfried_1779" "Naubert_Alf-von-Duelmen_1790" "Naubert_Amtmannin_1787" "Naubert_Hermann-von-Unna_1788" "Nicolai_Sebaldus-Nothanker_1773" "Paul_Hesperus_1795" "Paul_Loge_1793" "Paul_Quintus-Fixlein_1796" "Paul_Siebenkaes_1796" "Pestalozzi_Lienhard-und-Gertrud_1781" "Pfeffel_Biographie-eines-Pudels_1789" "Prevost-dExiles_Manon-Lescaut_1731" "Restif-de-la-Bretonne_Anti-Justine_1793" "Sade_Geschichte-der-Justine_1797" "Schiller_Geisterseher_1787" "Schilling_Denkwuerdigkeiten_1787" "Schlegel_Lucinde_1799" "Schnabel_Kavalier_1738" "Schnabel_Wunderliche-Fata_1731" "Sterne_Tristram-Shandy_1759" "Swift_Gullivers-Reisen_1726" "Thuemmel_Reise-in-mittaegliche-Provinzen_1791" "Tieck_Franz-Sternbald_1798" "Tieck_William-Lovell_1795" "Unger_Julchen-Gruenthal_1798" "Vulpius_Rinaldo-Rinaldini_1799" "Walpole_Otranto_1764" "Wezel_Belphegor_1776" "Wezel_Hermann-und-Ulrike_1780" "Wezel_Kakerlak_1784" "Wieland_Abderiten_1774" "Wieland_Agathon_1794" "Wieland_Der-goldene-Spiegel_1772" "Wieland_Don-Sylvio_1764" "Wieland_Peregrinus_1788" "Wobeser_Elisa_1795" "Wolzogen_Agnes_1798"
"Ahlefeld_Marie-Mueller_1799" 0 1.06535612297682 1.06331465844334 1.07064201617171 1.01720243874836 1.0239425865197 1.05268247668152 1.08622096090419 1.02216345184711 1.02038258140373 0.96391707981351 0.991703919650832 1.04852337331596 1.01149730526485 1.04782103695321 1.04758551278476 0.890450349871682 0.918338838966744 1.03825614729983 1.03992013672124 1.01672628955953 1.01081207187167 1.02109671943457 1.1730528383935 0.982786251503746 1.06827782343497 0.959269329198161 0.838624146144202 1.08338065801969 1.05041034665043 0.972768530737979 0.993761047945086 0.908432907324418 1.14597793987746 1.03321838086082 1.24571078963174 0.935854820891633 0.892437039463886 0.927537270913997 1.06167243759197 0.982518103226427 0.971650185020174 0.883421357124212 1.07916986706304 0.984736065544822 0.936821103254733 1.00413757630841 1.03177029670053 1.0596479905429 1.08106857962741 0.947731695515942 0.888113072238131 0.895590449128418 1.02266866887234 0.883317323070315 0.936656147784247 0.941789987423937 0.920835728300674 1.05378062564588 1.20707779345566 0.993724385174587 1.03813650832191 0.96683213006164 0.989215493245595 1.02539612262452 0.98376634611096 1.14628100540056 1.17147423317829 1.00677501243356 1.18647799299199 0.857704900929525 0.924385570901016 0.88731738344022 0.831426002385697 0.979694316052777 0.98765093994601 0.972106042086162 0.877523740405442 1.10797201105817 1.11089854455376 1.03863504248388 1.10581694909095 1.01078935717262 0.990969397546597 0.849534101865914 0.843291801723589
"Argens_Therese_1748" 1.06535612297682 0 0.969642552376187 0.970160130970359 0.908338797272352 0.903379846622591 0.886136612010629 0.980348575743603 0.893280942871756 0.826888217560449 0.853967530595236 0.945273721330626 1.06618193901756 0.876942863625512 0.928444132285527 1.03206905618458 0.871587244346591 0.947505367606738 1.03638714805662 0.972708787544544 0.980590701705937 0.92656094951343 0.940139584018544 1.2653405032694 1.07559342671191 1.20436759277927 0.995102616950235 1.00050759002243 1.0973693502817 0.998055000879296 0.975944441733857 0.958983330835335 0.961396596393332 0.973320941491343 0.969745603107069 1.11124907797519 0.991568919378985 0.915772215982668 0.939107620720469 0.971245485329007 0.85009021284561 0.860353429200229 0.912333586133435 0.998206422454106 1.14924899588421 0.996125612164384 1.00692878237523 1.03663553409732 1.1810571797559 0.990701861107085 0.953936458520447 0.921726344066252 0.964147841731219 0.903442100085691 0.936597571189786 0.934971069039073 0.930384031185656 0.922789057577568 0.988052245977399 1.23713766140924 0.840754489263875 0.896591672073415 0.703960435258005 0.952922847109865 1.00496520593456 1.04720056123181 1.02220387666319 1.03903293229936 0.827286122864015 0.956168569928796 0.838245688399176 0.958125717043925 0.914690340373665 0.863229425509623 0.95984597239708 1.02939411861972 0.926238801027572 0.861705667919655 1.08380803418338 0.93516683454836 0.969491575775147 0.976029069165887 0.898670703813445 0.893204005975481 0.968214484973836 1.04148604840161
"Campe_Robinson_1779" 1.06331465844334 0.969642552376187 0 1.02316587059221 0.956712682294307 1.04432155985341 0.905833224897514 0.754628617989791 0.983946693703199 0.840803928476571 0.913299534016035 0.967341368160314 1.02397903093006 0.857575881367711 0.92819121907766 0.964295893359539 0.884940025057664 0.903830339916485 0.982433134748391 0.927576472355836 0.942346932703905 0.887569897058614 0.838678885236221 1.16988582106512 0.976478356397393 1.13073127962696 0.997757561944465 0.903768604020579 0.961494418261959 0.962945257390482 0.91377286505404 0.95908847081429 0.97144915614923 0.96245958521237 0.884251664034174 1.1513773016215 0.929307201371179 0.85583106255112 0.982461773318148 0.956719275867489 0.937567427506422 0.930175264251773 0.911921095662598 0.920839961891854 1.12212817069799 0.851146191713592 0.880388792366526 0.902806639329678 1.05388939156712 0.880387571223847 0.918799124355642 0.855705017770709 0.88424327138827 0.847357864053919 0.863462307302952 0.84488434051438 0.861150655017333 0.825521822270572 0.838883044073523 1.144227620256 0.963946989512923 0.975824620242355 0.888448011946458 0.93223460650092 1.01847513316395 1.07352123235256 0.908339878000024 0.860982784416417 0.803782052981701 0.992793061121379 0.812966173965224 0.904265189707024 0.881160981565427 0.820380698219243 0.905341751690211 1.03931863061163 0.830577129429324 0.810672557112799 0.98066389816047 0.887173479421389 0.989304247997374 0.970769179639955 0.833166174315364 0.90391003906269 1.01052704194938 1.06331255112061
"Cleland_Fanny-Hill_1748" 1.07064201617171 0.970160130970359 1.02316587059221 0 1.04601162782043 1.04472671533222 0.934057271777142 1.01049057783176 0.975530704794859 0.99134055431375 0.990745789013459 1.10652517792867 1.16823922749783 1.04735759723622 1.08217642686156 1.11047049247248 0.985933971333237 1.05436664398384 1.10722004914266 1.09101168364923 1.06027503310263 1.09966792892739 1.10155202466342 1.26083869956799 1.13992987869808 1.22067195896287 1.0429545352825 0.987575335986808 1.14229480659108 1.12398834174517 1.05043524491038 1.07947858652424 1.09190030099782 1.15101127746061 1.06306277394703 1.29777854100698 1.08543351063358 1.02434098613213 1.08758798563613 1.14159952566436 0.946369933769158 0.996059166943756 1.03865816132399 1.10826094051353 1.17117747119501 1.03621018960499 1.03085302939271 1.08894573438187 1.13001588383109 1.09510022423213 1.06003461952625 0.984750997854842 1.02063581476468 1.05010137839249 1.02128168644844 1.02148167367684 1.01989808515662 0.989661072959735 1.07870823058658 1.11731307119779 0.925783425905722 0.862143730530697 0.914929556958828 1.04847349854996 0.971882362501693 1.13899612827262 1.08410176202563 1.10473230850777 0.967251104151424 1.05510037610223 0.954589162433232 1.06502199019557 1.06712113706867 0.950089328229085 1.0470723160503 1.10740471833041 1.03437713830397 0.967819659194844 1.11798110203262 1.11068035570704 1.13421125985908 1.17005414388552 1.02791016721125 1.04314975098173 1.10017649050184 1.07401824608441
"Crebillon_Schaumloeffel_1735" 1.01720243874836 0.908338797272352 0.956712682294307 1.04601162782043 0 0.784074992252579 0.911775093070546 0.953287588467682 0.920443952528779 0.838481641690668 0.780446156533775 0.957656251943406 1.0711183999779 0.806604209698433 0.918782082430646 0.94249733105523 0.822362944727724 0.962964008724155 1.00619082779975 0.966883518889833 0.969973827847796 0.873416312890565 0.925024096003359 1.28092774118491 1.07159168306738 1.17705756849025 0.948681379690746 0.993668779892205 0.990871178633925 1.01606629298596 0.94982145743514 0.942793503096588 0.89488199279575 0.968539015580675 0.992442903530433 1.09526624280123 1.0492481819877 0.956862390845633 0.936573115644206 0.980751230159679 0.829619071853258 0.754830873234075 0.878034888420379 0.965819345756249 1.13860661001168 1.00034756075169 0.969147982476303 1.05518696889044 1.19002386867364 0.973928205917707 0.858021229524759 0.854173434082085 0.848620656573303 0.862829951112758 0.933621978874844 0.941677621614833 0.951706222452605 0.936105496154015 1.00105091451165 1.2228393251132 0.851700004812491 1.00467116595129 0.798102903952298 0.914696769984598 1.03719060100646 1.03845325559489 0.99032426924107 1.05620004766307 0.836835576298494 1.01382307225577 0.838092851409574 0.94069874984765 0.904624718885827 0.852338091008557 0.949406081638734 0.937548033449901 0.892878044539332 0.837356525413679 1.01681524353472 0.864564125155338 0.861474805893182 0.909297738232281 0.792239788204026 0.855932333806855 0.955571528918432 1.03468919651141
"Crebillon_Sopha_1742" 1.0239425865197 0.903379846622591 1.04432155985341 1.04472671533222 0.784074992252579 0 0.910781820255907 1.0625415297149 0.912278912318609 0.881370978957979 0.82151580800021 0.961770211810114 1.0481742295653 0.883102881943828 0.996461299531951 1.02206160499003 0.88189740426489 1.00624327150452 1.07279238822254 1.05467748148125 1.02698295448676 0.97124037636833 1.01883426317468 1.2805875322905 1.11438403518009 1.16478975711253 0.982021692646514 1.03549529759873 1.0531437610872 1.05307523046986 1.00521181226397 1.02641499658086 0.931765972851134 1.04817058736918 1.05715665147041 1.14509647320375 1.0417343551843 0.988723695252156 0.970095881732216 0.990567578631871 0.877491072636849 0.842663022987471 0.907080491419981 1.04884130261691 1.16724732232864 1.05871410654564 1.06172431434526 1.11653808776548 1.22485810241187 1.02335259517754 0.942082578091959 0.887522457619585 0.931556636727437 0.964553773540814 1.02127098822715 1.02718697473745 1.02843612802665 1.01271140625797 1.02238475325071 1.28571889797044 0.839441918243878 1.0046526673383 0.812641694198531 0.99531559886367 1.07198722959925 1.02804093695019 1.08861649770816 1.13388227417133 0.886334797087733 1.06424137897927 0.90903251748792 1.0082716915251 0.920952377605194 0.898461487104947 1.03563523230819 0.997295489207383 0.993676601984234 0.924789247604366 1.12478338780646 0.933774633077287 0.911994122029289 0.969955448161421 0.881625440482677 0.911302177767276 0.96317301805788 1.05816593269381
"Defoe_Moll-Flanders_1722" 1.05268247668152 0.886136612010629 0.905833224897514 0.934057271777142 0.911775093070546 0.910781820255907 0 0.859835402066723 0.861831344768142 0.757914273265948 0.850777847229159 0.990652893547618 1.06239039516534 0.766709310396089 0.983287830544339 0.91651853932261 0.812494005219202 0.937105547577457 1.04234518223827 0.995208468143162 0.98948105039863 0.909695846417337 0.897652646990774 1.26451393999931 1.07471519888684 1.18178879936805 0.948910911565387 0.973651733786013 1.02152196708221 1.01296631885564 0.942331187977777 1.01049236430458 0.955948893712107 0.962503211656932 0.91413192751612 1.17727284454482 1.00476453501306 0.893365302012233 0.962525572846878 0.974343964802892 0.786392820769584 0.829913895323414 0.883115950397824 0.978078249556826 1.17347821776286 0.918563002979649 0.924351322022081 1.02351155372451 1.16449773369052 0.928789719383904 0.881842431403623 0.8015580657955 0.863489484559395 0.845510052164324 0.951362675757188 0.941432990264125 0.935395668471661 0.89325548684272 0.914082364999627 1.21947931364016 0.749295500725635 0.898983234681914 0.795766126614066 0.929437391315062 1.00861710081417 1.08790046855865 0.928109668436956 0.970462603422118 0.755147368706474 0.90837356152611 0.826873044775059 0.950311685887036 0.87641876428393 0.787960522168434 0.90536206334396 1.00242011031712 0.922034932789958 0.798387986771906 1.06330202287089 0.898398874849845 1.00943092323477 1.02115059194502 0.869497458731715 0.896533257295166 0.986727831084032 1.03972527672627
"Defoe_Robinson-Crusoe_1719" 1.08622096090419 0.980348575743603 0.754628617989791 1.01049057783176 0.953287588467682 1.0625415297149 0.859835402066723 0 0.989911675784715 0.911588806098008 0.924899381110937 1.02369540159409 1.14174851273584 0.861506106989899 0.876725279088673 0.972200493356184 0.838811660389588 0.992864809417368 0.955310705637529 0.963570082962448 0.965031905668469 0.916711624889911 0.943336744178498 1.28657429337327 1.09539114361074 1.23474614251894 0.97924237097819 0.933794131133032 1.01037911697024 1.06628766930328 0.978667834069193 1.01318128703272 1.00831752488492 0.951429568853211 0.921011618031077 1.18656653883197 0.923020629634981 0.911920328385509 1.00045481317795 1.02917627251142 0.932225155037212 0.923121483431012 0.954204405880783 0.953246054607462 1.14900799610982 0.970418578945306 0.885271746636561 1.00646564374481 1.13668495414505 0.978458585904109 0.919787906105284 0.863178734485856 0.886847824475289 0.853962584049104 0.932679725331061 0.920193888001602 0.921650314868272 0.892286680622689 1.0031277406666 1.1632272209843 0.906712480779653 1.00201309070838 0.884487339016303 0.921632305452604 1.04396173526604 1.13710494249488 0.942666623743018 0.872065419922404 0.849834323775053 0.845131882821658 0.833549774185594 0.96757230899002 0.947903706540317 0.873634500235116 0.957717031860481 1.06600086084565 0.822037652440042 0.848807492803109 1.03691988602983 0.904392500262072 0.975712897157553 0.962080507358635 0.891620745274771 0.862300324355117 1.03634314116204 1.03097176929069
"Diderot_Die-Nonne_1796" 1.02216345184711 0.893280942871756 0.983946693703199 0.975530704794859 0.920443952528779 0.912278912318609 0.861831344768142 0.989911675784715 0 0.809377529380458 0.861875154289887 1.03568512857603 1.08552801843182 0.937998915061528 1.0415895783276 0.996328261103569 0.908839920028929 0.939613631435878 1.07712166850348 1.04061832622604 1.01068901001328 0.975496896312246 0.959692801057097 1.2205816096882 1.06192941111069 1.16409940708134 0.982901653109456 0.962752974108615 1.10462831340239 1.06136058951947 1.00431373311245 0.996562977260225 0.967411739253531 1.07651259611325 1.00903264701549 1.21248339471359 1.04347262088695 0.930424008323339 0.990626268797962 1.01160764042946 0.863849871212998 0.86303405778972 0.941541973232977 1.04638232604748 1.17452511684883 0.953057312460143 0.996317748478898 1.04542710789909 1.12256562816112 1.0248393492901 0.942843300671576 0.903449599897993 0.919387915895093 0.969560201144785 0.949205652632842 0.969842999039338 0.963031655815276 0.930905936076632 0.96190554254284 1.17570136324997 0.853300788717 0.891437659608033 0.807680076852767 0.960116204389232 0.971888287005797 1.11483034386732 1.02020544064107 1.0649507500064 0.869756499081122 1.0093116852519 0.87994800252338 0.976819667135125 0.933721000196083 0.851698206081515 0.925967298241057 0.96002780842387 0.980709244428651 0.858740935257684 1.07021287445959 1.01643686200395 1.09107167875491 1.09819082404342 0.970236918086232 0.987612696201149 0.966656452409691 1.04110215401798
"Diderot_Jakob_1796" 1.02038258140373 0.826888217560449 0.840803928476571 0.99134055431375 0.838481641690668 0.881370978957979 0.757914273265948 0.911588806098008 0.809377529380458 0 0.708251657446356 0.883227336094134 0.952448917583859 0.705315313845759 0.928172643757295 0.89138067540468 0.779205843160636 0.81522890400846 1.0057778353923 0.895819917906722 0.898403743003636 0.801422372439998 0.742049265789181 1.24434322171091 0.980818933791936 1.15419221229691 0.946834819948462 0.932161984051761 1.00213819234969 0.904440498514375 0.903415518728997 0.873017676573485 0.892111680967327 0.907400661442094 0.851843772057558 1.13658566921872 0.976243159373568 0.819779330721728 0.893657434671701 0.910326786243257 0.742295987695738 0.751821398938429 0.808053585092249 0.920076424315645 1.1908934363208 0.809068431151718 0.932457479662737 0.955807714988757 1.09858117265882 0.806447467268251 0.849473042370338 0.808601898381409 0.845965756290381 0.784614806239997 0.82311114037461 0.808370418433581 0.835412283119292 0.782679385297068 0.788775630306527 1.18137336320637 0.823285232414126 0.856995584917446 0.712806423218021 0.84253987797648 0.94654110683606 1.03076096399327 0.858063244438159 0.925466476772439 0.662606981840039 0.943485293917908 0.710171208880045 0.866480348478403 0.807267638084606 0.728524146133765 0.761899154089162 0.92281298899824 0.837642404947075 0.677372540739412 0.948864853874114 0.813999387025343 0.9648692389632 0.954291435287608 0.759488076328894 0.86552678820231 0.930304289216417 1.02055888093705
