"m_Brentano_Godwi_1801" "m_Clauren_Liebe-und-Irrtum_1827" "m_Cleland_Fanny-Hill_1748" "m_Defoe_Moll-Flanders_1722" "m_Fischer_Christian_Hannchen_1800" "m_Hauff_Lichtenstein_1826" "m_Hoelderlin_Fragment-von-Hyperion_1794" "m_Hoelderlin_Hyperion_1797" "m_Hoffmann_Kater-Murr_1820" "m_Knigge_Braunschweig_1792" "m_Miller_Siegwart_1776" "m_Moritz_Hartknopfs-Predigerjahre_1790" "m_Paul_Katzenberger_1809" "m_Prevost-dExiles_Manon-Lescaut_1731" "m_Sterne_Tristram-Shandy_1759" "m_Voss_Ini_1810" "m_Wezel_Hermann-und-Ulrike_1780" "m_Wieland_Abderiten_1774" "m_Wieland_Peregrinus_1788" "m_Zschokke_Goldmacherdorf_1817" "w_Fischer_Gustav_1801" "w_Fischer_Margarethe_1812" "w_Fouque_Resignation_1829" "w_Froelich_Kentucky_1819" "w_La-Roche_Sternheim-Teil-1_1771" "w_La-Roche_Sternheim-Teil-2_1771" "w_Unger_Bekenntnisse_1806" "w_Wobeser_Elisa_1795"
"eines" 0.1041701670083 0.0783460282916213 0.162503482217476 0.0844507118557646 0.0190599626424732 0.0671425259977459 0.156561343580985 0.0854629591028474 0.107572987896158 0.0892318190168753 0.0287351975922929 0.0409696142027996 0.132141284032333 0.0987865716120322 0.111822474579217 0.0872033376650024 0.0843552050644079 0.163731591824584 0.199186421658017 0.0567697984672154 0.0958724391966899 0.0369169105819687 0.0710469272203977 0.098934685440701 0.171988503926317 0.154963331351244 0.105188631536361 0.0722910921309808
"würde" 0.0756073792802178 0.0326441784548422 0.0510725229826353 0.169698128540357 0.0419319178134411 0.0359692103559353 0.0284656988329063 0.0250135490057114 0.0661987617822512 0.133847728525313 0.0478919959871549 0.0477978832365995 0.0464280187140629 0.181108714622059 0.166285234218836 0.0649750359072567 0.0386950481946825 0.120007814462337 0.141207275447702 0.0402119405809443 0.176607124836008 0.15821533106558 0.0746717704459282 0.104234757875024 0.208196610016067 0.167576625763555 0.200262971578841 0.208840932822833
"weil" 0.147014348600423 0.0413492927094668 0.0278577398087102 0.0581594525044416 0.0381199252849464 0.0647445786406836 0.0426985482493595 0.112560970525701 0.038365191487441 0.0577382358344487 0.184006089845384 0.157050187777398 0.177378840728087 0.0559790572468183 0.052145195399635 0.0666849052732371 0.154006291814836 0.164661884959951 0.0720063590031327 0.18450184501845 0.055505096377031 0.0474645993196741 0.0507478051574269 0.0459339610974683 0.144832424359003 0.223435501018073 0.289268736724992 0.0776459878443867
"waren" 0.1041701670083 0.106637649619151 0.139288699043551 0.115522200180055 0.114359775854839 0.139880262495304 0.156561343580985 0.08754742151999 0.0473922953668389 0.136472193790515 0.111411906454329 0.143393649709799 0.0464280187140629 0.128422543095642 0.0799559662794403 0.220573148211477 0.0762292449435246 0.156289246741648 0.127180062654884 0.255464093102469 0.131193864163891 0.0632861324262321 0.0492978678672147 0.127201738423758 0.0859942519631583 0.126132944123106 0.175988671993527 0.112452809981526
"zeit" 0.088208609160254 0.134929270946681 0.139288699043551 0.128269477441303 0.0876758281553768 0.0807308943544326 0.142328494164532 0.104223120857131 0.102307177299843 0.112852006403695 0.0680570469291148 0.0204848071013998 0.0821418792633421 0.126776100235441 0.138474463339031 0.141919157376376 0.0735205915698968 0.0986110723488971 0.170196848552859 0.0851546977008232 0.0807346856393178 0.0711968989795111 0.0942459238637929 0.118368284366553 0.0769422254407205 0.0648683712633115 0.0930514817437039 0.0843396074861442
"konnte" 0.12853254477637 0.147986942328618 0.190361222026186 0.19997291203582 0.202035604010216 0.0999144732109314 0.227725590663251 0.0500270980114229 0.0917755561072119 0.133847728525313 0.14115535659372 0.163878456811198 0.0785704932084142 0.136654757396645 0.0950201338393349 0.186375760891868 0.142010826874485 0.106053417431833 0.173002291111423 0.127732046551235 0.211928549803209 0.116024576114759 0.0935209552186868 0.0901012313834956 0.126728371314128 0.108113952105519 0.315565894609083 0.0896945031995502
"herr" 0.0478846735441379 0.0935799782372144 0.148574612313121 0.0844507118557646 0.312583387336561 0.216614577921299 0 0.00625338725142786 0.123370419685105 0.409416581371546 0.116453169189819 0.170706725844998 0.0785704932084142 0.116897443074238 0.0301283351197891 0.00512960809794132 0.0777770468713119 0.0930293135366954 0.00561088511712723 0.160847762323777 0.055505096377031 0.398175249848377 0.0427731500612598 0.019433598925852 0.0294190861979226 0.0342360848334144 0.024274299585314 0.0589038528474658
"viel" 0.0932491011122686 0.0761697497279652 0.0510725229826353 0.117912314666539 0.064803872984409 0.0687411575691208 0.0711642470822659 0.0625338725142786 0.0744736070050326 0.149594520116526 0.202154635693148 0.0546261522703995 0.0976178855013631 0.0724434858488236 0.14426837393899 0.131659941180494 0.070811938196269 0.169313350636786 0.13185580025249 0.300406850222348 0.0908265213442325 0.142393797959022 0.132669262054416 0.0706676324576436 0.0905202652243771 0.099104456096726 0.0970971983412562 0.123162601408338
"dieses" 0.0957693470882758 0.0282916213275299 0.0371436530782802 0.0382418317837424 0.0266839476994625 0.0967172100681816 0.0284656988329063 0.027098011422854 0.0556671405896203 0.0472403747736399 0.0569662689110368 0.0477978832365995 0.0869037273365793 0.0954936858916311 0.0782177930994525 0.027357909855687 0.0290212861460119 0.0865172615891267 0.10847711226446 0.0141924496168039 0.0353214249672015 0.160852253250007 0.0304486830944562 0.0759677048919669 0.183303537079364 0.172982323368831 0.0343885910791949 0.310583951377547
"andern" 0.0865284451762492 0.0631120783460283 0.00464295663478503 0.0215110303783551 0.0838638356268822 0.0423637366414349 0.199259891830344 0.0771251094342769 0.0564193992462368 0.133847728525313 0.134097588764034 0.0614544213041994 0.1023797335746 0.00493932858060161 0.14137141863901 0.070104644005198 0.0735205915698968 0.121868400733071 0.129050357693926 0.210521335982591 0.0756887677868604 0.100203043008201 0.0956958611540051 0.0477006519089094 0.0611011790264545 0.0955006576932086 0.0141600080914332 0.0843396074861442
"etwas" 0.134413118720387 0.121871599564744 0.130002785773981 0.14500027884669 0.053367895398925 0.0927206311397444 0.142328494164532 0.0416892483428524 0.108325246552775 0.0997296800776842 0.133593462490485 0.0614544213041994 0.141664980178807 0.177815828901658 0.172658535878791 0.0290677792216675 0.112215639764579 0.109774589973301 0.129050357693926 0.113539596934431 0.19174487839338 0.160852253250007 0.171817568890145 0.0547674151546738 0.0611011790264545 0.113519649710795 0.125417214524123 0.0468553374923023
"will" 0.121811888840351 0.058759521218716 0.0557154796174204 0.0661265007927213 0.259215491937636 0.120696683638805 0.0711642470822659 0.168841455788552 0.0947845907336779 0.104978610608089 0.16636167027117 0.0341413451689997 0.08571326531827 0.0609183858274199 0.115878211999189 0.0478763422474523 0.158262747116252 0.0716325714232555 0.0243138355075513 0.113539596934431 0.131193864163891 0.18722147509427 0.119619826442506 0.0636008692118792 0.156147457512051 0.131538641728382 0.082937190249823 0.176711558542397
"diesen" 0.0672065593601936 0.073993471164309 0.0650013928869904 0.0589561573332696 0.0495559028704304 0.115101473138993 0.0711642470822659 0.0541960228457081 0.0534103646197709 0.107603075873291 0.0665446681084678 0.122908842608399 0.0595231009154653 0.0691506001284225 0.0735826646194849 0.0786539908351002 0.0595903742198111 0.0893081409952276 0.126244915135363 0.0520389819282808 0.0807346856393178 0.0738338211639375 0.0645222094144428 0.134268501669523 0.0905202652243771 0.109915851307278 0.127440072822899 0.124501325336689
"jetzt" 0.0596458214321718 0.174102285092492 0.171789395487046 0.174478357513325 0.0952998132123661 0.24139336727761 0.0426985482493595 0.120898820194272 0.115095574462323 0.160092381177335 0.103345886077545 0.0409696142027996 0.0845228032999607 0.110311671633436 0.093861351719343 0.121400724984611 0.00116085144584048 0.000930293135366954 0.0374059007808482 0.0662314315450847 0.524775456655566 0.179310708540991 0.205891095210132 0.132501810858082 0.00226300663060943 0.00360379840351731 0.0748457570547183 0.20616348496613
"leben" 0.245303941664706 0.102285092491839 0.0464295663478503 0.140220049873722 0.0838638356268822 0.0759349996403079 0.185027042413891 0.348105223662817 0.0985458840167603 0.0341180484476288 0.10586651744529 0.116080573574599 0.141664980178807 0.143240528837447 0.0614154523595701 0.0786539908351002 0.0804857002449397 0.0446540704976138 0.111282554823023 0.0544043901977481 0.100918357049147 0.147667642327875 0.142818823085902 0.11306821193223 0.0882572585937677 0.0540569760527596 0.0768686153534945 0.0803234357010897
"bis" 0.0932491011122686 0.0457018498367791 0.246076701643607 0.120302429153023 0.0762398505698929 0.116700104710368 0.0711642470822659 0.116729895359987 0.0835007108844305 0.107603075873291 0.0776354461265458 0.191191532946398 0.0869037273365793 0.120190328794639 0.163388278918856 0.0957526844949046 0.120341599885463 0.0837263821830259 0.0841632767569084 0.0969817390481597 0.105964274901605 0.0764707433483638 0.109470265411021 0.111301521120789 0.0769422254407205 0.041443681640449 0.0869829068473753 0.0575651289191143
"menschen" 0.12853254477637 0.0500544069640914 0 0.0374451269549145 0.00762398505698929 0.0263774209276859 0.085397096498719 0.200108392045691 0.039869708800674 0.123349867464504 0.0887262241446237 0.116080573574599 0.123808049904168 0.0790292572896258 0.0463512847996755 0.054715819711374 0.0665554828948539 0.0762840371000902 0.187964651423762 0.0567697984672154 0.0353214249672015 0.174036864172138 0.10222057895996 0.0565341059661149 0.0678901989182828 0.0432455808422077 0.0849600485485992 0.132533668906798
"dir" 0.161295742464465 0.0718171926006529 0.0835732194261306 0.0828573021981086 0.182975641367743 0.0823295259258075 0.185027042413891 0.410639096177096 0.150451731323298 0.0629871663648532 0.190055605127972 0.0409696142027996 0.058332638897156 0.141594085977246 0.0585184970595904 0.0923329457629437 0.15361934133289 0.0102332244890365 0.197316126618974 0.0615006150061501 0.100918357049147 0.160852253250007 0.126869512893567 0.155468791406816 0.0678901989182828 0.0612645728597942 0.0222514412865379 0.175372834614046
"machen" 0.068046641352196 0.043525571273123 0.0789302627913455 0.113928790522399 0.10673579079785 0.0535541576410593 0.0142328494164532 0.0333513986742819 0.0473922953668389 0.123349867464504 0.0962881182478587 0.0477978832365995 0.0547612528422281 0.118543885934439 0.118775167299169 0.0290677792216675 0.0986723728964404 0.172104230042887 0.179548323748071 0.132462863090169 0.116056110606519 0.0738338211639375 0.123244669668037 0.058300796777556 0.19688157686302 0.228841198623349 0.143622939213108 0.1793890063991
"euch" 0.0378036896401089 0.0174102285092492 0.0139288699043551 0.0023901144864839 0.0228719551709679 0.300542735418482 0.0142328494164532 0.0729561845999917 0.144433662070366 0.0262446526520222 0.0499085010813509 0.0546261522703995 0.030952012476042 0.00164644286020054 0.0428749384396999 0.00854934682990219 0.0143171678320325 0.0567478812573842 0.0168326553513817 0.130097454820702 0.0353214249672015 0.0711968989795111 0.0108745296765915 0.019433598925852 0.0113150331530471 0.00540569760527596 0 0.0896945031995502
"dann" 0.17725730031251 0.0892274211099021 0.292506267991457 0.303544539783456 0.0343079327564518 0.11590078892468 0.170794192997438 0.1271522074457 0.173019491021793 0.238826339133402 0.166865796544719 0.170706725844998 0.10357019559291 0.260137971911685 0.214954083258495 0.186375760891868 0.0859030069921952 0.0334905528732104 0.0224435404685089 0.198694294635254 0.0504591785245736 0.326978350868866 0.158768133278236 0.141335264915287 0.0520491525040168 0.0756797664738635 0.0303428744816426 0.249002650673378
"dich" 0.112570986928324 0.0478781284004353 0.0464295663478503 0.073296844252173 0.186787633896238 0.0911219995683695 0.113862795331625 0.31058490015425 0.138415592817434 0.0577382358344487 0.203162888240246 0.0682826903379993 0.0440470946774443 0.120190328794639 0.0567803238796025 0.100882292592846 0.192314389527572 0.0102332244890365 0.190770093982326 0.0638660232756174 0.186698960540922 0.218864541307386 0.102945547605066 0.107768139497906 0.047523139242798 0.0342360848334144 0.0262971578840902 0.172695386757343
"ja" 0.0730871333042105 0.14145810663765 0.0325006964434952 0.310714883242907 0.453627110890863 0.147074104566491 0.142328494164532 0.185517155125693 0.188064664154123 0.115476471668897 0.193080362769266 0.0409696142027996 0.180950226783014 0.102079457332433 0.0874880500593876 0.0512960809794132 0.148588985067581 0.0558175881220172 0.0187029503904241 0.0544043901977481 0.227066303360581 0.332252195237719 0.167467757019509 0.116601593555112 0.0678901989182828 0.0612645728597942 0.0283200161828664 0.147259632118664
"wäre" 0.0856883631842468 0.0935799782372144 0.0603584362522054 0.128269477441303 0.125795753440323 0.0775336312116828 0.0284656988329063 0.08754742151999 0.0368606741742081 0.0997296800776842 0.0594869002787818 0.0477978832365995 0.0880941893548886 0.12183677165484 0.170920362698804 0.0530059503453936 0.0882247098838762 0.104192831161099 0.117828587459672 0.0827892894313559 0.105964274901605 0.145030720143449 0.107295359475703 0.0406338886631451 0.169725497295707 0.142350036938934 0.113280064731466 0.108436638196471
"allein" 0.108370576968312 0.0761697497279652 0.0603584362522054 0.0462088800720221 0.0571798879274197 0.033571262998873 0.0426985482493595 0.0521115604285655 0.04287874342714 0.167965776972942 0.0897344766917217 0.0341413451689997 0.0416661706408257 0.0592719429672193 0.0422955473797039 0.0803638602010806 0.0998332243422809 0.0669811057464207 0.0402113433394118 0.0544043901977481 0.0454132606721163 0.0659230546106584 0.138469011215265 0.0530007243432327 0.0995722917468148 0.0918968592896913 0.267017295438455 0.299874159950735
"wurde" 0.0310830337040895 0.115342763873776 0.139288699043551 0.122692543639507 0.160103686196775 0.0919213153540569 0.0284656988329063 0.0312669362571393 0.0955368493902944 0.181088103298953 0.0645281630142718 0.095595766473199 0.0571421768788467 0.0922008001712301 0.112401865639213 0.124820463716572 0.178384172177486 0.146986315387979 0.166456258474774 0.068596839814552 0.0655969320819457 0.163489175434433 0.0195741534178647 0.160768863841139 0.138043404467175 0.169378524965313 0.19014868008496 0.0830008835577927
"s" 0.0168016398400484 0.117519042437432 0 0.0358517172972585 0.438379140776884 0.103111736353681 0 0.00208446241714262 0.0616852098425523 0.110227541138493 0.146700745602759 0.0341413451689997 0.0404757086225164 0.00164644286020054 0.319823865117761 0.0307776485876479 0.172192964466337 0.0827960890476589 0.0682657689250479 0.115905005203898 0.0302755071147442 0.0817445877172165 0.101495610314854 0.0247336713601753 0.0407341193509697 0.0432455808422077 0.0687771821583898 0.109775362124823
"können" 0.105850330992305 0.115342763873776 0.0464295663478503 0.149780507819658 0.114359775854839 0.0687411575691208 0.0142328494164532 0.0229290865885688 0.0624374684991688 0.102354145342886 0.0781395724000948 0.0273130761351997 0.0642849489887025 0.130068985955842 0.133839334859063 0.0923329457629437 0.070811938196269 0.166522471230685 0.115958292420629 0.0827892894313559 0.136239782016349 0.0949291986393482 0.0985957357344295 0.0618341784004381 0.126728371314128 0.104510153702002 0.14766865581066 0.151275803903719
"diesem" 0.0697268053362008 0.0369967355821545 0.120716872504411 0.0669232056215493 0.0304959402279572 0.114302157353306 0.113862795331625 0.0500270980114229 0.0616852098425523 0.0813584232212687 0.0322640815071359 0.143393649709799 0.0535707908239188 0.0691506001284225 0.0984964801993105 0.0820737295670611 0.0495296616891936 0.104192831161099 0.140272127928181 0.0425773488504116 0.055505096377031 0.0421907549508214 0.0601723975438062 0.0724343232690847 0.0814682387019394 0.108113952105519 0.143622939213108 0.0896945031995502
"meinen" 0.120131724856346 0.100108813928183 0.236790788374037 0.163324489909733 0.202035604010216 0.0399657892843726 0.0569313976658127 0.0854629591028474 0.10080265998661 0.0472403747736399 0.0670487943820168 0.0136565380675999 0.058332638897156 0.242027100449479 0.112401865639213 0.00341973873196088 0.0711988886782158 0.0186058627073391 0.13185580025249 0.0141924496168039 0.196790796245837 0.0580122880573794 0.0717718958655038 0.132501810858082 0.239878702844599 0.138746238535416 0.105188631536361 0.123162601408338
"wollte" 0.10080983904029 0.106637649619151 0.125359829139196 0.130659591927787 0.15629169366828 0.0807308943544326 0.156561343580985 0.0687872597657064 0.107572987896158 0.104978610608089 0.135609967584681 0.0682826903379993 0.0988083475196724 0.139947643117046 0.0944407427793389 0.0837835989330415 0.169484311092709 0.0967504860781632 0.07761724412026 0.0946163307786924 0.216974467655667 0.129209187036891 0.0913460492833685 0.0512340335317916 0.149358437620222 0.104510153702002 0.09507434004248 0.10709791426812
"bald" 0.103330085016298 0.073993471164309 0.246076701643607 0.0900276456575603 0.0419319178134411 0.0967172100681816 0.0142328494164532 0.08754742151999 0.0819961935711975 0.104978610608089 0.132585209943387 0.0409696142027996 0.0464280187140629 0.0362217429244118 0.0359222457197485 0.0957526844949046 0.0762292449435246 0.0446540704976138 0.086968719315472 0.101712555587094 0.111010192754062 0.0632861324262321 0.0572725229633818 0.0971679946292599 0.0973092851162054 0.0666702704650702 0.09507434004248 0.0870170553428472
"keine" 0.10753049497631 0.102285092491839 0.0510725229826353 0.125879362954819 0.053367895398925 0.0687411575691208 0.0569313976658127 0.0812940342685621 0.0609329511859358 0.0892318190168753 0.0685611732026638 0.0887674974393991 0.0880941893548886 0.0987865716120322 0.0851704858194038 0.0718145133711784 0.095189818558919 0.130241038951374 0.0794875391593024 0.120635821742833 0.0857806034917752 0.0817445877172165 0.0935209552186868 0.0812677773262901 0.063364185657064 0.0702740688685875 0.115302923030242 0.0830008835577927
"augen" 0.094089183104271 0.0696409140369967 0.130002785773981 0.0223077352071831 0.175351656310754 0.147873420352179 0.0284656988329063 0.0458581731771376 0.121113643715255 0.0656116316300554 0.0962881182478587 0.129737111642199 0.0726181831168677 0.0856150287304279 0.0341840725397607 0.0136789549278435 0.0800987497629928 0.0855869684537598 0.10847711226446 0.0875201059702905 0.151377535573721 0.0711968989795111 0.0710469272203977 0.0477006519089094 0.104098305008034 0.099104456096726 0.0445028825730758 0.0602425767758173
"ob" 0.0453644275681307 0.110990206746464 0.0928591326957006 0.108351856720604 0.160103686196775 0.0839281574971824 0.0284656988329063 0.016675699337141 0.0496490713366884 0.0524893053040443 0.148213124423406 0.0614544213041994 0.0797609552267235 0.0987865716120322 0.114719429879197 0.054715819711374 0.0967376204867063 0.145125729117245 0.0944498994716416 0.030750307503075 0.0857806034917752 0.102839965192627 0.0913460492833685 0.0424005794745862 0.0611011790264545 0.0720759680703461 0.145645797511884 0.0415004417788964
"mann" 0.0596458214321718 0.0718171926006529 0.116073915869626 0.0956045794593561 0.0343079327564518 0.243791314634673 0.0142328494164532 0.0229290865885688 0.0970413667035273 0.157467915912133 0.105362391171741 0.0477978832365995 0.123808049904168 0.0609183858274199 0.0770590109794606 0.0512960809794132 0.140463024946698 0.142334849711144 0.0766820966007388 0.113539596934431 0.0706428499344031 0.0764707433483638 0.0695969899301855 0.0406338886631451 0.104098305008034 0.109915851307278 0.0930514817437039 0.0950493989129562
"sah" 0.0957693470882758 0.134929270946681 0.106788002600056 0.0804671877116247 0.152479701139786 0.152669315066303 0.128095644748079 0.0917163463542752 0.0421264847705235 0.0498648400388421 0.276261197904851 0.0273130761351997 0.08571326531827 0.0872614715906284 0.0608360612995741 0.129950071814513 0.0564947703642365 0.0381420185500451 0.0654603263664843 0.127732046551235 0.17156120698355 0.203043008200828 0.141368885795689 0.0212002897372931 0.0973092851162054 0.12072724651783 0.0465257408718519 0.00401617178505449
"lassen" 0.078127625256225 0.0870511425462459 0.0742873061565605 0.125082658125991 0.110547783326345 0.0791322627830577 0.0426985482493595 0.0229290865885688 0.0677032790954842 0.178463638033751 0.0781395724000948 0.0204848071013998 0.0499994047689908 0.12348321451504 0.072423882499493 0.0530059503453936 0.111441738800686 0.163731591824584 0.0879038668349932 0.0544043901977481 0.105964274901605 0.113387653930333 0.123969638313143 0.0441672702860272 0.126728371314128 0.0973025568949673 0.0343885910791949 0.105759190339768
"ihrem" 0.0873685271682516 0.102285092491839 0.0510725229826353 0.0645330911350654 0.0686158655129036 0.0671425259977459 0.113862795331625 0.0208446241714262 0.0293380876080431 0.0551137705692465 0.0947757394272117 0.0614544213041994 0.0630944869703932 0.0526861715264172 0.0376604188997364 0.0461664728814719 0.101767976752015 0.0920990204013285 0.0860335717959508 0.0615006150061501 0.136239782016349 0.0448276771352477 0.10222057895996 0.079501086514849 0.19688157686302 0.169378524965313 0.09507434004248 0.214195828536239
"eben" 0.0252024597600726 0.0826985854189336 0.0603584362522054 0.0565660428467857 0.0838638356268822 0.015986315713749 0.0284656988329063 0.0312669362571393 0.138415592817434 0.107603075873291 0.0867097190504277 0.0546261522703995 0.109522505684456 0.0115251000214038 0.0637330165995539 0.0957526844949046 0.0236039793987563 0.162801298689217 0.160845373357647 0.0496735736588135 0.0908265213442325 0.110750731745906 0.073221833155716 0.019433598925852 0.0226300663060943 0.0234246896228625 0.16385152220087 0.0830008835577927
"vater" 0.168016398400484 0.110990206746464 0.0510725229826353 0.0223077352071831 0.0762398505698929 0.102312420567994 0.0569313976658127 0.0208446241714262 0.0180542077587958 0.0892318190168753 0.208708277249285 0.0204848071013998 0.0904751133915072 0.141594085977246 0.418899736377068 0.054715819711374 0.0657815819309603 0.0111635176244035 0.0252489830270725 0.0615006150061501 0.0353214249672015 0.0474645993196741 0.0224740279982891 0.3568715439111 0.0248930729367037 0.0738778672721048 0.0182057246889855 0.0629200246325203
"hand" 0.0756073792802178 0.202393906420022 0.143931655678336 0.0525825187026459 0.186787633896238 0.141478894066679 0.0426985482493595 0.0416892483428524 0.0932800734204449 0.0656116316300554 0.114436664095623 0.109252304540799 0.0904751133915072 0.0362217429244118 0.134998116979055 0.042746734149511 0.0831943536185674 0.0279087940610086 0.0533034086127087 0.0615006150061501 0.161469371278636 0.0632861324262321 0.108020328120809 0.114834902743671 0.15841046414266 0.0973025568949673 0.0222514412865379 0.145920908190313
"bin" 0.136093282704392 0.0326441784548422 0.0325006964434952 0.073296844252173 0.129607745968818 0.0591493681408714 0.0426985482493595 0.162588068537124 0.0511535886499214 0.0341180484476288 0.115444916642721 0.00682826903379993 0.0690467970619397 0.0790292572896258 0.073003273559489 0.027357909855687 0.101767976752015 0.0493055361744486 0.041146490858933 0.0402119405809443 0.0958724391966899 0.163489175434433 0.156593227342917 0.0618341784004381 0.135780397836566 0.126132944123106 0.0809143319510468 0.139227288548556
"muß" 0.105010249000302 0.0826985854189336 0 0.0565660428467857 0.118171768383334 0.0711391049261832 0.0569313976658127 0.139658981948555 0.0902710387939789 0.0682360968952576 0.122502684472407 0.0273130761351997 0.0773800311901049 0.0477468429458156 0.0967583070193227 0.0564256890773545 0.11337649121042 0.0827960890476589 0.0486276710151026 0.0875201059702905 0.055505096377031 0.110750731745906 0.0971457984442173 0.0848011589491723 0.0746792188101111 0.0792835648773808 0.113280064731466 0.103081742483065
"frau" 0.0235222957760677 0.0457018498367791 0.0371436530782802 0.194395978234024 0.114359775854839 0.0943192627111193 0 0.00208446241714262 0.0451355193969895 0.110227541138493 0.0821725825884868 0.0204848071013998 0.027380626421114 0.0148179857418048 0.0324458993597729 0.00341973873196088 0.155554093742624 0.0362814322793112 0.0168326553513817 0.068596839814552 0.0151377535573721 0.189858397278696 0.117444920507188 0.0265003621716163 0.138043404467175 0.126132944123106 0.024274299585314 0.175372834614046
"welt" 0.103330085016298 0.0870511425462459 0.0325006964434952 0.0557693380179577 0.0343079327564518 0.015986315713749 0.113862795331625 0.216784091382832 0.0692077964087172 0.0839828884864709 0.113932537822074 0.0409696142027996 0.12023666384924 0.0559790572468183 0.141950809699006 0.027357909855687 0.0572686713281301 0.110704883108668 0.102866227147332 0.037846532311477 0.0302755071147442 0.0290061440286897 0.135569136634841 0.0883345405720545 0.0429971259815791 0.0774816656756221 0.111257206432689 0.0321293742804359
"herz" 0.0730871333042105 0.163220892274211 0.0371436530782802 0.0302747834954628 0.133419738497313 0.074336368068933 0.170794192997438 0.195939467211406 0.0677032790954842 0.0419914442432354 0.160312154988582 0.0409696142027996 0.133331746050642 0.0938472430314306 0.0544627596396188 0.0376171260515697 0.0615251266295452 0.019536155842706 0.0224435404685089 0.0496735736588135 0.131193864163891 0.15821533106558 0.0840963628323075 0.11306821193223 0.221774649799724 0.1873975169829 0.0182057246889855 0.148598356047016
"allen" 0.0688867233441984 0.0500544069640914 0.0232147831739252 0.0446154704143662 0.0228719551709679 0.0367685261416228 0.0569313976658127 0.0854629591028474 0.0519058473065379 0.0682360968952576 0.0383135967897239 0.0341413451689997 0.0654754110070118 0.067504157268222 0.083432312639416 0.0803638602010806 0.0955767690408658 0.146986315387979 0.12437462009632 0.0969817390481597 0.0252295892622868 0.0685599767950848 0.0521977424476391 0.0742010140805258 0.0701532055488923 0.115321548912554 0.178011530292303 0.0535489571340598
"meinem" 0.122651970832353 0.108813928182807 0.157860525582691 0.162527785080905 0.137231731025807 0.0319726314274981 0.113862795331625 0.0792095718514195 0.100050401329993 0.0419914442432354 0.0766271935794478 0.0136565380675999 0.0345233985309699 0.171230057460856 0.123989686839132 0.00683947746392176 0.0564947703642365 0.0176755695719721 0.115023144901108 0.0260194909641404 0.141285699868806 0.116024576114759 0.0630722721242306 0.0971679946292599 0.171988503926317 0.117123448114312 0.0910286234449277 0.109775362124823
"sehen" 0.0991296750562855 0.00652883569096844 0.0557154796174204 0.0796704828827968 0.202035604010216 0.0703397891404957 0.0426985482493595 0.0312669362571393 0.0323471222345091 0.0157467915912133 0.0857014665033298 0.0136565380675999 0.0499994047689908 0.0922008001712301 0.0660505808395376 0.0239381711237261 0.0286343356640651 0.106053417431833 0.0841632767569084 0.0662314315450847 0.116056110606519 0.102839965192627 0.133394230699522 0.0477006519089094 0.133517391205956 0.162170928158279 0.0404571659755234 0.14324346033361
"recht" 0.123492052824356 0.139281828073993 0.0325006964434952 0.0653297959638933 0.133419738497313 0.0999144732109314 0.113862795331625 0.0729561845999917 0.116600091775556 0.036742513712831 0.140651230320171 0.0136565380675999 0.0916655754098166 0.0378681857846123 0.052145195399635 0.0324875179536283 0.0626859780753857 0.0995413654842641 0.0224435404685089 0.115905005203898 0.0605510142294883 0.155578408881154 0.100770641669748 0.0459339610974683 0.0656271922876734 0.0288303872281385 0.0445028825730758 0.0401617178505449
"sagen" 0.068046641352196 0.0805223068552775 0.0232147831739252 0.14101675470255 0.118171768383334 0.0631459470693087 0.0142328494164532 0.0979697336057031 0.0744736070050326 0.0603627010996509 0.0907427292388197 0.0546261522703995 0.0619040249520839 0.0642112715478209 0.118775167299169 0.00854934682990219 0.0564947703642365 0.141404556575777 0.0701360639640903 0.030750307503075 0.0706428499344031 0.152941486696728 0.137744042570159 0.0318004346059396 0.128991377944737 0.138746238535416 0.0869829068473753 0.0763072639160352
"einmal" 0.05208508350415 0.115342763873776 0.0603584362522054 0.20395643617996 0.224907559181184 0.0935199469254318 0.085397096498719 0.114645432942844 0.0714645723785666 0.0997296800776842 0.159808028715033 0.163878456811198 0.109522505684456 0.110311671633436 0.100234653379298 0.0205184323917653 0.128467560006346 0.0846566753183928 0.0813578341983448 0.0969817390481597 0.100918357049147 0.129209187036891 0.0942459238637929 0.0494673427203505 0.0407341193509697 0.0540569760527596 0.127440072822899 0.0481940614206538
"gott" 0.0462045095601331 0.0500544069640914 0.00928591326957006 0.025494554522495 0.0914878206838715 0.0623466312836212 0.0711642470822659 0.0667027973485638 0.0240722770117277 0.0393669789780332 0.24147648502997 0.0819392284055992 0.0761895691717956 0.0181108714622059 0.0735826646194849 0.00512960809794132 0.0348255433752143 0.00744234508293563 0.0177678028709029 0.0946163307786924 0.196790796245837 0.192495319463123 0.104395484895278 0.0353338162288218 0.11767634479169 0.0504531776492423 0.0141600080914332 0.0428391657072478
"gut" 0.0865284451762492 0.058759521218716 0.0789302627913455 0.117912314666539 0.16391567872527 0.0871254206399322 0.0569313976658127 0.0396047859257098 0.0406219674572905 0.0341180484476288 0.118469674284015 0.0614544213041994 0.0785704932084142 0.0576255001070188 0.111243083519221 0.0324875179536283 0.0533991665086619 0.0930293135366954 0.0617197362883995 0.0827892894313559 0.0655969320819457 0.0685599767950848 0.0688720212850794 0.0335671254173807 0.0497861458734074 0.0684721696668288 0.0566400323657328 0.0655974724892233
