"m_Arnim_Graefin-Dolores_1810" "m_Bruckbraeu_Mittheilungen_1829" "m_Cleland_Fanny-Hill_1748" "m_Defoe_Robinson-Crusoe_1719" "m_Diderot_Die-Nonne_1796" "m_Eichendorff_Ahnung-und-Gegenwart_1815" "m_Engel_Lorenz-Stark_1801" "m_Fielding_Tom-Jones_1749" "m_Gellert_Graefin-von-G_1747" "m_Goethe_Lehrjahre_1795" "m_Goethe_Wahlverwandschaften_1809" "m_Goethe_Wanderjahre_1821" "m_Goethe_Werther_1774" "m_Haller_Usong_1771" "m_Hauff_Memoiren-des-Satan_1826" "m_Heine_Harzreise_1824" "m_Heinse_Hildegard_1795" "m_Hippel_Kreuz-und-Querzuege_1793" "m_Hoelderlin_Fragment-von-Hyperion_1794" "m_Jacobi_Woldemar_1779" "m_Klinger_Faust_1791" "m_Klinger_Geschichte-eines-Teutschen_1798" "m_Knigge_Braunschweig_1792" "m_Lavater_Unveraenderte-Fragmente_1773" "m_Lesage_Gil-Blas_1715" "m_Manzoni_Die-Verlobten_1826" "m_Moritz_Anton-Reiser_1785" "m_Moritz_Hartknopf_1786" "m_Nicolai_Sebaldus-Nothanker_1773" "m_Pestalozzi_Lienhard-und-Gertrud_1781" "m_Pfeffel_Biographie-eines-Pudels_1789" "m_Schilling_Denkwuerdigkeiten_1787" "m_Schlegel_Lucinde_1799" "m_Schnabel_Kavalier_1738" "m_Scott_Ivanhoe_1819" "m_Stendhal_Rot-und-Schwarz_1830" "m_Swift_Gullivers-Reisen_1726" "m_Tieck_William-Lovell_1795" "m_Wieland_Abderiten_1774" "m_Wieland_Aristipp_1801" "m_Zschokke_Goldmacherdorf_1817" "w_Ahlefeld_Erna_1820" "w_Ahlefeld_Marie-Mueller_1799" "w_Ehrmann_Nina_1788" "w_Fouque_Falkenstein_1810" "w_Fouque_Magie-der-Natur_1812" "w_Fouque_Spanier_1814" "w_Huber_Luise_1796" "w_Huber_Seldorf_1795" "w_La-Roche_Rosaliens-Briefe_1779" "w_Liebeskind_Maria_1784" "w_Mereau_Amanda-und-Eduard_1803" "w_Mereau_Bluethenalter_1794" "w_Pichler_Agathocles_1808" "w_Schlegel_Florentin_1801" "w_Unger_Julchen-Gruenthal_1798"
"herren" 0.0126172663579147 0.030139286560031 0.00928591326957006 0.00276860676785924 0.00231454692743895 0.0122736351159859 0.00451161741484322 0.0226602620685657 0.00837696335078534 0.00880021948782723 0.00378940986257074 0.00478606298458888 0.0126345580431597 0.0106473594548552 0.0626146070933405 0.0332760246242582 0.0144312200457242 0.0501210369722628 0 0.0103845754439406 0.0341821910784481 0.0245000064473701 0.00524893053040443 0 0.0887045048241604 0.0256323777403035 0.00232805382460442 0 0.0245909701957441 0.0223459281118348 0.012950012950013 0.0152035098388428 0 0.0123556388955512 0.0270262965865787 0.0526827937995451 0.0191538050545883 0.00127040589468335 0.106053417431833 0.00552942518169346 0.0402119405809443 0.00357378982542037 0.00233978333606308 0.00683480281593876 0.0122038655744207 0 0.00290554086643229 0.00508763450433721 0.00108240336843928 0.00908298212469118 0.0165814211553424 0 0 0.00355153994772133 0.0125695816124978 0.0163170400889279
"solten" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000657233179759847 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tiere" 0.00593753710960694 0.00107640309142968 0 0.0186880956830499 0 0 0 0.00158094851641156 0.00418848167539267 0.00207063987948876 0.00378940986257074 0.00615350955161427 0 0.0159710391822828 0.00111811798380965 0.0110920082080861 0.00607630317714702 0.00479882268883367 0 0 0.010876151706779 0.0012894740235458 0 0 0.00136468468960247 0.00674536256323777 0.00232805382460442 0.00400560785099139 0.00327879602609922 0.00460063225831893 0.012950012950013 0 0.0033425811411572 0 0.00472960190265128 0.00123959514822459 0.0483885601379074 0.00444642063139173 0.00744234508293563 0.00380147981241425 0.0165578578862712 0.00357378982542037 0.00467956667212616 0.00455653521062584 0.00305096639360517 0.00715171164298655 0 0 0.00324721010531785 0.00499564016858015 0.00127549393502634 0 0 0.00142061597908853 0 0.00203963001111598
"hinab" 0.00148438427740173 0.00968762782286711 0.0139288699043551 0.00138430338392962 0 0.0446314004217667 0 0.00105396567760771 0 0.00155297990961657 0.00378940986257074 0.0102558492526905 0.0151614696517916 0 0.00670870790285791 0.0388220287283013 0.00455722738286027 0.00106640504196304 0.0142328494164532 0.0103845754439406 0 0 0.00262446526520222 0.00186237079802589 0.00477639641360864 0.00719505340078696 0.000776017941534808 0.00400560785099139 0 0.0151163631344765 0 0.00217192997697754 0 0 0.00810788897597362 0.00433858301878606 0 0.0127040589468335 0 0.000691178147711682 0.00236540826946731 0.00357378982542037 0.0140387000163785 0 0 0.00476780776199104 0 0 0.00432961347375713 0.00272489463740735 0.00382648180507902 0.0120921421229771 0.00629128656810318 0.0042618479372656 0 0.00101981500555799
"hinten" 0.0022265764161026 0.00107640309142968 0.00928591326957006 0.000692151691964811 0.00694364078231686 0.0033473550316325 0.00451161741484322 0.000790474258205782 0 0.00155297990961657 0.00378940986257074 0.00205116985053809 0.0126345580431597 0 0.00111811798380965 0.0110920082080861 0.00227861369143013 0.00106640504196304 0 0.0069230502959604 0.00310747191622256 0 0.00787339579560664 0 0.00272936937920493 0.00314783586284429 0.000776017941534808 0 0.000819699006524804 0.0164308294939962 0 0.00217192997697754 0 0.00145360457594721 0.00135131482932894 0.00433858301878606 0.00604857001723842 0 0.00186058627073391 0 0.00473081653893462 0 0 0 0 0 0 0 0 0 0 0.00201535702049618 0 0 0 0.00203963001111598
"dacht" 0 0 0 0.000692151691964811 0 0.00111578501054417 0.00676742612226483 0.00447935412983276 0 0.00051765996987219 0.00126313662085691 0.000683723283512697 0.00505382321726386 0 0 0.00554600410404304 0.000759537897143378 0.00426562016785215 0.0284656988329063 0.0103845754439406 0 0 0 0 0 0 0 0 0.000819699006524804 0.00131446635951969 0 0 0.0033425811411572 0 0 0 0 0.0025408117893667 0.00930293135366954 0.0017279453692792 0 0 0 0 0.00152548319680259 0.00238390388099552 0.00290554086643229 0 0 0.000908298212469118 0.00255098787005268 0 0 0 0 0.0183566701000439
"ward" 0.0244923405771286 0.00753482164000775 0.00464295663478503 0.0920561750313199 0.00462909385487791 0.00557892505272084 0.133092713737875 0.0924854882100764 0.110994764397906 0.110261573582776 0.0833670169765562 0.0916189199907014 0.0606458786071663 0.00354911981828507 0.0145355337895255 0.0277300205202152 0.0584844180800401 0.159960756294456 0.156561343580985 0.0484613520717228 0.0590419664082286 0.0709210712950188 0 0.00931185399012944 0.000682342344801234 0.0220348510399101 0.0287126638367879 0.0360504706589225 0.179514082428932 0.0124874304154371 0.12950012950013 0.108596498848877 0.0869071096700872 0.0370669166866537 0.0155401205372828 0.0706569234488016 0.00806476002298457 0.0717779330496093 0.00558175881220173 0.0138235629542336 0.196328886365787 0.019655844039812 0.03041718336882 0.00683480281593876 0.146446386893048 0.193096214360637 0.116221634657291 0.10938414184325 0.0974163031595354 0.00726638569975294 0.0127549393502634 0.0725528527378625 0.0880780119534445 0.0362257074667576 0.222661159992817 0.0244755601333918
"erwiederte" 0 0.0279864803771716 0 0.0249174609107332 0.00231454692743895 0 0.0112790435371081 0.000263491419401927 0 0 0 0 0 0.00177455990914253 0 0 0.0455722738286027 0.055453062182078 0 0.0276922011838416 0 0 0.0209957221216177 0.00372474159605177 0 0.0206857785272625 0 0.0120168235529742 0 0.047320788942709 0 0 0 0 0 0 0 0 0 0.0114044394372428 0.00709622480840193 0.0410985829923342 0.0257376166966939 0 0.143395420499443 0.0452941737389148 0.0493941947293489 0.00763145175650581 0.00865922694751426 0.00681223659351838 0.00255098787005268 0 0.0125825731362064 0.00284123195817707 0 0.0122377800666959
"fühlte" 0.0526956418477615 0.0182988525543045 0.0417866097130653 0.0242253092187684 0.0648073139682907 0.0167367751581625 0.0225580870742161 0.0105396567760771 0.0146596858638743 0.0471070572583693 0.0492623282134196 0.0389722271602237 0.0429574973467428 0.0372657580919932 0.0245985956438123 0.0166380123121291 0.0167098337371543 0.00639843025177823 0.0996299459151722 0.103845754439406 0.0310747191622256 0.0580263310595608 0.0236201873868199 0.0111742247881553 0.0225172973784407 0.0265317594154019 0.0737217044458068 0.0640897256158622 0.00819699006524804 0.00460063225831893 0.012950012950013 0.0912210590330568 0.0568238793996724 0 0.00810788897597362 0.0340888665761762 0.0191538050545883 0.0247729149463254 0.00837263821830259 0.0076029596248285 0.00236540826946731 0.067902006682987 0.0725332834179555 0.0318957464743809 0.0457644959040776 0.0619815009058835 0.0668274399279426 0.0508763450433721 0.0671090088432355 0.0290655427990118 0.0267853726355531 0.0967371369838167 0.150990877634476 0.0362257074667576 0.0430957083857066 0.0407926002223197
"wußte" 0.0526956418477615 0.0419797205657575 0 0.0346075845982406 0.0370327508390233 0.0658313156221059 0.00225580870742161 0.0234507363267715 0.0649214659685864 0.0724723957821066 0.0732619240097009 0.0471769065623761 0.035376762520847 0.0159710391822828 0.0536696632228633 0.0277300205202152 0.0205075232228712 0.0426562016785215 0.0142328494164532 0.0796150784035446 0.0186448314973353 0.0399736947299197 0.0314935831824266 0.0148989663842071 0.0279760361368506 0.041371557054525 0.056649309732041 0.0440616863609053 0.0639365225089347 0.0348333585272719 0.0259000259000259 0.0412666695625733 0.0601664605408296 0.0443349395663898 0.00945920380530256 0.031609676279727 0.0100809500287307 0.0260433208410087 0.0297693803317425 0.0107132612895311 0.0946163307786924 0.0536068473813055 0.0444558833851985 0.0182261408425034 0.0366115967232621 0.0667493086678745 0.0726385216608072 0.0635954313042151 0.057367378527282 0.0204367097805552 0.0255098787005268 0.0382917833894274 0.0817867253853413 0.0284123195817707 0.0430957083857066 0.0305944501667398
"gefühl" 0.0089063056644104 0.00322920927428904 0.00464295663478503 0.011074427071437 0.0231454692743895 0.00446314004217667 0.00902323482968644 0.00500633696863662 0 0.0258829984936095 0.0492623282134196 0.0307675477580714 0.0454844089553747 0.00354911981828507 0.0145355337895255 0.0443680328323443 0.0721561002286209 0.0026660126049076 0.0569313976658127 0.0276922011838416 0.0528270225757835 0.0425526427770113 0.0157467915912133 0.00558711239407766 0.0040940540688074 0.00809443507588533 0.0318167356029271 0.0280392549569397 0.00491819403914882 0.00460063225831893 0.012950012950013 0.0390947395855958 0.110305177658188 0 0.00743223156130915 0.0192137247974811 0.00403238001149228 0.0514514387346757 0.0120938107597704 0.0269559477607556 0.00473081653893462 0.0553937422940157 0.0421161000491354 0.056956690132823 0.051866428691288 0.0381424620959283 0.0581108173286457 0.0407010760346977 0.084427462738264 0.0367860776049993 0.0293363605056058 0.112859993147786 0.226486316451714 0.045459711330833 0.00897827258035554 0.0275350051500658
"ihres" 0.0586331789573685 0.116251533874405 0.00928591326957006 0.0193802473750147 0.0347182039115843 0.0278946252636042 0.0360929393187458 0.0600760436236394 0.043979057591623 0.0388244977404142 0.0315784155214228 0.0280326546240206 0.0454844089553747 0.0727569562748438 0.0201261237085737 0.0443680328323443 0.0356982811657388 0.0389237840316509 0.085397096498719 0.069230502959604 0.0481658147014496 0.063184227153744 0.0524893053040443 0.0428345283545954 0.0191055856544345 0.0161888701517707 0.00776017941534808 0.0160224314039656 0.0434440473458146 0.0328616589879923 0.012950012950013 0.0390947395855958 0.016712905705786 0.0218040686392081 0.0493229912705062 0.0564015792442188 0.0302428500861921 0.0165152766308836 0.0511661224451825 0.0470001140443944 0.0236540826946731 0.210853599699802 0.21993963358993 0.00911307042125168 0.0732231934465242 0.0548297892628969 0.0377720312636197 0.323064791025413 0.248952774741035 0.110358232814998 0.0739786482315277 0.0382917833894274 0.11953444479396 0.0468803273099216 0.0574609445142755 0.0428322302334357
"herzen" 0.0348830305189407 0.0484381391143355 0.00464295663478503 0.0103822753794722 0.0208309223469506 0.0278946252636042 0.0947439657117077 0.0376792729744756 0.0460732984293194 0.0403774776500308 0.0265258690379951 0.0177768053713301 0.101076464345277 0.0550113571834185 0.025716713627622 0.0499140369363873 0.0364578190628821 0.0453222142834291 0.0996299459151722 0.0934611789954654 0.0714718540731188 0.0992894998130263 0.0262446526520222 0.0968432814973461 0.011599819861621 0.0337268128161889 0.0349208073690664 0.0280392549569397 0.0352470572805666 0.0519214212010279 0.012950012950013 0.00868771990791017 0.0367683925527292 0.0385205212626009 0.0222966946839275 0.0204533199457057 0.00403238001149228 0.0578034682080925 0.0241876215195408 0.0124412066588103 0.0449427571198789 0.0643282168575666 0.170804183532605 0.129861253502836 0.0549173950848931 0.0548297892628969 0.110410552924427 0.0585077967998779 0.0855098661067033 0.0672140677227147 0.0778051300366067 0.11084463612729 0.125825731362064 0.0653483350380725 0.0538696354821332 0.141754285772561
"blick" 0.0148438427740173 0.0118404340057265 0.0278577398087102 0.00276860676785924 0.0115727346371948 0.01338942012653 0.0293255131964809 0.00737775974325396 0.012565445026178 0.0186357589153988 0.0277890056588521 0.0266652080569952 0.035376762520847 0.0053236797274276 0.0313073035466702 0 0.0372173569600255 0.0122636579825749 0.0142328494164532 0.0380767766277822 0.0295209832041143 0.0425526427770113 0.00524893053040443 0.00931185399012944 0.0184232433096333 0.0481169196177628 0.0209524844214398 0.0440616863609053 0.0114757860913473 0.000657233179759847 0.0259000259000259 0.0173754398158203 0.0200554868469432 0.00145360457594721 0.0256749817572498 0.0489640083548713 0.00504047501436535 0.0304897414724004 0.0102332244890365 0.0252280023914764 0 0.0893447456355092 0.0842322000982709 0 0.0762741598401294 0.0739010203108611 0.0987883894586977 0.0152629035130116 0 0.0254323499491353 0.0229588908304741 0.0463532114714122 0 0.0326741675190363 0.0269348177410666 0.0275350051500658
"entgegen" 0.0200391877449234 0.0204516587371639 0.00464295663478503 0.0159194889151907 0.0162018284920727 0.00892628008435335 0.0135348522445297 0.00105396567760771 0.0167539267015707 0.0212240587647598 0.0227364591754244 0.0191442519383555 0.0202152928690554 0.0390403180011357 0.00894494387047721 0.00554600410404304 0.00835491686857716 0.0117304554615934 0 0.0449998269237426 0.00466120787433384 0.0103157921883664 0.0131223263260111 0.0186237079802589 0.0081881081376148 0.0206857785272625 0.00543212559074366 0.0280392549569397 0.00409849503262402 0.0105157308761576 0.0259000259000259 0.0152035098388428 0.0033425811411572 0.00944842974365683 0.00540525931731575 0.00681777331523524 0.00201619000574614 0.0330305532617671 0.00930293135366954 0.015205919249657 0.00236540826946731 0.0571806372067259 0.0678537167458293 0.0205044084478163 0.0427135295104724 0.0405263659769238 0.0116221634657291 0.0203505380173488 0.0313896976847392 0.011353727655864 0.0331628423106848 0.0564299965738931 0.0503302925448254 0.031963859529492 0.0395043993535644 0.0142774100778119
"eilte" 0.0215235720223251 0.0118404340057265 0.0139288699043551 0.00899797199554254 0.0138872815646337 0.0379366903585017 0.00902323482968644 0.00184443993581349 0.0167539267015707 0.038306837770542 0.0227364591754244 0.0177768053713301 0.0126345580431597 0.0337166382737081 0.00782682588666756 0.00554600410404304 0.00835491686857716 0.000533202520981519 0.0284656988329063 0.017307625739901 0.0139836236230015 0.0180526363296411 0.0157467915912133 0.00744948319210355 0.0102351351720185 0.00674536256323777 0.016296376772231 0.0160224314039656 0.0131151841043969 0.00657233179759847 0.012950012950013 0.0130315798618653 0.0233980679881004 0 0.00675657414664469 0.00929696361168442 0 0.0025408117893667 0.00186058627073391 0.00138235629542336 0.00236540826946731 0.0107213694762611 0.0257376166966939 0.00455653521062584 0.0335606303296569 0.0119195194049776 0.020338786065026 0.0432448932868663 0.0552025717904034 0.0127161749745677 0.0204079029604214 0.00604607106148854 0.0251651462724127 0.0205989316967837 0.0251391632249955 0.0193764851056018
"irgend" 0.0170704191901199 0.0344448989257497 0.0325006964434952 0.00899797199554254 0.0393472977664622 0.00111578501054417 0.0338371306113242 0.0587585865266298 0 0.0119061793070604 0.0214733225545675 0.00752095611863966 0.00505382321726386 0.00177455990914253 0.00335435395142895 0 0.0113930684571507 0.00746483529374127 0.0284656988329063 0.0311537263318218 0 0 0.0393669789780332 0.0148989663842071 0.00750576579281357 0.0867903316469927 0.0155203588306962 0.0680953334668536 0.00491819403914882 0.00394339907855908 0 0.00217192997697754 0.0200554868469432 0 0.0249993243425853 0.00681777331523524 0.00907285502585764 0.0165152766308836 0.0381420185500451 0.0563310190385021 0.00946163307786924 0.039311688079624 0.00467956667212616 0 0.0625448110689061 0.0429102698579193 0.020338786065026 0.0101752690086744 0.0129888404212714 0.00681223659351838 0.0114794454152371 0.0302303553074427 0.00629128656810318 0.0134958518013411 0.00718261806428443 0.0244755601333918
"einst" 0.0148438427740173 0.0193752556457342 0 0.014535185531261 0.00462909385487791 0.0033473550316325 0.0112790435371081 0.00500633696863662 0.00209424083769634 0.0103531993974438 0.00631568310428456 0.00136744656702539 0.00505382321726386 0 0.0145355337895255 0.0499140369363873 0.000759537897143378 0.00479882268883367 0.0569313976658127 0.017307625739901 0.0543807585338947 0.0451315908241028 0.0314935831824266 0.0204860787782848 0.00136468468960247 0.00494659921304103 0.0108642511814873 0.0560785099138794 0.0172136791370209 0.0151163631344765 0.0518000518000518 0.00651578993093263 0.0233980679881004 0 0.0141888057079538 0.00495838059289836 0.0161295200459691 0.0304897414724004 0.00651205194756868 0.00933090499410771 0.0141924496168039 0.0643282168575666 0.0514752333933878 0.027339211263755 0.0198312815584336 0.0166873271669686 0.0145277043321614 0.0305258070260233 0.0270600842109821 0.019528411568086 0.0242343847655004 0.0685221386968702 0.0440390059767222 0.0461700193203773 0.0179565451607111 0.0336538951834137
"welchem" 0.0215235720223251 0.0236808680114529 0 0.0131508821473314 0.0162018284920727 0.0145052051370742 0.0157906609519513 0.0450570327177295 0.0209424083769634 0.0289889583128426 0.0189470493128537 0.0218791450724063 0.0151614696517916 0.0159710391822828 0.0458428373361957 0.0166380123121291 0.0129121442514374 0.0218613033602423 0.0142328494164532 0.0034615251479802 0.0248597753297805 0.069631597271473 0.0551137705692465 0.0130365955861812 0.011599819861621 0.0287802136031478 0.0310407176613923 0.0320448628079311 0.0188530771500705 0.00591509861783862 0.0518000518000518 0.00868771990791017 0 0.0276184869429969 0.0236480095132564 0.00619797574112295 0.00806476002298457 0.0285841326303754 0.0251179146549078 0.0376692090502867 0.00709622480840193 0.039311688079624 0.00467956667212616 0 0.0350861135264595 0.0405263659769238 0.0145277043321614 0.0712268830607209 0.100663513264853 0.0299738410114809 0.0318873483756585 0.0141074991434733 0 0.021309239686328 0.00897827258035554 0.0265151901445078
"hülfe" 0.011132882080513 0.0182988525543045 0.0325006964434952 0.0394526464419942 0 0.0033473550316325 0.0157906609519513 0 0 0.0201887388250154 0.013894502829426 0.0123070191032285 0 0.0337166382737081 0.00559058991904826 0 0.00531676528000365 0.00959764537766735 0 0.017307625739901 0.0139836236230015 0.0103157921883664 0.0262446526520222 0.00558711239407766 0 0.0400224845418775 0.00465610764920885 0.0120168235529742 0 0.0138018967749568 0 0 0 0.0167164526233929 0.00270262965865787 0 0 0.0177856825255669 0.0102332244890365 0.0162426864712245 0.0212886744252058 0.00893447456355092 0.00935913334425232 0.0136696056318775 0.0167803151648285 0.0190712310479641 0 0.0203505380173488 0.0205656640003464 0.0122620258683331 0.0204079029604214 0.00403071404099236 0.0188738597043095 0.0142061597908853 0.0466870174178488 0.00509907502778996
"seite" 0.0296876855480347 0.0462853329314762 0.0278577398087102 0.0373761913660998 0.0347182039115843 0.0490945404639434 0.0338371306113242 0.0237142277461734 0.018848167539267 0.0315772581622036 0.056841147938561 0.0492280764129142 0.0176883812604235 0.00887279954571266 0.0324254215304799 0.0221840164161721 0.0205075232228712 0.0127968605035565 0.0284656988329063 0.0553844023676832 0.0186448314973353 0.0490000128947402 0.0446159095084377 0.0297979327684142 0.00955279282721727 0.0602585722315908 0.0100882332399525 0.0240336471059483 0.0245909701957441 0.0177452958535159 0.0388500388500388 0.028235089700708 0.0300832302704148 0.0283452892309705 0.0493229912705062 0.0247919029644918 0.0463723701321613 0.0209616972622753 0.0427934842268799 0.0349044964594399 0.0141924496168039 0.048246162643175 0.0257376166966939 0.100243774633768 0.0472899791008802 0.0238390388099552 0.0493941947293489 0.0305258070260233 0.0389665212638142 0.0613101293416655 0.0229588908304741 0.0403071404099236 0.0377477194086191 0.0305432435504035 0.0197521996767822 0.0305944501667398
"verlassen" 0.0230079562997269 0.03336849583432 0.0139288699043551 0.040144798133959 0.0786945955329244 0.0301261952846925 0.0135348522445297 0.036098324458064 0.0858638743455497 0.0232946986442485 0.0252627324171382 0.0170930820878174 0.0328498509122151 0.0283929585462805 0.0212442416923834 0.0166380123121291 0.0068358410742904 0.013330063024538 0.0284656988329063 0.0242306760358614 0.00776867979055639 0.0709210712950188 0.0262446526520222 0.00558711239407766 0.0382111713088691 0.0287802136031478 0.0279366458952531 0.00801121570198278 0.0180333781435457 0.00525786543807878 0.0518000518000518 0.0217192997697754 0.016712905705786 0.0123556388955512 0.0283776114159077 0.0291304859832779 0.0252023750718268 0.0355713650511338 0.0158149833012382 0.0162426864712245 0.0165578578862712 0.0214427389525222 0.0163784833524416 0 0.0320351471328543 0.0166873271669686 0.0261498677978906 0.0457887105390349 0.0248952774741035 0.00363319284987647 0.0369893241157638 0.0544146395533969 0.0188738597043095 0.0447494033412888 0.0484826719339199 0.0163170400889279
"lage" 0.00371096069350433 0.0193752556457342 0.0232147831739252 0.0526035285893256 0.0162018284920727 0.00557892505272084 0.0293255131964809 0.0165999594223214 0 0.019153418885271 0.0341046887631366 0.0177768053713301 0.00758073482589579 0.00887279954571266 0.00782682588666756 0 0.00379768948571689 0.00959764537766735 0.0142328494164532 0.0380767766277822 0.0326284551203369 0.0283684285180075 0.0183712568564155 0.00558711239407766 0.0163762162752296 0.0134907251264755 0.036472843252136 0 0.0139348831109217 0.00131446635951969 0 0.0195473697927979 0 0.00145360457594721 0.0135131482932894 0.0136355466304705 0.0181457100517153 0.0139744648415169 0.00558175881220173 0.0141691520280895 0.00236540826946731 0.00893447456355092 0.03041718336882 0.0455653521062584 0.0152548319680259 0.0143034232859731 0.00581108173286457 0.0508763450433721 0.049790554948207 0.00635808748728383 0.0306118544406321 0.0483685684919083 0.0440390059767222 0.0497215592680986 0.00538696354821332 0.0316142651722977
"mußte" 0.0846099038118988 0.0645841854857807 0 0.0699073208884459 0.0416618446939012 0.0546734655166643 0 0.0187078907775368 0.056544502617801 0.0745430356615953 0.0581042845594179 0.0526466928304776 0.037903674129479 0.0727569562748438 0.0726776689476274 0.0332760246242582 0.0387364327543123 0.0394569865526324 0.128095644748079 0.148845581363149 0.0326284551203369 0.0386842207063739 0.0577382358344487 0.0502840115466989 0.0423052253776765 0.053513209668353 0.148995444774683 0.108151411976767 0.0426243483392898 0.0532358875605476 0.12950012950013 0.0564701794014161 0.033425811411572 0.0683194150695186 0.0209453798545985 0.0502036035030959 0.0493966551407805 0.0304897414724004 0.040932897956146 0.0335221401640166 0.0827892894313559 0.0428854779050444 0.0210580500245677 0.0751828309753264 0.0488154622976828 0.0715171164298656 0.0552052764622134 0.096665055582407 0.0746858324223105 0.0590393838104927 0.0535707452711062 0.0544146395533969 0.0440390059767222 0.0525627912262757 0.111330579996409 0.0581294553168055
"brief" 0.0348830305189407 0.0365977051086091 0.00928591326957006 0.00484506184375368 0.0393472977664622 0.0145052051370742 0.00676742612226483 0.0331999188446428 0.0774869109947644 0.0320949181320758 0.0315784155214228 0.0143581889537666 0.0227422044776874 0.0053236797274276 0.0212442416923834 0 0.0129121442514374 0.0154628731084641 0 0.051922877219703 0.00155373595811128 0.050289486918286 0.036742513712831 0.102430393891424 0.0286583784816518 0.017088251826869 0.0194004485383702 0.00400560785099139 0.0155742811239713 0.00657233179759847 0 0.00217192997697754 0.0200554868469432 0.0443349395663898 0.0108105186346315 0.0681777331523524 0.00604857001723842 0.0870228037858096 0.00186058627073391 0.0490736484875294 0 0.019655844039812 0.0421161000491354 0.248331168979108 0.0198312815584336 0 0.0232443269314583 0.0788583348172267 0.0173184538950285 0.0785677953785787 0.248721317330136 0.169289989721679 0 0.0802648028185021 0.0377087448374933 0.0775059404224074
"oft" 0.0957427858924118 0.0613549762114917 0.0371436530782802 0.062293652276833 0.0208309223469506 0.113810071075505 0.051883600270697 0.0677172947862953 0.0858638743455497 0.0729900557519788 0.0492623282134196 0.0485443531294015 0.149087784909284 0.0372657580919932 0.0547877812066729 0.0887360656646886 0.0569653422857533 0.08424599831508 0.355821235411329 0.0553844023676832 0.0357359270365594 0.0490000128947402 0.0603627010996509 0.124778843467734 0.0252466667576456 0.0386734120292299 0.200212628915981 0.160224314039656 0.0909865897242532 0.0328616589879923 0.0906500906500907 0.0304070196776856 0.0969348530935588 0.00872162745568323 0.0168914353666117 0.027271093260941 0.0504047501436535 0.207076160833386 0.0269785009256417 0.0293750712777465 0.0780584728924212 0.107213694762611 0.128688083483469 0.0501218873168842 0.117462206153799 0.114427386287785 0.0232443269314583 0.134822314364936 0.0963338997910961 0.073118006103764 0.150508284333108 0.231766057357061 0.132117017930167 0.0688998749857938 0.102352307416053 0.0805653854390813
"herz" 0.0371096069350433 0.0581257669372026 0.0371436530782802 0.00969012368750735 0.0370327508390233 0.0502103254744876 0.0879765395894428 0.0490094040087585 0.173821989528796 0.0641898362641515 0.0391572352465643 0.0300838244745587 0.159195431343812 0.101149914821124 0.051433427255244 0.0831900615606456 0.0706370244343341 0.0591854798289486 0.170794192997438 0.214614559174772 0.114976460900235 0.149578986731312 0.0419914442432354 0.154576776236149 0.0177409009648321 0.024283305227656 0.0419049688428796 0.0640897256158622 0.0467228433719138 0.103185609222296 0.0647500647500648 0.0217192997697754 0.0401109736938864 0.0203504640632609 0.021621037269263 0.0489640083548713 0.00604857001723842 0.104173283364035 0.019536155842706 0.0076029596248285 0.0496735736588135 0.0821971659846684 0.21292028358174 0.291618253480054 0.0900035086113526 0.128730809573758 0.171426911119505 0.139909948869273 0.173184538950285 0.127161749745677 0.211731993214372 0.191458916947137 0.201321170179302 0.169053301511535 0.0413000538696355 0.230478191256106
"weis" 0.000742192138700867 0 0 0 0 0 0 0.000526982838803854 0 0 0 0 0.00252691160863193 0 0 0 0.000759537897143378 0 0 0 0 0 0 0 0.000682342344801234 0 0 0 0 0.00394339907855908 0 0 0 0.000726802287973603 0.000675657414664469 0 0 0 0.00558175881220173 0 0 0.00357378982542037 0 0.0637914929487618 0 0 0 0 0 0.00363319284987647 0 0.0100767851024809 0.0125825731362064 0 0.00179565451607111 0
"anblick" 0.00742192138700867 0.00645841854857807 0.0464295663478503 0.0228410058348388 0.00231454692743895 0.0345893353268692 0.0112790435371081 0.00685077690445011 0.00837696335078534 0.0129414992468047 0.0202101859337106 0.0136744656702539 0.00758073482589579 0.00709823963657013 0.0167717697571448 0.0388220287283013 0.00379768948571689 0.00319921512588912 0.0142328494164532 0.017307625739901 0.0186448314973353 0.00773684414127477 0.00787339579560664 0.00744948319210355 0.0184232433096333 0.0233839235525576 0.0271606279537183 0.0160224314039656 0.00409849503262402 0.00394339907855908 0.0647500647500648 0.0260631597237305 0.0066851622823144 0.00290720915189441 0.011486176049296 0.0117761539081336 0.0272185650775729 0.00762243536810011 0.00930293135366954 0.021772111652918 0.00946163307786924 0.0536068473813055 0.0374365333770093 0 0.025933214345644 0.0190712310479641 0.0261498677978906 0.0152629035130116 0 0.0240699026304316 0.0433667937908955 0.0342610693484351 0 0.0269917036026821 0.0305261267732088 0.0152972250833699
