"m_Arnim_Isabella-von-Aegypten_1812" "m_Bruckbraeu_Mittheilungen_1829" "m_Clauren_Liebe-und-Irrtum_1827" "m_Eichendorff_Ahnung-und-Gegenwart_1815" "m_Heinse_Ardinghello_1787" "m_Hunold_Adalie_1702" "m_Lavater_Unveraenderte-Fragmente_1773" "m_Miller_Siegwart_1776" "m_Paul_Feldprediger_1809" "m_Paul_Hesperus_1795" "m_Paul_Siebenkaes_1796" "m_Restif-de-la-Bretonne_Anti-Justine_1793" "m_Sade_Geschichte-der-Justine_1797" "m_Schlegel_Lucinde_1799" "m_Schnabel_Kavalier_1738" "m_Schnabel_Wunderliche-Fata_1731" "m_Sterne_Tristram-Shandy_1759" "m_Waiblinger_Briten-in-Rom_1828" "m_Walpole_Otranto_1764" "m_Wieland_Agathon_1794" "w_Fischer_Gustav_1801" "w_Fischer_Vierzehn-Tage_1801" "w_Huber_Ellen-Percy_1822" "w_Huber_Seldorf_1795" "w_La-Roche_Sternheim-Teil-1_1771" "w_La-Roche_Sternheim-Teil-2_1771" "w_Unger_Bekenntnisse_1806" "w_Wobeser_Elisa_1795"
"viele" 0.020243427212227 0.0226044649200232 0.00217627856365615 0.02677884025306 0.0117643598717685 0.0290389233260736 0.0689077195269578 0.0352888391484299 0.035880875493362 0.0355694959236549 0.0529455168102016 0.0117980179329873 0.0216405840679742 0.0434535548350436 0.0421545327024689 0.053083991832589 0.0237550334598337 0.0211271325199387 0.00815040208650293 0.0359342279716987 0 0.00739590266992086 0.00902415088380278 0.0129888404212714 0.0565751657652357 0.0774816656756221 0.024274299585314 0.0441778896355993
"kind" 0.0683215668412662 0.03336849583432 0.0674646354733406 0.0379366903585017 0.0284305363567738 0.00223376333277489 0.0279355619703883 0.0211733034890579 0.00448510943667025 0.0157637538752562 0.016897505364958 0.0684285040113261 0.0649217522039226 0.0601664605408296 0.0247112777911025 0.0198542489137636 0.0388192010197283 0.0607405059948239 0.0570528146055205 0.00061955565468446 0.0252295892622868 0.00739590266992086 0.0631690561866194 0.146124454739303 0.0362081060897508 0.0342360848334144 0.00404571659755234 0.0267744785670299
"ende" 0.0151825704091703 0.0312156896514607 0.0522306855277476 0.0490945404639434 0.0303912630020686 0.0413246216563355 0.0279355619703883 0.0312558289600379 0.0313957660566918 0.0266771219427412 0.0281625089415966 0.0047192071731949 0.0233490512312353 0.0200554868469432 0.0319793006708385 0.0290499010422436 0.0596772791795823 0.0237680240849311 0.0461856118235166 0.0185866696405338 0.0201836714098294 0.0147918053398417 0.029328490372359 0.0173184538950285 0.0294190861979226 0.0288303872281385 0.012137149792657 0.00669361964175748
"stadt" 0.0404868544244541 0.0312156896514607 0.0108813928182807 0.0223157002108834 0.0176465398076527 0.0167532249958117 0.00372474159605177 0.0322640815071359 0.035880875493362 0.0206141396830273 0.0343582609087478 0.00235960358659745 0.0170846716326112 0.0033425811411572 0.0392473235505745 0.046187252736229 0.0434543294996958 0.0448951566048698 0.00271680069550098 0.0136302244030581 0.0201836714098294 0.0221877080097626 0.0180483017676056 0.01515364715815 0.00452601326121886 0.00720759680703461 0 0.00803234357010897
"setzte" 0.0303651408183405 0.0129168370971561 0.0174102285092492 0.0546734655166643 0.00784290658117899 0.0111688166638745 0.0223484495763106 0.0448672383458609 0.0269106566200215 0.0343568994717121 0.0360480114452436 0.0401132609721567 0.018223649741452 0.0066851622823144 0.0450617418543634 0.0290499010422436 0.0469306758596715 0.0528178312998468 0.0244512062595088 0.0402711175544899 0.0302755071147442 0.0369795133496043 0.051888867581866 0 0.015841046414266 0.0306322864298971 0.0262971578840902 0.0174034110685694
"je" 0.0126521420076419 0.0182988525543045 0.0239390642002176 0.0390524753690459 0.0392145329058949 0.0368570949907857 0.0689077195269578 0.0186526721213129 0.035880875493362 0.0194015432310845 0.0219667569744453 0.0235960358659745 0.0478370805713114 0.050138717117358 0.0188968594873137 0.0106585967852836 0.0562009328196066 0.015845349389954 0.0163008041730059 0.0526622306481791 0.0151377535573721 0.00739590266992086 0.0485048110004399 0.0476257482113284 0 0.0234246896228625 0.0546171740669566 0.0254357546386784
"hast" 0.0657911384397378 0.0172224494628749 0.0261153427638738 0.0167367751581625 0.0205876297755948 0.00781817166471212 0.0353850451624919 0.0730983096646048 0.0134553283100108 0.0173805491445132 0.0225300071532773 0.0849457291175083 0.0552404382787763 0.0902496908112444 0.0181700571993401 0.00585177862721453 0.0225962513398418 0.0448951566048698 0.0407520104325147 0.0247822261873784 0.0454132606721163 0.00739590266992086 0.00451207544190139 0.00757682357907498 0.0113150331530471 0.0180189920175865 0.00606857489632851 0.013387239283515
"solche" 0.00253042840152838 0.0290628834686013 0.0348204570184984 0.0189683451792509 0.0303912630020686 0.0837661249790585 0.0428345283545954 0.0176444195742149 0.0672766415500538 0.0367820923755977 0.0597045189561848 0.0235960358659745 0.0484065696257318 0.0534812982585152 0.0436081372784161 0.0367826085139199 0.0422955473797039 0.0237680240849311 0.0190176048685068 0.0334560053529609 0 0.0147918053398417 0.025944433790933 0.0064944202106357 0.00678901989182828 0.0198208912193452 0.0485485991706281 0.013387239283515
"brief" 0 0.0365977051086091 0.0609357997823721 0.0145052051370742 0.0107839965491211 0.0580778466521472 0.102430393891424 0.0902386029652707 0 0.0291023148466268 0.0191505060802857 0.00943841434638981 0.00854233581630561 0.0200554868469432 0.0443349395663898 0.0133754940050618 0.0110084301399229 0.0316906987799081 0.00271680069550098 0.00061955565468446 0.00504591785245736 0.00739590266992086 0.0282004715118837 0.0173184538950285 0.031682092828532 0.0252265888246212 0 0.0321293742804359
"während" 0.0708519952427946 0.0785774256743665 0.0217627856365615 0.0825680907802685 0.0107839965491211 0 0.00558711239407766 0.00756189410323498 0.0269106566200215 0.00970077161554225 0.0107017533978067 0.214723926380368 0.16799927105401 0.0133703245646288 0.000726802287973603 0.000417984187658181 0.0701063182595093 0.0580996144298315 0.0298848076505108 0.0123911130936892 0.0302755071147442 0.0221877080097626 0.0327125469537851 0.0270600842109821 0.0203670596754848 0.0180189920175865 0.0465257408718519 0.00937106749846047
"weniger" 0.0151825704091703 0.0150696432800155 0.0108813928182807 0.0122736351159859 0.0166661764850053 0.0245713966605238 0.0707700903249837 0.0196609246684109 0.0717617509867241 0.0270813207600555 0.0309787598357562 0.0141576215195847 0.0296134308298595 0.0300832302704148 0.0239844755031289 0.0261240117286363 0.0347634635997567 0.00528178312998468 0.0380352097370137 0.0675315663606062 0.0353214249672015 0.0295836106796835 0.0236883960699823 0.0259776808425428 0.00678901989182828 0.0198208912193452 0.0485485991706281 0.0187421349969209
"seite" 0.0303651408183405 0.0462853329314762 0.0783460282916213 0.0490945404639434 0.0303912630020686 0.0167532249958117 0.0297979327684142 0.0433548595252139 0.0627915321133836 0.0149553562406276 0.0191505060802857 0.0188768286927796 0.0130982482516686 0.0300832302704148 0.0283452892309705 0.0342747033879708 0.0643124076595498 0.0290498072149158 0.0271680069550098 0.0433688958279122 0.0454132606721163 0.0221877080097626 0.0406086789771125 0.0389665212638142 0.0362081060897508 0.041443681640449 0.0343885910791949 0.0575651289191143
"seit" 0.0430172828259824 0.030139286560031 0.0609357997823721 0.0390524753690459 0.00588217993588424 0 0.0130365955861812 0.0282310713187439 0.017940437746681 0.0141469586059991 0.0219667569744453 0.0235960358659745 0.0370167885373243 0.0133703245646288 0.0152628480474457 0.030094861511389 0.0214374692198499 0.0211271325199387 0.0353184090415127 0.024162670532694 0.0252295892622868 0.0369795133496043 0.055272924163292 0.0681914122116748 0.0271560795673131 0.0198208912193452 0.0606857489632851 0.0455166135639508
"anders" 0.0126521420076419 0.0129168370971561 0.0369967355821545 0.0301261952846925 0.049998529455016 0.0670128999832468 0.0279355619703883 0.0352888391484299 0.0403659849300323 0.0246561278561699 0.0304155096569243 0.0047192071731949 0.0102508029795667 0.0300832302704148 0.056690578461941 0.0472322132053744 0.0330252904197688 0.0264089156499234 0.00271680069550098 0.0607164541590771 0.0252295892622868 0.00739590266992086 0.00676811316285208 0.0108240336843928 0.0384711127203603 0.0360379840351731 0.0343885910791949 0.0174034110685694
"darüber" 0.053138996432096 0.0182988525543045 0.015233949945593 0.0301261952846925 0.0480378028097213 0.0178701066621991 0.0558711239407766 0.0231898085832539 0.035880875493362 0.0286981160293125 0.0304155096569243 0.0212364322793771 0.0210710950135538 0.033425811411572 0.0196236617752873 0.0263330038224654 0.072423882499493 0.015845349389954 0.0298848076505108 0.0204453366045872 0.0151377535573721 0.0221877080097626 0.00902415088380278 0.00541201684219641 0.0181040530448754 0.0378398832369317 0.0627086072620613 0.0120485153551635
"einander" 0.0506085680305676 0.00861122473143743 0.0174102285092492 0.0245472702319717 0.0166661764850053 0.0357402133243983 0.0595958655368284 0.0584786477316838 0.0134553283100108 0.0355694959236549 0.0185872559014537 0 0.00683386865304449 0.033425811411572 0.0268916846550233 0.0675044463067962 0.0243344245198297 0.0132044578249617 0.0217344055640078 0.0508035636841257 0.0454132606721163 0.0221877080097626 0.00789613202332743 0.0335545044216178 0.00452601326121886 0.00720759680703461 0.0546171740669566 0.0281132024953814
"armen" 0.0404868544244541 0.0322920927428904 0.0261153427638738 0.0223157002108834 0.0196072664529475 0.0234545149941364 0.0204860787782848 0.0257104399509989 0.0224255471833513 0.0315275077505123 0.0366112616240756 0.0188768286927796 0.0267659855577576 0.016712905705786 0.0167164526233929 0.01609239122484 0.030707726179785 0.0369724819098928 0.0108672027820039 0.0223040035686406 0.0857806034917752 0.0369795133496043 0.0428647166980632 0.0692738155801141 0.0678901989182828 0.0432455808422077 0.00404571659755234 0.0508715092773568
"kleine" 0.222677699334497 0.0215280618285936 0.0457018498367791 0.0435156154112226 0.0225483564208896 0.0111688166638745 0.033522674364466 0.013611409385823 0.0269106566200215 0.0375904900102262 0.0388642623394033 0.099103350637093 0.0432811681359484 0.0568238793996724 0.0196236617752873 0.0367826085139199 0.0289695529997972 0.0132044578249617 0.00271680069550098 0.0377928949357521 0.0504591785245736 0.0591672213593669 0.0485048110004399 0.057367378527282 0.0452601326121886 0.046849379245725 0 0.0187421349969209
"stimme" 0.0278347124168122 0.0365977051086091 0.0217627856365615 0.0412840453901342 0.0176465398076527 0.0122856983302619 0.0148989663842071 0.015627914480019 0.00897021887334051 0.0359736947409692 0.0225300071532773 0.0047192071731949 0.0233490512312353 0.0200554868469432 0.0152628480474457 0.0123305335359163 0.0150641675598946 0.00792267469497702 0.0570528146055205 0.0272604488061163 0.0706428499344031 0.0221877080097626 0.0564009430237674 0.0974163031595354 0.0384711127203603 0.052255076851001 0.00606857489632851 0.0361455460654904
"fast" 0.0354259976213973 0.0279864803771716 0.0195865070729053 0.0825680907802685 0.0254894463888317 0.0547272016529849 0.0465592699506472 0.0640240367407228 0.0672766415500538 0.0282939172119982 0.0304155096569243 0.025955639452572 0.0370167885373243 0.0367683925527292 0.0886698791327795 0.127903161423403 0.0295489440597932 0.0132044578249617 0.0163008041730059 0.0136302244030581 0.0100918357049147 0 0.0270724526514083 0.0487081515797677 0 0.00540569760527596 0 0.0388229939221934
"halten" 0.0379564260229257 0.0344448989257497 0.0174102285092492 0.0122736351159859 0.0274501730341264 0.0279220416596862 0.0521463823447248 0.0347847128748809 0.0493362038033728 0.0270813207600555 0.0208402566167815 0.0235960358659745 0.0313218979931206 0.0434535548350436 0.0341597075347593 0.034692687575629 0.0231756423998378 0.0264089156499234 0.0543360139100196 0.0433688958279122 0.0252295892622868 0.0295836106796835 0.0270724526514083 0.0184008572634678 0.015841046414266 0.041443681640449 0.024274299585314 0.00937106749846047
"bringen" 0.0253042840152838 0.0215280618285936 0.015233949945593 0.01338942012653 0.023528719743537 0.0402077399899481 0.0204860787782848 0.0297434501393909 0.017940437746681 0.0173805491445132 0.0208402566167815 0.0283152430391694 0.0370167885373243 0.0100277434234716 0.0574173807499146 0.0541289523017344 0.0376604188997364 0.0264089156499234 0.0244512062595088 0.0278800044608007 0.0302755071147442 0.00739590266992086 0.025944433790933 0.01515364715815 0.0181040530448754 0.0252265888246212 0.0485485991706281 0.0227583067819754
"sagt" 0.00506085680305676 0.0236808680114529 0.00870511425462459 0.00557892505272084 0.0352930796153054 0.00111688166638745 0.016761337182233 0.0357929654219789 0.0672766415500538 0.06830960012611 0.0692797719963276 0.0235960358659745 0.0671997084216041 0.0033425811411572 0.0101752320316304 0.00543379443955635 0.0370810278397404 0.0396133734748851 0.0434688111280156 0.00991289047495137 0.0302755071147442 0 0.00676811316285208 0.00865922694751426 0.0452601326121886 0.0126132944123106 0.00606857489632851 0.0240970307103269
"nehmen" 0.0227738556137554 0.0247572711028826 0.0282916213275299 0.0189683451792509 0.0254894463888317 0.0580778466521472 0.0242108203743365 0.0368012179690769 0.035880875493362 0.0307191101158838 0.0309787598357562 0.0424728645587541 0.0341693432652224 0.0233980679881004 0.049422555582205 0.0522480234572726 0.0393985920797242 0.0132044578249617 0.0543360139100196 0.0272604488061163 0.0151377535573721 0.0221877080097626 0.0282004715118837 0.0194832606319071 0.0362081060897508 0.041443681640449 0.0485485991706281 0.0307906503520844
"kopf" 0.0430172828259824 0.0129168370971561 0.0174102285092492 0.0412840453901342 0.0637236159720792 0.00223376333277489 0.0130365955861812 0.0247021874039009 0.0627915321133836 0.0392072852794833 0.057451518240857 0.0330344502123643 0.0261964965033372 0.0033425811411572 0.0319793006708385 0.00585177862721453 0.0718444914394971 0.0607405059948239 0.0163008041730059 0.014869335712427 0.0403673428196589 0 0.029328490372359 0.0432961347375713 0.0497861458734074 0.0450474800439663 0.00606857489632851 0.0187421349969209
"tränen" 0.0379564260229257 0.0322920927428904 0.0565832426550598 0.0178525601687067 0.0137250865170632 0.020103869994974 0.0242108203743365 0.116453169189819 0.00448510943667025 0.0828607575494234 0.04956601573721 0.00707881075979235 0.0489760586801522 0.033425811411572 0.0232576732151553 0.0240340907903454 0.0115878211999189 0.0105635662599694 0.0434688111280156 0.0179671139858493 0.0403673428196589 0.0369795133496043 0.0394806601166372 0.0790154458960676 0.0611011790264545 0.0234246896228625 0.012137149792657 0.139227288548556
"solchen" 0.020243427212227 0.0344448989257497 0.0282916213275299 0.0189683451792509 0.0186269031303001 0.0346233316580108 0.0260731911723624 0.01512378820647 0.0313957660566918 0.0396114840967975 0.0591412687773528 0.00707881075979235 0.0364472994829039 0.0200554868469432 0.0443349395663898 0.0361556322324326 0.0457718937396796 0.0211271325199387 0.0135840034775049 0.0569991202309703 0 0.00739590266992086 0.0191763206280809 0.0184008572634678 0.00452601326121886 0.00900949600879327 0.0566400323657328 0.00937106749846047
"gibt" 0.00759128520458514 0.0247572711028826 0.0369967355821545 0.0178525601687067 0.0382341695832476 0.00446752666554978 0.0409721575565695 0.0186526721213129 0.035880875493362 0.0307191101158838 0.0225300071532773 0.0047192071731949 0.100799562632406 0.0467961359762008 0.0188968594873137 0.00564278653338544 0.041136765259712 0.0184862409549464 0.0271680069550098 0.0365537836263832 0.0201836714098294 0.0221877080097626 0.0135362263257042 0.00865922694751426 0.0384711127203603 0.0360379840351731 0.0445028825730758 0.0401617178505449
"erde" 0.0506085680305676 0.0161460463714452 0.0108813928182807 0.0379366903585017 0.0480378028097213 0.00223376333277489 0.00744948319210355 0.014115535659372 0.0313957660566918 0.130152019175192 0.0996952816532519 0.00943841434638981 0.0279049636665983 0.0401109736938864 0.00508761601581522 0.0133754940050618 0.0191199049798662 0.0211271325199387 0.0190176048685068 0.00247822261873784 0.00504591785245736 0.00739590266992086 0.0135362263257042 0.00974163031595354 0.0611011790264545 0.0270284880263798 0.00404571659755234 0.0187421349969209
"bist" 0.0607302816366811 0.0150696432800155 0.0217627856365615 0.0122736351159859 0.0196072664529475 0.00223376333277489 0.0465592699506472 0.0645281630142718 0.0224255471833513 0.0262729231254269 0.0191505060802857 0.0637092968381312 0.0392947447550058 0.0802219473877728 0.0145360457594721 0.00564278653338544 0.0144847764998986 0.0607405059948239 0.0787872201695284 0.0235431148780095 0.0353214249672015 0 0.00225603772095069 0.0238128741056642 0.0113150331530471 0.0198208912193452 0.00202285829877617 0.0535489571340598
"auge" 0.0227738556137554 0.0193752556457342 0.0826985854189336 0.01338942012653 0.0509788927776634 0.00893505333109957 0.0428345283545954 0.0368012179690769 0.035880875493362 0.0820523599147949 0.0416805132335629 0.00943841434638981 0.00797284676188524 0.0401109736938864 0.00726802287973603 0.00585177862721453 0.041716156319708 0.0475360481698621 0 0.00805422351089798 0.055505096377031 0.00739590266992086 0.0304565092328344 0.064944202106357 0.0135780397836566 0.0216227904211038 0.0101142914938809 0.0441778896355993
"bruder" 0 0.0161460463714452 0.0304678998911861 0.033473550316325 0.0127447231944159 0 0.0800819443151131 0.155270892253092 0.017940437746681 0.0347610982890264 0.0112650035766386 0.0424728645587541 0.0387252557005854 0.0033425811411572 0.00799482516770963 0.0760731221537889 0.115878211999189 0.0316906987799081 0.0190176048685068 0.00433688958279122 0.00504591785245736 0 0.0327125469537851 0.0627793953694784 0.07920523207133 0.0504531776492423 0.0343885910791949 0.013387239283515
"besser" 0.020243427212227 0.00968762782286711 0.0239390642002176 0.0156209901476184 0.0274501730341264 0.0502596749874351 0.0279355619703883 0.0423466069781159 0.0313957660566918 0.027889718394684 0.0315420100145882 0.0235960358659745 0.047267591516891 0.0200554868469432 0.0465153464303106 0.0355286559509454 0.072423882499493 0.0237680240849311 0.0326016083460117 0.0402711175544899 0.0151377535573721 0.0591672213593669 0.0214323583490316 0.0140712437897107 0.0113150331530471 0.0180189920175865 0.024274299585314 0.0227583067819754
"geist" 0.0657911384397378 0.0107640309142968 0.00870511425462459 0.0156209901476184 0.0588217993588424 0.020103869994974 0.0558711239407766 0.00604951528258798 0.0134553283100108 0.0335485018370836 0.0270360085839327 0.00235960358659745 0.0205016059591335 0.157101313634388 0.00872162745568323 0.0173463437878145 0.0289695529997972 0 0.0353184090415127 0.0353146723170142 0.0252295892622868 0.00739590266992086 0.0282004715118837 0.0692738155801141 0.0656271922876734 0.0810854640791394 0.0768686153534945 0.0187421349969209
"tochter" 0.0278347124168122 0.0215280618285936 0.043525571273123 0.0122736351159859 0.0196072664529475 0.0145194616630368 0 0.0327682077806849 0.00448510943667025 0.0210183385003415 0.0180240057226218 0.306748466257669 0.0603658397685597 0.0100277434234716 0.0145360457594721 0.0382455531707236 0.00579391059995944 0.0369724819098928 0.100521625733536 0.00805422351089798 0.00504591785245736 0.0295836106796835 0.0327125469537851 0.0357193111584963 0.0543121591346263 0.0432455808422077 0.0364114493779711 0.101743018554714
"daran" 0.0253042840152838 0.0150696432800155 0.0326441784548422 0.0145052051370742 0.0294108996794212 0.0234545149941364 0.0316603035664401 0.016132040753568 0.0224255471833513 0.0206141396830273 0.0264727584051008 0.0424728645587541 0.0751725551834894 0.0300832302704148 0.0218040686392081 0.0204812251952509 0.0550421506996147 0.0448951566048698 0.0407520104325147 0.030977782734223 0.0454132606721163 0.0221877080097626 0.0157922640466549 0.01515364715815 0.0181040530448754 0.0180189920175865 0.0262971578840902 0.013387239283515
"wegen" 0.0430172828259824 0.0419797205657575 0.0326441784548422 0.00446314004217667 0.0676450692626687 0.163064723292567 0.0242108203743365 0.0448672383458609 0.035880875493362 0.0347610982890264 0.0236565075109411 0.0117980179329873 0.0256270074489168 0.0033425811411572 0.103205924892252 0.116826580450462 0.0492482400996553 0 0.00815040208650293 0.014869335712427 0.0201836714098294 0.0221877080097626 0.0304565092328344 0.0259776808425428 0.0497861458734074 0.0396417824386904 0 0.00803234357010897
"reden" 0.0227738556137554 0.00430561236571871 0.043525571273123 0.0223157002108834 0.0313716263247159 0.0502596749874351 0.0670453487289319 0.0564621426374878 0.017940437746681 0.0238477302215414 0.0259095082262689 0.0117980179329873 0.00683386865304449 0.050138717117358 0.0784946471011491 0.0470232211115454 0.0272313798198094 0.0184862409549464 0.0950880243425342 0.0359342279716987 0.0201836714098294 0 0.00564009430237674 0.0129888404212714 0.0882572585937677 0.102708254500243 0.0101142914938809 0.00535489571340598
"geworden" 0.0404868544244541 0.00753482164000775 0.0326441784548422 0.0658313156221059 0.0294108996794212 0.00223376333277489 0.0204860787782848 0.016636167027117 0.0269106566200215 0.0129343621540563 0.0123915039343025 0.0235960358659745 0.0113897810884075 0.0267406491292576 0.00363401143986801 0.00271689721977818 0.0249138155798256 0.0211271325199387 0.0217344055640078 0.0105324461296358 0.0353214249672015 0.0369795133496043 0.0225603772095069 0.0313896976847392 0.0452601326121886 0.00900949600879327 0.082937190249823 0.0281132024953814
"dachte" 0.0253042840152838 0.0215280618285936 0.0761697497279652 0.0256630552425159 0.00588217993588424 0.010051934997487 0.0186237079802589 0.0746106884852518 0.0269106566200215 0.0428450746353116 0.0315420100145882 0.0117980179329873 0.0153762044693501 0.0568238793996724 0.00218040686392081 0.000626976281487271 0.0156435586198905 0.0475360481698621 0.0190176048685068 0.0266408931514318 0.0908265213442325 0.0443754160195252 0.0338405658142604 0.0303072943162999 0.0203670596754848 0.0342360848334144 0.0141600080914332 0.0334680982087874
"bloß" 0.0253042840152838 0.00645841854857807 0.0043525571273123 0.0145052051370742 0.0696057959079635 0.0145194616630368 0.0540087531427507 0.000504126273548999 0.237710800143523 0.143894778963877 0.141375794886815 0.00943841434638981 0.0239185402856557 0.08356452852893 0.0247112777911025 0.00815069165933453 0.00173817317998783 0.0184862409549464 0 0.0167280026764804 0 0 0 0.00216480673687857 0.0181040530448754 0.0108113952105519 0 0.00535489571340598
"gesehen" 0.0430172828259824 0.0118404340057265 0.00217627856365615 0.0468629704428551 0.0215679930982422 0.0435583849891104 0.0130365955861812 0.0347847128748809 0.0224255471833513 0.0145511574233134 0.0157710050072941 0.0353940537989618 0.022779562176815 0.0033425811411572 0.0261648823670497 0.0267509880101236 0.0196992960398621 0.0580996144298315 0.0163008041730059 0.0458471184466501 0.0201836714098294 0.0591672213593669 0.0191763206280809 0.0173184538950285 0.031682092828532 0.0558588752545183 0.012137149792657 0.0294519264237329
"gesicht" 0.0278347124168122 0.00538201545714839 0.0544069640914037 0.0881470158329893 0.0362734429379528 0.0178701066621991 0.00186237079802589 0.0685611732026638 0.0538213132400431 0.0472912616257685 0.0287257591204285 0.0165172251061822 0.0267659855577576 0.0300832302704148 0.00581441830378882 0.00564278653338544 0.0173817317998783 0.0607405059948239 0.0244512062595088 0.0173475583311649 0.0302755071147442 0.0147918053398417 0.0439927355585385 0.107157933475489 0.0181040530448754 0.0360379840351731 0.00404571659755234 0.00937106749846047
"voll" 0.0253042840152838 0.00968762782286711 0.0217627856365615 0.0457471854323109 0.0833308824250267 0.00558440833193723 0.0297979327684142 0.0357929654219789 0.0627915321133836 0.0844775528186805 0.082797776288294 0.0141576215195847 0.0250575183944965 0.0434535548350436 0.0152628480474457 0.0171373516939854 0.0162229496798864 0.0977129879047166 0.0135840034775049 0.0061955565468446 0.0201836714098294 0.00739590266992086 0.0146642451861795 0.0281424875794213 0.0407341193509697 0.0324341856316558 0.0101142914938809 0.0281132024953814
"geschichte" 0.020243427212227 0.0118404340057265 0.0261153427638738 0.0156209901476184 0.042155622873837 0.00893505333109957 0.0409721575565695 0.0292393238658419 0.0269106566200215 0.0234435314042271 0.0135180042919664 0.0377536573855592 0.013667737306089 0.016712905705786 0.0145360457594721 0.0169283596001563 0.0822735305194241 0.0184862409549464 0.0597696153010215 0.055140453266917 0.0252295892622868 0.00739590266992086 0.00676811316285208 0.0173184538950285 0.0226300663060943 0.0252265888246212 0.0222514412865379 0.00401617178505449
"unsere" 0.00506085680305676 0.0258336741943123 0.0457018498367791 0.020084130189795 0.000980363322647373 0.00446752666554978 0.0372474159605177 0.000504126273548999 0.0493362038033728 0.0299107124812553 0.0467497648430503 0.0495516753185465 0.120731679537119 0 0.0159896503354193 0.148593378712483 0.0266519887598134 0.0765858553847779 0.00271680069550098 0.0130106687483737 0.00504591785245736 0.00739590266992086 0.00789613202332743 0 0.0429971259815791 0.00720759680703461 0.0890057651461515 0.0816621596294412
"gerade" 0.00759128520458514 0.0484381391143355 0.0304678998911861 0.0580208205482968 0.0274501730341264 0.00111688166638745 0.0428345283545954 0.00554538900903898 0.0717617509867241 0.0703305942126813 0.0619575196715125 0.0519112789051439 0.0347388323196428 0.0100277434234716 0.00508761601581522 0.0043888339704109 0.0753208377994728 0.0211271325199387 0.0190176048685068 0.0136302244030581 0.0353214249672015 0 0.0135362263257042 0.0140712437897107 0.00452601326121886 0.0126132944123106 0.0445028825730758 0.00535489571340598
"blieb" 0.0151825704091703 0.0247572711028826 0.0522306855277476 0.0613681755799293 0.023528719743537 0.0234545149941364 0.016761337182233 0.0262145662245479 0.0269106566200215 0.0157637538752562 0.0191505060802857 0.0165172251061822 0.0142372263605094 0.0401109736938864 0.0334329052467857 0.0298858694175599 0.0249138155798256 0.0237680240849311 0.0298848076505108 0.0185866696405338 0.0454132606721163 0.051771318689446 0.055272924163292 0.0552025717904034 0.00905202652243771 0.0306322864298971 0.0627086072620613 0.0495327853490053
"glaubte" 0.0506085680305676 0.0139932401885858 0.0195865070729053 0.0446314004217667 0.00980363322647373 0.020103869994974 0.0223484495763106 0.0368012179690769 0.00448510943667025 0.00970077161554225 0.00788550250364705 0.047192071731949 0.0261964965033372 0.0601664605408296 0.00726802287973603 0.00668774700253089 0.00811147483994322 0.0343315903449004 0.0190176048685068 0.0526622306481791 0.0302755071147442 0.0295836106796835 0.0417366978375878 0.0465433448428891 0.015841046414266 0.0126132944123106 0.0323657327804187 0.0307906503520844
"niemand" 0.0379564260229257 0.0279864803771716 0.0413492927094668 0.0368209053479576 0.0196072664529475 0.0212207516613615 0.00931185399012944 0.014115535659372 0.0493362038033728 0.0218267361349701 0.041117263054731 0.00707881075979235 0.00797284676188524 0.0033425811411572 0.0283452892309705 0.0248700591656618 0.0127466033199108 0.0184862409549464 0.0326016083460117 0.024162670532694 0.0252295892622868 0.0221877080097626 0.0169202829071302 0.0119064370528321 0.0294190861979226 0.0450474800439663 0.0182057246889855 0
"haus" 0.0506085680305676 0.0279864803771716 0.0261153427638738 0.0223157002108834 0.00784290658117899 0 0.0130365955861812 0.0710818045704088 0.0224255471833513 0.0177847479618275 0.0292890092992605 0.00707881075979235 0.0279049636665983 0.0033425811411572 0.0210772663512345 0.00794169956550544 0.0185405139198702 0.0396133734748851 0.0326016083460117 0.0117715574390047 0.0100918357049147 0.0221877080097626 0.0688091504889962 0.0757682357907498 0.047523139242798 0.0630664720615529 0.00606857489632851 0.0174034110685694
"beim" 0.0430172828259824 0.00322920927428904 0.0174102285092492 0.0278946252636042 0.0401948962285423 0.00335064499916234 0.0409721575565695 0.0559580163639388 0.0269106566200215 0.0392072852794833 0.0360480114452436 0.0778669183577159 0.0318913870475409 0.0133703245646288 0.00944842974365683 0.0114945651606 0.0301283351197891 0 0.00543360139100196 0.024162670532694 0.00504591785245736 0.0147918053398417 0.0338405658142604 0.00865922694751426 0.0203670596754848 0.0198208912193452 0.012137149792657 0.0174034110685694
"wenigstens" 0.00253042840152838 0.0215280618285936 0.0282916213275299 0.0033473550316325 0.0323519896473633 0 0.0595958655368284 0.014619661932921 0.0493362038033728 0.0400156829141118 0.0518190164525377 0.0212364322793771 0.0199321169047131 0.033425811411572 0.0210772663512345 0.0242430828841745 0.0475100669196674 0.0211271325199387 0.0190176048685068 0.0439884514825967 0.0454132606721163 0.0739590266992086 0.0124082074652288 0.0194832606319071 0.00452601326121886 0.00720759680703461 0.0687771821583898 0.0013387239283515
