"m_Fischer_Christian_Hannchen_1800" "m_Hauff_Bettlerin_1826" "m_Hippel_Lebenslaeufe_1779" "m_Hoelderlin_Hyperions-Jugend_1797" "m_Jacobi_Eduard-Allwill_1792" "m_Klingemann_Nachtwachen_1804" "m_Paul_Siebenkaes_1796" "m_Prevost-dExiles_Manon-Lescaut_1731" "m_Thuemmel_Reise-in-mittaegliche-Provinzen_1791" "m_Wieland_Agathon_1794" "m_Wieland_Peregrinus_1788" "w_La-Roche_Sternheim-Teil-1_1771" "w_La-Roche_Sternheim-Teil-2_1771" "w_Unger_Bekenntnisse_1806" "w_Wobeser_Elisa_1795"
"leibe" 0.0343079327564518 0 0.00757169448212765 0 0 0.00772976733400325 0.00619575196715125 0.00164644286020054 0.00354498048488243 0.00185866696405338 0.00187029503904241 0 0 0 0
"sagt" 0.00762398505698929 0.0163871743049107 0.0782408429819857 0.0749562755059549 0.0443458980044346 0.0154595346680065 0.0692797719963276 0.00658577144080215 0.0127619297455768 0.00991289047495137 0.0158975078318605 0.0452601326121886 0.0126132944123106 0.00606857489632851 0.0240970307103269
"stück" 0 0 0.021768621636117 0 0.00403144527313042 0.0128829455566721 0.00563250178831932 0 0.0074444590182531 0.0105324461296358 0.000935147519521204 0.0181040530448754 0.0216227904211038 0 0.00535489571340598
"zweite" 0.0114359775854839 0.00273119571748511 0.00536328359150708 0 0 0.0283424802246786 0.0264727584051008 0.00164644286020054 0.00638096487278838 0.00371733392810676 0.00841632767569084 0.0113150331530471 0.00540569760527596 0.00809143319510468 0.00535489571340598
"gesagt" 0.0571798879274197 0.0355055443273065 0.0375429851405496 0.0166569501124344 0.0241886716387825 0.00515317822266883 0.0174607555437899 0.0296359714836097 0.0113439375516238 0.0260213374967473 0.0215083929489877 0.0203670596754848 0.0270284880263798 0.00809143319510468 0.0307906503520844
"zugleich" 0.00762398505698929 0.00546239143497023 0.00725620721203899 0 0.0282201169119129 0.0438020148926851 0.0394275125182352 0.00987865716120322 0.0333228165578948 0.014869335712427 0.0243138355075513 0.0339450994591414 0.0306322864298971 0.0424800242742996 0.013387239283515
"schiffe" 0.00381199252849464 0.00273119571748511 0.000630974540177304 0.00832847505621721 0 0 0.00112650035766386 0.00164644286020054 0.00389947853337067 0.00371733392810676 0.00187029503904241 0 0 0 0
"sogar" 0.00381199252849464 0.0764734800895832 0.0129349780736347 0 0.0282201169119129 0.0206127128906753 0.0557617677043612 0.0559790572468183 0.0311958282669654 0.00495644523747568 0.0448870809370178 0.015841046414266 0.0144151936140692 0.0222514412865379 0.00267744785670299
"reden" 0 0.0163871743049107 0.0258699561472695 0 0.0161257810925217 0.0334956584473474 0.0259095082262689 0.0131715428816043 0.00921694926069432 0.0359342279716987 0.0327301631832422 0.0882572585937677 0.102708254500243 0.0101142914938809 0.00535489571340598
"imstande" 0 0 0 0 0.0120943358193913 0 0.0101385032189748 0.00823221430100268 0 0 0 0 0 0 0
"mithin" 0 0 0.00410133451115248 0 0 0 0.0101385032189748 0 0.000354498048488243 0 0.000935147519521204 0 0 0 0.0013387239283515
"kopf" 0.0304959402279572 0.0163871743049107 0.0466921159731205 0 0.0362830074581738 0.0695679060060292 0.057451518240857 0.0197573143224064 0.0361588009458008 0.014869335712427 0.0196380979099453 0.0497861458734074 0.0450474800439663 0.00606857489632851 0.0187421349969209
"ten" 0.00381199252849464 0 0.000630974540177304 0 0 0 0.0225300071532773 0 0.011698435600112 0 0.00280544255856361 0 0 0 0
"rücken" 0.0190599626424732 0.00273119571748511 0.00441682178124113 0 0.00403144527313042 0 0.0157710050072941 0.00493932858060161 0.00921694926069432 0.00185866696405338 0.00467573759760602 0.00226300663060943 0 0.00809143319510468 0
"darzu" 0.00381199252849464 0 0 0 0 0 0 0 0.000354498048488243 0.00061955565468446 0 0 0 0 0
"sechs" 0.0190599626424732 0.0218495657398809 0.0129349780736347 0.00832847505621721 0.0161257810925217 0.00257658911133442 0.0112650035766386 0.0411610715050134 0.010280443406159 0.00185866696405338 0.00841632767569084 0.0113150331530471 0.00540569760527596 0.00404571659755234 0.0174034110685694
"werk" 0 0.00273119571748511 0.0126194908035461 0 0.0120943358193913 0 0.00732225232481511 0.0115251000214038 0.00708996096976486 0.0167280026764804 0.0130920652732969 0 0.0126132944123106 0.012137149792657 0.00535489571340598
"gesetzt" 0 0.00819358715245535 0.00630974540177304 0 0.00806289054626083 0.00257658911133442 0.0140812544707983 0.00493932858060161 0.0226878751032476 0.0501840080294413 0.0271192780661149 0.0181040530448754 0.0108113952105519 0.0303428744816426 0.00803234357010897
"geheimnis" 0 0.024580761457366 0.000315487270088652 0 0.00806289054626083 0 0.00619575196715125 0.00823221430100268 0 0.0179671139858493 0.00187029503904241 0 0.00540569760527596 0 0
"grösten" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"allerdings" 0 0.00819358715245535 0.00220841089062056 0 0 0.00772976733400325 0.00901200286131091 0.0131715428816043 0.000354498048488243 0.00929333482026691 0.0112217702342545 0 0 0.00202285829877617 0
"schlug" 0.0686158655129036 0.024580761457366 0.0157743635044326 0.0166569501124344 0.0120943358193913 0.0103063564453377 0.0236565075109411 0.0181108714622059 0.0226878751032476 0.00247822261873784 0.00467573759760602 0.00905202652243771 0.00720759680703461 0.012137149792657 0.0267744785670299
"solcher" 0 0.0218495657398809 0.00536328359150708 0.0249854251686516 0.0120943358193913 0.0103063564453377 0.0242197576897731 0.0115251000214038 0.0113439375516238 0.0117715574390047 0.0121569177537757 0.00226300663060943 0.00360379840351731 0.012137149792657 0.0013387239283515
"samt" 0 0.00273119571748511 0 0 0 0.00257658911133442 0.0129547541131344 0 0 0 0 0.00226300663060943 0.00540569760527596 0 0
"ins" 0.0838638356268822 0.0382367400447916 0.0813957156828722 0.0999417006746065 0.0322515621850433 0.0541083713380227 0.066463521102168 0.0411610715050134 0.0336773146063831 0.0179671139858493 0.0327301631832422 0.0271560795673131 0.00720759680703461 0.0424800242742996 0.0187421349969209
"konten" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"daher" 0.0304959402279572 0.0300431528923363 0.0126194908035461 0 0.0201572263656521 0.00515317822266883 0.0653370207445041 0.0362217429244118 0.00708996096976486 0.0179671139858493 0.0196380979099453 0.015841046414266 0.0198208912193452 0.0343885910791949 0.010709791426812
"tasche" 0.0114359775854839 0.00273119571748511 0.00157743635044326 0 0 0 0.00788550250364705 0.00493932858060161 0.00673546292127662 0 0 0 0 0 0.00267744785670299
"grünen" 0 0.0136559785874256 0.00820266902230495 0.00832847505621721 0.00806289054626083 0.00515317822266883 0.0135180042919664 0 0.00283598438790594 0.00061955565468446 0 0 0 0 0.00401617178505449
"vier" 0.0152479701139786 0.0109247828699405 0.0220841089062056 0 0.0161257810925217 0.00772976733400325 0.0304155096569243 0.0197573143224064 0.0191428946183651 0.00247822261873784 0.0177678028709029 0.0181040530448754 0.00720759680703461 0.012137149792657 0.013387239283515
"weiß" 0.110547783326345 0.0792046758070683 0.124301984414929 0.0333139002248688 0.124974803467043 0.0412254257813506 0.0298522594780924 0.046100400085615 0.0599101701945131 0.0291191157701696 0.0261841305465937 0.0452601326121886 0.0486512784474836 0.0505714574694043 0.0548876810624113
"derselbe" 0 0.00546239143497023 0.00189292362053191 0.00832847505621721 0.00403144527313042 0.00257658911133442 0.00450600143065545 0.00329288572040107 0.000354498048488243 0.00061955565468446 0.00187029503904241 0 0 0.012137149792657 0.00267744785670299
"dergestalt" 0 0 0 0 0.00806289054626083 0 0.00112650035766386 0 0.000354498048488243 0.00061955565468446 0 0 0 0 0
"besondere" 0 0.00273119571748511 0.00473230905132978 0 0.00403144527313042 0.00772976733400325 0.00225300071532773 0.00987865716120322 0.000708996096976486 0.0173475583311649 0.0140272127928181 0.00452601326121886 0.00360379840351731 0.00404571659755234 0
"habt" 0.00762398505698929 0.0163871743049107 0.0214531343660283 0.00832847505621721 0.00403144527313042 0.0180361237793409 0.00394275125182352 0 0.00779895706674135 0.00185866696405338 0.00467573759760602 0 0 0 0.0013387239283515
"geringste" 0.00381199252849464 0.00819358715245535 0.00157743635044326 0 0.00403144527313042 0 0.00450600143065545 0.0230502000428075 0.00921694926069432 0.00991289047495137 0.0130920652732969 0.0113150331530471 0.0108113952105519 0.00404571659755234 0.00803234357010897
"stücke" 0 0 0.00914913083257091 0 0.00403144527313042 0.0206127128906753 0.00337950107299159 0 0.00354498048488243 0.0142497800577426 0.00935147519521204 0.015841046414266 0.00720759680703461 0.00404571659755234 0.0013387239283515
"d" 0.0152479701139786 0.00273119571748511 0.000630974540177304 0 0.0282201169119129 0.0103063564453377 0.024783007868605 0.00164644286020054 0.0166614082789474 0.00061955565468446 0.0140272127928181 0.0520491525040168 0.041443681640449 0.0445028825730758 0.00535489571340598
"hundert" 0 0.0163871743049107 0.0113575417231915 0 0.00806289054626083 0.00515317822266883 0.00788550250364705 0.0230502000428075 0.00921694926069432 0.0061955565468446 0.00187029503904241 0.00678901989182828 0.00900949600879327 0.00404571659755234 0.00401617178505449
"zeichen" 0.00762398505698929 0.0136559785874256 0.0104110799129255 0.00832847505621721 0 0.0128829455566721 0.0101385032189748 0.0148179857418048 0.00992594535767081 0.00495644523747568 0.0121569177537757 0 0.0126132944123106 0.00404571659755234 0
"nunmehro" 0 0 0 0 0 0 0 0 0 0.00061955565468446 0 0 0 0 0
"gelehrten" 0 0.00273119571748511 0.0141969271539893 0 0 0.00515317822266883 0.0191505060802857 0 0.0109894395031355 0.00433688958279122 0 0.00226300663060943 0.00720759680703461 0.00202285829877617 0.00267744785670299
"meer" 0 0.00819358715245535 0.00283938543079787 0.0499708503373032 0.0120943358193913 0.00515317822266883 0.00732225232481511 0.00493932858060161 0.00779895706674135 0.00371733392810676 0.00187029503904241 0 0 0 0
"hund" 0 0.00819358715245535 0.00725620721203899 0 0 0.00257658911133442 0.00844875268247898 0 0.00177249024244122 0.00123911130936892 0 0.00905202652243771 0 0 0
"gantze" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tat" 0.0495559028704304 0.00819358715245535 0.0365965233302836 0.0166569501124344 0.0524087885506954 0.030919069336013 0.0613942694926806 0.0246966429030081 0.0368677970427773 0.0805422351089798 0.0766820966007388 0.00905202652243771 0.0396417824386904 0.0606857489632851 0.0254357546386784
"berge" 0 0.00273119571748511 0.00441682178124113 0.00832847505621721 0.00806289054626083 0.0231893020020097 0.016897505364958 0 0.00177249024244122 0 0.000935147519521204 0.00452601326121886 0.00180189920175865 0 0.00401617178505449
"herren" 0.0457439103419357 0.0300431528923363 0.0394359087610815 0 0.0241886716387825 0.0180361237793409 0.00957525304014284 0.00329288572040107 0.0269418516851065 0.014869335712427 0.00748118015616964 0 0.0162170928158279 0 0.00267744785670299
"solten" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tiere" 0 0 0.0126194908035461 0.00832847505621721 0 0.0103063564453377 0.00394275125182352 0.00164644286020054 0.000708996096976486 0.0030977782734223 0.000935147519521204 0.00678901989182828 0.00180189920175865 0 0
"hinab" 0 0.0136559785874256 0.000315487270088652 0.0249854251686516 0.00403144527313042 0.00515317822266883 0.0146445046496302 0 0.00212698829092946 0.00185866696405338 0.00374059007808482 0 0 0 0
"hinten" 0.0114359775854839 0 0.00283938543079787 0 0 0 0.00844875268247898 0 0.000708996096976486 0 0 0 0 0.00202285829877617 0
"dacht" 0.0228719551709679 0 0.0160898507745212 0.124927125843258 0 0 0.00901200286131091 0 0.000354498048488243 0.00247822261873784 0 0.00226300663060943 0.00540569760527596 0.00202285829877617 0
