"m_Fischer_Christian_Hannchen_1800" "m_Hauff_Bettlerin_1826" "m_Hippel_Lebenslaeufe_1779" "m_Hoelderlin_Hyperions-Jugend_1797" "m_Jacobi_Eduard-Allwill_1792" "m_Klingemann_Nachtwachen_1804" "m_Paul_Siebenkaes_1796" "m_Prevost-dExiles_Manon-Lescaut_1731" "m_Thuemmel_Reise-in-mittaegliche-Provinzen_1791" "m_Wieland_Agathon_1794" "m_Wieland_Peregrinus_1788" "w_La-Roche_Sternheim-Teil-1_1771" "w_La-Roche_Sternheim-Teil-2_1771" "w_Unger_Bekenntnisse_1806" "w_Wobeser_Elisa_1795"
"land" 0 0.00819358715245535 0.0195602107454964 0.0166569501124344 0.00806289054626083 0.00257658911133442 0.0112650035766386 0.00658577144080215 0.0134709258425532 0.00557600089216014 0.00374059007808482 0.015841046414266 0.00540569760527596 0.0101142914938809 0.00669361964175748
"erwiderte" 0.00381199252849464 0.106516632981919 0.000315487270088652 0.0166569501124344 0.00806289054626083 0.00257658911133442 0.0016897505364958 0.0279895286234091 0 0.0111520017843203 0 0.00452601326121886 0.00360379840351731 0 0
"wurde" 0.160103686196775 0.0819358715245534 0.0182982616651418 0.00832847505621721 0.0120943358193913 0.0876040297853701 0.0951892802225965 0.0922008001712301 0.0301323341215007 0.157367136289853 0.166456258474774 0.138043404467175 0.169378524965313 0.19014868008496 0.0830008835577927
"kan" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"nachdem" 0.0114359775854839 0.0163871743049107 0.0337571378994858 0 0.0120943358193913 0.0103063564453377 0.00394275125182352 0.0707970429886231 0.0138254238910415 0.0532817863028636 0.0476925234955814 0.0203670596754848 0.0270284880263798 0.0505714574694043 0.0522102332057083
"essen" 0.0495559028704304 0 0.0302867779285106 0 0.00806289054626083 0 0.0197137562591176 0.0131715428816043 0.00425397658185892 0.00185866696405338 0.00280544255856361 0.0113150331530471 0.00720759680703461 0.00202285829877617 0.00803234357010897
"stube" 0.0228719551709679 0 0.00126194908035461 0 0 0.00257658911133442 0.0535087669890335 0 0.00850795316371783 0 0 0.00452601326121886 0.00540569760527596 0 0.00937106749846047
"begab" 0.00381199252849464 0 0.000946461810265956 0 0.0120943358193913 0 0.00112650035766386 0.00823221430100268 0.000708996096976486 0.00557600089216014 0.0121569177537757 0 0.00540569760527596 0.00202285829877617 0.00267744785670299
"etwa" 0.00762398505698929 0.024580761457366 0.0078871817522163 0 0.0201572263656521 0.0231893020020097 0.00844875268247898 0.0131715428816043 0.0194973926668534 0 0.0121569177537757 0 0 0.00404571659755234 0.00401617178505449
"lief" 0.0266839476994625 0 0.00694071994195034 0.00832847505621721 0.00403144527313042 0.0103063564453377 0.0202770064379495 0.00658577144080215 0.0074444590182531 0.00123911130936892 0.00374059007808482 0.00226300663060943 0.00720759680703461 0.00202285829877617 0.00267744785670299
"menschen" 0.00762398505698929 0.0737422843720981 0.119569675363599 0.233197301574082 0.141100584559565 0.105640153564711 0.108707284514563 0.0790292572896258 0.0340318126548713 0.0985093490948292 0.187964651423762 0.0678901989182828 0.0432455808422077 0.0849600485485992 0.132533668906798
"herunter" 0.0343079327564518 0.00273119571748511 0.00220841089062056 0.0166569501124344 0 0.00515317822266883 0.0101385032189748 0 0.00602646682430013 0.00061955565468446 0.00187029503904241 0 0 0 0
"obwohl" 0 0 0 0 0 0 0.0140812544707983 0.00164644286020054 0 0 0 0.00452601326121886 0 0 0
"demnach" 0 0 0 0 0.0120943358193913 0 0.00394275125182352 0 0.000354498048488243 0.00061955565468446 0.000935147519521204 0 0 0.00404571659755234 0
"meister" 0.0190599626424732 0.00546239143497023 0.0116730289932801 0.00832847505621721 0.00403144527313042 0.0103063564453377 0.00675900214598318 0 0.00460847463034716 0.0111520017843203 0.00935147519521204 0 0.00180189920175865 0.0141600080914332 0.00803234357010897
"zwar" 0.00381199252849464 0.0273119571748511 0.064359403098085 0.0249854251686516 0.00403144527313042 0.0438020148926851 0.0478762652007142 0.0279895286234091 0.0638096487278837 0.039032006245121 0.0374059007808482 0.00452601326121886 0.00900949600879327 0.0364114493779711 0.0548876810624113
"ausgenommen" 0 0 0.00599425813168439 0 0.00806289054626083 0 0.0118282537554706 0 0.00319048243639419 0.0111520017843203 0.00654603263664843 0.00226300663060943 0.00540569760527596 0.00809143319510468 0.0013387239283515
"viele" 0.00381199252849464 0.0273119571748511 0.042590781461968 0 0.0322515621850433 0.0360722475586818 0.0529455168102016 0.0148179857418048 0.0358043028973125 0.0359342279716987 0.0271192780661149 0.0565751657652357 0.0774816656756221 0.024274299585314 0.0441778896355993
"zumal" 0.00762398505698929 0 0 0 0 0.00257658911133442 0.016334255186126 0 0.00354498048488243 0.0061955565468446 0.0158975078318605 0.00678901989182828 0.00540569760527596 0 0
"könte" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"statt" 0 0.0109247828699405 0.00599425813168439 0 0.00806289054626083 0.0438020148926851 0.0444967641277226 0.00658577144080215 0.0265873536366182 0.00371733392810676 0.00935147519521204 0.00452601326121886 0 0.0303428744816426 0.00669361964175748
"gleichsam" 0 0.00819358715245535 0.000315487270088652 0 0 0.0386488366700162 0.0512557662737058 0 0.00389947853337067 0.0030977782734223 0.00467573759760602 0.00452601326121886 0.00180189920175865 0.00404571659755234 0
"gantz" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"leib" 0.0152479701139786 0.0109247828699405 0.0413288323816134 0 0.00806289054626083 0.00515317822266883 0.00844875268247898 0 0.00354498048488243 0.0105324461296358 0.00748118015616964 0.00905202652243771 0.00180189920175865 0 0.00401617178505449
"uhr" 0.0609918804559143 0.0273119571748511 0.00694071994195034 0 0.0120943358193913 0.00772976733400325 0.0433702637700587 0.0263430857632086 0.0155979141334827 0 0 0.0113150331530471 0.00180189920175865 0.00404571659755234 0.0267744785670299
"wolten" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ers" 0 0 0.00189292362053191 0 0 0 0.0219667569744453 0 0 0.00185866696405338 0 0 0 0 0
"mund" 0.0190599626424732 0.0546239143497023 0.0173517998548759 0 0.0161257810925217 0.0206127128906753 0.0152077548284622 0.0131715428816043 0.0138254238910415 0.0061955565468446 0.00654603263664843 0.00678901989182828 0.00540569760527596 0.00202285829877617 0.013387239283515
"hinter" 0.0457439103419357 0.0273119571748511 0.00599425813168439 0.00832847505621721 0.0161257810925217 0.0721444951173636 0.0546352673466974 0.0131715428816043 0.0411217736246362 0.00681511220152906 0.0168326553513817 0.00452601326121886 0.0108113952105519 0.012137149792657 0.00401617178505449
"solches" 0 0.00819358715245535 0.00189292362053191 0 0.00403144527313042 0.00257658911133442 0.0123915039343025 0.00493932858060161 0.00389947853337067 0.00557600089216014 0.00280544255856361 0 0.00540569760527596 0.00809143319510468 0
"ohren" 0 0.00546239143497023 0.00567877086159573 0 0.00806289054626083 0.00515317822266883 0.0118282537554706 0.00164644286020054 0.0226878751032476 0.0130106687483737 0.00561088511712723 0 0 0 0.0013387239283515
"muste" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"beständig" 0.00762398505698929 0 0.00914913083257091 0 0.0201572263656521 0.00515317822266883 0.0016897505364958 0 0.000354498048488243 0.00185866696405338 0.00280544255856361 0.00678901989182828 0.00360379840351731 0.0101142914938809 0.00937106749846047
"nase" 0.0152479701139786 0.0191183700223958 0.0126194908035461 0 0.0161257810925217 0.0154595346680065 0.00901200286131091 0 0.0109894395031355 0.00185866696405338 0.00187029503904241 0.00226300663060943 0 0.00404571659755234 0
"entweder" 0.00381199252849464 0.0109247828699405 0.00820266902230495 0 0.00403144527313042 0.0103063564453377 0.0146445046496302 0.00493932858060161 0.0074444590182531 0.0185866696405338 0.0149623603123393 0.00905202652243771 0.00540569760527596 0.012137149792657 0.00803234357010897
"gold" 0 0.0136559785874256 0.00725620721203899 0 0 0.00257658911133442 0.00844875268247898 0.00329288572040107 0.00460847463034716 0.00123911130936892 0.00748118015616964 0.0113150331530471 0.00720759680703461 0.00202285829877617 0
"angesicht" 0 0.00546239143497023 0.0085181562923936 0 0.0201572263656521 0 0.0236565075109411 0 0.00141799219395297 0.00061955565468446 0 0 0 0 0
"wären" 0.0152479701139786 0.00273119571748511 0.0343881124396631 0.041642375281086 0.0120943358193913 0.00772976733400325 0.0208402566167815 0.0181108714622059 0.027650847782083 0.0216844479139561 0.0215083929489877 0.0203670596754848 0.0270284880263798 0.0283200161828664 0.0174034110685694
"anderen" 0 0.00546239143497023 0 0 0 0.0154595346680065 0.00225300071532773 0.0625648286876204 0.000354498048488243 0.00123911130936892 0 0 0.00180189920175865 0.0890057651461515 0.0013387239283515
"ordentlich" 0.0114359775854839 0.00546239143497023 0.00599425813168439 0 0.0120943358193913 0.00257658911133442 0.0287257591204285 0 0 0 0.000935147519521204 0.00226300663060943 0.00180189920175865 0 0.00401617178505449
"leute" 0.00381199252849464 0.0191183700223958 0.0728775593904786 0 0.0725660149163475 0.0128829455566721 0.0366112616240756 0.0312824143438102 0.00992594535767081 0.0483253410653879 0.0233786879880301 0.0837312453325488 0.0540569760527596 0.00606857489632851 0.0120485153551635
"etc" 0 0.00546239143497023 0.00252389816070922 0 0 0 0.0157710050072941 0 0.00531747072732365 0 0 0 0.00180189920175865 0 0
"gar" 0.121983760911829 0.0764734800895832 0.0312332397387765 0.041642375281086 0.10078613182826 0.144288990234727 0.103074782726244 0.0625648286876204 0.051047718982307 0.0508035636841257 0.0467573759760602 0.0226300663060943 0.0342360848334144 0.0890057651461515 0.0147259632118664
"ichs" 0 0 0.00252389816070922 0.0166569501124344 0 0.0103063564453377 0.0208402566167815 0.00164644286020054 0.00177249024244122 0.00123911130936892 0.000935147519521204 0 0 0 0
"kopfe" 0.0114359775854839 0.00273119571748511 0.00473230905132978 0 0.00806289054626083 0.0334956584473474 0.0202770064379495 0.00164644286020054 0.0120529336486003 0.00061955565468446 0.0102866227147332 0.00452601326121886 0.00720759680703461 0.00202285829877617 0.00267744785670299
"hinauf" 0.0228719551709679 0.00546239143497023 0.00441682178124113 0.00832847505621721 0.0120943358193913 0.0283424802246786 0.0208402566167815 0.00329288572040107 0.00425397658185892 0.00123911130936892 0.00467573759760602 0.00452601326121886 0 0 0.0013387239283515
"konnt" 0 0.00273119571748511 0.0151433889642553 0.0249854251686516 0.00403144527313042 0 0.0236565075109411 0 0.000354498048488243 0.00185866696405338 0.000935147519521204 0 0 0.00404571659755234 0
"feuer" 0.0266839476994625 0.0136559785874256 0.0195602107454964 0.0333139002248688 0.0120943358193913 0.0154595346680065 0.016897505364958 0 0.0163069102304592 0.00867377916558244 0.0280544255856361 0.015841046414266 0.0126132944123106 0.00404571659755234 0.013387239283515
"nieder" 0.0266839476994625 0.0300431528923363 0.00473230905132978 0.00832847505621721 0 0.0103063564453377 0.0180240057226218 0.00164644286020054 0.00567196877581189 0.0030977782734223 0.00748118015616964 0.00226300663060943 0.00360379840351731 0.00606857489632851 0.0214195828536239
"volk" 0 0.00273119571748511 0.0104110799129255 0.0249854251686516 0 0.0103063564453377 0.00450600143065545 0.00164644286020054 0.00638096487278838 0.0297386714248541 0.0121569177537757 0 0.00360379840351731 0.00809143319510468 0
"deswegen" 0 0 0 0.00832847505621721 0.0241886716387825 0.00257658911133442 0.00506925160948739 0.00493932858060161 0 0.00743466785621352 0 0.0135780397836566 0.0180189920175865 0.0161828663902094 0.0013387239283515
"sitzen" 0.0190599626424732 0.00546239143497023 0.00662523267186169 0 0.0161257810925217 0.00257658911133442 0.0225300071532773 0 0.00779895706674135 0.00185866696405338 0.00187029503904241 0.00905202652243771 0.00900949600879327 0 0.00669361964175748
"etliche" 0 0 0.00189292362053191 0 0 0 0.0016897505364958 0 0 0.0192062252952183 0.00561088511712723 0.00905202652243771 0.0198208912193452 0 0
"herab" 0 0.0109247828699405 0.00410133451115248 0 0.0120943358193913 0.0128829455566721 0.0191505060802857 0.00493932858060161 0.0127619297455768 0.00557600089216014 0.00748118015616964 0 0.00180189920175865 0.00202285829877617 0.0013387239283515
"dritte" 0 0.00273119571748511 0.00504779632141843 0 0 0.00772976733400325 0.00844875268247898 0.00329288572040107 0.00460847463034716 0.00061955565468446 0.00561088511712723 0.00226300663060943 0.00180189920175865 0.00606857489632851 0.00267744785670299
"ließ" 0.0952998132123661 0.071011088654613 0.0605735558570212 0.041642375281086 0.0322515621850433 0.0438020148926851 0.0405540128758991 0.0938472430314306 0.0538837033702129 0.0563795645762859 0.0944498994716416 0.0520491525040168 0.0360379840351731 0.0465257408718519 0.0562264049907628
"biß" 0 0 0.000315487270088652 0 0.00403144527313042 0 0.000563250178831932 0 0 0 0 0 0 0 0
"hingegen" 0 0 0.000630974540177304 0 0 0.00772976733400325 0.0197137562591176 0 0.00921694926069432 0.0142497800577426 0.0149623603123393 0.00678901989182828 0.0162170928158279 0.0404571659755234 0.0013387239283515
"wuste" 0 0 0 0 0 0 0 0 0.000354498048488243 0 0 0 0 0 0
"sofort" 0 0 0.000315487270088652 0 0 0 0.00337950107299159 0.126776100235441 0.000708996096976486 0 0 0 0.00180189920175865 0 0
"euch" 0.0228719551709679 0.0518927186322172 0.0678297630690602 0.0582993253935204 0.112880467647652 0.0953337971193734 0.0191505060802857 0.00164644286020054 0.0489207306913775 0.0291191157701696 0.0168326553513817 0.0113150331530471 0.00540569760527596 0 0.0896945031995502
"derowegen" 0 0 0 0 0 0 0.000563250178831932 0 0 0 0 0 0 0 0
"setzt" 0.00381199252849464 0.0109247828699405 0.0104110799129255 0 0.00403144527313042 0 0.00957525304014284 0.00164644286020054 0.00992594535767081 0.00929333482026691 0.00280544255856361 0.00905202652243771 0.00360379840351731 0.00809143319510468 0.0120485153551635
"haupt" 0 0.0163871743049107 0.0148279016941666 0.00832847505621721 0.0161257810925217 0.030919069336013 0.0101385032189748 0.00164644286020054 0.00460847463034716 0.00805422351089798 0.00561088511712723 0 0.00360379840351731 0.00202285829877617 0.0013387239283515
"h" 0 0.00819358715245535 0.00126194908035461 0 0 0 0.0208402566167815 0 0.000708996096976486 0 0 0.0339450994591414 0.00180189920175865 0.0141600080914332 0.0441778896355993
