"m_Arnim_Graefin-Dolores_1810" "m_Bruckbraeu_Mittheilungen_1829" "m_Cleland_Fanny-Hill_1748" "m_Defoe_Robinson-Crusoe_1719" "m_Diderot_Die-Nonne_1796" "m_Eichendorff_Ahnung-und-Gegenwart_1815" "m_Engel_Lorenz-Stark_1801" "m_Fielding_Tom-Jones_1749" "m_Gellert_Graefin-von-G_1747" "m_Goethe_Lehrjahre_1795" "m_Goethe_Wahlverwandschaften_1809" "m_Goethe_Wanderjahre_1821" "m_Goethe_Werther_1774" "m_Haller_Usong_1771" "m_Hauff_Memoiren-des-Satan_1826" "m_Heine_Harzreise_1824" "m_Heinse_Hildegard_1795" "m_Hippel_Kreuz-und-Querzuege_1793" "m_Hoelderlin_Fragment-von-Hyperion_1794" "m_Jacobi_Woldemar_1779" "m_Klinger_Faust_1791" "m_Klinger_Geschichte-eines-Teutschen_1798" "m_Knigge_Braunschweig_1792" "m_Lavater_Unveraenderte-Fragmente_1773" "m_Lesage_Gil-Blas_1715" "m_Manzoni_Die-Verlobten_1826" "m_Moritz_Anton-Reiser_1785" "m_Moritz_Hartknopf_1786" "m_Nicolai_Sebaldus-Nothanker_1773" "m_Pestalozzi_Lienhard-und-Gertrud_1781" "m_Pfeffel_Biographie-eines-Pudels_1789" "m_Schilling_Denkwuerdigkeiten_1787" "m_Schlegel_Lucinde_1799" "m_Schnabel_Kavalier_1738" "m_Scott_Ivanhoe_1819" "m_Stendhal_Rot-und-Schwarz_1830" "m_Swift_Gullivers-Reisen_1726" "m_Tieck_William-Lovell_1795" "m_Wieland_Abderiten_1774" "m_Wieland_Aristipp_1801" "m_Zschokke_Goldmacherdorf_1817" "w_Ahlefeld_Erna_1820" "w_Ahlefeld_Marie-Mueller_1799" "w_Ehrmann_Nina_1788" "w_Fouque_Falkenstein_1810" "w_Fouque_Magie-der-Natur_1812" "w_Fouque_Spanier_1814" "w_Huber_Luise_1796" "w_Huber_Seldorf_1795" "w_La-Roche_Rosaliens-Briefe_1779" "w_Liebeskind_Maria_1784" "w_Mereau_Amanda-und-Eduard_1803" "w_Mereau_Bluethenalter_1794" "w_Pichler_Agathocles_1808" "w_Schlegel_Florentin_1801" "w_Unger_Julchen-Gruenthal_1798"
"desto" 0.00371096069350433 0.00538201545714839 0 0.0560642870491497 0.0138872815646337 0.0178525601687067 0.0360929393187458 0.00606030264624433 0.06282722513089 0.0315772581622036 0.0353678253839935 0.0239303149229444 0.0126345580431597 0.00887279954571266 0.0122992978219062 0.0221840164161721 0.0113930684571507 0.0373241764687063 0.0569313976658127 0.0553844023676832 0.00621494383244511 0.00773684414127477 0.0209957221216177 0.033522674364466 0.00136468468960247 0.00719505340078696 0.0170723947137658 0.0200280392549569 0.0204924751631201 0.0118301972356772 0 0 0.0066851622823144 0.0392473235505745 0.00743223156130915 0.00495838059289836 0.00907285502585764 0.0133392618941752 0.0539570018512833 0.045617757748971 0.00946163307786924 0.00357378982542037 0.0116989166803154 0.0136696056318775 0.00762741598401294 0 0 0.012719086260843 0.0227304707372249 0.00590393838104927 0.0178569150903687 0.00604607106148854 0.0314564328405159 0.010654619843164 0.0125695816124978 0.00815852004446393
"herum" 0.0089063056644104 0.00215280618285936 0.00928591326957006 0.0193802473750147 0.00694364078231686 0.0278946252636042 0.0112790435371081 0.00816823400145974 0.00418848167539267 0.00880021948782723 0.00884195634599838 0.00752095611863966 0.0328498509122151 0 0 0.0110920082080861 0.022026599017158 0.000533202520981519 0.0284656988329063 0.0069230502959604 0.0217523034135579 0.00257894804709159 0.0157467915912133 0.00558711239407766 0.000682342344801234 0.019336706014615 0.00465610764920885 0 0.00901668907177284 0.017088062673756 0.012950012950013 0 0 0.0188968594873137 0.00608091673198022 0.00309898787056147 0.00201619000574614 0.0114336530521502 0.0102332244890365 0.0103676722156752 0.0165578578862712 0 0.00467956667212616 0.0341740140796938 0.00152548319680259 0 0.00290554086643229 0.00508763450433721 0.00324721010531785 0.0286113936927772 0.0127549393502634 0.00806142808198472 0 0.0042618479372656 0.00897827258035554 0.00917833505002193
"worauf" 0.00816411352570954 0.0107640309142968 0.00464295663478503 0.0124587304553666 0.00231454692743895 0.0145052051370742 0.00451161741484322 0.0263491419401927 0 0.0051765996987219 0.0101050929668553 0.0273489313405079 0.00252691160863193 0.00887279954571266 0.0022362359676193 0.0166380123121291 0.00379768948571689 0.00373241764687063 0 0.0103845754439406 0.00776867979055639 0.00257894804709159 0.0236201873868199 0.00744948319210355 0.0020470270344037 0.00314783586284429 0.0271606279537183 0.0240336471059483 0.0114757860913473 0.00525786543807878 0 0.00217192997697754 0.0066851622823144 0.0443349395663898 0.00945920380530256 0.00309898787056147 0.0342752300976844 0.00190560884202503 0.00465146567683477 0.0134779738803778 0 0.00357378982542037 0 0 0.018305798361631 0.00715171164298655 0.00290554086643229 0.00763145175650581 0.00974163031595354 0.00590393838104927 0 0.00201535702049618 0.00629128656810318 0 0.00718261806428443 0.00305944501667398
"damit" 0.0341408383802399 0.0452089298400465 0.0325006964434952 0.0982855402590032 0.0717509547506076 0.0156209901476184 0.0428603654410106 0.0682442776250991 0.0921465968586387 0.0315772581622036 0.0505254648342765 0.0505955229799396 0.0151614696517916 0.00354911981828507 0.0212442416923834 0.0221840164161721 0.0546867285943232 0.0282597336120205 0 0.100384229291426 0.0621494383244511 0.0412631687534655 0.0524893053040443 0.0353850451624919 0.0668695497905209 0.0768971332209106 0.036472843252136 0.0560785099138794 0.0598380274763107 0.0637516184367052 0.0518000518000518 0.0412666695625733 0.0367683925527292 0.0923038905726475 0.0425664171238615 0.0576411743924434 0.0735909352097342 0.0495458298926507 0.0502358293098155 0.045617757748971 0.0946163307786924 0.0125082643889713 0.0163784833524416 0.0478436197115713 0.0289841807392492 0.0238390388099552 0.00871662259929686 0.0407010760346977 0.0292248909478606 0.0440524633047522 0.067601178556396 0.0201535702049618 0 0.0198886237072395 0.0395043993535644 0.0509907502778996
"erstlich" 0 0 0 0.00346075845982406 0 0 0 0.00237142277461734 0 0 0 0 0 0 0 0 0.000759537897143378 0.00106640504196304 0 0 0.00155373595811128 0 0.00262446526520222 0 0 0.000449690837549185 0.00310407176613923 0.00400560785099139 0.000819699006524804 0.00131446635951969 0 0.00217192997697754 0.0033425811411572 0.0770410425252019 0 0 0 0.000635202947341676 0 0 0 0 0 0 0 0 0 0 0 0 0.00127549393502634 0 0 0.000710307989544266 0 0
"wäre" 0.095000593753711 0.0796538287657962 0.0603584362522054 0.136353883317068 0.120356440226826 0.0591366055588409 0.108278817956237 0.17917416519331 0.232460732984293 0.0610838764449184 0.099787793047696 0.0840979638720617 0.113711022388437 0.0940516751845542 0.0715595509638177 0.0388220287283013 0.062282107565757 0.123702984867712 0.0284656988329063 0.141922531067188 0.0543807585338947 0.0902631816482057 0.0997296800776842 0.109879877083527 0.0955279282721727 0.103428892636313 0.0698416147381327 0.0801121570198278 0.0975441817764517 0.0966132774246975 0.0647500647500648 0.119456148733765 0.120332921081659 0.203504640632609 0.096619010297019 0.152470203231625 0.0493966551407805 0.0736835418916344 0.104192831161099 0.146875356388732 0.0827892894313559 0.0357378982542037 0.0889117667703971 0.159478732371904 0.0305096639360517 0.0119195194049776 0.0319609495307552 0.246750273460355 0.128806000844275 0.146236012207528 0.169640693358503 0.0564299965738931 0.0440390059767222 0.0894988066825776 0.138265397737475 0.132575950722539
"darin" 0.0512112575703598 0.0172224494628749 0.0232147831739252 0.0318389778303813 0.0231454692743895 0.0189683451792509 0.0135348522445297 0.0284570732954081 0 0.0181180989455266 0.0189470493128537 0.0239303149229444 0.0252691160863193 0 0.0178898877409544 0.0388220287283013 0.0774728655086245 0.00799803781472279 0.0142328494164532 0 0.00776867979055639 0.0245000064473701 0 0 0.0238819820680432 0.0382237211916807 0.0411289509013448 0.0200280392549569 0.0508213384045379 0.000657233179759847 0 0.00868771990791017 0.0534812982585152 0 0.011486176049296 0.0322294738538393 0.0383076101091767 0.0260433208410087 0.0316299666024764 0.0300662494254582 0.0567697984672154 0.00178689491271018 0.00233978333606308 0 0.0350861135264595 0.0286068465719462 0.00581108173286457 0.0279819897738546 0 0.00862883301845662 0 0.00201535702049618 0 0.0184680077281509 0.0269348177410666 0.0193764851056018
"ungemein" 0.0126172663579147 0 0.0417866097130653 0 0 0.00557892505272084 0.00676742612226483 0.00184443993581349 0.00418848167539267 0 0 0.000683723283512697 0 0 0.00559058991904826 0 0.00531676528000365 0 0 0.0034615251479802 0 0.0012894740235458 0.00524893053040443 0 0 0.000449690837549185 0 0 0.00655759205219843 0 0 0.0173754398158203 0.0033425811411572 0.0501493578701786 0 0.00619797574112295 0.00100809500287307 0.00571682652607508 0.00186058627073391 0.00207353444313505 0.00473081653893462 0 0 0 0 0 0 0 0 0.00544978927481471 0.00382648180507902 0 0 0.00142061597908853 0 0.00713870503890594
"geld" 0.0200391877449234 0.0172224494628749 0.0139288699043551 0.0117665787634018 0.00231454692743895 0.00557892505272084 0.0248138957816377 0.0287205647148101 0.0753926701570681 0.0341655580115645 0.00252627324171382 0.0136744656702539 0.00758073482589579 0.00177455990914253 0.0346616574980992 0.0166380123121291 0.00607630317714702 0.0250605184861314 0 0 0.0139836236230015 0.00257894804709159 0.036742513712831 0.00186237079802589 0.0498109911704901 0.0233839235525576 0.0209524844214398 0.00801121570198278 0.0303288632414178 0.0433773898641499 0 0 0.0100277434234716 0.0305256960948913 0.0222966946839275 0.027271093260941 0.0231861850660806 0.0190560884202503 0.0102332244890365 0.00449265796012593 0.250733276563535 0.00536068473813055 0.0233978333606308 0.00455653521062584 0.00762741598401294 0.00715171164298655 0.0174332451985937 0.0381572587825291 0.00541201684219641 0.0249782008429007 0.0395403119858165 0.00403071404099236 0 0.00284123195817707 0.0251391632249955 0.0163170400889279
"dergleichen" 0.00371096069350433 0.00215280618285936 0.00464295663478503 0.00969012368750735 0.00694364078231686 0.00446314004217667 0.00225580870742161 0.0392602214908871 0.00209424083769634 0.00672957960833847 0.0214733225545675 0.0280326546240206 0.00505382321726386 0.00354911981828507 0.0346616574980992 0.0110920082080861 0.00227861369143013 0.0437226067204846 0 0.034615251479802 0.00310747191622256 0.0012894740235458 0.0236201873868199 0.0186237079802589 0.000682342344801234 0.00764474423833614 0.0426809867844145 0.0200280392549569 0.0278697662218433 0.0269465603701537 0 0.00217192997697754 0 0.0952110997245419 0.00675657414664469 0.00557817816701065 0.00806476002298457 0.00317601473670838 0.0176755695719721 0.00967649406796355 0.0425773488504116 0.00178689491271018 0 0.0113913380265646 0.0122038655744207 0.00238390388099552 0.00290554086643229 0.00508763450433721 0.00324721010531785 0.00272489463740735 0.0216833968954478 0.00201535702049618 0 0.0021309239686328 0.00897827258035554 0.0214161151167178
"b" 0.000742192138700867 0.0538201545714839 0.00464295663478503 0.00415291015178887 0 0 0 0.00105396567760771 0 0.00051765996987219 0.00631568310428456 0.00273489313405079 0.0202152928690554 0 0.0156536517733351 0.0166380123121291 0.0151907579428676 0.0325253537798727 0 0.034615251479802 0 0.0012894740235458 0.00262446526520222 0.0297979327684142 0 0.00179876335019674 0.0170723947137658 0 0 0.0118301972356772 0 0.0304070196776856 0 0.0167164526233929 0.00202697224399341 0 0.00201619000574614 0 0.00186058627073391 0.021772111652918 0 0 0 0.0159478732371904 0 0 0 0.0330696242781919 0 0.0108995785496294 0.0140304332852897 0.00201535702049618 0 0.00142061597908853 0 0.00611889003334795
"z" 0.000742192138700867 0.00753482164000775 0 0.00415291015178887 0 0 0 0.00184443993581349 0.00209424083769634 0.00051765996987219 0 0.00273489313405079 0 0 0.0156536517733351 0.0110920082080861 0.00303815158857351 0.0207948983182792 0 0 0 0 0 0.0372474159605177 0 0.00179876335019674 0.0194004485383702 0 0 0.00788679815711816 0 0 0 0.00436081372784161 0.00202697224399341 0 0.00100809500287307 0 0.00930293135366954 0.021772111652918 0 0 0 0 0 0 0 0.0025438172521686 0 0.000454149106234559 0 0 0 0.00142061597908853 0 0.00407926002223197
"wollt" 0.00371096069350433 0 0 0.000692151691964811 0 0.00669471006326501 0.0112790435371081 0.0197618564551445 0.018848167539267 0.00569425966859409 0.00126313662085691 0.0129907423867412 0.00758073482589579 0.00354911981828507 0.00111811798380965 0.0110920082080861 0.00607630317714702 0.00906444285668583 0.0142328494164532 0.0276922011838416 0.0124298876648902 0.00644737011772898 0 0.00372474159605177 0.0266113514472481 0.0229342327150084 0.000776017941534808 0.0120168235529742 0.00327879602609922 0.0144591299547166 0 0.00434385995395508 0.0100277434234716 0.00145360457594721 0.0141888057079538 0.00309898787056147 0 0.00889284126278346 0.0102332244890365 0.00449265796012593 0.00236540826946731 0 0.00467956667212616 0 0 0.00715171164298655 0.00290554086643229 0.0025438172521686 0.00108240336843928 0.00590393838104927 0 0.00403071404099236 0 0 0.00179565451607111 0.00713870503890594
"wein" 0.0126172663579147 0.0236808680114529 0.0185718265391401 0.00207645507589443 0 0.0189683451792509 0 0.00816823400145974 0.0230366492146597 0.00621191963846628 0.00884195634599838 0.00957212596917775 0.0101076464345277 0.00177455990914253 0.00894494387047721 0.0221840164161721 0.00227861369143013 0.0122636579825749 0 0 0.00310747191622256 0.0012894740235458 0.0104978610608089 0.00372474159605177 0.0225172973784407 0.0134907251264755 0.00620814353227847 0.0120168235529742 0.00573789304567363 0.0532358875605476 0 0.0217192997697754 0.0066851622823144 0.0690462173574922 0.0277019540012432 0.00433858301878606 0.00806476002298457 0.00952804421012514 0.00465146567683477 0.00207353444313505 0.0236540826946731 0.00178689491271018 0.00233978333606308 0.00227826760531292 0.00457644959040776 0.0143034232859731 0 0.0025438172521686 0.00216480673687857 0.00681223659351838 0.00765296361015803 0 0 0.000710307989544266 0.00897827258035554 0.00407926002223197
"wolte" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00454149106234559 0 0 0 0 0 0
"ferner" 0.00519534497090607 0.00538201545714839 0.00928591326957006 0.0117665787634018 0.00462909385487791 0.00111578501054417 0.00225580870742161 0.00895870825966552 0.00418848167539267 0.00103531993974438 0.00252627324171382 0.015725635520792 0 0.00354911981828507 0.00782682588666756 0.0110920082080861 0.0258242885028749 0.00106640504196304 0 0.0069230502959604 0 0.00257894804709159 0.00524893053040443 0.0111742247881553 0.00682342344801234 0.00224845418774592 0.00310407176613923 0 0.0262303682087937 0.00854403133687801 0 0.00217192997697754 0 0.0232576732151553 0.00405394448798681 0.000619797574112295 0.0766152202183534 0.0025408117893667 0.000930293135366954 0.00241912351699089 0.030750307503075 0.00536068473813055 0.00233978333606308 0.0159478732371904 0.00152548319680259 0.00238390388099552 0.00581108173286457 0.0025438172521686 0.00216480673687857 0.00136244731870368 0.00255098787005268 0.00403071404099236 0 0.00284123195817707 0.00538696354821332 0.00611889003334795
"sachen" 0.00742192138700867 0.00322920927428904 0.00464295663478503 0.00692151691964811 0.00231454692743895 0.0033473550316325 0.00902323482968644 0.0258221591013889 0.00837696335078534 0.0144944791564213 0.00252627324171382 0.00136744656702539 0.0176883812604235 0.00177455990914253 0.00782682588666756 0 0.0250647506057315 0.00853124033570431 0 0.0103845754439406 0.00466120787433384 0.0012894740235458 0.0104978610608089 0.0279355619703883 0.011599819861621 0.0130410342889264 0.0100882332399525 0 0.0303288632414178 0.0400912239653507 0 0.0130315798618653 0.0033425811411572 0.045788544142337 0.00202697224399341 0.00371878544467377 0.00403238001149228 0.0203264943149336 0.0269785009256417 0.00691178147711682 0.0118270413473366 0.00178689491271018 0 0.00227826760531292 0.00152548319680259 0 0.00290554086643229 0 0.00216480673687857 0.0449607615172213 0.0318873483756585 0.00201535702049618 0 0.00923400386407546 0.00718261806428443 0.00305944501667398
"also" 0.0341408383802399 0.0548965576629136 0.157860525582691 0.0975933885670383 0.0948964240249971 0.00892628008435335 0.0744416873449131 0.125158424215915 0.0984293193717277 0.0227770386743763 0.0189470493128537 0.0362373340261729 0.0277960276949512 0.0177455990914253 0.0447247193523861 0.0277300205202152 0.0379768948571689 0.0223945058812238 0 0.0449998269237426 0.0124298876648902 0.0180526363296411 0.1181009369341 0.0893937983052426 0.0982572976513777 0.0589094997189432 0.105538440048734 0.0640897256158622 0.127873045017869 0.0499497216617484 0.012950012950013 0.0825333391251466 0.0802219473877728 0.131551214123222 0.0304045836599011 0.0526827937995451 0.00403238001149228 0.045099409261259 0.138613677169676 0.120264997701833 0.0804238811618885 0.0107213694762611 0.0163784833524416 0.0478436197115713 0.0427135295104724 0.0143034232859731 0.0232443269314583 0.101752690086744 0.0303072943162999 0.0558603400668507 0.100764020867081 0.0201535702049618 0 0.0355153994772133 0.050278326449991 0.0346737101889717
"hierauf" 0.00593753710960694 0.00107640309142968 0 0.0526035285893256 0.00231454692743895 0.00557892505272084 0.00451161741484322 0.0284570732954081 0.00628272251308901 0.00569425966859409 0.00631568310428456 0.0232465916394317 0.00252691160863193 0.00354911981828507 0.00111811798380965 0.00554600410404304 0 0.0026660126049076 0 0.0242306760358614 0.0497195506595609 0.00902631816482057 0.00787339579560664 0 0 0.00269814502529511 0.00310407176613923 0.00400560785099139 0.00655759205219843 0.00525786543807878 0.012950012950013 0.00217192997697754 0 0.0995719134523835 0.0135131482932894 0.00185939272233688 0.0635099851810035 0.00190560884202503 0.00279087940610086 0.00241912351699089 0 0.0142951593016815 0 0 0.00915289918081552 0.00715171164298655 0 0.00508763450433721 0.00216480673687857 0.00635808748728383 0.00255098787005268 0.00806142808198472 0 0.0042618479372656 0.00179565451607111 0.00101981500555799
"solte" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000454149106234559 0 0 0 0 0 0
"hatt" 0 0 0 0.00138430338392962 0 0.00223157002108834 0.0180464696593729 0.0028984056134212 0 0 0 0.000683723283512697 0 0 0 0 0.00227861369143013 0.000533202520981519 0.0711642470822659 0.0034615251479802 0.00155373595811128 0 0 0 0 0.000449690837549185 0 0 0 0.00131446635951969 0 0 0 0 0 0 0 0.00571682652607508 0 0 0 0 0 0 0 0 0 0 0 0.000908298212469118 0 0 0 0 0 0
"vergnügen" 0.0155860349127182 0.0204516587371639 0.0417866097130653 0.0207645507589443 0.0185163754195116 0.00557892505272084 0.0383487480261674 0.0308284960700255 0.100523560209424 0.0253653385237373 0.0239995957962813 0.0184605286548428 0.0202152928690554 0.083404315729699 0.0134174158057158 0.0110920082080861 0.0394959706514557 0.00693163277275975 0 0.0103845754439406 0.0201985674554466 0.00515789609418318 0.0104978610608089 0.0409721575565695 0.0361641442744654 0.00494659921304103 0.056649309732041 0.00400560785099139 0.0311485622479426 0 0.012950012950013 0.291038616914991 0.0100277434234716 0.0908502859967003 0.0108105186346315 0.0235523078162672 0.0322590400919383 0.0146096677888585 0.0251179146549078 0.036978030902575 0.00473081653893462 0.019655844039812 0.0187182666885046 0.0113913380265646 0.00152548319680259 0.00476780776199104 0.00581108173286457 0.025438172521686 0.00108240336843928 0.0599476820229618 0.0267853726355531 0.0463532114714122 0.00629128656810318 0.0142061597908853 0.0143652361285689 0.0224359301222758
"leser" 0.0044531528322052 0.0204516587371639 0 0.00761366861161292 0 0.00223157002108834 0 0.0893235911772533 0.00628272251308901 0.00414127975897752 0 0.00752095611863966 0.00505382321726386 0 0.0201261237085737 0 0.000759537897143378 0.00959764537766735 0 0.0034615251479802 0.00466120787433384 0.00644737011772898 0.0761094926908642 0.0446968991526213 0.0102351351720185 0.0211354693648117 0 0.0200280392549569 0.0286894652283681 0.00197169953927954 0 0.076017549194214 0 0.00218040686392081 0.00878354639063809 0.00123959514822459 0.0635099851810035 0.000635202947341676 0.0381420185500451 0.0155515083235128 0.00473081653893462 0 0 0.00455653521062584 0 0 0 0.0101752690086744 0.00108240336843928 0.000908298212469118 0.00255098787005268 0 0 0.000710307989544266 0 0.00101981500555799
"hinein" 0.0192969956062225 0.00430561236571871 0.0139288699043551 0.00899797199554254 0.00694364078231686 0.0669471006326501 0.0225580870742161 0.00263491419401927 0 0.00828255951795504 0.00631568310428456 0.0102558492526905 0.0227422044776874 0 0.00894494387047721 0.00554600410404304 0.0167098337371543 0.00319921512588912 0.0284656988329063 0.017307625739901 0.010876151706779 0.00257894804709159 0.0131223263260111 0.00931185399012944 0.0102351351720185 0.0296795952782462 0.00543212559074366 0.0200280392549569 0.00901668907177284 0.0381195244260711 0 0.023891229746753 0 0.0145360457594721 0.00405394448798681 0.00433858301878606 0.0151214250430961 0.025408117893667 0.000930293135366954 0.00449265796012593 0.0141924496168039 0.00357378982542037 0.00467956667212616 0 0.0503409454944854 0.0476780776199104 0.0319609495307552 0.0025438172521686 0.00541201684219641 0.00681223659351838 0.00892845754518437 0.0120921421229771 0.00629128656810318 0.00568246391635413 0.0197521996767822 0.0101981500555799
"solche" 0.0163282270514191 0.0290628834686013 0.0278577398087102 0.0263017642946628 0.0231454692743895 0.0189683451792509 0.0428603654410106 0.149663126220295 0.0146596858638743 0.0227770386743763 0.056841147938561 0.0546978626810157 0.00758073482589579 0.0124219193639977 0.0458428373361957 0.0665520492485164 0.0417745843428858 0.0117304554615934 0.0142328494164532 0.0103845754439406 0.0124298876648902 0.0245000064473701 0.0262446526520222 0.0428345283545954 0.0150115315856271 0.0418212478920742 0.0333687714859968 0.0160224314039656 0.0360667562870914 0.0236603944713545 0 0.0195473697927979 0.0534812982585152 0.0436081372784161 0.0391881300505392 0.0247919029644918 0.0302428500861921 0.0184208854729086 0.0344208460085773 0.0255735914653322 0.037846532311477 0.0142951593016815 0.0116989166803154 0.0410088168956326 0.0228822479520388 0.0357585582149328 0.020338786065026 0.0381572587825291 0.0064944202106357 0.00908298212469118 0.0522952513360799 0.0100767851024809 0.00629128656810318 0.0248607796340493 0.01616089064464 0.0275350051500658
"daraus" 0.0126172663579147 0.00430561236571871 0.00464295663478503 0.0159194889151907 0.0208309223469506 0.00111578501054417 0.00225580870742161 0.0121206052924887 0.00418848167539267 0.00983553942757161 0.0353678253839935 0.0184605286548428 0.0101076464345277 0 0.0122992978219062 0 0.0189884474285844 0.00319921512588912 0 0.0069230502959604 0.00621494383244511 0.00515789609418318 0.00524893053040443 0.0130365955861812 0.0184232433096333 0.0143901068015739 0.00543212559074366 0.0200280392549569 0.0188530771500705 0.0105157308761576 0 0.00651578993093263 0.0033425811411572 0.0188968594873137 0.00878354639063809 0.00433858301878606 0.0161295200459691 0.0139744648415169 0.0288390871963756 0.0231544679483413 0.030750307503075 0.00178689491271018 0.00467956667212616 0.00227826760531292 0.00762741598401294 0.00953561552398207 0.0116221634657291 0.025438172521686 0.00541201684219641 0.00908298212469118 0.0114794454152371 0.00201535702049618 0 0.00923400386407546 0.00718261806428443 0.0112179650611379
"konte" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000454149106234559 0 0 0 0 0 0
"unten" 0.011132882080513 0.00215280618285936 0.00928591326957006 0.00346075845982406 0.00462909385487791 0.102652220970063 0 0.00500633696863662 0 0.00414127975897752 0.0101050929668553 0.0150419122372793 0.0126345580431597 0 0.00559058991904826 0.0554600410404304 0.0113930684571507 0.0111972529406119 0 0 0.00155373595811128 0 0.0131223263260111 0 0.0040940540688074 0.0139404159640247 0.00543212559074366 0.0320448628079311 0.00573789304567363 0.0184025290332757 0 0.00434385995395508 0.0033425811411572 0.00508761601581522 0.00337828707332234 0.00433858301878606 0.0201619000574614 0.00762243536810011 0.00372117254146782 0.000691178147711682 0.00946163307786924 0 0 0 0.00152548319680259 0.00476780776199104 0 0 0.00216480673687857 0.0077205348059875 0 0.00201535702049618 0 0.000710307989544266 0.00359130903214222 0.00407926002223197
"hätt" 0.000742192138700867 0.00107640309142968 0 0 0 0 0.0225580870742161 0.0279300904566043 0 0.00207063987948876 0 0.00273489313405079 0.00252691160863193 0 0 0.0110920082080861 0.00303815158857351 0.00959764537766735 0.0569313976658127 0.0103845754439406 0.00621494383244511 0.0012894740235458 0.00262446526520222 0 0 0 0 0 0.000819699006524804 0.00131446635951969 0 0 0 0 0.000675657414664469 0 0 0.0114336530521502 0.00372117254146782 0.00276471259084673 0 0.0125082643889713 0.00467956667212616 0 0 0 0 0 0 0.00499564016858015 0 0 0 0 0 0.00305944501667398
"vorher" 0.0141016506353165 0.00538201545714839 0.00928591326957006 0.0297625227544869 0.0162018284920727 0.0145052051370742 0.0157906609519513 0.0450570327177295 0.00418848167539267 0.0155297990961657 0.00884195634599838 0.0164093588043047 0.00758073482589579 0.00177455990914253 0.0156536517733351 0.0221840164161721 0.0235456748114447 0.00426562016785215 0 0.017307625739901 0.0124298876648902 0.0103157921883664 0.0104978610608089 0.0223484495763106 0.00136468468960247 0.024283305227656 0.0481131123751581 0.0640897256158622 0.0352470572805666 0.0144591299547166 0 0.0173754398158203 0.0100277434234716 0.00581441830378882 0.0108105186346315 0.00805736846345983 0.0120971400344768 0.0209616972622753 0.00930293135366954 0.0117500285110986 0.030750307503075 0.019655844039812 0.0210580500245677 0.00683480281593876 0 0.00953561552398207 0.00871662259929686 0.0152629035130116 0.0129888404212714 0.0104454294433949 0.0204079029604214 0.022168927225458 0.00629128656810318 0.0227298556654165 0.0197521996767822 0.0112179650611379
"überhaupt" 0.0118750742192139 0.00107640309142968 0.00928591326957006 0.00415291015178887 0.00462909385487791 0.0178525601687067 0.0112790435371081 0.00737775974325396 0.00418848167539267 0.0160474590660379 0.0176839126919968 0.0136744656702539 0 0.0053236797274276 0.00894494387047721 0.0388220287283013 0.0410150464457424 0.0191952907553347 0.0284656988329063 0.0207691508878812 0.00310747191622256 0 0.0209957221216177 0.0223484495763106 0.0020470270344037 0.00224845418774592 0.00698416147381327 0.00400560785099139 0.0147545821174465 0.00525786543807878 0 0 0.033425811411572 0.00508761601581522 0.00540525931731575 0.0154949393528074 0.00907285502585764 0.0209616972622753 0.0148846901658713 0.028338304056179 0 0.00178689491271018 0 0 0.00305096639360517 0.00953561552398207 0.0145277043321614 0.012719086260843 0.00324721010531785 0.00454149106234559 0.00637746967513169 0.0100767851024809 0 0.0156267757699739 0.00718261806428443 0.0152972250833699
"inzwischen" 0.011132882080513 0.0129168370971561 0.00464295663478503 0.000692151691964811 0.0138872815646337 0.00781049507380918 0 0.00342538845222505 0 0.0051765996987219 0 0.00205116985053809 0.00252691160863193 0 0 0 0.0356982811657388 0 0 0 0 0 0 0.00558711239407766 0.00750576579281357 0.0103428892636313 0 0 0.00409849503262402 0 0 0 0 0.0138092434714984 0.011486176049296 0.00495838059289836 0.00100809500287307 0 0.0167452764366052 0.00345589073855841 0.00473081653893462 0 0 0 0 0 0 0 0 0 0.00382648180507902 0 0 0 0 0
"land" 0.0244923405771286 0.00968762782286711 0.00928591326957006 0.0885954165714958 0 0.0301261952846925 0.00902323482968644 0.00737775974325396 0.0146596858638743 0.00362361978910533 0.00252627324171382 0.0184605286548428 0.00505382321726386 0.0354911981828507 0.0134174158057158 0.00554600410404304 0.0068358410742904 0.00746483529374127 0.0426985482493595 0.0138461005919208 0.010876151706779 0.0309473765650991 0.0104978610608089 0 0.00272936937920493 0.0089938167509837 0.00310407176613923 0.00801121570198278 0.00901668907177284 0.0282610267296734 0 0 0 0.00654122059176242 0.0121618334639604 0.00681777331523524 0.0614937951752573 0.00571682652607508 0.0158149833012382 0.00691178147711682 0.0662314315450847 0.00536068473813055 0.00935913334425232 0 0.00305096639360517 0.00476780776199104 0.0232443269314583 0.00508763450433721 0.00974163031595354 0.0108995785496294 0.00255098787005268 0.0161228561639694 0 0.00568246391635413 0.00538696354821332 0.00611889003334795
